Id	Source	Sink
304	20388	1495089
305	20388	3092238
306	20388	4364543
307	20388	3622286
308	20388	1911672
309	20388	4746984
310	20388	3867332
311	20388	327759
312	20388	3022070
313	20388	2373120
314	20388	3125443
315	20388	2425032
316	20388	4214389
317	20388	4672512
318	20388	3306596
319	20388	2589851
320	20388	2844611
321	20388	4725067
322	20388	1749984
323	20388	2506560
324	20388	666586
325	20388	1110196
326	20388	3104920
327	20388	631608
328	20388	2715073
329	20388	1109026
330	20388	4334629
331	20388	3078284
332	20388	2189374
333	20388	2343197
334	20388	2301979
335	20388	2658893
336	20388	1535006
337	20388	1861146
338	20388	2415519
339	20388	200072
340	20388	3162086
341	20388	2300651
342	20388	3581216
343	20388	1832935
344	20388	2737158
345	20388	4537522
346	20388	738746
347	20388	2841050
348	20388	4337493
349	20388	675286
350	20388	1163506
351	20388	4848624
352	20388	2238113
353	20388	4429891
354	20388	3665395
355	20388	4183179
356	20388	715231
357	20388	3604164
358	20388	2175423
359	20388	2557014
360	20388	2670943
361	20388	3651197
362	20388	1869434
363	20388	1611764
364	20388	4281534
365	20388	2823181
366	20388	1124163
367	20388	875996
368	20388	1977438
369	20388	3435190
370	20388	1740130
371	20388	3372775
372	20388	3720777
373	20388	331500
374	20388	4097076
375	20388	2085221
376	20388	1783483
377	20388	1100635
378	20388	1774558
379	20388	1925220
380	20388	4210870
381	20388	4803727
382	20388	2953545
383	20388	1201423
384	20388	935651
385	20388	4179554
386	20388	3955415
387	20388	4128813
388	20388	4151704
389	20388	2231927
390	20388	2869089
391	20388	2408552
392	20388	1873075
393	20388	4448205
394	20388	3131709
395	20388	3625568
396	20388	3456238
397	20388	4529017
398	20388	649839
399	20388	947045
400	20388	4817800
401	20388	2398444
402	20388	3199883
403	20388	3966104
404	20388	1326726
405	20388	910301
406	20388	1499337
407	20388	676667
408	20388	2031531
409	20388	2121898
410	20388	44771
411	20388	2338672
412	20388	1997280
413	20388	2755351
414	20388	1154651
415	20388	157960
416	20388	149378
417	20388	4102245
418	20388	802775
419	20388	4501329
420	20388	2626660
421	20388	3149079
422	20388	1496546
423	20388	4420284
424	20388	2640710
425	20388	4285812
426	20388	3018064
427	20388	3168003
428	20388	612860
429	20388	3782849
430	20388	567278
431	20388	1816969
432	20388	3851960
433	20388	1153330
434	20388	2768469
435	20388	1990791
436	20388	2561072
437	20388	4373117
438	20388	540929
439	20388	742598
440	20388	2871089
441	20388	461850
442	20388	4427067
443	20388	2098023
444	20388	2509323
445	20388	2944340
446	20388	1709693
447	20388	3250512
448	20388	1413032
449	20388	2341553
450	20388	3586714
451	20388	705213
452	20388	2706995
453	20388	2454694
454	20388	4440292
455	20388	543467
456	20388	2092936
457	20388	126125
458	20388	175490
459	20388	2494053
460	20388	207742
461	20388	1410884
462	20388	3940029
463	20388	2878869
464	20388	726754
465	20388	3754973
466	20388	2484124
467	20388	1896937
468	20388	1584848
469	20388	1832458
470	20388	5108
471	20388	3340198
472	20388	4822815
473	20388	2879669
474	20388	1446473
475	20388	1485221
476	20388	1461334
477	20388	3036600
478	20388	3438399
479	20388	458844
480	20388	78137
481	20388	1752804
482	20388	2060446
483	20388	1420306
484	20388	2346837
485	20388	890630
486	20388	1269460
487	20388	1187491
488	20388	1010448
489	20388	4593675
490	20388	908459
491	20388	2404781
492	20388	4488417
493	20388	4672730
494	20388	1415202
495	20388	3826987
496	20388	3940471
497	20388	4407002
498	20388	3727179
499	20388	2269621
500	20388	2090815
501	20388	4035182
502	20388	2653180
503	20388	2163860
504	20388	3479638
505	20388	667184
506	20388	1894115
507	20388	3993144
508	20388	4183912
509	20388	3071326
510	20388	2843898
511	20388	396655
512	20388	2097600
513	20388	2218098
514	20388	26378
515	20388	4863043
516	20388	2027372
517	20388	4837916
518	20388	1723510
519	20388	724644
520	20388	4509002
521	20388	2502266
522	20388	331540
523	20388	3597321
524	20388	2583785
525	20388	1068278
526	20388	2887549
527	20388	1839454
528	20388	4191399
529	20388	2506920
530	20388	222901
531	20388	970102
532	20388	3331119
533	20388	4324335
534	20388	2305685
535	20388	1329096
536	20388	4361251
537	20388	1978648
538	20388	1090563
539	20388	481584
540	20388	1617020
541	20388	3296919
542	20388	4619497
543	20388	4135981
544	20388	2867072
545	20388	1749046
546	20388	3958684
547	20388	1958795
548	20388	3962446
549	20388	4369213
550	20388	1893663
551	20388	720286
552	20388	3823892
553	20388	4311230
554	20388	1549009
555	20388	3552577
556	20388	3889827
557	20388	2860658
558	20388	1142875
559	20388	2513353
560	20388	2357898
561	20388	4347916
562	20388	1885645
563	20388	2318895
564	20388	3198071
565	20388	648090
566	20388	4363421
567	20388	1684451
568	20388	3682643
569	20388	4360406
570	20388	1629132
571	20388	2399607
572	20388	4351834
573	20388	2179080
574	20388	645095
575	20388	4713652
576	20388	3246196
577	20388	1621460
578	20388	325166
579	20388	4152255
580	20388	1828939
581	20388	4528045
582	20388	1069723
583	20388	1944651
584	20388	1981608
585	20388	282037
586	20388	3640498
587	20388	1602612
588	20388	2183366
589	20388	2175625
590	20388	3894790
591	20388	2067239
592	20388	2049400
593	20388	1325901
594	20388	800699
595	20388	1619185
596	20388	1134756
597	20388	85685
598	20388	4266542
599	20388	4294293
600	20388	3164681
601	20388	2434172
602	20388	503183
603	20388	1786317
604	20388	4620969
605	20388	3541189
606	20388	2487009
607	20388	3999905
608	20388	2719097
609	20388	2144125
610	20388	3225379
611	20388	4689641
612	20388	4233249
613	20388	2815521
614	20388	4771257
615	20388	747278
616	20388	3831581
617	20388	477552
618	20388	3640411
619	20388	60246
620	20388	2444093
621	20388	1257913
622	20388	1117668
623	20388	1642667
624	20388	2762425
625	20388	2023303
626	20388	3928251
627	20388	250512
628	20388	4007628
629	20388	869229
630	20388	1191830
631	20388	2732206
632	20388	2699808
633	20388	3011060
634	20388	1990081
635	20388	2388878
636	20388	2490614
637	20388	3922522
638	20388	3861948
639	20388	426509
640	20388	3265037
641	20388	460190
642	20388	4474408
643	20388	1282197
644	20388	4638483
645	20388	4811829
646	20388	2549690
647	20388	4090363
648	20388	3599282
649	20388	1329642
650	20388	3734430
651	20388	4816345
652	20388	354306
653	20388	4770159
654	20388	749205
655	20388	3771393
656	20388	3254731
657	20388	4372413
658	20388	1135548
659	20388	2943847
660	20388	2363768
661	20388	3628551
662	20388	3913441
663	20388	649942
664	20388	2345534
665	20388	273870
666	20388	4783975
667	20388	4604040
668	20388	3367138
669	20388	4281749
670	20388	4484947
671	20388	929297
672	20388	1467313
673	20388	1163646
674	20388	1137392
675	20388	3072043
676	20388	1994568
677	20388	2682950
678	20388	2322694
679	20388	801582
680	20388	4057130
681	20388	2825272
682	20388	1250164
683	20388	1283376
684	20388	3413835
685	20388	1910023
686	20388	343090
687	20388	1445483
688	20388	2273384
689	20388	2938519
690	20388	520760
691	20388	4092221
692	20388	4042496
693	20388	2668151
694	20388	2888437
695	20388	1726515
696	20388	2905571
697	20388	4800659
698	20388	3651661
699	20388	2669204
700	20388	3478680
701	20388	2560245
702	20388	2585545
703	20388	1458361
704	20388	1522144
705	20388	2293942
706	20388	4654590
707	20388	4672588
708	20388	2003696
709	20388	207003
710	20388	3300015
711	20388	776539
712	20388	3368903
713	20388	4443133
714	20388	90270
715	20388	2136959
716	20388	2828682
717	20388	3248079
718	20388	2568694
719	20388	3391194
720	20388	2079225
721	20388	268787
722	20388	32759
723	20388	3837763
724	20388	3996298
725	20388	3445420
726	20388	3928508
727	20388	1400486
728	20388	3072327
729	20388	4780028
730	20388	1664766
731	20388	3093541
732	20388	1883679
733	20388	2814944
734	20388	2791133
735	20388	3842951
736	20388	4835284
737	20388	3678262
738	20388	2855659
739	20388	2451896
740	20388	3524050
741	20388	656915
742	20388	2461059
743	20388	3468744
744	20388	1260443
745	20388	1315505
746	20388	4693566
747	20388	4297073
748	20388	4809651
749	20388	4513800
750	20388	3431758
751	20388	2278777
752	20388	3032999
753	20388	2032208
754	20388	1521368
755	20388	2848438
756	20388	4826217
757	20388	1155987
758	20388	4192183
759	20388	1035137
760	20388	4767502
761	20388	1022992
762	20388	4684191
763	20388	2633064
764	20388	4611081
765	20388	1867909
766	20388	3300079
767	20388	3918971
768	20388	3108143
769	20388	2124471
770	20388	771361
771	20388	4139381
772	20388	617743
773	20388	1273938
774	20388	1873845
775	20388	4858058
776	20388	2354605
777	20388	4029896
778	20388	1517501
779	20388	2664229
780	20388	1060459
781	20388	22883
782	20388	950588
783	20388	1066673
784	20388	3030706
785	20388	4621654
786	20388	2524325
787	20388	3467433
788	20388	4788371
789	20388	1474776
790	20388	250274
791	20388	2803955
792	20388	3373410
793	20388	2385605
794	20388	2545610
795	20388	2770216
796	20388	1522250
797	20388	3188703
798	20388	1076449
799	20388	454940
800	20388	3198628
801	20388	510305
802	20388	4326098
803	20388	2757208
804	20388	2988103
805	20388	380028
806	20388	4382358
807	20388	2073274
808	20388	3831340
809	20388	2049409
810	20388	3930214
811	20388	2426784
812	20388	194887
813	20388	4613144
814	20388	1706352
815	20388	380536
816	20388	4332357
817	20388	1286578
818	20388	678429
819	20388	3118482
820	20388	4454039
821	20388	365114
822	20388	2628195
823	20388	1819419
824	20388	4617276
825	20388	3160923
826	20388	4500346
827	20388	2580336
828	20388	3071585
829	20388	3273814
830	20388	4569592
831	20388	1940312
832	20388	690326
833	20388	701838
834	20388	2166650
835	20388	726301
836	20388	3099633
837	20388	2010099
838	20388	1022593
839	20388	1047760
840	20388	999490
841	20388	1835465
842	20388	698140
843	20388	786615
844	20388	3131408
845	20388	197254
846	20388	2955983
847	20388	1510983
848	20388	2086227
849	20388	1121520
850	20388	2897478
851	20388	449805
852	20388	2961338
853	20388	4527577
854	20388	2472643
855	20388	1072914
856	20388	4214614
857	20388	3859934
858	20388	2477838
859	20388	1755519
860	20388	4489917
861	20388	2073803
862	20388	3859171
863	20388	2289154
864	20388	4578893
865	20388	4078326
866	20388	1074774
867	20388	1261080
868	20388	1217556
869	20388	3290976
870	20388	51927
871	20388	591760
872	20388	1019759
873	20388	1124194
874	20388	137964
875	20388	524864
876	20388	4095334
877	20388	3263260
878	20388	1882948
879	20388	892700
880	20388	123607
881	20388	340196
882	20388	1641990
883	20388	4523917
884	20388	574001
885	20388	2312640
886	20388	1034109
887	20388	1944150
888	20388	907241
889	20388	4048799
890	20388	3636582
891	20388	2659641
892	20388	3248091
893	20388	90044
894	20388	1465250
895	20388	1285552
896	20388	4424973
897	20388	331358
898	20388	2137862
899	20388	4686777
900	20388	2398846
901	20388	4412727
902	20388	4635827
903	20388	4237221
904	20388	32958
905	20388	1315975
906	20388	4723196
907	20388	403448
908	20388	1299359
909	20388	3025780
910	20388	1614901
911	20388	2388150
912	20388	4391893
913	20388	3864053
914	20388	3321580
915	20388	1294357
916	20388	122700
917	20388	4822767
918	20388	2084378
919	20388	24093
920	20388	1275684
921	20388	224648
922	20388	1516514
923	20388	1600592
924	20388	4301040
925	20388	2110741
926	20388	4740777
927	20388	4148660
928	20388	1263391
929	20388	3275723
930	20388	2210741
931	20388	2400197
932	20388	3931507
933	20388	4718434
934	20388	3712568
935	20388	424805
936	20388	746178
937	20388	303568
938	20388	1016266
939	20388	1452745
940	20388	400544
941	20388	1758138
942	20388	191635
943	20388	1043649
944	20388	3306490
945	20388	379142
946	20388	1761124
947	20388	3879741
948	20388	2476056
949	20388	1704716
950	20388	3376686
951	20388	63884
952	20388	2499058
953	20388	3575735
954	20388	3668045
955	20388	861695
956	20388	2347307
957	20388	4375897
958	20388	4028499
959	20388	3217484
960	20388	3417257
961	20388	3828523
962	20388	153501
963	20388	3014516
964	20388	4506996
965	20388	3963904
966	20388	1227376
967	20388	717979
968	20388	4793433
969	20388	3495080
970	20388	3257143
971	20388	2879891
972	20388	2106179
973	20388	4120397
974	20388	1238148
975	20388	1156017
976	20388	363501
977	20388	524998
978	20388	511542
979	20388	188168
980	20388	584137
981	20388	75107
982	20388	1209915
983	20388	1006382
984	20388	3547215
985	20388	4080742
986	20388	2950459
987	20388	3180155
988	20388	4175895
989	20388	1916994
990	20388	3396850
991	20388	2566449
992	20388	67603
993	20388	2760464
994	20388	2289388
995	20388	534821
996	20388	2033153
997	20388	4747676
998	20388	1877338
999	20388	741962
1000	20388	1392716
1001	20388	973075
1002	20388	1153329
1003	20388	3137391
1004	20388	1431202
1005	20388	3788608
1006	20388	1298032
1007	20388	1697514
1008	20388	722973
1009	20388	1697236
1010	20388	521096
1011	20388	4251491
1012	20388	364121
1013	20388	584604
1014	20388	2589006
1015	20388	4272904
1016	20388	1891108
1017	20388	498290
1018	20388	4062170
1019	20388	3532935
1020	20388	4442860
1021	20388	3916968
1022	20388	148280
1023	20388	2115865
1024	20388	1787004
1025	20388	4096708
1026	20388	2202158
1027	20388	2050081
1028	20388	2153029
1029	20388	2625763
1030	20388	3273977
1031	20388	3875694
1032	20388	2206844
1033	20388	4507437
1034	20388	1550131
1035	20388	3553023
1036	20388	3716135
1037	20388	4759949
1038	20388	264197
1039	20388	442185
1040	20388	436971
1041	20388	731929
1042	20388	2447110
1043	20388	4555311
1044	20388	474196
1045	20388	436021
1046	20388	4756817
1047	20388	1006056
1048	20388	1273700
1049	20388	1889369
1050	20388	1236296
1051	20388	741773
1052	20388	3874421
1053	20388	2116620
1054	20388	2421121
1055	20388	2452063
1056	20388	2637527
1057	20388	4418006
1058	20388	1066905
1059	20388	2130300
1060	20388	4294166
1061	20388	2353468
1062	20388	4048581
1063	20388	3149801
1064	20388	3762251
1065	20388	1508490
1066	20388	3566560
1067	20388	2284072
1068	20388	4272996
1069	20388	2385372
1070	20388	811079
1071	20388	1836505
1072	20388	80348
1073	20388	1127498
1074	20388	308424
1075	20388	972333
1076	20388	442229
1077	20388	4357370
1078	20388	3229123
1079	20388	1879105
1080	20388	1423386
1081	20388	4163587
1082	20388	1000807
1083	20388	484449
1084	20388	1333862
1085	20388	3315010
1086	20388	1819249
1087	20388	4828892
1088	20388	3041395
1089	20388	3288882
1090	20388	4201148
1091	20388	700423
1092	20388	136267
1093	20388	4754021
1094	20388	590005
1095	20388	3991718
1096	20388	687020
1097	20388	2650794
1098	20388	1009760
1099	20388	2534478
1100	20388	4193677
1101	20388	2622986
1102	20388	896632
1103	20388	2862713
1104	20388	2858322
1105	20388	213882
1106	20388	2777442
1107	20388	2480104
1108	20388	1177633
1109	20388	802077
1110	20388	3951241
1111	20388	250168
1112	20388	1406803
1113	20388	3867594
1114	20388	2428255
1115	20388	4636841
1116	20388	1245533
1117	20388	1776676
1118	20388	3812768
1119	20388	3718453
1120	20388	3902945
1121	20388	4652830
1122	20388	1456236
1123	20388	1480055
1124	20388	4832145
1125	20388	1770642
1126	20388	2164221
1127	20388	3212156
1128	20388	2884893
1129	20388	3092672
1130	20388	3455129
1131	20388	3304440
1132	20388	1554870
1133	20388	2011922
1134	20388	1899237
1135	20388	3309380
1136	20388	1410091
1137	20388	2235738
1138	20388	1628588
1139	20388	871389
1140	20388	1698844
1141	20388	3912014
1142	20388	2230798
1143	20388	255115
1144	20388	424071
1145	20388	3016677
1146	20388	732598
1147	20388	191722
1148	20388	3663958
1149	20388	209573
1150	20388	59692
1151	20388	1993311
1152	20388	4674141
1153	20388	561363
1154	20388	1161579
1155	20388	618719
1156	20388	4383380
1157	20388	2744308
1158	20388	1322813
1159	20388	4199005
1160	20388	3372983
1161	20388	2169895
1162	20388	1287451
1163	20388	852210
1164	20388	4691260
1165	20388	2786883
1166	20388	4647666
1167	20388	988693
1168	20388	1582263
1169	20388	1727897
1170	20388	4420246
1171	20388	215825
1172	20388	3953910
1173	20388	4430511
1174	20388	3481564
1175	20388	1351474
1176	20388	1153575
1177	20388	3428438
1178	20388	1451090
1179	20388	1623632
1180	20388	4214003
1181	20388	770846
1182	20388	1303272
1183	20388	2573280
1184	20388	414466
1185	20388	3340686
1186	20388	3575093
1187	20388	441867
1188	20388	33287
1189	20388	357883
1190	20388	807266
1191	20388	3333165
1192	20388	2638976
1193	20388	3527490
1194	20388	2758659
1195	20388	1382111
1196	20388	3020797
1197	20388	4771428
1198	20388	2114884
1199	20388	1756355
1200	20388	4642948
1201	20388	626041
1202	20388	2114668
1203	20388	629695
1204	20388	4032529
1205	20388	4615313
1206	20388	342794
1207	20388	3555472
1208	20388	2123724
1209	20388	574342
1210	20388	73427
1211	20388	3266137
1212	20388	558572
1213	20388	2094533
1214	20388	4061136
1215	20388	1658458
1216	20388	3406634
1217	20388	346096
1218	20388	773033
1219	20388	4414104
1220	20388	1612378
1221	20388	787171
1222	20388	4590267
1223	20388	3461634
1224	20388	1411777
1225	20388	1200747
1226	20388	347429
1227	20388	4527270
1228	20388	1099368
1229	20388	4393495
1230	20388	3220908
1231	20388	3714600
1232	20388	4207330
1233	20388	32823
1234	20388	2949834
1235	20388	223374
1236	20388	3017588
1237	20388	2276976
1238	20388	597992
1239	20388	4793672
1240	20388	2453994
1241	20388	94376
1242	20388	4559967
1243	20388	293916
1244	20388	709004
1245	20388	4584487
1246	20388	777755
1247	20388	916042
1248	20388	1534412
1249	20388	1581255
1250	20388	2119683
1251	20388	4823686
1252	20388	2364937
1253	20388	4743057
1254	20388	2819403
1255	20388	2012361
1256	20388	4239073
1257	20388	1567615
1258	20388	2181128
1259	20388	3865495
1260	20388	1400770
1261	20388	1599593
1262	20388	3625614
1263	20388	3594285
1264	20388	4355539
1265	20388	3773343
1266	20388	1735647
1267	20388	4050381
1268	20388	3454409
1269	20388	3187114
1270	20388	3520214
1271	20388	3455040
1272	20388	227244
1273	20388	295872
1274	20388	2249669
1275	20388	2152982
1276	20388	3327977
1277	20388	2428864
1278	20388	3828829
1279	20388	3797856
1280	20388	2480494
1281	20388	423031
1282	20388	3040057
1283	20388	4808560
1284	20388	1390777
1285	20388	1765509
1286	20388	1023832
1287	20388	1629768
1288	20388	1519262
1289	20388	3565362
1290	20388	2370088
1291	20388	841878
1292	20388	1561385
1293	20388	704095
1294	20388	3632142
1295	20388	4309438
1296	20388	3810245
1297	20388	2926275
1298	20388	1465788
1299	20388	2363433
1300	20388	1261129
1301	20388	727697
1302	20388	2836941
1303	20388	768187
1304	20388	3055680
1305	20388	1304064
1306	20388	3775761
1307	20388	3736967
1308	20388	3282566
1309	20388	3499268
1310	20388	943909
1311	20388	4121938
1312	20388	2990071
1313	20388	1268139
1314	20388	2501151
1315	20388	1938065
1316	20388	26332
1317	20388	496314
1318	20388	2720270
1319	20388	4136518
1320	20388	2591222
1321	20388	2701356
1322	20388	661200
1323	20388	2913648
1324	20388	4605478
1325	20388	4408777
1326	20388	1171966
1327	20388	2393358
1328	20388	220317
1329	20388	987756
1330	20388	4418148
1331	20388	2153771
1332	20388	4203106
1333	20388	1998609
1334	20388	3953623
1335	20388	2899347
1336	20388	652045
1337	20388	277512
1338	20388	4088302
1339	20388	579160
1340	20388	274661
1341	20388	4091837
1342	20388	25862
1343	20388	2569460
1344	20388	2347167
1345	20388	3895779
1346	20388	2246522
1347	20388	3218606
1348	20388	1650566
1349	20388	1234416
1350	20388	1300604
1351	20388	541776
1352	20388	2192899
1353	20388	3803638
1354	20388	4859293
1355	20388	2342129
1356	20388	3050895
1357	20388	1182968
1358	20388	2609045
1359	20388	96723
1360	20388	4272763
1361	20388	1609327
1362	20388	861972
1363	20388	1626092
1364	20388	2450908
1365	20388	1698988
1366	20388	1085227
1367	20388	1640851
1368	20388	3084379
1369	20388	2469268
1370	20388	2685896
1371	20388	4203453
1372	20388	2963114
1373	20388	3226479
1374	20388	1527288
1375	20388	380624
1376	20388	3069071
1377	20388	2430543
1378	20388	1400669
1379	20388	2863131
1380	20388	4790304
1381	20388	42989
1382	20388	3844482
1383	20388	4433666
1384	20388	73863
1385	20388	721060
1386	20388	1379668
1387	20388	425199
1388	20388	2037272
1389	20388	1051276
1390	20388	3141154
1391	20388	4562508
1392	20388	1122323
1393	20388	2754093
1394	20388	753849
1395	20388	3069676
1396	20388	4573060
1397	20388	920856
1398	20388	2061699
1399	20388	4307459
1400	20388	876024
1401	20388	425590
1402	20388	2270335
1403	20388	531775
1404	20388	2932700
1405	20388	2485531
1406	20388	871190
1407	20388	507857
1408	20388	3000277
1409	20388	4170638
1410	20388	2643166
1411	20388	380064
1412	20388	1212647
1413	20388	964922
1414	20388	2176434
1415	20388	3444204
1416	20388	4507399
1417	20388	1995479
1418	20388	4587054
1419	20388	2135488
1420	20388	3696118
1421	20388	476890
1422	20388	26575
1423	20388	4089517
1424	20388	68143
1425	20388	329897
1426	20388	1338682
1427	20388	1190242
1428	20388	1921973
1429	20388	3084411
1430	20388	3262848
1431	20388	513668
1432	20388	1284734
1433	20388	3483361
1434	20388	3054779
1435	20388	1855996
1436	20388	2347998
1437	20388	3698521
1438	20388	3943895
1439	20388	4700603
1440	20388	2156128
1441	20388	1464877
1442	20388	2816891
1443	20388	130447
1444	20388	662857
1445	20388	648548
1446	20388	2479915
1447	20388	351026
1448	20388	340158
1449	20388	205501
1450	20388	2446312
1451	20388	4513984
1452	20388	1812331
1453	20388	3709528
1454	20388	2813281
1455	20388	2973076
1456	20388	1129860
1457	20388	3627417
1458	20388	3407454
1459	20388	2812567
1460	20388	4391086
1461	20388	221424
1462	20388	3933927
1463	20388	418015
1464	20388	4006779
1465	20388	4108916
1466	20388	3339499
1467	20388	3022609
1468	20388	3184375
1469	20388	3219984
1470	20388	1364550
1471	20388	1690899
1472	20388	2797517
1473	20388	2334186
1474	20388	1114046
1475	20388	3588800
1476	20388	870175
1477	20388	3543044
1478	20388	250537
1479	20388	2419978
1480	20388	2773563
1481	20388	1116429
1482	20388	443603
1483	20388	4669702
1484	20388	2328162
1485	20388	4821158
1486	20388	4818997
1487	20388	434271
1488	20388	2915796
1489	20388	3424589
1490	20388	3201908
1491	20388	1129491
1492	20388	4805968
1493	20388	1767699
1494	20388	818190
1495	20388	2605707
1496	20388	4409172
1497	20388	1836657
1498	20388	4222379
1499	20388	1956887
1500	20388	3228700
1501	20388	4316014
1502	20388	1052264
1503	20388	274992
1504	20388	4100882
1505	20388	949610
1506	20388	826990
1507	20388	2839910
1508	20388	3101049
1509	20388	1026890
1510	20388	3084591
1511	20388	2612952
1512	20388	796877
1513	20388	559105
1514	20388	675429
1515	20388	1109041
1516	20388	4166350
1517	20388	3635726
1518	20388	1112380
1519	20388	701053
1520	20388	3584989
1521	20388	1755902
1522	20388	1044580
1523	20388	1701604
1524	20388	3755457
1525	20388	3128654
1526	20388	4499200
1527	20388	4518804
1528	20388	2119874
1529	20388	67779
1530	20388	94452
