0,_sink,_source,adamic_adar_index,common_neighbour,in_degree_a,in_degree_b,in_out_degree_a,in_out_degree_b,jaccard_coefficient,local_path,out_degree_a,out_degree_b,preferential_attachment,resource_allocation,summation_neighbours,z0_shortest_path,z1_b_to_a,z2_middle
30,2191723,2733287,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
31,1555038,2879555,0.0,0,1,3,1000000.0,3000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
32,942364,2153597,0.0,0,22,1,22000000.0,1000000.0,0.0,0.0,0,0,22,0.0,23,4,0,0
33,1124,3457386,0.0,0,177,1,177000000.0,1000000.0,0.0,0.0,0,0,177,0.0,178,4,0,0
34,979266,3756841,0.07796806287802142,1,2,1,2000000.0,1000000.0,0.5,1.0,0,0,2,2.690551589981462e-06,3,3,0,0
35,4378530,4499167,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
36,2845864,386123,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
37,1665462,30378,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
38,3955750,2553639,0.0,0,2,2,2000000.0,2000000.0,0.0,0.0,0,0,4,0.0,4,5,0,0
39,3657735,3248009,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
40,2192372,2767100,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
41,810745,2362335,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
42,138973,3144385,0.0,0,17,1,17000000.0,1000000.0,0.0,0.0,0,0,17,0.0,18,4,0,0
43,536747,2360521,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
44,1872019,903785,0.07383035914027619,1,2,6,2000000.0,6000000.0,0.14285714285714285,1.0,0,0,12,1.3112054304884107e-06,8,3,0,0
45,2096882,3569859,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
46,566168,3703614,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
47,865011,2390402,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
48,1857223,3002788,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
49,4507363,633880,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
50,209982,627341,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
51,3918951,4344449,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
52,727357,3584603,0.0,0,50,1,50000000.0,1000000.0,0.0,0.0,0,0,50,0.0,51,4,0,0
53,2186234,3553031,0.0,0,1,8,1000000.0,0.08695652079395086,0.0,0.0,0,92,98,0.0,99,4,0,0
54,3743221,1103410,0.0,0,3,14,3000000.0,14000000.0,0.0,0.0,0,0,42,0.0,17,4,0,0
55,3260848,2342654,0.0,0,9,1,9000000.0,1000000.0,0.0,0.0,0,0,9,0.0,10,4,0,0
56,3564073,2374922,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,6,0,0
57,4088582,445823,0.0,0,3,2,3000000.0,2000000.0,0.0,0.0,0,0,6,0.0,5,5,0,0
58,388353,1238248,0.0,0,5,1,5000000.0,1000000.0,0.0,0.0,0,0,5,0.0,6,4,0,0
59,3970681,1203907,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
60,1934262,3767447,0.0,0,6,1,6000000.0,1000000.0,0.0,0.0,0,0,6,0.0,7,5,0,0
61,3921898,1336254,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
62,970351,2865485,0.0,0,1,16,1000000.0,16000000.0,0.0,0.0,0,0,16,0.0,17,4,0,0
63,821782,827106,0.0,0,6,5,6000000.0,5000000.0,0.0,0.0,0,0,30,0.0,11,4,0,0
64,3020750,912669,0.0,0,32,2,32000000.0,2000000.0,0.0,0.0,0,0,64,0.0,34,4,0,0
65,1597157,2327323,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
66,1844407,662436,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
67,2377230,4433653,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
68,3513205,1229371,0.0,0,3,4,3000000.0,4000000.0,0.0,0.0,0,0,12,0.0,7,4,0,0
69,2961842,1512376,0.0,0,1,8,1000000.0,8000000.0,0.0,0.0,0,0,8,0.0,9,4,0,0
70,318991,4731168,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
71,67875,1403352,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
72,3103228,4390828,0.07383035914027619,1,8,3,8000000.0,3000000.0,0.1,1.0,0,0,24,1.3112054304884107e-06,11,3,0,0
73,263311,565120,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
74,800026,235180,0.0,0,25,1,25000000.0,1000000.0,0.0,0.0,0,0,25,0.0,26,4,0,0
75,3369852,2028779,0.0,0,3,2,3000000.0,2000000.0,0.0,0.0,0,0,6,0.0,5,4,0,0
76,3943303,3302024,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
77,3258972,4417468,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
78,1843791,3627569,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
79,2485562,2392881,0.07383035914027619,1,2,1,2000000.0,1000000.0,0.5,1.0,0,0,2,1.3112054304884107e-06,3,3,0,0
80,4119970,2634850,0.0,0,27,1,27000000.0,1000000.0,0.0,0.0,0,0,27,0.0,28,4,0,0
81,2808063,2077431,0.0,0,47,1,47000000.0,1000000.0,0.0,0.0,0,0,47,0.0,48,4,0,0
82,2934010,1990730,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
83,4850247,13838,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
84,372304,3001854,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
85,3903808,2148223,0.0,0,1,6,1000000.0,6000000.0,0.0,0.0,0,0,6,0.0,7,4,0,0
86,4142478,1667854,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
87,1217704,4243399,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
88,657994,4246968,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
89,3299247,2046241,0.0,0,159,1,159000000.0,1000000.0,0.0,0.0,0,0,159,0.0,160,4,0,0
90,4384959,374395,0.0,0,2,2,2000000.0,2000000.0,0.0,0.0,0,0,4,0.0,4,5,0,0
91,2616745,3207750,0.0,0,38,2,38000000.0,2000000.0,0.0,0.0,0,0,76,0.0,40,4,0,0
92,4185327,1232852,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
93,1968975,3159216,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
94,3060888,4473334,0.0,0,18,2,18000000.0,2000000.0,0.0,0.0,0,0,36,0.0,20,4,0,0
95,4276826,2490327,0.0,0,2,2,2000000.0,2000000.0,0.0,0.0,0,0,4,0.0,4,4,0,0
96,2322834,1957493,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
97,1006064,2068765,0.0,0,5,1,5000000.0,1000000.0,0.0,0.0,0,0,5,0.0,6,5,0,0
98,4778868,1457408,0.0,0,4,1,4000000.0,1000000.0,0.0,0.0,0,0,4,0.0,5,5,0,0
99,4138826,2717295,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
100,1329792,2824584,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
101,3135652,2361845,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
102,1649737,2934703,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
103,2116456,3122926,0.0,0,3,2,3000000.0,2000000.0,0.0,0.0,0,0,6,0.0,5,4,0,0
104,3827514,3394055,0.0,0,12,1,12000000.0,1000000.0,0.0,0.0,0,0,12,0.0,13,4,0,0
105,194580,2439223,0.0,0,6,1,6000000.0,1000000.0,0.0,0.0,0,0,6,0.0,7,4,0,0
106,4649987,99312,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
107,4244096,2971471,0.0,0,5,2,5000000.0,2000000.0,0.0,0.0,0,0,10,0.0,7,4,0,0
108,1906860,4771214,0.0,0,3,2,3000000.0,2000000.0,0.0,0.0,0,0,6,0.0,5,4,0,0
109,2781871,2069763,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
110,528668,1073165,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
111,1652261,4359635,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
112,3601707,3305917,0.0,0,1,3,1000000.0,3000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
113,712689,2943793,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
114,2728820,4075206,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
115,2617800,1327242,0.0,0,1,17,1000000.0,17000000.0,0.0,0.0,0,0,17,0.0,18,4,0,0
116,109604,3775480,0.0,0,40,1,40000000.0,1000000.0,0.0,0.0,0,0,40,0.0,41,4,0,0
117,1874293,644386,0.08737660671899143,1,43,7,43000000.0,7000000.0,0.020408163265306117,1.0,0,0,301,1.0705950367214096e-05,50,3,0,0
118,2653676,4700445,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
119,1995463,1003652,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
120,892552,4551226,0.0,0,1,9,1000000.0,9000000.0,0.0,0.0,0,0,9,0.0,10,4,0,0
121,53743,1724236,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
122,2265709,525693,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
123,3328584,3282844,0.0,0,1,4,1000000.0,4000000.0,0.0,0.0,0,0,4,0.0,5,5,0,0
124,3744925,4153231,0.0,0,2,13,2000000.0,13000000.0,0.0,0.0,0,0,26,0.0,15,4,0,0
125,2921609,2638717,0.0,0,2,2,2000000.0,2000000.0,0.0,0.0,0,0,4,0.0,4,4,0,0
126,2236845,1638724,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
127,3934191,2120613,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
128,2483158,1625671,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
129,3974406,3994464,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
130,1737984,18108,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
131,3134261,3419348,0.0,0,2,7,2000000.0,7000000.0,0.0,0.0,0,0,14,0.0,9,4,0,0
132,2763163,2819739,0.08949847698610633,1,1,1,1000000.0,1000000.0,1.0,1.0,0,0,1,1.4043168700585598e-05,2,3,0,0
133,150278,647397,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
134,1204149,2243230,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
135,1249248,3736678,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
136,4286176,1472874,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
137,4456555,3398728,0.0,0,1,3,1000000.0,3000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
138,2700965,1004910,0.0,0,2,2,2000000.0,2000000.0,0.0,0.0,0,0,4,0.0,4,4,0,0
139,3787853,4565076,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
140,725456,2349798,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
141,956060,2933032,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
142,1149731,4243278,0.0,0,20,2,20000000.0,2000000.0,0.0,0.0,0,0,40,0.0,22,4,0,0
143,4373383,1930069,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
144,4812826,1893857,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
145,1022608,1800311,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
146,3365127,3870641,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
147,3740215,298257,0.0,0,1,35,1000000.0,35000000.0,0.0,0.0,0,0,35,0.0,36,4,0,0
148,3454559,212703,0.0,0,4,1,4000000.0,1000000.0,0.0,0.0,0,0,4,0.0,5,4,0,0
149,4516222,3527821,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
150,880187,1835955,0.0,0,10,2,10000000.0,2000000.0,0.0,0.0,0,0,20,0.0,12,4,0,0
151,4285936,2339656,0.0,0,6,1,6000000.0,1000000.0,0.0,0.0,0,0,6,0.0,7,4,0,0
152,3559525,1086856,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
153,157836,16038,0.0,0,19,6,19000000.0,6000000.0,0.0,0.0,0,0,114,0.0,25,4,0,0
154,552930,3723431,0.0,0,11,1,11000000.0,1000000.0,0.0,0.0,0,0,11,0.0,12,4,0,0
155,2099465,213882,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
156,3645091,1420030,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
157,1645570,4660450,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
158,782522,2339843,0.0959488309916324,1,55,4,55000000.0,4000000.0,0.017241379310344827,1.0,0,0,220,2.9763676409310083e-05,59,3,0,0
159,3714372,836875,0.07383035914027619,1,60,2,60000000.0,2000000.0,0.016393442622950817,1.0,0,0,120,1.3112054304884107e-06,62,3,0,0
160,1624105,2910467,0.08554460979176402,1,1,1,1000000.0,1000000.0,1.0,1.0,0,0,1,8.378788259641891e-06,2,3,0,0
161,4694599,592494,0.0,0,10,1,10000000.0,1000000.0,0.0,0.0,0,0,10,0.0,11,4,0,0
162,1282498,3704755,0.0,0,16,1,16000000.0,1000000.0,0.0,0.0,0,0,16,0.0,17,4,0,0
163,2897360,1854711,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
164,4167582,3269196,0.0,0,8,1,8000000.0,1000000.0,0.0,0.0,0,0,8,0.0,9,5,0,0
165,3348836,1975941,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
166,1719779,35116,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
167,3357698,2850625,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
168,702794,4141205,0.0,0,2,11,2000000.0,11000000.0,0.0,0.0,0,0,22,0.0,13,4,0,0
169,2947414,5767,0.0,0,2,2,2000000.0,2000000.0,0.0,0.0,0,0,4,0.0,4,5,0,0
170,2396008,1958313,0.08949847698610633,1,1,1,1000000.0,1000000.0,1.0,1.0,0,0,1,1.4043168700585598e-05,2,3,0,0
171,2285389,3570343,0.0,0,3,5,3000000.0,5000000.0,0.0,0.0,0,0,15,0.0,8,4,0,0
172,2244586,1308922,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
173,2117887,4591433,0.0,0,1,18,1000000.0,18000000.0,0.0,0.0,0,0,18,0.0,19,4,0,0
174,2984768,4689189,0.0,0,1,4,1000000.0,4000000.0,0.0,0.0,0,0,4,0.0,5,4,0,0
175,912137,2670744,0.0,0,6,1,6000000.0,1000000.0,0.0,0.0,0,0,6,0.0,7,5,0,0
176,1635788,3973765,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
177,3136986,4418341,0.0,0,1,9,1000000.0,9000000.0,0.0,0.0,0,0,9,0.0,10,5,0,0
178,4447983,2134668,0.0,0,5,1,5000000.0,1000000.0,0.0,0.0,0,0,5,0.0,6,5,0,0
179,4677698,3977588,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
180,1111739,4192157,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
181,2035807,2151206,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
182,3661892,2073697,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
183,396407,2068608,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
184,4239086,1801305,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
185,591146,4738196,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
186,2278202,2362655,0.0,0,1,6,1000000.0,6000000.0,0.0,0.0,0,0,6,0.0,7,4,0,0
187,2254956,4140681,0.0,0,3,3,3000000.0,3000000.0,0.0,0.0,0,0,9,0.0,6,5,0,0
188,311702,744981,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
189,4194816,1424791,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
190,3999657,645064,0.0,0,5,2,5000000.0,2000000.0,0.0,0.0,0,0,10,0.0,7,5,0,0
191,4734126,3554067,0.0,0,2,4,2000000.0,4000000.0,0.0,0.0,0,0,8,0.0,6,5,0,0
192,2646748,2150602,0.0,0,15,16,15000000.0,16000000.0,0.0,0.0,0,0,240,0.0,31,4,0,0
193,4320908,3951187,0.0,0,3,2,3000000.0,2000000.0,0.0,0.0,0,0,6,0.0,5,4,0,0
194,4704090,1510869,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
195,3759979,3206886,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
196,3854158,2305418,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
197,880726,1437019,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
198,3777133,3978492,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
199,2745134,3005265,0.0,0,1,4,1000000.0,4000000.0,0.0,0.0,0,0,4,0.0,5,4,0,0
200,202605,2304668,0.0,0,6,5,6000000.0,5000000.0,0.0,0.0,0,0,30,0.0,11,4,0,0
201,745085,4226298,0.07383035914027619,1,1,6,1000000.0,6000000.0,0.16666666666666666,1.0,0,0,6,1.3112054304884107e-06,7,3,0,0
202,2141478,586638,0.07383035914027619,1,2,1,2000000.0,1000000.0,0.5,1.0,0,0,2,1.3112054304884107e-06,3,3,0,0
203,434584,3192711,0.0,0,2,13,2000000.0,13000000.0,0.0,0.0,0,0,26,0.0,15,4,0,0
204,512604,2479228,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
205,2893927,2180367,0.0,0,1,3,1000000.0,3000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
206,2959213,216148,0.0,0,1,8,1000000.0,8000000.0,0.0,0.0,0,0,8,0.0,9,4,0,0
207,2449950,3864021,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,6,0,0
208,3707852,4631275,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
209,123078,811193,0.0,0,1,9,1000000.0,9000000.0,0.0,0.0,0,0,9,0.0,10,5,0,0
210,2143075,2595633,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
211,120699,3464733,0.0,0,6,2,6000000.0,2000000.0,0.0,0.0,0,0,12,0.0,8,4,0,0
212,2528409,1187531,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
213,2183515,3021821,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
214,4512996,4301759,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
215,1723019,1035108,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
216,3856334,2471193,0.0,0,1,36,1000000.0,36000000.0,0.0,0.0,0,0,36,0.0,37,4,0,0
217,4115721,2873917,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
218,2450687,1474015,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
219,4085005,1463172,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
220,3060362,2953582,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,5,0,0
221,3148251,4606248,0.0,0,3,1,3000000.0,1000000.0,0.0,0.0,0,0,3,0.0,4,4,0,0
222,695986,3968590,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
223,3309750,4699953,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
224,3540926,3365490,0.0,0,4,1,4000000.0,1000000.0,0.0,0.0,0,0,4,0.0,5,4,0,0
225,2290778,3672915,0.0,0,8,1,8000000.0,1000000.0,0.0,0.0,0,0,8,0.0,9,5,0,0
226,2966818,2986923,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
227,2901197,4095341,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
228,4489055,4422125,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,5,0,0
229,4301446,3884472,0.0,0,2,1,2000000.0,1000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
230,4124287,3560094,0.0,0,2,4,2000000.0,4000000.0,0.0,0.0,0,0,8,0.0,6,4,0,0
231,1967073,1962810,0.0,0,1,2,1000000.0,2000000.0,0.0,0.0,0,0,2,0.0,3,4,0,0
232,3534158,2705155,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,5,0,0
233,4019393,2746202,0.0,0,1,11,1000000.0,11000000.0,0.0,0.0,0,0,11,0.0,12,4,0,0
234,3272437,3031267,0.0,0,1,1,1000000.0,1000000.0,0.0,0.0,0,0,1,0.0,2,4,0,0
