0,_sink,_source,adamic_adar_index,common_neighbour,in_degree_a,in_degree_b,in_out_degree_a,in_out_degree_b,jaccard_coefficient,local_path,out_degree_a,out_degree_b,preferential_attachment,resource_allocation,summation_neighbours,z0_shortest_path,z1_b_to_a,z2_middle
58,4797151,2671870,0.0,0,4,1,0.03571428539540817,1000000.0,0.0,0.0,112,0,115,0.0,116,4,0,0
59,614747,3536080,2.144934570738994,23,97,97,0.06708160437961161,97000000.0,0.014964216005204943,23.0,1446,0,141911,0.0016360595268481532,1560,3,0,0
60,1592987,2541283,0.5062133729392804,5,71,204,0.08616504843912008,204000000.0,0.004835589941972921,5.0,824,0,170340,0.0008364443929153963,1039,3,0,0
61,903626,3848381,1.2962656148667713,10,96,20,0.2882882874225577,20000000.0,0.027548209366391185,10.0,333,0,7060,0.006211425892449507,373,3,0,0
62,3593324,811898,0.0,0,6,3,0.18181817630854014,3000000.0,0.0,0.0,33,0,114,0.0,41,4,0,0
63,4016607,231650,2.1290006236244494,20,100,321,0.12360939416117506,321000000.0,0.017683465959328033,20.0,809,0,266430,0.003125608729430031,1151,3,0,0
64,3362916,1305368,0.0,0,20,37,0.042553191398823,37000000.0,0.0,0.0,470,0,17464,0.0,509,4,0,0
65,2183299,3275981,0.0,0,7,3,0.03240740725737312,3000000.0,0.0,0.0,216,0,651,0.0,220,4,0,0
66,4710588,3863858,0.08641664237211644,1,105,45,0.05986316986324791,45000000.0,0.0005530973451327434,1.0,1754,0,79380,9.427825283541846e-06,1809,3,0,0
67,4543397,938826,0.7797540217543028,8,30,243,0.0717703347565303,243000000.0,0.012084592145015106,8.0,418,0,103761,0.0005016778079850886,670,3,0,0
68,2629120,4705108,0.0,0,19,1,0.03732809422921789,1000000.0,0.0,0.0,509,0,514,0.0,515,4,0,0
69,2721940,617435,0.4955308942022823,5,42,144,0.2359550548541851,0.222910216373204,0.005753739930955121,5.0,178,646,133369,0.0002131663862080945,874,3,0,2
70,1202849,2022904,0.2469797195417272,3,110,11,1.134020606865767,11000000.0,0.01485148514851485,3.0,97,0,2134,2.0572936052857464e-05,205,3,0,0
71,3735230,4797294,0.0,0,9,1,0.00449999999775,1000000.0,0.0,0.0,2000,0,2003,0.0,2004,4,0,0
72,2549546,2450052,0.2583177668073288,1,5,40,0.056818181172520674,40000000.0,0.0078125,1.0,88,0,3560,0.02083333333333333,129,3,0,0
73,497993,24523,0.0,0,341,2,0.02740496664571205,2000000.0,0.0,0.0,12443,0,24896,0.0,12450,4,0,0
74,1043689,4576342,0.2992252479497456,3,50,110,0.17421602726754,110000000.0,0.007263922518159807,3.0,287,0,33660,0.00016976870385085064,416,3,0,0
75,2638090,1875903,0.8704863190396206,6,26,1165,0.16774193440166493,0.03414019458345621,0.0001712670910284589,6.0,155,34124,5927730,0.013325037915799113,35039,3,0,4
76,1305103,930131,0.3105826365139362,3,12,75,0.13186813041903153,0.1842751838224197,0.005952380952380952,3.0,91,407,40082,0.0003389788047862334,507,3,0,2
77,2516690,3872353,6.306193282291588,30,182,254,0.1165172854567751,0.030657815325207262,0.003012653143201446,30.0,1562,8285,13535907,0.4773498414728299,9988,2,1,27
78,20388,217062,18.81156420582472,78,78,4841,0.2662116031869911,0.0063547446615992076,0.00010224198317988298,78.0,293,761793,241762269,2.6299382431648004,762974,2,1,67
79,1120745,1628755,0.3754367031377363,2,3,57,0.12499999479166687,57000000.0,0.02469135802469136,2.0,24,0,1482,0.009877399953735832,83,3,0,0
80,2555403,4033899,5.543046568200745,46,384,99,0.15304902345434476,99000000.0,0.01777434312210201,46.0,2509,0,250965,0.015368722524153316,2634,3,0,0
81,4690043,4600810,0.09066310787339056,1,15,12,0.10273972532370053,12000000.0,0.006289308176100629,1.0,146,0,1776,1.621060822202049e-05,160,3,0,0
82,3901568,2852252,5.1097373507245685,52,165,313,0.09105960259875297,313000000.0,0.024928092042186004,52.0,1812,0,571225,0.00388882016679562,2138,3,0,0
83,963520,4128817,0.1768412052418143,2,86,41,0.04574468082673155,41000000.0,0.001013684744044602,2.0,1880,0,79294,2.543457804417753e-05,1975,3,0,0
84,3538910,4603833,0.0,0,168,2,0.6339622617586329,2000000.0,0.0,0.0,265,0,740,0.0,372,4,0,0
85,694605,2665129,0.0,0,13,7,0.12499999879807695,7000000.0,0.0,0.0,104,0,798,0.0,121,4,0,0
86,2034494,2506289,0.0,0,7,1,0.031111110972839508,1000000.0,0.0,0.0,225,0,225,0.0,226,4,0,0
87,4027183,3755683,0.0,0,11,14,0.3793103317479196,14000000.0,0.0,0.0,29,0,532,0.0,52,4,0,0
88,1477566,281045,7.000775643675397,24,27,68,0.5192307592455624,0.350515462110745,0.08921933085501857,24.0,52,194,14820,1.0832269152916216,293,2,1,18
89,4345638,525339,3.4766576912882545,14,7,55,0.09459459331628928,0.36184210288261776,0.05833333333333333,14.0,74,152,13320,0.4181337422282702,254,3,0,12
90,3571822,2872550,0.0,0,57,14,0.12925170038718434,14000000.0,0.0,0.0,441,0,6440,0.0,474,4,0,0
91,1317062,3996001,0.0,0,53,22,0.197026021572394,22000000.0,0.0,0.0,269,0,6006,0.0,295,4,0,0
92,2942968,1630993,0.0,0,3,3,0.096774190426639,3000000.0,0.0,0.0,31,0,96,0.0,35,4,0,0
93,273127,3519436,0.0,0,4,33,0.03007518774379558,33000000.0,0.0,0.0,133,0,4488,0.0,169,4,0,0
94,4516657,1072548,1.070184974636886,7,18,210,0.19565217178638944,1.489361691564811,0.017948717948717947,7.0,92,141,30282,0.011036313685123414,397,3,0,5
95,21536,3385377,1.046410451846333,11,36,597,0.12903225760203493,597000000.0,0.012629161882893224,11.0,279,0,170145,0.00041680856453696585,882,3,0,0
96,4155714,1698628,0.0,0,2,69,0.15384614201183525,69000000.0,0.0,0.0,13,0,966,0.0,83,4,0,0
97,3521843,3421725,16.075565468141676,99,161,577,0.4304812822714405,0.03995014885827389,0.006696428571428571,99.0,374,14443,6256850,0.5727640678834238,14883,2,1,85
98,138960,2930692,0.0,0,10,22,0.12195121802498515,22000000.0,0.0,0.0,82,0,1914,0.0,109,4,0,0
99,228193,3738701,0.0,0,118,2,0.3017902805580811,2000000.0,0.0,0.0,391,0,856,0.0,430,4,0,0
100,1781627,1729154,0.0,0,87,2,0.5058139505475934,2000000.0,0.0,0.0,172,0,470,0.0,237,4,0,0
101,3856235,3763685,0.0,0,13,1,0.2280701714373654,1000000.0,0.0,0.0,57,0,63,0.0,64,4,0,0
102,1303746,2141424,0.0,0,94,2,3.2413791985731315,2000000.0,0.0,0.0,29,0,226,0.0,115,5,0,0
103,3181505,4842336,0.16973190573741526,1,83,2,0.340163933032115,2000000.0,0.0034965034965034965,1.0,244,0,570,0.0027624309392265192,287,3,0,0
104,1471608,258948,0.0,0,18,1,0.09729729677136596,1000000.0,0.0,0.0,185,0,190,0.0,191,4,0,0
105,98932,721572,0.17244076954535698,1,16,33,0.05128205111768573,33000000.0,0.0028901734104046237,1.0,312,0,10362,0.0030303030303030303,347,3,0,0
106,492035,1943690,1.8699817599338255,7,21,136,0.2624999967187501,0.0996336995607079,0.004784688995215311,7.0,80,1365,113816,0.21283020715659048,1470,2,1,7
107,3762682,3345713,0.0,0,83,1,10.374998703125165,1000000.0,0.0,0.0,8,0,90,0.0,91,4,0,0
108,3377440,2924614,0.4958016619302753,4,182,627,2.4594594262235208,0.197916666604193,0.0011487650775416428,4.0,74,3168,794045,0.0017751047876168353,3486,3,0,2
109,1051087,4112224,0.0,0,62,1,0.0311714429204769,1000000.0,0.0,0.0,1989,0,2011,0.0,2012,4,0,0
110,2609871,4110767,0.0,0,8,1,0.062499999511718765,1000000.0,0.0,0.0,128,0,129,0.0,130,4,0,0
111,307495,3922567,0.0,0,27,26,0.23275861868311534,26000000.0,0.0,0.0,116,0,3120,0.0,146,4,0,0
112,3683147,558917,0.8588713540423882,9,100,103,0.02452783909135937,103000000.0,0.00215311004784689,9.0,4077,0,420858,0.00035174695710771947,4189,3,0,0
113,1677837,678764,0.10072190921749677,1,53,41,0.5578947309695291,41000000.0,0.006060606060606061,1.0,95,0,5125,4.8773350241428086e-05,166,3,0,0
114,2308522,4064525,0.0,0,14,276,0.14736841950138507,1.633136085011029,0.0,0.0,95,169,37904,0.0,471,4,0,0
115,2510362,2628408,1.0456959301039157,9,357,99,1.155339802086279,0.26829268219974883,0.0096051227321238,9.0,309,369,219240,0.0038381095131186658,946,3,0,3
116,483355,4088436,0.0,0,13,2,0.17333333102222226,2000000.0,0.0,0.0,75,0,154,0.0,79,4,0,0
117,2123719,4294640,2.3016052883578886,15,260,49,0.3019744479651865,0.6447368336218838,0.015045135406218657,15.0,861,76,90387,0.05317943642624723,1012,3,0,13
118,1809556,1062857,0.0,0,47,45,0.350746266039207,45000000.0,0.0,0.0,134,0,7155,0.0,204,4,0,0
119,3077116,3287551,0.0,0,62,2,0.6199999938,2000000.0,0.0,0.0,100,0,296,0.0,150,4,0,0
120,2416082,2921487,0.0,0,33,3,0.14798206211667236,3000000.0,0.0,0.0,223,0,714,0.0,241,4,0,0
121,4727122,2206017,0.3627639721962413,3,58,35,0.7631578846952909,35000000.0,0.01948051948051948,3.0,76,0,4270,0.0008708961720543258,157,3,0,0
122,4424787,1601895,5.90906318399877,62,951,178,0.02072663077783217,178000000.0,0.0013476210141934925,62.0,45883,0,8168598,0.002373231335784122,46069,3,0,0
123,4347620,4538043,3.85478229295291,20,34,24,0.499999992647059,0.4363636284297521,0.17699115044247787,20.0,68,55,4290,0.1342349451975307,133,2,1,19
124,1709398,2494024,0.31151478678793165,2,1,22,0.1428571224489825,0.6470588044982705,0.03508771929824561,2.0,7,34,408,0.003334059821076448,59,3,0,1
125,648703,2380958,0.8318998326404182,6,7,45,0.1707317031528853,45000000.0,0.075,6.0,41,0,1845,0.00765225122953642,86,3,0,0
126,871332,3786904,0.0,0,6,18,0.09090908953168046,18000000.0,0.0,0.0,66,0,1224,0.0,86,4,0,0
127,852814,2705657,0.11267063647011558,1,25,91,0.0397456279177335,91000000.0,0.0013869625520110955,1.0,629,0,57421,0.00013978194017332958,722,3,0,0
128,2832683,2867762,0.0,0,6,2,0.22222221399176986,2000000.0,0.0,0.0,27,0,58,0.0,31,4,0,0
129,2585300,4814135,0.0,0,67,7,1.0634920466112374,7000000.0,0.0,0.0,63,0,511,0.0,80,4,0,0
130,297642,1488632,0.7062685653459237,8,64,29,0.032736572873280516,29000000.0,0.004048582995951417,8.0,1955,0,56695,0.00011553443529687764,1984,3,0,0
131,2955720,1789514,0.0,0,3,1,0.07317072992266513,1000000.0,0.0,0.0,41,0,43,0.0,44,4,0,0
132,3636323,309474,0.14707924457281835,1,11,3,0.12087911955077893,3000000.0,0.010204081632653059,1.0,91,0,288,0.0011148272017837237,99,3,0,0
133,879781,4115547,0.08801953973352143,1,47,18,0.10129310322997176,18000000.0,0.002012072434607646,1.0,464,0,8640,1.1639411045801085e-05,498,3,0,0
134,77677,4771179,0.0,0,108,1,0.29752066033740865,1000000.0,0.0,0.0,363,0,421,0.0,422,4,0,0
135,2681572,1541973,0.0,0,154,2,0.11047345759650397,2000000.0,0.0,0.0,1394,0,2852,0.0,1428,4,0,0
136,517853,660741,0.1923632915409209,1,5,18,0.1470588192041524,18000000.0,0.01818181818181818,1.0,34,0,684,0.0055248618784530384,56,3,0,0
137,1765722,4483428,0.0,0,11,3,0.08799999929600001,3000000.0,0.0,0.0,125,0,378,0.0,129,4,0,0
138,2947163,2190643,0.2556222186353315,1,20,2,0.11627906909140075,2000000.0,0.005376344086021507,1.0,172,0,370,0.02,187,3,0,0
139,3743967,2519581,0.2783902056683989,2,18,30,0.03773584897749298,30000000.0,0.003937007874015748,2.0,477,0,14400,0.0017238952997466928,510,3,0,0
140,710142,4202801,0.0,0,20,16,0.18518518347050755,16000000.0,0.0,0.0,108,0,1920,0.0,136,4,0,0
141,1598643,3417866,0.0,0,3,147,0.33333329629630043,147000000.0,0.0,0.0,9,0,1470,0.0,157,4,0,0
142,943197,697388,0.08554460979176402,1,70,10,0.036026762719492136,10000000.0,0.0005120327700972862,1.0,1943,0,19440,8.378788259641891e-06,1954,3,0,0
143,1397388,3899173,0.0,0,6,4,1.1999997600000478,4000000.0,0.0,0.0,5,0,36,0.0,13,5,0,0
144,3974467,3150672,0.0,0,8,119,0.16326530279050402,119000000.0,0.0,0.0,49,0,5950,0.0,169,4,0,0
145,3538291,4449837,0.17103428854261615,2,455,3,0.04179680322967143,3000000.0,0.00018091361374943465,2.0,10886,0,33162,1.6830350075956674e-05,11057,3,0,0
146,3549289,35548,0.15356865930359698,1,26,7,0.4999999903846156,7000000.0,0.013157894736842105,1.0,52,0,490,0.0014858841010401188,77,3,0,0
147,2136581,2707088,0.0,0,10,2,0.04098360638941145,2000000.0,0.0,0.0,244,0,502,0.0,253,4,0,0
148,3610552,1586232,4.181935075227435,27,21,910,0.3043478216761185,0.08686521572290327,0.002504638218923933,27.0,69,10476,762256,0.20299581949000986,10807,2,1,26
149,1901143,1735883,1.066758794221674,12,320,20,0.11556518594598585,20000000.0,0.004313443565780014,12.0,2769,0,55480,0.0001846040749228335,2794,3,0,0
150,1495600,2968005,0.10117153817381937,1,302,2,0.8096514723601838,2000000.0,0.001483679525222552,1.0,373,0,1346,5.097359567743909e-05,675,3,0,0
151,3664409,2873622,0.0,0,36,30,1.5652173232514206,30000000.0,0.0,0.0,23,0,1650,0.0,85,4,0,0
152,3188162,3691603,0.32024821313883034,2,25,20,0.054347825968809084,20000000.0,0.0040650406504065045,2.0,460,0,9480,0.0039332937156440345,494,3,0,0
153,365416,1655116,0.7068456788340147,6,44,16,0.07457627106004022,16000000.0,0.0099009900990099,6.0,590,0,9536,0.002953017383742437,612,3,0,0
154,4219994,2312268,1.7177919385231444,10,6,903,0.21428570663265334,15.842104985226225,0.010775862068965518,10.0,28,57,26361,0.04556258693824021,938,3,0,5
155,204712,2349671,0.0,0,2,85,0.04444444345679015,85000000.0,0.0,0.0,45,0,3825,0.0,130,4,0,0
156,792812,1026366,0.17144755640287204,2,223,32,0.08123861563525005,32000000.0,0.0007178750897343862,2.0,2745,0,88192,1.7371491541220067e-05,2788,3,0,0
157,2307183,3417564,0.6562017801942804,7,85,173,0.31598512893685826,173000000.0,0.015730337078651686,7.0,269,0,48267,0.00038172738915534125,452,3,0,0
158,1281414,3687290,0.0,0,52,1,0.04797047966054383,1000000.0,0.0,0.0,1084,0,1085,0.0,1086,4,0,0
159,600051,3327760,0.0,0,1,89,0.49999975000012503,89000000.0,0.0,0.0,2,0,178,0.0,91,4,0,0
160,4474903,1299905,0.0,0,25,8,0.3424657487333459,8000000.0,0.0,0.0,73,0,664,0.0,91,4,0,0
161,783583,3881924,0.13821894129046866,1,24,4,0.1403508763722171,4000000.0,0.0053191489361702135,1.0,171,0,740,0.0007209805335255948,189,3,0,0
162,2294803,111970,7.571493257276358,57,278,209,0.5940170927478268,0.7545126326551891,0.05571847507331378,57.0,468,277,277676,0.0810864794783558,1080,3,0,19
163,433745,3736271,0.0,0,12,2,0.1081081071341612,2000000.0,0.0,0.0,111,0,224,0.0,114,4,0,0
164,2703992,2807537,0.0,0,7,5,0.06666666603174604,5000000.0,0.0,0.0,105,0,530,0.0,111,4,0,0
165,1653156,934509,0.0,0,414,1,0.037867008137028535,1000000.0,0.0,0.0,10933,0,10944,0.0,10945,4,0,0
166,4764472,4662733,0.2660957509119833,2,11,39,0.16666666414141418,39000000.0,0.017699115044247787,2.0,66,0,2964,0.0010911271550500556,115,3,0,0
167,237461,1486892,0.0,0,175,49,2.160493800487731,49000000.0,0.0,0.0,81,0,11515,0.0,284,4,0,0
168,4750153,3026000,0.23782951347935785,1,5,3,0.1470588192041524,3000000.0,0.027027027027027032,1.0,34,0,105,0.01492537313432836,38,3,0,0
169,4683579,2436861,0.4441415354744821,4,49,58,0.2268518508016118,58000000.0,0.014652014652014654,4.0,216,0,12702,0.0007827488576093352,277,3,0,0
170,494551,2295601,0.0,0,2,15,1.999998000002,15000000.0,0.0,0.0,1,0,45,0.0,18,5,0,0
171,4066830,2333576,1.0298367836950175,11,159,102,0.6385542143029951,102000000.0,0.02412280701754386,11.0,249,0,37230,0.00030967154289049734,467,3,0,0
172,3262474,1599720,10.514511157502877,80,1354,182,3.170960179927494,182000000.0,0.047058823529411764,80.0,427,0,290836,0.06002613339273115,1780,3,0,0
173,64799,600846,0.2616415154994802,2,20,83,0.3773584834460664,83000000.0,0.0145985401459854,2.0,53,0,4648,0.002075476328693035,139,3,0,0
174,2023333,1285894,0.8892078319238305,10,71,31,0.22397476270039507,31000000.0,0.02680965147453083,10.0,317,0,10912,0.00023821474124486022,383,3,0,0
175,971074,1590882,0.5409121382687894,4,3,305,0.04687499926757814,0.7922077901501097,0.006006006006006006,4.0,64,385,38784,0.005768501963819049,670,3,0,3
176,908061,357381,0.0,0,11,14,0.16176470350346026,14000000.0,0.0,0.0,68,0,980,0.0,84,4,0,0
177,743875,2345122,0.33508904416696106,3,65,8,0.05793226376298372,8000000.0,0.002654867256637168,3.0,1122,0,9000,0.004332812519325562,1133,3,0,0
178,4273253,1164538,1.4240880771016142,11,73,36,0.06342311028373318,36000000.0,0.00933786078098472,11.0,1151,0,41508,0.013596954327548094,1189,3,0,0
179,1789251,4624816,0.0,0,20,31,0.10416666612413196,31000000.0,0.0,0.0,192,0,6293,0.0,234,4,0,0
180,3779626,470204,0.07796806287802142,1,26,56,0.1097046408873222,56000000.0,0.0033783783783783786,1.0,237,0,13496,2.690551589981462e-06,297,3,0,0
181,1367613,2266717,0.0,0,7,178,1.1666664722222546,178000000.0,0.0,0.0,6,0,1780,0.0,188,4,0,0
182,928903,2826267,0.7672173249735703,9,124,24,0.057998129065482636,24000000.0,0.004158964879852125,9.0,2138,0,51576,0.00010070245790477258,2173,3,0,0
183,1725270,275804,0.07383035914027619,1,11,131,0.15492957528268206,131000000.0,0.0049504950495049506,1.0,71,0,9432,1.3112054304884107e-06,203,3,0,0
184,4675165,3980329,0.8201399189067631,6,4,8,0.4444443950617339,0.34782607183364905,0.1935483870967742,6.0,9,23,270,0.010508692544243515,37,2,1,5
185,1437899,41540,0.718941034026233,5,18,233,0.1323529402032872,1.465408795815039,0.010416666666666666,5.0,136,159,49494,0.005350728954817372,485,2,1,5
186,2882556,1810899,1.981820837659892,13,21,1412,0.4772727164256202,0.9210697971812982,0.0052674230145867106,13.0,44,1533,128684,0.024814392678709603,2481,3,0,8
187,2027917,1230845,0.0,0,3,29,0.14285713605442207,29000000.0,0.0,0.0,21,0,667,0.0,52,4,0,0
188,3567788,2472742,0.0,0,5,285,0.2380952267573701,285000000.0,0.0,0.0,21,0,5985,0.0,306,4,0,0
189,5480,4174076,0.2687668573414196,3,25,147,0.05296610158269894,147000000.0,0.004862236628849271,3.0,472,0,69531,4.273934816791302e-05,620,3,0,0
190,543061,4819127,0.07383035914027619,1,47,125,0.4699999953000001,125000000.0,0.0037878787878787884,1.0,100,0,17500,1.3112054304884107e-06,265,3,0,0
191,1757836,1512639,2.4203815277804535,11,114,3,0.17647058796211984,0.03191489327750113,0.014965986394557824,11.0,646,94,61845,0.15213732275456468,746,2,1,10
192,207942,594370,0.0,0,4,1,0.06779660902039646,1000000.0,0.0,0.0,59,0,59,0.0,60,4,0,0
193,4645447,4066375,0.13202089627872074,1,127,42,0.3567415720316248,42000000.0,0.002320185614849188,1.0,356,0,16380,0.000513347022587269,432,3,0,0
