0,source,sink,in_degree_a
115,1327242,2617800,1
116,3775480,109604,40
117,644386,1874293,43
118,4700445,2653676,2
119,1003652,1995463,1
120,4551226,892552,1
121,1724236,53743,1
122,525693,2265709,2
123,3282844,3328584,1
124,4153231,3744925,2
125,2638717,2921609,2
126,1638724,2236845,1
127,2120613,3934191,1
128,1625671,2483158,1
129,3994464,3974406,1
130,18108,1737984,1
131,3419348,3134261,2
132,2819739,2763163,1
133,647397,150278,1
134,2243230,1204149,3
135,3736678,1249248,2
136,1472874,4286176,3
137,3398728,4456555,1
138,1004910,2700965,2
139,4565076,3787853,3
140,2349798,725456,1
141,2933032,956060,1
142,4243278,1149731,20
143,1930069,4373383,1
144,1893857,4812826,1
145,1800311,1022608,1
146,3870641,3365127,1
147,298257,3740215,1
148,212703,3454559,4
149,3527821,4516222,1
150,1835955,880187,10
151,2339656,4285936,6
152,1086856,3559525,1
153,16038,157836,19
154,3723431,552930,11
155,213882,2099465,2
156,1420030,3645091,1
157,4660450,1645570,1
158,2339843,782522,55
159,836875,3714372,60
160,2910467,1624105,1
161,592494,4694599,10
162,3704755,1282498,16
163,1854711,2897360,3
164,3269196,4167582,8
165,1975941,3348836,2
166,35116,1719779,1
167,2850625,3357698,1
168,4141205,702794,2
169,5767,2947414,2
170,1958313,2396008,1
171,3570343,2285389,3
172,1308922,2244586,1
173,4591433,2117887,1
174,4689189,2984768,1
175,2670744,912137,6
176,3973765,1635788,1
177,4418341,3136986,1
178,2134668,4447983,5
179,3977588,4677698,1
180,4192157,1111739,1
181,2151206,2035807,1
182,2073697,3661892,2
183,2068608,396407,1
184,1801305,4239086,2
185,4738196,591146,1
186,2362655,2278202,1
187,4140681,2254956,3
188,744981,311702,1
189,1424791,4194816,3
190,645064,3999657,5
191,3554067,4734126,2
192,2150602,2646748,15
193,3951187,4320908,3
194,1510869,4704090,2
195,3206886,3759979,1
196,2305418,3854158,1
197,1437019,880726,1
198,3978492,3777133,1
199,3005265,2745134,1
200,2304668,202605,6
201,4226298,745085,1
202,586638,2141478,2
203,3192711,434584,2
204,2479228,512604,1
205,2180367,2893927,1
206,216148,2959213,1
207,3864021,2449950,1
208,4631275,3707852,1
209,811193,123078,1
210,2595633,2143075,1
211,3464733,120699,6
212,1187531,2528409,2
213,3021821,2183515,1
214,4301759,4512996,3
215,1035108,1723019,1
216,2471193,3856334,1
217,2873917,4115721,1
218,1474015,2450687,2
219,1463172,4085005,1
220,2953582,3060362,3
221,4606248,3148251,3
222,3968590,695986,1
223,4699953,3309750,1
224,3365490,3540926,4
225,3672915,2290778,8
226,2986923,2966818,1
227,4095341,2901197,2
228,4422125,4489055,2
229,3884472,4301446,2
230,3560094,4124287,2
231,1962810,1967073,1
232,2705155,3534158,1
233,2746202,4019393,1
234,3031267,3272437,1
235,3468673,3139424,1
236,227152,3078886,1
237,692625,2710588,2
238,447029,4615836,1
239,183338,2328699,1
240,627982,4557336,1
241,1167465,4784750,1
242,705927,1041093,1
243,1799238,1989761,1
244,3722020,3619143,3
245,2548812,3796759,1
246,4147888,882191,1
247,155605,1126034,1
248,65507,1950544,1
249,2096042,2750746,2
250,3801416,4497028,1
251,4715811,1147514,253
252,806651,2985250,1
253,154641,597461,1
254,2540477,4579178,17
255,3211983,4487006,1
256,1565813,3488462,1
257,4773565,778214,31
258,4577341,1924504,1
259,4660400,4155856,1
260,871832,4622871,3
261,4509662,1715036,1
262,425693,1373652,1
263,1449530,2279437,1
264,2311347,2395821,6
265,2364123,130457,1
266,2789638,198584,1
267,3912411,2169587,1
268,1033765,3256300,1
269,2305419,3108342,1
270,2331648,2574216,20
271,3548045,3923367,1
272,3898161,2626968,1
273,2850538,2014977,2
274,4447720,773916,2
275,518538,271925,1
276,1804935,2426154,1
277,4785412,2966299,1
278,1275058,4165027,4
279,3333825,3850816,1
280,4649326,3653457,1
281,73913,477365,1
282,876121,2991424,1
283,2287181,1712440,1
284,1750470,2701995,1
285,2997873,3117558,3
286,3422819,1517508,1
287,3332572,382326,1
288,1218111,3104106,1
289,1481881,4190747,1
290,1071192,4435471,2
291,2796804,3126532,1
292,463003,4806027,1
293,1257521,4528932,2
294,3185454,685938,1
295,2204438,2375977,1
296,2505578,2004310,3
297,585282,2144606,2
298,2558284,4351804,7
299,247334,4779460,4
300,3096185,2815560,1
301,1287658,1863203,1
302,3297267,473657,1
303,3079913,1242781,2
304,4017909,3113974,2
305,4359705,4857230,1
306,2497553,3705962,1
307,1518446,3377825,1
308,2575545,262530,1
309,1118798,218448,3
310,1017903,2439431,1
311,1684337,4296432,1
312,348260,3392977,2
313,2130018,1524107,24
314,363901,432923,1
315,671689,1894172,1
316,2485140,922524,1
317,1496870,1323670,3
318,2759319,43863,1
319,4567484,2655734,1
320,2771184,1109172,3
321,3913470,241338,1
322,866743,4514760,3
323,2693298,4699014,1
324,1364223,2929058,1
325,2859753,1877346,1
326,3627652,2993530,1
327,3437309,1832242,1
328,2106450,826761,1
329,876341,510568,5
330,4769813,3409802,1
331,4699441,2307598,1
332,2683196,1612307,1
333,374089,3093634,2
334,3072449,914239,1
335,4255500,4082190,1
336,2610827,894918,6
337,3994193,2039331,1
338,1724352,4009134,3
339,576200,3578834,1
340,2203776,1432935,1
341,1101394,4734007,5
342,905869,3464157,2
343,673141,687313,17
344,4642323,1049802,1
345,3441925,3955579,1
346,4052515,3879482,1
347,2679823,4368519,2
348,1992719,4757391,1
349,3548620,781628,1
350,2749683,748353,1
351,4301335,4037896,1
352,3580242,2028401,1
353,3496562,3501259,1
354,4325703,951329,28
355,425831,3971104,3
356,3735690,1639477,1
357,4169924,842523,1
358,947664,367436,1
359,2880162,1131067,5
360,2006688,3811313,3
361,2762372,44027,1
362,1602459,3114159,11
363,2070363,1918980,7
364,3758787,4681707,1
365,2467145,1882822,1
366,404661,4387201,1
367,3869397,2875479,1
368,120688,165343,1
369,4054643,2331966,1
370,996664,2597784,1
371,4572996,3621372,2
372,1785493,662856,4
373,1173592,4347122,3
374,1952907,1850381,1
375,4683712,4574166,3
376,564792,1193103,1
377,3743975,1402646,8
378,4508104,2734707,1
379,4410945,4024590,1
380,1065928,3272352,2
381,934308,1309245,1
382,773415,596961,6
383,3367754,2790455,1
384,4169332,1066266,1
385,3681936,3010100,3
386,4608085,3815254,51
387,4480139,2850530,7
388,443147,2954874,19
389,2021923,1822495,5
390,3663267,840068,3
391,929746,1515143,1
392,277864,3612054,1
393,1920573,280824,1
394,4086501,2917955,1
395,4541250,1026116,1
396,3474048,2954377,44
397,1724711,3039188,8
398,4775924,2916020,1
399,4573807,3407023,38
400,3525599,4380113,2
401,3401886,2744859,4
402,3832653,639797,1
403,3260739,1869860,1
404,3499380,3395610,5
405,1524816,372986,5
406,3681408,587438,6
407,4690673,998292,1
408,2883745,1470248,5
409,1744876,1873179,1
410,721156,2552056,1
411,150876,422617,3
412,2178786,3874699,2
413,4131353,4781905,7
414,2418296,767557,1
415,950152,1772606,1
416,2585387,1649311,5
417,4366146,4149119,3
418,2129513,1126692,11
419,4532552,1195526,47
420,1822044,1318184,6
421,4576288,2831183,1
422,904099,4426471,1
423,2436299,1939991,4
424,198206,1865676,45
425,2081177,2007575,1
426,512648,3277365,6
427,2896920,2082900,1
428,2004321,3101720,1
429,2860501,2896246,58
430,821969,438931,2
431,3543458,2753437,25
432,3782464,1632907,1
433,34909,603391,20
434,3882591,33824,1
435,2618930,3067074,1
436,1598815,3743583,13
437,1889166,3530889,1
438,1990680,1090137,3
439,1722905,3476115,1
440,661821,2549502,3
441,1626721,4287944,61
442,1614388,2195494,1
443,1550007,3868245,1
444,3026609,4431905,1
445,1218591,494941,1
446,1368179,1871300,1
447,869007,3578195,2
448,3165451,2148572,2
449,4415586,1133523,2
450,22098,4452623,1
451,4173139,884392,2
452,481596,69154,2
453,571611,2256153,1
454,1127185,231840,3
455,4329799,4577669,1
456,1348124,2787222,1
457,190337,1693094,1
458,4584732,3954,1
459,670418,4113328,1
460,3476970,80865,1
461,4574629,4122925,1
462,2659869,3387855,4
463,764094,403968,4
464,2379675,2698944,12
465,4444689,3504424,1
466,1793067,680716,1
467,1440026,3101502,3
468,1608045,3582466,3
469,4199670,4813413,1
470,4846402,3195265,4
471,3529569,4784984,1
472,1539922,2765660,3
473,1085370,4435339,1
474,4218024,1427387,1
475,808451,4746748,1
476,1928073,2474151,1
477,4713911,1774967,2
478,2499941,4376295,1
479,4646906,1246430,2
480,3116857,4186789,1
481,709458,3536426,5
482,2086295,3690044,1
483,928172,613122,1
484,3067253,1926062,2
485,4545645,3366849,2
486,4818292,1144761,3
487,1235504,3409847,2
488,2374631,1542876,1
489,4782545,4702790,1
490,2522577,2129613,1
491,1170812,3206134,4
492,293346,967158,1
493,3738317,3765509,1
494,3425060,234427,4
495,163629,3777816,3
496,14067,3265085,58
497,3196570,4748118,1
498,4809346,2007002,1
499,3299110,4696466,1
500,4119134,695297,3
501,1578501,4583283,2
502,2333254,1188527,1
503,1306929,2001412,1
504,3270314,910428,1
505,4641282,3396773,1
506,3112703,1955697,14
507,2185089,3057304,2
508,2889189,2480111,1
509,1389741,2439200,5
510,4740256,4300332,1
511,3371180,2338210,1
512,1375986,239509,2
513,1472473,2469049,1
514,3105702,2855406,1
515,4521805,609191,6
516,3011078,588731,6
517,4159395,4745570,1
518,731851,2319980,1
519,4762275,702982,14
520,2176114,314851,12
521,288815,4384115,1
522,1204121,3033124,1
523,2566585,4834220,1
524,182260,159317,1
525,46706,1441809,2
526,3496084,4149819,2
527,3218565,188934,1
528,2874107,1035696,1
529,3830825,3247642,2
530,2238034,952016,1
531,3019567,4438500,1
532,1414713,2388687,2
533,417670,2296340,1
534,794926,3806422,1
535,2411827,997373,1
536,1404665,3532370,1
537,1566018,73488,1
538,1357519,3779222,1
539,3487891,3872075,1
540,3115334,162391,11
541,1971845,121687,1
542,3864746,2916137,1
543,4241984,688492,1
544,2974539,311191,1
545,2450804,2914272,2
546,2520394,4541817,1
547,3872896,4041761,5
548,4727598,1727651,1
549,3412106,796961,1
550,2573901,816920,1
551,4806123,2646479,19
552,3604757,4400058,1
553,3300427,3779011,2
554,1978189,2274206,3
555,4262531,3104105,1
556,900013,1915645,1
557,1172957,2543225,1
558,3039410,2969669,1
559,4002112,561318,1
560,104636,1567219,1
561,1791383,3932079,3
562,305912,2566085,1
563,2692081,1838635,4
564,570176,4816757,1
565,3286194,3193226,2
566,1194828,1641696,1
567,987670,282123,1
568,202779,686692,1
569,2824547,801975,1
570,2927866,1126740,1
571,2576023,379566,1
572,2827563,908118,1
573,4220814,1237970,3
574,671589,3936833,1
575,4544394,1235947,1
576,2435688,4564480,1
577,1207306,194724,3
578,2132927,2467420,3
579,3354943,350591,59
580,1868214,2531068,1
581,1416977,3583296,1
582,4702004,4645444,1
583,651198,2364516,1
584,2162692,1549265,1
585,4215036,3048276,12
586,1232608,1297927,1
587,4846937,3586387,5
588,3479470,3186713,1
589,3994430,3773662,1
590,4459758,4404630,5
591,4471239,1737967,8
592,1753333,2110833,2
593,1261529,1261430,11
594,2514401,3130486,18
595,56749,2975548,1
596,4734491,4609798,2
597,2892947,4808864,1
598,3787636,4687161,4
599,3269672,1331607,4
600,2964957,4843551,1
601,1059166,2989093,4
602,963730,4383505,1
603,3459540,1049927,3
604,1819032,578533,4
605,2314602,4673327,1
606,1949518,1222048,2
607,2346039,699736,1
608,4277554,1530017,17
609,396078,3714661,1
610,9978,1652041,1
611,2926260,1070982,2
612,4788875,2146521,1
613,3492054,2286207,2
614,3459305,1929238,1
615,3647883,3172748,1
616,3376448,4640964,1
617,3474018,65710,1
618,4208116,3980468,1
619,231377,1850697,2
620,1033321,3314251,1
621,4685381,3512837,2
622,3067197,1530218,61
623,3915945,1268005,2
624,1379510,1539298,2
625,2409620,4430170,1
626,2528952,2354456,2
627,3493836,4099871,1
628,1198752,1094021,1
629,3518138,1864711,1
630,2335682,390166,1
631,2340877,4780854,1
632,4654157,524636,1
633,2091091,1739236,1
634,4580424,1173136,2
635,4690198,44281,1
636,3993884,2345633,13
637,3767746,1416069,1
638,3971647,1548309,1
639,3799355,1125176,2
640,1128470,442509,2
641,1558109,3783280,20
642,3972974,747730,32
643,4159473,3618024,1
644,4158699,2756060,2
645,3385980,3777226,2
646,3112341,560433,1
647,2998847,4420982,7
648,913000,464429,1
649,4292024,484819,1
650,4072200,1530413,1
651,3771453,4412061,1
652,4157812,3792706,1
653,2261743,40613,1
654,4179769,4769748,1
655,4823551,846869,1
656,4199544,4600702,1
657,3563883,163473,1
658,4809947,4098553,1
659,1901679,3129391,1
660,4137009,1024783,1
661,30310,414143,6
662,4321972,3550480,34
663,1289371,2162743,1
664,1874634,2918135,25
665,1561484,2077848,1
666,4241334,3080343,2
667,3634132,2834138,1
668,2038510,3297535,1
669,1716676,3728199,1
670,221930,3670406,1
671,2850438,1500498,1
672,184881,2659959,1
673,3452362,3087131,1
674,4646485,3902219,2
675,4488043,3074076,21
676,3968996,2595320,1
677,1038626,3822226,1
678,3728728,2495105,1
679,2404258,4358415,2
680,4432468,4377185,1
681,4819296,318375,1
682,1381410,1677849,3
683,4531074,1201441,1
684,3899397,93036,1
685,1424394,4009068,1
686,3088043,497221,1
687,119117,1005254,1
688,1461279,1747722,1
689,4141007,1171874,1
690,3392015,4828719,1
691,2717354,1273598,2
692,4049357,2722508,1
693,711777,2013026,1
694,2396300,4554553,2
695,2170861,1670359,1
696,1405220,385460,1
697,786585,3632666,1
698,2529521,255357,2
699,96326,779322,1
700,2486675,3609365,3
701,3648874,258407,2
702,2899898,4601852,120
703,300159,4291111,1
704,2607338,1870966,1
705,3442674,3464345,2
706,4062714,3721055,2
707,4626121,1104498,6
708,1904382,2123877,6
709,3512854,4808253,2
710,4851972,1669882,6
711,876770,1147507,1
712,1904152,4308867,4
713,418500,3759362,1
714,345600,1478873,64
715,3569534,1285834,1
716,4481945,1782983,1
717,3872693,1107863,4
718,4533449,530802,15
719,2363695,2300509,4
720,1863527,1444676,2
721,3678779,474592,1
722,1637020,2428135,2
723,2043299,1297986,6
724,2218868,1443517,1
725,3014140,2477094,1
726,266153,455941,1
727,4602837,393108,1
728,3819145,3760908,7
729,2623482,4538895,2
730,4158351,4597301,5
731,4058136,3158470,13
732,4759378,1686929,1
733,4355096,2255207,1
734,2408514,1673937,1
735,3602489,35443,1
736,1366516,3568349,1
737,3859006,16319,2
738,4531351,2954132,1
739,38512,1259315,1
740,2939094,482785,4
741,2569213,2328068,1
742,452425,4348962,133
743,807198,28406,1
744,2326458,3698362,1
745,2067734,2591572,2
746,4187996,3878223,1
747,3601979,2491030,2
748,1212901,4207144,4
749,2438029,4286682,4
750,3155214,2170364,1
751,4018017,4719783,1
752,1644526,3433300,1
753,3586390,3059506,1
754,3162177,4015837,1
755,3385393,300532,2
756,1345637,3289475,2
757,4441436,3840550,4
758,1898829,1701059,3
759,1801670,759360,1
760,1458343,3072605,1
761,1256894,1336902,1
762,4023917,698473,1
763,964290,3574702,24
764,2730692,454541,1
765,3753891,2038857,1
766,2628805,1662979,1
767,2769841,172685,9
768,4358408,3291446,4
769,1241031,1695135,1
770,2102591,2814791,1
771,1704510,3405528,2
772,3928753,3326418,2
773,1215239,2670341,1
774,4611334,1557409,1
775,389486,472141,1
776,2814165,1137169,1
777,3801177,4699461,24
778,4133996,3704753,3
779,627343,143739,1
780,148367,2928802,3
781,3454355,1018786,11
782,2209713,1815440,1
783,730191,1248568,1
784,3740636,545786,1
785,2924183,434512,1
786,4174864,133237,5
787,1066864,894899,1
788,1470987,2759650,1
789,1215748,1136227,2
790,1185374,4338602,1
791,2235788,1254375,1
792,2389746,3038282,1
793,4436356,1219324,1
794,1216415,36951,2
795,2437552,1118353,2
796,3019877,1931518,1
797,3713620,3455370,2
798,648570,3408929,5
799,2461160,1303438,1
800,4351157,204069,2
801,2799117,1503694,3
802,4084850,1596636,1
803,1833001,2886131,9
804,3529435,2540340,1
805,1937010,4049931,1
806,49590,452188,1
807,4595147,1253616,1
808,1334254,3749491,1
809,1189597,1697930,1
810,175692,887766,7
811,2092388,2510096,3
812,687052,4282065,2
813,3957849,911746,2
814,2178751,2232772,5
815,3756644,2703572,2
816,4597924,4828269,1
817,902427,1981191,4
818,2097110,1036079,4
819,2287040,1598344,1
820,1790173,3191657,7
821,4838606,2156246,1
822,385241,1906511,1
823,123531,1218559,1
824,243433,1750095,1
825,1264701,4268456,1
826,3128326,14792,5
827,4795803,1822942,3
828,356244,4096063,1
829,3087646,3131190,1
830,1295709,747729,2
831,3666815,177833,1
832,2706056,368909,9
833,2556431,1947948,3
834,3508010,681952,3
835,3617186,1511039,2
836,3168009,1827673,1
837,4829034,4443801,1
838,4064829,4235053,3
839,732090,628153,13
840,2956345,4173356,1
841,1944455,4800193,1
842,1299759,1606798,1
843,2725994,1797647,1
844,190217,2799556,1
845,2245565,1433793,4
846,1780582,3150148,1
847,1281703,3851310,10
848,1458698,4354956,1
849,2356004,1862223,1
850,2357372,3141825,1
851,4443962,3429997,1
852,1936813,1950243,1
853,1503273,1579458,1
854,848111,3395765,1
855,3177281,24645,3
856,756760,4087283,1
857,4147016,4580296,1
858,1672127,1032416,1
859,665104,2943312,1
860,2136960,3391826,1
861,2910071,109742,1
862,4370091,4268266,4
863,4807724,4707473,2
864,1960328,4533856,1
865,1749179,1852722,1
866,1161172,906624,3
867,492129,4628312,3
868,2031419,2101764,1
869,13020,682788,1
870,3896903,2319513,2
871,879389,3805268,1
872,4512600,3114392,2
873,4370324,843065,7
874,1143059,2240238,3
875,3333698,2866076,1
876,1090762,1216101,1
877,644084,2164131,3
878,321093,129683,1
879,4508237,3242887,1
880,3516214,3533765,3
881,2816415,4200662,1
882,3982320,1599131,1
883,3152143,603057,4
884,3945427,2629878,1
885,2923304,2272898,3
886,4064990,2729740,1
887,4534880,1313574,1
888,1401913,992426,4
889,537768,4818999,1
890,3280761,3141979,1
891,1658417,921055,1
892,2410573,4263396,1
893,2196001,2957386,1
894,3378044,426261,2
895,3439026,3555004,14
896,1793521,2719873,1
897,4334035,3771296,1
898,4467388,4080666,1
899,3674022,4622110,1
900,2240693,756504,38
901,4186734,1597719,1
902,1858883,1031342,1
903,2994586,867663,1
904,3939564,4340902,1
905,336732,2204761,5
906,1211504,694996,4
907,2788046,3523543,1
908,2907389,299548,19
909,2055937,3164758,4
910,2815718,2090238,128
911,2257146,3590368,2
912,2002159,3210244,1
913,3775158,3811156,1
914,407695,2193121,55
915,3699064,549082,1
916,2290261,3640422,2
917,347873,2046525,1
918,1871352,4780925,1
919,3911516,4106640,1
920,1022396,1270847,1
921,611496,2265164,2
922,4414981,4406242,1
923,907263,2100186,1
924,4209151,212561,1
925,1405351,4282946,3
926,2666446,4024648,2
927,739471,3615298,1
928,2793674,3722694,8
929,1524644,2098173,2
930,2497108,4710252,1
931,4136823,3636304,1
932,2212375,1670880,1
933,3796229,105495,1
934,2768864,1912776,3
935,3322648,1171510,3
936,751402,498440,1
937,866633,2512405,1
938,1600159,2831240,1
939,1640918,959749,1
940,4155092,1353374,1
941,3956409,1041522,1
942,4521569,2772273,6
943,500693,4646946,2
944,1696126,1815692,2
945,2665636,295435,11
946,2445660,4335166,1
947,3429119,307279,2
948,4189485,2996360,1
949,3192155,1126382,1
950,395508,310462,5
951,709947,4669644,1
952,3168001,2946141,1
953,445953,107492,1
954,2434932,4791892,1
955,581004,501045,4
956,4314379,2975245,1
957,3232270,3074568,2
958,2058858,341657,1
959,2753381,3246404,1
960,952126,2730644,3
961,836896,130841,1
962,2423202,3953333,1
963,3144184,2989005,8
964,1771053,386554,1
965,3433535,2542483,1
966,1814534,1508408,12
967,2910472,674314,1
968,3095968,3190869,1
969,1370085,853958,1
970,161155,2275007,3
971,3516090,788560,1
972,3731902,3808014,1
973,4479200,183829,1
974,2170399,2048131,1
975,868415,4707435,1
976,3288113,1541572,1
977,2393351,647132,1
978,3835277,920667,1
979,4680874,1827854,1
980,4392967,152171,1
981,677974,30485,1
982,3928898,4184840,3
983,2641427,4637499,1
984,2284688,334187,1
985,3596660,3737414,2
986,2463400,944638,1
987,4343266,3476224,1
988,2446362,3361208,1
989,1092176,3514644,1
990,1000007,4757692,3
991,3324347,4638561,13
992,1772367,3821095,1
993,4182485,1595223,21
994,4541879,3312809,1
995,1229343,4714461,1
996,4589149,2848737,1
997,4328180,439235,3
998,4664296,1673817,1
999,4861954,1345808,2
1000,225798,2746913,1
1001,3299386,4278701,1
1002,1031408,180827,1
1003,1685947,1902132,13
1004,2293870,813157,2
1005,2360172,1836246,1
1006,4207968,3120391,1
1007,1743488,3486727,5
1008,809099,3088138,1
1009,634929,2489231,1
1010,4564120,4692509,1
1011,2268064,370945,1
1012,122818,4603616,1
1013,1157218,4419384,3
1014,2757341,1197864,1
1015,200519,1545253,1
1016,1607946,3934715,2
1017,1349320,2085343,3
1018,4602863,2684719,2
1019,1808294,1690280,1
1020,2386041,2950984,1
1021,2661069,1512945,1
1022,1727029,484878,2
1023,163114,454600,1
1024,1681578,4004020,2
1025,390347,2174789,7
1026,2379998,456924,55
1027,4439965,2800613,5
1028,1287901,4348041,1
1029,796682,1385483,1
1030,2336656,3113746,2
1031,819370,1314363,2
1032,1372104,3340331,2
1033,1314960,2548578,2
1034,2424789,3658388,21
1035,1295329,3566264,1
1036,1441904,651981,34
1037,1935039,651441,1
1038,2194984,4384700,1
1039,4857250,3284430,1
1040,3359340,1854763,1
1041,4357221,947,1
1042,291757,1250017,1
1043,877639,4650468,6
1044,2929657,4399931,36
1045,1550944,1431690,1
1046,2646584,3622917,2
1047,1041972,4583604,11
1048,1344923,4069894,1
1049,4725145,2019347,1
1050,1745571,4009674,23
1051,4684151,44829,2
1052,4756227,4728291,1
1053,1983296,2426416,1
1054,3140217,4812698,24
1055,4633573,688906,1
1056,1596132,4608787,1
1057,4330353,3773674,2
1058,337193,1856567,1
1059,3630102,1176228,1
1060,4312989,3783451,2
1061,2976439,2227509,1
1062,40197,4468116,4
1063,3707336,2197814,1
1064,744095,2973897,1
1065,192461,681426,4
1066,1719975,3461399,5
1067,2341147,923707,1
1068,3014174,22458,1
1069,2633066,481226,1
1070,1768474,671570,1
1071,1008789,1737248,1
1072,4462957,1992434,7
1073,2193576,2969225,1
1074,4250524,3304670,1
1075,292961,4493000,1
1076,3209496,503195,1
1077,2947044,3700608,1
1078,1522260,43919,2
1079,3244415,3314859,5
1080,916979,4420632,2
1081,1648018,1932497,1
1082,2923517,3073003,1
1083,4478906,3577487,1
1084,3236082,2776705,19
1085,2938475,4325197,3
1086,2941823,1125700,5
1087,482359,3373911,4
1088,148377,3380654,1
1089,3544146,4031194,1
1090,3501797,819656,4
1091,975320,3260695,2
1092,662992,4111472,5
1093,3340973,2546034,1
1094,4294646,1596033,1
1095,275991,1417550,23
1096,4311810,2873297,1
1097,2053312,167792,6
1098,4860754,204551,1
1099,220254,53387,2
1100,617538,3841925,1
1101,3005434,1084276,202
1102,4275695,1735175,1
1103,1317821,4668848,2
1104,1027949,4694564,15
1105,4378264,2450595,1
1106,1994157,4084466,1
1107,1101718,3328900,28
1108,801777,1914138,2
1109,4528791,4426482,39
1110,1898411,3301748,7
1111,2202670,3589790,2
1112,4477710,2162830,1
1113,1492371,458226,1
1114,4850993,2354092,4
1115,4291254,1242783,7
1116,2407009,1063918,2
1117,2856726,1186586,1
1118,2818407,2021277,1
1119,2372215,4598633,2
1120,3187115,1238706,4
1121,826634,4773494,14
1122,3673769,2542983,10
1123,189632,1800745,1
1124,2417833,650318,1
1125,1477417,554020,1
1126,1123539,1109116,10
1127,3567780,444848,3
1128,1960397,2145744,1
1129,2443676,1610016,1
1130,3393875,268616,1
1131,1585587,2866717,2
1132,2809659,36119,1
1133,756753,1186965,1
1134,3463976,1851650,1
1135,1624202,638045,1
1136,1705558,3618189,1
1137,1940261,3883981,3
1138,4648595,1691866,1
1139,3777285,3729806,4
1140,2255768,4180286,2
1141,1557865,1204163,1
1142,3863386,3748544,1
1143,3623162,1716275,2
1144,1676882,1944523,1
1145,858017,3019357,3
1146,1346307,546348,1
1147,2458282,2093829,3
1148,1291711,1170274,7
1149,2937801,2702396,1
1150,4039044,182038,1
1151,582546,1033074,1
1152,2887278,4720266,1
1153,3706692,360032,1
1154,4179689,170909,1
1155,3745108,3640524,1
1156,2812642,4530442,2
1157,3509181,41574,1
1158,37174,509524,1
1159,4710338,3465211,1
1160,961458,3717181,4
1161,2062474,2130534,3
1162,1968430,2323565,1
1163,1709790,248631,1
1164,4197972,4457784,2
1165,299637,4577077,7
1166,2277245,1877412,1
1167,2779698,4771548,1
1168,3121284,325918,1
1169,1399461,3455202,2
1170,1840246,2342893,1
1171,3326748,800893,1
1172,1454925,258098,1
1173,4755271,2970954,63
1174,3074374,3322833,2
1175,3426042,1531686,1
1176,1785856,2697828,5
1177,4423609,2241186,1
1178,3625456,3039422,1
1179,1968401,999433,1
1180,3573741,1696926,2
1181,1872038,484702,1
1182,2287685,921996,1
1183,4558186,2173562,1
1184,4161338,2326748,4
1185,3840330,3618479,7
1186,3821042,4612732,2
1187,2685770,1598036,2
1188,2812395,1057381,1
