0,source,sink,in_degree_a
124,4332042,3257170,28
125,482013,3579983,9
126,1943454,3689782,159
127,4413981,4833817,19
128,4014047,1136778,94
129,1561394,1927555,14
130,3586613,1228736,8
131,1984044,4476596,10
132,697564,50158,124
133,4700329,3283432,291
134,3362628,20388,15
135,3559634,1209622,33
136,4612494,3281822,168
137,331274,2249595,60
138,3290884,3881983,38
139,2977223,4109291,566
140,2591437,1789565,51
141,702335,4751012,83
142,1859993,3188099,31
143,1443414,1154944,56
144,4067295,2795881,44
145,2427217,74682,19
146,1120411,4477188,2
147,1954009,1779762,12
148,2424197,458887,14
149,3225341,2010664,12
150,4414997,2582486,3
151,3313467,3478637,169
152,640373,4795705,73
153,547021,366864,115
154,3739969,4310029,4
155,1057680,4168027,20
156,2181364,4586866,159
157,3511222,1004233,305
158,2985668,3025121,33
159,4114236,3761153,12
160,1273418,2159250,225
161,654563,4087577,9
162,4146884,3352404,42
163,3976159,3009133,129
164,323965,193093,1
165,4311722,1753978,152
166,1818698,3704407,25
167,2162620,4423930,8
168,653234,1723138,4
169,871688,113821,34
170,3519166,730998,105
171,696010,3600865,10
172,3849752,754077,13
173,352555,4394409,25
174,4745442,3063778,68
175,1300583,2871701,2
176,3220267,2383579,39
177,4315961,2678379,94
178,1459605,1989693,6
179,953777,2505146,49
180,3979764,1776383,57
181,758145,2560532,65
182,4529968,3172548,236
183,813834,2306581,3
184,268979,15583,16
185,3360177,190135,68
186,2878277,2857848,53
187,1792282,2791079,19
188,3819528,4613147,272
189,2609436,4831688,26
190,3000657,1364265,95
191,4846160,1111515,76
192,1784444,895856,14
193,2814406,1916798,23
194,2112791,3534144,17
195,3218124,2859615,47
196,1827920,3076046,76
197,2557232,1747172,568
198,4522523,4386169,5
199,4673872,960120,251
200,2135471,2849755,64
201,1062590,1247007,153
202,4556922,2420235,118
203,1240857,909674,30
204,3989827,3166659,140
205,220956,2862017,63
206,41996,3465628,1
207,201146,3926875,8
208,3035063,1565469,43
209,1160949,1565469,31
210,3183860,4109816,34
211,4621317,3713991,9
212,638873,1844409,114
213,1876529,1351949,23
214,4566997,4514481,13
215,3115786,4347727,34
216,3503651,2409176,38
217,3648705,3367608,66
218,1537715,1341124,29
219,831453,122016,5
220,1429183,3247415,41
221,4579537,3799178,97
222,169650,1856116,5
223,960790,3067078,1117
224,3102958,2702637,93
225,4843952,3889805,2
226,907892,2320538,34
227,3332350,2863811,70
228,4862682,3375317,7
229,4732222,3013417,267
230,4742300,4400515,4
231,1200055,970441,153
232,2411192,575372,41
233,846393,3611163,68
234,3228963,3740055,11
235,1651539,559732,7
236,2098473,14202,37
237,598650,1204624,25
238,4093979,4863182,113
239,483091,4337184,7
240,2077025,799040,9
241,699366,2497380,63
242,402005,1558394,73
243,1635607,4058041,43
244,4789443,124654,99
245,2597890,3167298,24
246,2390420,4116301,75
247,2602854,3609187,28
248,4709481,4283234,8
249,1327905,3553485,16
250,1295223,614768,101
251,3044382,104806,24
252,3320731,1853137,48
253,3265042,2821412,6
254,3072308,269841,68
255,1174,683529,187
256,649203,1467047,9
257,4764268,1114409,224
258,4357352,3501099,33
259,1942858,4502795,46
260,2502918,2689599,8
261,4700248,4278467,176
262,4564989,4451008,78
263,2001062,1196225,20
264,3280393,1165110,4
265,1727502,34992,16
266,4550525,4776193,81
267,43264,2332893,6
268,1737080,3616458,90
269,122041,142496,29
270,2646333,1672636,6
271,1742701,2970071,40
272,3293255,833637,64
273,1780606,2262636,11
274,1345570,2824526,10
275,2887828,1690852,8
276,38947,3108211,39
277,1013242,4077123,126
278,839043,2692611,69
279,371635,156875,25
280,3011952,4720585,209
281,3638601,2129705,60
282,3708904,2079990,98
283,241387,1059358,19
284,40248,1127656,15
285,987263,2478602,485
286,1879363,4654996,27
287,2950460,1294552,57
288,2695168,3951022,14
289,3961269,728145,33
290,3028026,4119951,38
291,1616100,902731,203
292,3212185,37950,8
293,615572,2930986,80
294,2824613,4085345,28
295,3014991,821405,1
296,2080615,2393,58
297,3675243,622762,69
298,947762,2764726,19
299,596458,360372,12
300,785634,4458764,12
301,3701577,463578,12
302,1567929,1000,65
303,1912792,3080932,49
304,4231030,1132916,5
305,3026988,2133291,12
306,2837576,2427238,22
307,2985401,3587358,129
308,838983,799253,1107
309,4525307,3762216,19
310,3651080,1922246,86
311,667134,1781711,148
312,2676205,3132930,24
313,4225721,2019650,39
314,540450,4629997,58
315,2483244,3602926,283
316,1735998,4810297,26
317,4306167,603449,14
318,375480,2152962,162
319,3180301,1013242,14
320,935185,2126374,13
321,363438,848620,3
322,116337,1529538,81
323,902881,1494526,3
324,3041683,2404217,17
325,3497766,800910,39
326,4472132,593309,34
327,2634508,4247346,5
328,1389619,2878362,4
329,4340194,2322663,96
330,2602154,1025339,64
331,1403344,937234,33
332,1886723,3571324,117
333,2843784,585327,63
334,1440901,3514834,385
335,2151302,4808211,386
336,2610700,736798,480
337,3589489,65638,18
338,3716377,1305585,2
339,3097604,1624964,481
340,274784,3668306,161
341,2603652,686964,2
342,1294974,1085701,29
343,2037264,3701516,253
344,2795225,4791127,5
345,3122389,475690,7
346,1910873,3734722,5
347,161389,471991,6
348,228846,2147948,18
349,1095970,4364508,24
350,1129376,4673214,106
351,3083253,3252172,101
352,3795380,84920,7
353,4472132,778318,34
354,4027528,2512220,20
355,4509912,3363781,5
356,3606552,3485884,8
357,2071061,217062,74
358,1287168,3017206,108
359,244854,754891,1
360,4085623,4488362,368
361,2985668,2730949,33
362,2434952,1619400,66
363,4014664,3005882,51
364,1132039,1284166,21
365,1063377,1989026,31
366,3114061,257104,21
367,201208,49768,14
368,574695,230446,41
369,4549398,1689039,30
370,4600134,4499634,102
371,3763337,1257051,350
372,4787393,3465103,18
373,4633577,2946725,82
374,3452192,3745072,21
375,4837314,1405519,12
376,2171358,4639852,52
377,2915107,491852,8
378,2146363,4223666,63
379,4022814,1532516,256
380,384798,2369304,35
381,1335561,3422412,170
382,2766651,1603729,85
383,3912764,1702233,124
384,332358,3630776,16
385,2711792,1908942,28
386,1619329,2751324,189
387,1596963,663653,2
388,4366907,853244,41
389,1140769,4003463,55
390,2471891,1842206,1
391,1488894,804420,18
392,4782388,2617603,15
393,1049492,4577899,447
394,1927555,4809338,33
395,409991,745080,79
396,2868729,209562,15
397,4538062,2135899,61
398,3184961,2906703,35
399,2300464,1086249,14
400,2762481,1802456,277
401,1609286,4400935,86
402,1628863,2632013,14
403,3677360,1782555,2
404,2395078,1206279,13
405,4611286,1052729,65
406,3169284,470204,13
407,1506690,1416529,26
408,3234922,475821,4
409,4302499,130848,411
410,3761317,1365355,72
411,1897195,1341854,4
412,45986,1660284,152
413,455599,1494927,82
414,2136000,4385947,288
415,256201,1294553,27
416,3890448,4722827,97
417,3773245,4653266,15
418,1952272,3325406,4
419,2300246,4158172,11
420,3222384,3507219,11
421,3399075,3779861,98
422,347715,2127258,7
423,4214306,900689,77
424,3266984,1448556,49
425,169650,274950,5
426,1433247,1590857,170
427,2383394,468651,358
428,3063478,3181408,2
429,1097603,4749496,54
430,1343350,744455,65
431,1164411,2817097,129
432,4724928,1007939,34
433,4736417,2641539,166
434,4159820,4407877,3
435,2909856,2422805,18
436,258948,2298981,18
437,2424643,2740141,110
438,1553616,1197620,14
439,1520254,2538801,136
440,1818698,4664679,25
441,144060,136400,26
442,2020889,646448,115
443,4780388,968851,23
444,2102677,4613883,12
445,2461879,1209604,13
446,160818,709848,8
447,1401550,3620630,246
448,783709,21662,11
449,150171,286472,28
450,4612494,549485,168
451,3272526,721282,2
452,84726,1404837,7
453,559652,1999091,150
454,2456479,3660550,80
455,131200,4694239,36
456,1403344,3208206,33
457,3929625,2201243,4
458,3622805,4096612,9
459,3414541,2363399,63
460,1930352,874565,68
461,1563429,1318523,162
462,1182194,4493806,2
463,4225886,3721298,39
464,1408139,127950,48
465,3903025,319044,76
466,2702338,4762679,129
467,4099622,1531876,64
468,1178308,4790146,124
469,3627790,2818164,412
470,3726725,2049715,70
471,1234471,1034122,129
472,2986501,870428,28
473,245651,952688,417
474,1128316,303543,200
475,4679590,378218,28
476,23990,844832,251
477,1501709,1841906,7
478,2339541,4236146,207
479,3813630,3285609,5
480,1648899,2023675,30
481,4451424,3430488,10
482,150985,2023484,59
483,1819250,3710241,6
484,3891364,2949813,23
485,171548,4309706,74
486,2435515,3994740,321
487,898515,3699749,16
488,2018936,2750152,7
489,2805661,2817056,249
490,2888230,1669117,61
491,1136345,695111,11
492,3712498,690084,169
493,2903089,1947006,12
494,4389575,1673289,316
495,2086336,2400247,106
496,4310862,3340476,8
497,1986478,1151263,159
498,19451,4470008,422
499,3653227,4698566,8
500,279288,1397718,32
501,339567,2040968,113
502,4609702,4063523,126
503,1397316,4643173,1458
504,1216896,4125905,25
505,1920893,1876085,124
506,3323708,4454175,5
507,3419799,4007276,48
508,4029708,4659457,230
509,4230074,4486159,33
510,3550092,3419090,330
511,2109677,3530012,3
512,1185400,1106637,2
513,2301264,158731,228
514,3234845,4022241,33
515,1310817,3064489,343
516,2058283,4609415,12
517,3042121,1621224,7
518,1447046,4711948,8
519,587095,3218496,23
520,497106,73827,48
521,3285875,4724464,232
522,4373891,275639,58
523,1348793,4004571,77
524,3198236,1722209,11
525,4860911,2189591,13
526,1349133,3080725,40
527,2047012,94321,1
528,1679775,573826,9
529,3075945,2059985,104
530,4432608,3336698,9
531,3189954,1087324,61
532,500739,1921667,709
533,2845650,4108731,15
534,2642732,1984005,5
535,3303860,2984265,2
536,3866829,554726,6
537,1542018,4606604,168
538,1244565,288635,39
539,552802,3149670,15
540,4146884,1904268,42
541,4196302,4195925,13
542,636521,156930,29
543,834072,4644636,57
544,2145284,2367831,55
545,7868,1438811,77
546,1151012,4595159,240
547,195823,2297290,11
548,3498633,3250912,4
549,1176840,3708871,128
550,3652024,4579537,120
551,4585801,1410032,95
552,965977,757234,4
553,4276,3467832,68
554,1591738,4130514,123
555,3726255,1690853,15
556,4750778,932921,6
557,1544783,545075,5
558,3728686,2299782,29
559,4134777,3010701,86
560,4737649,317017,2
561,1113383,572050,22
562,4791237,4669469,86
563,1625926,1323604,4
564,1057767,2106810,117
565,4360797,2567319,131
566,4501001,3747641,19
567,3979814,1383065,321
568,3958498,3400119,17
569,4472613,4782942,243
570,2826552,1851929,41
571,3930113,1969392,27
572,4071650,1967153,3
573,848450,1311163,363
574,4421038,4236120,10
575,2924011,378360,16
576,2216079,1058463,27
577,2619921,2243004,44
578,3401659,867777,64
579,4850825,846953,11
580,4627451,2979388,47
581,4455263,1253026,9
582,2366247,2506073,117
583,2167353,1201942,44
584,3727094,2061597,108
585,4307670,4579336,55
586,2720575,4595178,98
587,3507605,3898713,88
588,4300146,1860277,10
589,277097,664372,70
590,3454316,355653,9
591,4804889,1258662,72
592,4531017,4813904,9
593,3732480,3733752,689
594,2914647,4152370,13
595,1604519,4809986,72
596,3907690,4007453,12
597,2670017,1805044,194
598,255712,861508,12
599,824841,1324381,10
600,1075138,1095215,9
601,4549427,1689039,8
602,3348381,2086336,38
603,2292299,1621542,98
604,1317354,3054311,10
605,4702057,2922419,104
606,4789062,875708,67
607,3196320,4741885,6
608,243028,3158766,60
609,3200179,1242327,4
610,2376306,4249861,142
611,1122024,3271567,98
612,3852135,3266102,678
613,4032122,1949143,6
614,3223920,3378708,10
615,2239712,4041512,7
616,1152111,3955212,34
617,2438138,4405443,45
618,1182125,2016362,9
619,4825117,3226188,155
620,4509053,4614759,22
621,954783,4107041,121
622,2694897,4221994,35
623,1459605,355183,6
624,3957243,41215,26
625,4392240,4670924,30
626,4662222,627979,96
627,1772618,2517958,130
628,3507605,3743087,88
629,2988110,306066,52
630,3460470,2914869,381
631,4724928,3081689,34
632,2357765,123020,41
633,4503243,2503081,17
634,1395639,905235,59
635,2163840,1487443,2
636,1173867,1594195,86
637,2990719,247965,8
638,4334594,4672164,58
639,3175677,4294132,116
640,3154897,3743287,19
641,2380033,823904,337
642,2204209,2393,27
643,3204489,2021656,31
644,46347,4105798,26
645,1546131,1476256,33
646,4832741,3628271,20
647,230959,3056188,20
648,803117,514516,20
649,2728019,2857848,73
650,1101391,3302218,70
651,2629332,1739999,69
652,3196935,1226698,468
653,3545915,1760349,59
654,467020,3890374,124
655,3283449,833637,114
656,2684857,3394755,23
657,1310076,970851,42
658,324700,4458047,59
659,3455337,759828,12
660,1469417,82340,9
661,2945451,2873928,13
662,47367,2619824,3
663,1975212,3490790,202
664,2500159,1007714,197
665,3403476,1454600,68
666,2048,3986213,5
667,4501695,1127019,32
668,2205192,2295414,20
669,2354150,3239759,45
670,4383563,1174,9
671,475933,4833712,26
672,4782926,3536565,71
673,4487677,4825406,8
674,4327965,1331438,28
675,1550721,2116162,48
676,2517457,1728898,16
677,1838574,4098262,168
678,4612771,3288555,45
679,642996,3506813,87
680,2557232,564584,568
681,4223610,3482459,32
682,1769495,2395183,67
683,782197,2194084,3
684,1770200,2516884,75
685,4031633,4588297,19
686,1470412,4422560,26
687,1775497,3613127,25
688,1824620,2651938,81
689,1279839,1677752,1
690,4132752,404449,50
691,4448187,4748339,58
692,491128,4657499,204
693,2560508,3925409,3
694,104236,3605785,32
695,4700248,663112,176
696,2629845,4456828,12
697,1570585,331274,99
698,2852734,324237,9
699,1041665,1229102,23
700,3715323,3549444,18
701,638553,2757877,4
702,4836716,3354830,32
703,4017320,922747,133
704,1459605,3415082,6
705,3303902,2181529,23
706,3674345,3378280,134
707,1726836,4480898,85
708,3806390,1976038,22
709,878442,4036279,16
710,3595486,2643790,15
711,420410,2867013,31
712,803951,2242566,10
713,3628696,3853365,4
714,2616335,2908614,7
715,1981986,4035202,5
716,3054430,1057861,9
717,4334594,3051327,58
718,4812944,3535207,231
719,2674631,1867538,1
720,2942785,1035309,252
721,1335561,1909814,170
722,306263,2130956,33
723,201208,951008,14
724,2740508,1609914,90
725,4153888,4755721,106
726,2452515,1716535,179
727,4751661,1206612,252
728,3182725,2251944,1
729,4329998,3123735,70
730,4246368,4607134,45
731,4306984,31402,25
732,987441,4503707,35
733,1991608,2364292,141
734,4300700,4266500,6
735,4498960,2930986,67
736,3102958,2181529,93
737,1515040,797189,38
738,885070,2221607,87
739,3011316,3884937,90
740,1213594,4105851,80
741,2305935,678890,1
742,1006164,1656495,60
743,3011799,1673519,653
744,1667129,4633379,12
745,617629,1105588,44
746,926720,3307114,19
747,565577,4336035,21
748,126887,752827,170
749,2840784,3061859,2
750,1192675,4205790,42
751,1947457,179198,11
752,984342,3491166,63
753,3049221,4031243,99
754,4859244,164230,261
755,2461340,1258551,268
756,3623046,3129979,12
757,2682807,3198660,119
758,4274919,4523540,3
759,2222560,2473200,12
760,730935,3142497,11
761,4304731,1992367,68
762,3522361,4607737,103
763,2350820,2084576,2
764,2109685,3573818,41
765,3097821,1993893,113
766,3580033,4322839,200
767,4062909,416502,100
768,207617,1986693,90
769,3182466,3045735,18
770,879908,1994245,10
771,4315961,2089841,94
772,4696456,2450580,37
773,1922327,2208559,8
774,1086861,4114260,3
775,3101866,1973521,3
776,1389250,1202352,187
777,3156079,1084494,11
778,1768567,1239673,21
779,3462030,3040850,3
780,2152175,3386770,46
781,4551087,2858575,27
782,3249150,193283,41
783,2681125,4157835,28
784,1970075,4146791,8
785,456376,3282684,2
786,2250754,3054105,39
787,95788,127780,38
788,2925348,2742304,17
789,1049150,1483273,342
790,2486379,1429344,69
791,2326042,575926,844
792,3110933,3438089,13
793,1846616,3866982,35
794,2871577,259324,26
795,3725944,4668743,179
796,3266143,1054633,316
797,3982958,4028169,3
798,2763196,4737099,773
799,1666632,2920024,6
800,718458,4615321,12
801,5089,328448,127
802,2912719,2979388,41
803,4532884,2397948,13
804,2487570,1271488,99
805,2210034,2685425,103
806,1204176,3775387,106
807,3993419,1458675,6
808,4767918,2302691,229
809,3803252,3698779,25
810,1292292,3865282,30
811,4091650,1529244,2
812,446032,2154457,5
813,4649516,2209103,44
814,3695509,65638,16
815,148935,4811932,39
816,886108,905765,7
817,1190951,4690782,11
818,3626245,1962035,10
819,1948085,1846065,96
820,2482350,2278610,13
821,2962254,2827901,83
822,2332217,3185052,7
823,3297316,2057510,3
824,2416046,1105588,57
825,426668,4631936,1
826,496868,105246,1
827,3034565,1821811,34
828,4606514,907012,6
829,4274057,4538199,20
830,3107357,1742303,5
831,4538043,3575682,34
832,3656366,2979261,77
833,4396298,2826632,85
834,16594,1646682,39
835,143220,3494535,2
836,807742,2493146,11
837,771710,4806172,2
838,3204376,2359631,73
839,3915080,2966620,13
840,3249409,4419768,61
841,680507,2053301,22
842,2844764,2094403,9
843,2136096,1598748,26
844,2704117,3935784,166
845,3053000,1212931,13
846,4503555,1271150,31
847,4505818,1411178,164
848,3126141,3797741,58
849,1653827,716887,19
850,1746167,1710765,117
851,515975,2133291,1
852,3981319,1616341,54
853,212575,78001,8
854,4727351,2334645,210
855,4306542,3737446,7
856,4238620,1854886,300
857,1473900,3584952,76
858,3526712,3873655,19
859,776837,2031470,82
860,1781994,221130,3
861,4157407,2041684,50
862,3387380,3382309,1
863,4771179,3918609,108
864,3077171,2242021,2
865,3126141,1105233,58
866,3094990,4601392,188
867,992746,1789434,430
868,974241,3572636,69
869,1327440,1466192,109
870,471105,1986462,35
871,4367141,1803707,5
872,3007021,298105,466
873,3508770,3716870,99
874,1605266,4345411,282
875,4414997,2763539,3
876,3815718,965233,419
877,4558718,4477346,97
878,478181,2638176,42
879,4446498,910551,27
880,2481722,4732326,55
881,1481434,1938916,208
882,1632644,2921116,28
883,4382423,3617572,50
884,2075441,3184771,13
885,4170583,4072550,45
886,1961152,4745890,14
887,2356085,3778486,1
888,2588017,3596547,40
889,2868212,685256,73
890,370525,3929021,258
891,3089257,4098923,8
892,2457642,4387555,150
893,2779887,1742444,76
894,2598272,717002,165
895,499530,4758605,12
896,2654094,778360,155
897,1998202,3119624,262
898,1813608,2662345,44
899,483345,2826679,8
900,3587474,1836534,154
901,4843491,1000598,1
902,1345474,1993893,142
903,276809,1338578,18
904,2049302,3273890,47
905,4235225,1728318,96
906,2422272,3054246,27
907,4759196,110553,92
908,229913,4413218,3
909,1891154,1504106,67
910,1467477,2408564,18
911,1969873,2716022,14
912,4020444,4211497,78
913,101838,1005164,57
914,1220741,1756761,315
915,4357167,1938570,71
916,115942,187940,14
917,76713,3621559,26
918,3647690,3642981,22
919,2633049,77035,50
920,4589303,2337648,23
921,1435516,2315226,1
922,999685,2648425,65
923,264520,2210890,100
924,558571,2475440,2
925,1024777,910755,85
926,858905,843636,9
927,4047213,3572447,6
928,1060441,463043,29
929,1049970,3078305,11
930,2610005,82301,61
931,2578445,2742606,82
932,4275718,2790099,746
933,35842,1840959,407
934,4617371,1145730,9
935,2292098,3037900,45
936,4439696,4060999,13
937,3226838,4052990,42
938,2607301,4279936,140
939,995486,94427,66
940,3190499,3577652,3
941,1131513,4222791,6
942,1487867,290241,13
943,4795640,3439420,19
944,1677935,777501,13
945,3003773,3965125,5
946,3638601,4159902,60
947,4091571,2057832,36
948,3454963,4167373,48
949,3044039,3823404,67
950,4225721,2949748,39
951,3903454,4204989,264
952,3101181,1600897,99
953,4292767,4200228,11
954,1828452,282738,24
955,3230665,4413559,121
956,932451,1692815,755
957,4279761,3434826,40
958,2640762,750770,4
959,4698322,1480185,5
960,2482350,4523961,13
961,1726152,4086068,151
962,3857721,2363392,232
963,301221,3137409,272
964,1735883,1347462,320
965,635924,3980791,45
966,2496573,4143220,31
967,4207066,4552885,82
968,20295,1324992,152
969,282738,238014,1748
970,4248813,1322227,7
971,2899375,1634098,6
972,4440444,4411289,1
973,153430,4176442,9
974,2525847,2597519,12
975,1153580,68695,32
976,4816163,1552199,7
977,1204056,4134951,76
978,1507776,4625867,5
979,3862160,927107,6
980,631029,3085310,34
981,3292145,1696837,7
982,1986922,785893,34
983,727535,3439201,174
984,2509282,4179348,1
985,2003319,1715065,2
986,3832954,46710,12
987,2060035,1346024,180
988,908170,351962,6
989,2796817,1603275,493
990,163643,2882296,76
991,1824620,3885455,81
992,1439892,1324992,5
993,2257028,3557291,52
994,1068926,1958906,16
995,2486987,3279494,53
996,1322268,4390465,201
997,2420317,4746757,5
998,3234711,3773437,76
999,3493966,4527536,30
1000,17245,1014944,138
1001,3619046,1255074,89
1002,353855,33773,31
1003,3372039,2242816,38
1004,1243355,3135593,165
1005,3761317,76667,72
1006,540178,2065999,2
1007,1761173,2900702,18
1008,806785,4345803,810
1009,520136,851237,6
1010,92356,4400515,33
1011,1828246,473043,11
1012,2173151,1024777,35
1013,4245940,3905926,146
1014,3254161,3344278,21
1015,1919222,4847918,147
1016,2876679,2649220,50
1017,2685708,350314,19
1018,3037471,3351610,47
1019,1489738,2823434,30
1020,1035595,3177976,9
1021,2767461,4374620,4
1022,4299096,1242327,49
1023,1175602,3650803,319
1024,3997449,541721,9
1025,4220227,888836,3
1026,1888430,4164656,140
1027,3630094,4093593,59
1028,3260897,2059398,3
1029,3458359,551685,80
1030,998253,1334906,90
1031,4564989,2138288,78
1032,4413315,3152924,258
1033,3044039,856916,67
1034,1865377,4636019,2
1035,606761,2658818,65
1036,2508178,197603,20
1037,1590882,3799335,3
1038,4479178,3337311,25
1039,3042121,4022981,7
1040,1222767,1337901,3
1041,189137,3707350,183
1042,4564947,3539593,33
1043,4661198,1565469,14
1044,2921853,1665942,56
1045,4348766,4716721,23
1046,754491,3606387,21
1047,1961849,3649320,11
1048,1691903,651795,60
1049,4310719,4767700,622
1050,635907,2502797,23
1051,760911,3860178,90
1052,3862160,1389180,6
1053,132853,4125302,376
1054,811239,1187817,20
1055,1055988,547593,34
1056,4595673,1373036,20
1057,1429183,4156017,41
1058,2675276,4522292,31
1059,1152111,4454737,34
1060,3885342,2744082,3
1061,4461671,614029,176
1062,17660,260714,271
1063,4243983,1346688,129
1064,3422310,3605635,40
1065,4257630,784418,16
1066,2604474,772396,39
1067,66062,2390617,14
1068,2299928,2733212,11
1069,1250650,288350,56
1070,481068,4396743,2
1071,2468519,4211728,208
1072,2006237,3426063,25
1073,1869476,4651416,210
1074,426011,1305670,8
1075,886710,781813,9
1076,4311290,2932236,72
1077,4093168,601456,37
1078,849848,598842,7
1079,4163280,4835007,25
1080,665522,716943,1
1081,4587860,3812837,278
1082,4074289,4168492,13
1083,3529930,2507173,10
1084,529453,3294213,2
1085,3110854,528835,15
1086,1855038,3533203,58
1087,1255620,3579983,77
1088,789821,873406,5
1089,3832051,1403567,95
1090,3259436,1583704,7
1091,3300111,3166123,88
1092,4721805,389312,1
1093,4161118,518238,85
1094,378799,4441914,9
1095,1851286,615740,40
1096,3953029,1232081,54
1097,4095099,4020896,6
1098,3634165,3042674,471
1099,2808502,2835494,1181
1100,4628181,1968517,71
1101,434593,3870424,9
1102,2833758,237574,36
1103,4136514,2567418,24
1104,4317947,1488971,290
1105,4002172,3642884,3
1106,376424,847450,72
1107,1551687,3161152,5
1108,1452253,2979388,4
1109,4342778,94321,1
1110,3265042,1663756,6
1111,980606,790371,4
1112,3605497,1194830,27
1113,3750870,4272176,47
1114,2821319,115485,202
1115,4415048,4359993,1
1116,4472299,3026070,81
1117,1289611,4287035,105
1118,1611864,4308170,38
1119,568741,2162676,9
1120,2013055,3596406,1
1121,1799556,3377837,60
1122,3917977,4069212,42
1123,1026187,2604044,8
1124,3036197,859642,33
1125,4624816,1352043,20
1126,2301621,104263,4
1127,4469001,1122560,3
1128,4721192,2498962,33
1129,1136345,614016,11
1130,482013,3961686,9
1131,2057720,1483713,70
1132,3193210,663337,4
1133,3287864,3583627,16
1134,3269084,3383275,4
1135,1901271,1649146,222
1136,1677157,1586085,7
1137,986914,4659074,3
1138,2332783,3296169,96
1139,24392,44172,54
1140,3748195,2253113,138
1141,2533991,136400,47
1142,3733107,4641993,25
1143,4653515,4614066,489
1144,82116,1843902,35
1145,43778,256508,41
1146,3362288,2544271,20
1147,311061,1427563,7
1148,1659324,4063437,4
1149,3752981,4793879,2
1150,4797950,2870890,1
1151,1824620,2036744,81
1152,2210458,4679490,27
1153,3278257,239096,41
1154,855404,1917515,4
1155,2940560,990148,272
1156,799760,3982403,10
1157,215004,3019723,175
1158,3898489,564844,36
1159,1688194,2846928,1
1160,2767192,2361673,27
1161,445710,918380,21
1162,1226964,3554524,23
1163,3940380,3357571,16
1164,1153580,2947169,32
1165,349903,3780684,14
1166,613280,2243013,161
1167,3184581,2878646,6
1168,2955992,1644012,15
1169,2759934,4640798,6
1170,4830164,3710419,43
1171,3857652,862613,145
1172,283112,1663756,9
1173,2025383,1723144,30
1174,4795474,3240496,57
1175,2870198,4176958,68
1176,624050,3741140,28
1177,3030182,3395,36
1178,1175901,3686450,35
1179,1518924,461260,21
1180,2863758,2645519,61
1181,495657,1385412,2
1182,1894511,1652009,48
1183,2174930,3024022,116
1184,317075,4451637,180
1185,4738635,2192485,17
1186,1197859,3997061,75
1187,1345525,247339,31
1188,2022904,2202272,110
