0,source,sink,in_out_degree_a
64,3184222,2203730,0.33608247353385057
65,4274919,458869,0.009316770157401335
66,2031470,2135899,0.18861209897291067
67,1132916,104662,0.1372548992695118
68,2899933,1023717,0.15789472853185638
69,2131627,3204799,0.06316710410093314
70,143220,119228,0.08333332986111125
71,659469,1804528,0.3287671187840121
72,2864777,4338398,0.33168316749583376
73,2752756,3243447,0.049999999833333336
74,4787138,1450031,0.4999999935897437
75,3891364,3883024,0.5749999856250004
76,2213689,1400706,0.5344827494054699
77,3723633,4175820,0.13214285667091838
78,4832741,4063856,0.1025641020381328
79,1122,984459,0.10770750977499258
80,510935,4736821,0.12931034477450315
81,4719740,1105301,0.3535353499642894
82,1648097,2880329,0.051094890324471204
83,3144014,2558807,0.22759433935425197
84,3804990,950597,0.22131147480515992
85,3203747,2302064,1.2857141020408425
86,2139167,2437632,0.032085561325745665
87,1359330,2337881,0.05712319335366607
88,4418116,1395863,0.08743169351130223
89,752405,4016274,0.17777777679012347
90,4418154,2578793,1.7272725702479483
91,1244565,4126893,0.25827814398491294
92,3300111,245819,0.21836228233657
93,3144,2868440,2.333333302222223
94,4118493,1438067,0.259493669243711
95,2506971,3317934,0.19075144398409571
96,3045222,2984603,2.9633027251073147
97,3213642,1788881,0.013601639647176887
98,1480185,4792640,1.1789638913988008
99,2416271,4443281,0.28782287716670524
100,4180822,4793644,0.2560975578524688
101,521794,4162835,0.38152610288543737
102,264132,441367,0.04545454515938607
103,2559219,3920639,0.1578947340720222
104,3755255,4319703,0.2659793808948879
105,1635500,3921120,0.16326530570595585
106,4820741,3818906,0.143939392848944
107,1961825,3530075,1.69421486903217
108,1565517,1184312,0.5609756051953203
109,840219,1143637,0.08099173547025476
110,3201162,4005328,0.1046511615738237
111,1006107,3201058,0.3962264076183697
112,1751017,4861559,0.11999999520000018
113,2126605,2180464,0.16981131755072987
114,3077171,2226572,0.19999998000000202
115,812338,4844871,0.15555555382716052
116,4230186,4137307,0.5175438551092645
117,3532343,2650447,0.13333333111111115
118,1126130,160891,0.05218216313834709
119,451378,3774281,0.03728188177272343
120,453003,376424,0.03478260854442344
121,19451,3111141,1.5924528241794234
122,3638601,1793500,1.0714285522959188
123,1950599,1009060,0.11519607814902923
124,4332042,3257170,0.46666665888888903
125,482013,3579983,0.040540540357925495
126,1943454,3689782,0.08789386396468
127,4413981,4833817,0.14843749884033205
128,4014047,1136778,0.09161793363390064
129,1561394,1927555,0.1359223287774531
130,3586613,1228736,0.08695652079395086
131,1984044,4476596,0.25641024983563465
132,697564,50158,0.08895265416861359
133,4700329,3283432,0.2523850821748611
134,3362628,20388,0.15306122292794672
135,3559634,1209622,0.3749999957386364
136,4612494,3281822,0.5217391288144747
137,331274,2249595,0.19354838647242456
138,3290884,3881983,0.06585788550111285
139,2977223,4109291,0.018044441610034608
140,2591437,1789565,0.13783783746530315
141,702335,4751012,5.18749967578127
142,1859993,3188099,30.999969000031
143,1443414,1154944,0.30939226348402066
144,4067295,2795881,0.34374999731445316
145,2427217,74682,0.8260869206049165
146,1120411,4477188,0.19999998000000202
147,1954009,1779762,0.35294116608996573
148,2424197,458887,0.13333333206349207
149,3225341,2010664,0.07228915619102919
150,4414997,2582486,0.06382978587596201
151,3313467,3478637,0.14334181497596113
152,640373,4795705,0.10354609914390624
153,547021,366864,0.21256931568841161
154,3739969,4310029,0.02409638539700973
155,1057680,4168027,0.09389671317419383
156,2181364,4586866,3.697674332612225
157,3511222,1004233,0.5379188703034941
158,2985668,3025121,0.33333332996633
159,4114236,3761153,0.16438355939200605
160,1273418,2159250,0.025635182861383707
161,654563,4087577,0.2647058745674743
162,4146884,3352404,0.20192307595229292
163,3976159,3009133,0.03345435683779711
164,323965,193093,0.025641024983563465
165,4311722,1753978,0.12337662327648
166,1818698,3704407,0.22321428372130103
167,2162620,4423930,0.028368794225642573
168,653234,1723138,0.12121211753902675
169,871688,113821,0.618181806942149
170,3519166,730998,0.31249999906994047
171,696010,3600865,0.053475935542909435
172,3849752,754077,0.02342342338121906
173,352555,4394409,0.4545454462809919
174,4745442,3063778,0.08706786160426651
175,1300583,2871701,0.008230452641026944
176,3220267,2383579,0.33620689365338885
177,4315961,2678379,3.032257966701356
178,1459605,1989693,0.02469135792308083
179,953777,2505146,0.07346326825567726
180,3979764,1776383,1.965517173602856
181,758145,2560532,1.8571428040816342
182,4529968,3172548,0.16153319633023053
183,813834,2306581,0.7499998125000469
184,268979,15583,0.10738254961488222
185,3360177,190135,0.6181818125619836
186,2878277,2857848,0.16719242849466112
187,1792282,2791079,0.07089552212352417
188,3819528,4613147,0.09235993205692362
189,2609436,4831688,0.5306122340691382
190,3000657,1364265,0.4726368135689711
191,4846160,1111515,0.8941176365397926
192,1784444,895856,0.10144927462717918
193,2814406,1916798,0.8518518203017844
194,2112791,3534144,0.0790697670740941
195,3218124,2859615,0.121447028109956
196,1827920,3076046,0.08675799076854111
197,2557232,1747172,0.04398668008642556
198,4522523,4386169,0.8333331944444675
199,4673872,960120,0.019126724070782083
200,2135471,2849755,0.2480620145423953
201,1062590,1247007,0.059417475705080595
202,4556922,2420235,0.05897051471315816
203,1240857,909674,1.4999999250000036
204,3989827,3166659,1.9178081929067372
205,220956,2862017,1.4651162449972968
206,41996,3465628,0.022727272210743815
207,201146,3926875,0.06249999951171876
208,3035063,1565469,1.2647058451557105
209,1160949,1565469,0.3974358923405655
210,3183860,4109816,0.18681318578674075
211,4621317,3713991,0.16981131755072987
212,638873,1844409,0.0595300260785744
213,1876529,1351949,0.09623430922077696
214,4566997,4514481,0.10156249920654298
215,3115786,4347727,0.1446808504481666
216,3503651,2409176,0.05019815052813983
217,3648705,3367608,1.8857142318367364
218,1537715,1341124,0.1106870224782938
219,831453,122016,0.09999999800000005
220,1429183,3247415,0.6119402893740256
221,4579537,3799178,32.33332255555915
222,169650,1856116,0.06944444347993829
223,960790,3067078,44.67999821280007
224,3102958,2702637,0.24866310093940347
225,4843952,3889805,0.04255319058397467
226,907892,2320538,0.25185184998628257
227,3332350,2863811,0.03230272264314595
228,4862682,3375317,0.21212120569329682
229,4732222,3013417,0.06468023254247086
230,4742300,4400515,0.19047618140589612
231,1200055,970441,0.31288343494297866
232,2411192,575372,0.22905027804999845
233,846393,3611163,0.22666666591111112
234,3228963,3740055,0.09016393368718087
235,1651539,559732,0.06422018289706255
236,2098473,14202,0.09135802446578266
237,598650,1204624,0.27777777469135806
238,4093979,4863182,0.523148145726166
239,483091,4337184,0.12962962722908097
240,2077025,799040,0.20454544989669432
241,699366,2497380,0.33333333156966494
242,402005,1558394,0.31196581063262474
243,1635607,4058041,0.09033613426399972
244,4789443,124654,0.7021276545948394
245,2597890,3167298,0.0764331207756907
246,2390420,4116301,0.036443148670338606
247,2602854,3609187,0.07272727253837072
248,4709481,4283234,0.08421052542936289
249,1327905,3553485,0.09090909039256198
250,1295223,614768,0.6273291886501293
251,3044382,104806,0.5999999850000004
252,3320731,1853137,0.25263157761772853
253,3265042,2821412,0.20689654458977433
254,3072308,269841,0.03494347377443809
255,1174,683529,0.3450184495479364
256,649203,1467047,0.017964071820430996
257,4764268,1114409,1.8211381965761122
258,4357352,3501099,0.21710526172957065
259,1942858,4502795,0.40707964241522443
260,2502918,2689599,0.14814814540466398
261,4700248,4278467,0.10426540278183329
262,4564989,4451008,0.13660245159964546
263,2001062,1196225,0.1526717545597576
264,3280393,1165110,0.10256409993425386
265,1727502,34992,0.2191780791893414
266,4550525,4776193,0.3506493491313881
267,43264,2332893,0.07058823446366783
268,1737080,3616458,0.5263157863958141
269,122041,142496,0.11934156329489069
270,2646333,1672636,0.04761904724111867
271,1742701,2970071,1.2903225390218536
272,3293255,833637,0.9999999843750003
273,1780606,2262636,0.6470587854671302
274,1345570,2824526,0.037453183380325154
275,2887828,1690852,0.10389610254680387
276,38947,3108211,0.16738197353054948
277,1013242,4077123,0.19811320723567105
278,839043,2692611,0.21562499932617188
279,371635,156875,0.3906249938964845
280,3011952,4720585,0.43451143360808436
281,3638601,2129705,1.0714285522959188
282,3708904,2079990,0.4206008565639448
283,241387,1059358,0.013778100062524945
284,40248,1127656,0.15624999837239587
285,987263,2478602,0.05104188591338225
286,1879363,4654996,0.05613305601635539
287,2950460,1294552,0.14357682583481907
288,2695168,3951022,0.06796116471863513
289,3961269,728145,0.2142857128942486
290,3028026,4119951,0.11411411377142909
291,1616100,902731,0.03403755867973884
292,3212185,37950,0.1777777738271606
293,615572,2930986,0.3773584887860449
294,2824613,4085345,0.30434782277882805
295,3014991,821405,0.00970873776981808
296,2080615,2393,0.4603174566641472
297,3675243,622762,0.2438162535554196
298,947762,2764726,0.7037036776406045
299,596458,360372,0.5454545206611581
300,785634,4458764,0.6666666296296316
301,3701577,463578,0.1666666643518519
302,1567929,1000,0.03286147622201138
303,1912792,3080932,0.06693989061893457
304,4231030,1132916,0.1612903173777317
305,3026988,2133291,0.1558441538202058
306,2837576,2427238,0.09090909053343352
307,2985401,3587358,0.2873051218545543
308,838983,799253,0.01762542391743555
309,4525307,3762216,0.21348314366872873
310,3651080,1922246,0.8037383102454364
311,667134,1781711,1.6444444261728397
312,2676205,3132930,0.18897637646475293
313,4225721,2019650,1.6249999322916695
314,540450,4629997,0.070473875977553
315,2483244,3602926,0.0713205644981551
316,1735998,4810297,0.10655737661246976
317,4306167,603449,0.2745097985390236
318,375480,2152962,0.1317073169660916
319,3180301,1013242,0.2978723340878227
320,935185,2126374,0.3095238021541952
321,363438,848620,0.2727272479338866
322,116337,1529538,0.8181818099173555
323,902881,1494526,0.7499998125000469
324,3041683,2404217,0.4999999852941181
325,3497766,800910,0.2617449646862754
326,4472132,593309,0.3207547139551442
327,2634508,4247346,0.08771929670667901
328,1389619,2878362,0.0952380929705216
329,4340194,2322663,0.324324323228634
330,2602154,1025339,0.028070175426285014
331,1403344,937234,0.12840466876107132
332,1886723,3571324,0.03483179516676636
333,2843784,585327,0.19325153314953517
334,1440901,3514834,0.24382520567205496
335,2151302,4808211,1.7706421937126504
336,2610700,736798,0.8679927651573368
337,3589489,65638,0.18367346751353605
338,3716377,1305585,0.04444444345679015
339,3097604,1624964,0.010922881278705538
340,274784,3668306,0.6708333305381945
341,2603652,686964,0.07407407133058995
342,1294974,1085701,0.10902255598111821
343,2037264,3701516,0.037970883980493635
344,2795225,4791127,0.5555554938271674
345,3122389,475690,0.36842103324099823
346,1910873,3734722,0.16666666111111128
347,161389,471991,0.3333333148148158
348,228846,2147948,0.09999999944444445
349,1095970,4364508,0.31578946952908593
350,1129376,4673214,0.2944444436265432
351,3083253,3252172,0.31661441907017424
352,3795380,84920,0.1590909054752067
353,4472132,778318,0.3207547139551442
354,4027528,2512220,0.07874015717031434
355,4509912,3363781,0.5555554938271674
356,3606552,3485884,0.333333319444445
357,2071061,217062,0.24262295002418705
358,1287168,3017206,0.9152542295317438
359,244854,754891,0.045454543388429844
360,4085623,4488362,0.7229862461237991
361,2985668,2730949,0.33333332996633
362,2434952,1619400,0.025297048667958205
363,4014664,3005882,0.09255898349807808
364,1132039,1284166,0.04174950289910636
365,1063377,1989026,0.333333329749104
366,3114061,257104,0.12499999925595238
367,201208,49768,0.3414634063057706
368,574695,230446,0.8541666488715282
369,4549398,1689039,0.36144577877776174
370,4600134,4499634,0.4573991010878964
371,3763337,1257051,0.021451336110477365
372,4787393,3465103,0.23999999680000006
373,4633577,2946725,0.16432865698531332
374,3452192,3745072,0.056603773432334845
375,4837314,1405519,0.11428571319727893
376,2171358,4639852,0.11206896527571343
377,2915107,491852,0.06956521678638942
378,2146363,4223666,0.6923076846999155
379,4022814,1532516,0.27615965450252467
380,384798,2369304,1.1290322216441218
381,1335561,3422412,1.4049586660747218
382,2766651,1603729,0.10365853645895301
383,3912764,1702233,0.0742070615953279
384,332358,3630776,0.18390804386312593
385,2711792,1908942,0.18918918791088388
386,1619329,2751324,0.26544943782942493
387,1596963,663653,0.24999996875000394
388,4366907,853244,0.13015872974552783
389,1140769,4003463,0.22088353324946372
390,2471891,1842206,0.030303029384756687
391,1488894,804420,0.4736841980609422
392,4782388,2617603,0.5769230547337286
393,1049492,4577899,0.11741528759721165
394,1927555,4809338,5.499999083333486
395,409991,745080,0.2677966092617064
396,2868729,209562,0.31914892937981004
397,4538062,2135899,0.24399999902400002
398,3184961,2906703,0.036649214621309725
399,2300464,1086249,0.09655172347205708
400,2762481,1802456,0.0794151375919108
401,1609286,4400935,0.8775510114535612
402,1628863,2632013,0.311111104197531
403,3677360,1782555,0.285714244897965
404,2395078,1206279,0.08387096720083247
405,4611286,1052729,0.2272727264780674
406,3169284,470204,0.19402984785030078
407,1506690,1416529,0.7647058598615925
408,3234922,475821,0.15384614792899431
409,4302499,130848,0.10053816044507384
410,3761317,1365355,0.19565217338137997
411,1897195,1341854,0.17391303591682453
412,45986,1660284,1.6170212593933908
413,455599,1494927,0.5359477089153745
414,2136000,4385947,0.7328244256162229
415,256201,1294553,0.44999999250000017
416,3890448,4722827,0.025084044472437537
417,3773245,4653266,0.15306122292794672
418,1952272,3325406,0.07999999840000004
419,2300246,4158172,0.13749999828125004
420,3222384,3507219,0.37931033174791956
421,3399075,3779861,0.0547792062298607
422,347715,2127258,0.07216494770963972
423,4214306,900689,0.16559139749335183
424,3266984,1448556,0.21973094071869534
425,169650,274950,0.06944444347993829
426,1433247,1590857,0.18438177854188528
427,2383394,468651,0.032952871867364425
428,3063478,3181408,0.023255813683071936
429,1097603,4749496,0.08557844677404366
430,1343350,744455,0.4248365985304798
431,1164411,2817097,0.17622950795597062
432,4724928,1007939,0.15887850393047429
433,4736417,2641539,0.21391752549752896
434,4159820,4407877,0.13636363016528952
435,2909856,2422805,0.09278350467637368
436,258948,2298981,0.09729729677136596
437,2424643,2740141,9.166665902777842
438,1553616,1197620,1.272727157024804
439,1520254,2538801,0.6570048277439381
440,1818698,4664679,0.22321428372130103
441,144060,136400,0.5416666553819447
442,2020889,646448,0.04270330484860627
443,4780388,968851,0.19327730930019069
444,2102677,4613883,0.033426183750902
445,2461879,1209604,1.1818180743801752
446,160818,709848,0.19999999500000012
447,1401550,3620630,0.37160120789788337
448,783709,21662,0.19642856792091845
449,150171,286472,0.09302325550490613
450,4612494,549485,0.5217391288144747
451,3272526,721282,0.04444444345679015
452,84726,1404837,0.04861111077353395
453,559652,1999091,1.0791366828839088
454,2456479,3660550,0.21739130375708884
455,131200,4694239,0.21951219378346223
456,1403344,3208206,0.12840466876107132
457,3929625,2201243,3.9999960000040002
458,3622805,4096612,0.08823529325259517
459,3414541,2363399,0.16981132029700452
460,1930352,874565,0.11147540965331901
461,1563429,1318523,0.215999999712
462,1182194,4493806,0.01666666652777778
463,4225886,3721298,0.18139534799351
464,1408139,127950,0.10810810786462138
465,3903025,319044,0.09559748415648116
466,2702338,4762679,0.027175057925600366
467,4099622,1531876,0.43537414669813507
468,1178308,4790146,0.4979919658715182
469,3627790,2818164,1.9433962172481312
470,3726725,2049715,0.11363636345188902
471,1234471,1034122,0.022434782604793948
472,2986501,870428,0.5283018768244929
473,245651,952688,0.16937449221390152
474,1128316,303543,0.16501650151401276
475,4679590,378218,0.09824561369036627
476,23990,844832,0.09032025905350118
477,1501709,1841906,0.3043478128544429
478,2339541,4236146,0.3798165130645569
479,3813630,3285609,0.09999999800000005
480,1648899,2023675,29.999970000030004
481,4451424,3430488,0.08547008473957193
482,150985,2023484,0.2114695332922239
483,1819250,3710241,0.027649769457835163
484,3891364,2949813,0.5749999856250004
485,171548,4309706,0.4327485354810027
486,2435515,3994740,0.13630573242619715
487,898515,3699749,0.15384615236686391
488,2018936,2750152,0.27999998880000043
489,2805661,2817056,0.06324612647618844
490,2888230,1669117,10.166664972222504
491,1136345,695111,0.11224489681382759
492,3712498,690084,0.7647058788927336
493,2903089,1947006,0.3243243155588023
494,4389575,1673289,0.1412606168344834
495,2086336,2400247,0.30635838061746135
496,4310862,3340476,0.14814814540466398
497,1986478,1151263,0.1827586204795878
498,19451,4470008,1.5924528241794234
499,3653227,4698566,0.10389610254680387
500,279288,1397718,0.9142856881632662
501,339567,2040968,0.8560605995752985
502,4609702,4063523,0.2456140346089395
503,1397316,4643173,14.87755086859642
504,1216896,4125905,1.3888888117283993
505,1920893,1876085,0.42758620542211656
506,3323708,4454175,0.21739129489603065
507,3419799,4007276,0.18113207478818086
508,4029708,4659457,0.5386416849212139
509,4230074,4486159,0.11262798596372701
510,3550092,3419090,1.2643678112476329
511,2109677,3530012,0.014218009411289055
512,1185400,1106637,0.399999920000016
513,2301264,158731,0.029807818011529895
514,3234845,4022241,0.2844827561682521
515,1310817,3064489,19.055554496913636
516,2058283,4609415,0.07185628699487254
517,3042121,1621224,0.636363578512402
518,1447046,4711948,0.1454545428099174
519,587095,3218496,0.1642857131122449
520,497106,73827,2.6666665185185265
521,3285875,4724464,0.6535211249196589
522,4373891,275639,0.06111696516215283
523,1348793,4004571,0.03993775931538498
524,3198236,1722209,0.23913042958412112
525,4860911,2189591,6.499996750001625
526,1349133,3080725,0.32786884977156683
527,2047012,94321,0.9999990000010001
528,1679775,573826,0.0343511449070567
529,3075945,2059985,0.07412687093789959
530,4432608,3336698,0.35999998560000057
531,3189954,1087324,0.28240740609996573
532,500739,1921667,5.17518244397677
533,2845650,4108731,0.23809523431594867
534,2642732,1984005,0.21739129489603065
535,3303860,2984265,0.14285713265306196
536,3866829,554726,0.11764705651672439
537,1542018,4606604,0.1728395059950211
538,1244565,288635,0.25827814398491294
539,552802,3149670,0.06976744153596538
540,4146884,1904268,0.20192307595229292
541,4196302,4195925,0.11607142753507654
542,636521,156930,1.1599999536000019
543,834072,4644636,0.3475609734904819
544,2145284,2367831,0.29100528946558046
545,7868,1438811,0.03920570262769567
546,1151012,4595159,0.027729636045322976
547,195823,2297290,0.14666666471111114
548,3498633,3250912,0.3333333055555579
549,1176840,3708871,0.9696969623507806
550,3652024,4579537,0.18489984563189546
551,4585801,1410032,0.4822335000901853
552,965977,757234,0.02919708007885343
553,4276,3467832,0.4358974331032216
554,1591738,4130514,0.8424657476543442
555,3726255,1690853,0.19480519227525725
556,4750778,932921,0.10909090710743806
557,1544783,545075,0.0381679386399394
558,3728686,2299782,0.26126125890755625
559,4134777,3010701,0.33593749868774414
560,4737649,317017,0.026666666311111118
561,1113383,572050,0.9565216975425348
562,4791237,4669469,0.047910863483058015
563,1625926,1323604,0.04123711297693698
564,1057767,2106810,0.23446893740587388
565,4360797,2567319,0.432343232896557
566,4501001,3747641,0.11111111046133854
567,3979814,1383065,0.18437679483953084
568,3958498,3400119,1.3076922071005996
569,4472613,4782942,0.35999999946666666
570,2826552,1851929,0.21025640917817226
571,3930113,1969392,0.05960264887504934
572,4071650,1967153,0.023622047058094117
573,848450,1311163,0.10806787731227513
574,4421038,4236120,0.06289308136545232
575,2924011,378360,0.799999960000002
576,2216079,1058463,1.0799999568000016
577,2619921,2243004,0.4313725447904653
578,3401659,867777,0.05432937177051835
579,4850825,846953,0.3142857053061227
580,4627451,2979388,0.3381294939702914
581,4455263,1253026,0.19148935762788602
582,2366247,2506073,0.6647727234956096
583,2167353,1201942,0.04305283753125946
584,3727094,2061597,0.7883211621290426
585,4307670,4579336,0.7051281960881001
586,2720575,4595178,0.036029411751459774
587,3507605,3898713,0.2444444437654321
588,4300146,1860277,0.07042253471533426
589,277097,664372,0.16867469838873567
590,3454316,355653,0.08411214874661543
591,4804889,1258662,0.2208588950280402
592,4531017,4813904,0.03409090896177686
593,3732480,3733752,1.2806691426009866
594,2914647,4152370,0.05726872221467523
595,1604519,4809986,0.024423337847888964
596,3907690,4007453,0.17647058564013846
597,2670017,1805044,0.06899004264971904
598,255712,861508,0.6666666296296316
599,824841,1324381,0.07299270019713358
600,1075138,1095215,0.07627118579431198
601,4549427,1689039,0.3199999872000005
602,3348381,2086336,9.499997625000594
603,2292299,1621542,0.278409090118156
604,1317354,3054311,0.16949152255099115
605,4702057,2922419,0.5875706181493185
606,4789062,875708,0.2576923067011834
607,3196320,4741885,0.28571427210884415
608,243028,3158766,0.013863216262970605
609,3200179,1242327,0.10526315512465383
610,2376306,4249861,0.7395833294813369
611,1122024,3271567,0.3589743576594346
612,3852135,3266102,0.0676849356027069
613,4032122,1949143,0.028846153707470415
614,3223920,3378708,0.07812499938964844
615,2239712,4041512,0.06542056013625645
616,1152111,3955212,0.20606060481175392
617,2438138,4405443,0.7377049059392639
618,1182125,2016362,0.18367346563931702
619,4825117,3226188,0.05254237286354496
620,4509053,4614759,0.02204408815426444
621,954783,4107041,0.33518005447318544
622,2694897,4221994,0.4374999945312501
623,1459605,355183,0.02469135792308083
624,3957243,41215,0.10358565695782607
625,4392240,4670924,0.44776118734684794
626,4662222,627979,0.37795275441750886
627,1772618,2517958,0.8124999949218751
628,3507605,3743087,0.2444444437654321
629,2988110,306066,1.3684210166204998
630,3460470,2914869,0.02659314580675695
631,4724928,3081689,0.15887850393047429
632,2357765,123020,0.24404761759495466
633,4503243,2503081,0.27419354396462026
634,1395639,905235,0.3470588214878893
635,2163840,1487443,0.07142856887755111
636,1173867,1594195,0.15087719271775932
637,2990719,247965,0.09638554100740312
638,4334594,4672164,0.41726618404844473
639,3175677,4294132,0.33142857048163266
640,3154897,3743287,2.1111108765432363
641,2380033,823904,0.0714891811473294
642,2204209,2393,0.7297297100073051
643,3204489,2021656,0.09967845627113037
644,46347,4105798,0.16774193440166493
645,1546131,1476256,1.2222221769547341
646,4832741,3628271,0.1025641020381328
647,230959,3056188,0.08620689618014268
648,803117,514516,0.37037036351166
649,2728019,2857848,0.16008771894717605
650,1101391,3302218,0.1813471497892561
651,2629332,1739999,1.437499970052084
652,3196935,1226698,0.07334273623674302
653,3545915,1760349,0.25106382871887734
654,467020,3890374,0.25357873158777355
655,3283449,833637,0.39860139720768745
656,2684857,3394755,0.10550458667199732
657,1310076,970851,0.7118643947141629
658,324700,4458047,4.53846118934914
659,3455337,759828,0.9999999166666736
660,1469417,82340,0.2368420990304711
661,2945451,2873928,0.06632653027384423
662,47367,2619824,0.05357142761479594
663,1975212,3490790,1.1882352871280277
664,2500159,1007714,0.16321458147206744
665,3403476,1454600,0.1341222877039008
666,2048,3986213,0.033557046754650696
667,4501695,1127019,0.22535211108906963
668,2205192,2295414,0.11834319456601661
669,2354150,3239759,0.06437768231133378
670,4383563,1174,1.1249998593750177
671,475933,4833712,0.05842696616083828
672,4782926,3536565,0.1526881717146491
673,4487677,4825406,0.06504064987771829
674,4327965,1331438,0.622222208395062
675,1550721,2116162,0.12834224564614372
676,2517457,1728898,0.2051282024983564
677,1838574,4098262,0.6942148731644013
678,4612771,3288555,0.20833333236882717
679,642996,3506813,0.09157894727202216
680,2557232,564584,0.04398668008642556
681,4223610,3482459,0.24615384426035505
682,1769495,2395183,0.12761904737596372
683,782197,2194084,1.499999250000375
684,1770200,2516884,0.008533394014275412
685,4031633,4588297,0.11515151445362719
686,1470412,4422560,0.2321428550701531
687,1775497,3613127,0.11415525062029566
688,1824620,2651938,0.1698113203987184
689,1279839,1677752,0.03999999840000006
690,4132752,404449,0.200803212044967
691,4448187,4748339,0.09206349191735953
692,491128,4657499,0.15178571417277847
693,2560508,3925409,0.03529411723183391
694,104236,3605785,0.35955055775785894
695,4700248,663112,0.10426540278183329
696,2629845,4456828,0.21818181421487612
697,1570585,331274,0.2239818999457423
698,2852734,324237,0.11249999859375003
699,1041665,1229102,0.27380952054988666
700,3715323,3549444,0.8181817809917372
701,638553,2757877,0.05797101365259401
702,4836716,3354830,0.12355212307508832
703,4017320,922747,0.2543021027642407
704,1459605,3415082,0.02469135792308083
705,3303902,2181529,0.11917098383849231
706,3674345,3378280,0.2294520544016232
707,1726836,4480898,0.1876379686807109
708,3806390,1976038,0.22222221997755334
709,878442,4036279,0.2758620642092748
710,3595486,2643790,0.2419354799687826
711,420410,2867013,0.09967845627113037
712,803951,2242566,0.2941176384083048
713,3628696,3853365,0.13793102972651622
714,2616335,2908614,0.16279069388858852
715,1981986,4035202,0.06578947281855957
716,3054430,1057861,0.20930232071389954
717,4334594,3051327,0.41726618404844473
718,4812944,3535207,1.6499999882142857
719,2674631,1867538,0.1428571224489825
720,2942785,1035309,0.6562499982910156
721,1335561,1909814,1.4049586660747218
722,306263,2130956,4.124999484375065
723,201208,951008,0.3414634063057706
724,2740508,1609914,1.3432835620405439
725,4153888,4755721,0.2623762369743162
726,2452515,1716535,0.37763713000498494
727,4751661,1206612,0.06838534597872854
728,3182725,2251944,0.24999993750001562
729,4329998,3123735,0.6666666603174604
730,4246368,4607134,0.5844155768257717
731,4306984,31402,0.1256281400722204
732,987441,4503707,0.07829977611118619
733,1991608,2364292,0.730569944401192
734,4300700,4266500,0.29999998500000075
735,4498960,2930986,0.5153846114201184
736,3102958,2181529,0.24866310093940347
737,1515040,797189,0.1079545451478564
738,885070,2221607,0.14262295058586402
739,3011316,3884937,3.2142855994898
740,1213594,4105851,0.0210692652038269
741,2305935,678890,0.07692307100591762
742,1006164,1656495,0.13363028923467643
743,3011799,1673519,0.04386672040549061
744,1667129,4633379,0.38709676170655605
745,617629,1105588,0.5432098698369152
746,926720,3307114,0.16379310203626637
747,565577,4336035,0.7777777489711944
748,126887,752827,1.0303030240587696
749,2840784,3061859,0.6666664444445185
750,1192675,4205790,0.10344827560727025
751,1947457,179198,0.22916666189236123
752,984342,3491166,0.6237623700617587
753,3049221,4031243,12.374998453125194
754,4859244,164230,6.692307520710064
