0,source,sink,in_degree_b
93,3159216,1968975,1
94,4473334,3060888,2
95,2490327,4276826,2
96,1957493,2322834,1
97,2068765,1006064,1
98,1457408,4778868,1
99,2717295,4138826,1
100,2824584,1329792,1
101,2361845,3135652,1
102,2934703,1649737,1
103,3122926,2116456,2
104,3394055,3827514,1
105,2439223,194580,1
106,99312,4649987,1
107,2971471,4244096,2
108,4771214,1906860,2
109,2069763,2781871,1
110,1073165,528668,1
111,4359635,1652261,2
112,3305917,3601707,3
113,2943793,712689,1
114,4075206,2728820,1
115,1327242,2617800,17
116,3775480,109604,1
117,644386,1874293,7
118,4700445,2653676,1
119,1003652,1995463,1
120,4551226,892552,9
121,1724236,53743,2
122,525693,2265709,1
123,3282844,3328584,4
124,4153231,3744925,13
125,2638717,2921609,2
126,1638724,2236845,2
127,2120613,3934191,2
128,1625671,2483158,1
129,3994464,3974406,1
130,18108,1737984,2
131,3419348,3134261,7
132,2819739,2763163,1
133,647397,150278,1
134,2243230,1204149,1
135,3736678,1249248,1
136,1472874,4286176,1
137,3398728,4456555,3
138,1004910,2700965,2
139,4565076,3787853,1
140,2349798,725456,1
141,2933032,956060,1
142,4243278,1149731,2
143,1930069,4373383,1
144,1893857,4812826,1
145,1800311,1022608,1
146,3870641,3365127,1
147,298257,3740215,35
148,212703,3454559,1
149,3527821,4516222,1
150,1835955,880187,2
151,2339656,4285936,1
152,1086856,3559525,2
153,16038,157836,6
154,3723431,552930,1
155,213882,2099465,1
156,1420030,3645091,2
157,4660450,1645570,2
158,2339843,782522,4
159,836875,3714372,2
160,2910467,1624105,1
161,592494,4694599,1
162,3704755,1282498,1
163,1854711,2897360,1
164,3269196,4167582,1
165,1975941,3348836,1
166,35116,1719779,1
167,2850625,3357698,1
168,4141205,702794,11
169,5767,2947414,2
170,1958313,2396008,1
171,3570343,2285389,5
172,1308922,2244586,1
173,4591433,2117887,18
174,4689189,2984768,4
175,2670744,912137,1
176,3973765,1635788,1
177,4418341,3136986,9
178,2134668,4447983,1
179,3977588,4677698,1
180,4192157,1111739,1
181,2151206,2035807,1
182,2073697,3661892,1
183,2068608,396407,1
184,1801305,4239086,1
185,4738196,591146,1
186,2362655,2278202,6
187,4140681,2254956,3
188,744981,311702,1
189,1424791,4194816,1
190,645064,3999657,2
191,3554067,4734126,4
192,2150602,2646748,16
193,3951187,4320908,2
194,1510869,4704090,1
195,3206886,3759979,1
196,2305418,3854158,1
197,1437019,880726,2
198,3978492,3777133,1
199,3005265,2745134,4
200,2304668,202605,5
201,4226298,745085,6
202,586638,2141478,1
203,3192711,434584,13
204,2479228,512604,2
205,2180367,2893927,3
206,216148,2959213,8
207,3864021,2449950,1
208,4631275,3707852,1
209,811193,123078,9
210,2595633,2143075,1
211,3464733,120699,2
212,1187531,2528409,1
213,3021821,2183515,2
214,4301759,4512996,1
215,1035108,1723019,1
216,2471193,3856334,36
217,2873917,4115721,1
218,1474015,2450687,1
219,1463172,4085005,2
220,2953582,3060362,1
221,4606248,3148251,1
222,3968590,695986,1
223,4699953,3309750,1
224,3365490,3540926,1
225,3672915,2290778,1
226,2986923,2966818,1
227,4095341,2901197,1
228,4422125,4489055,1
229,3884472,4301446,1
230,3560094,4124287,4
231,1962810,1967073,2
232,2705155,3534158,1
233,2746202,4019393,11
234,3031267,3272437,1
235,3468673,3139424,1
236,227152,3078886,6
237,692625,2710588,4
238,447029,4615836,1
239,183338,2328699,18
240,627982,4557336,1
241,1167465,4784750,2
242,705927,1041093,1
243,1799238,1989761,6
244,3722020,3619143,3
245,2548812,3796759,1
246,4147888,882191,3
247,155605,1126034,1
248,65507,1950544,1
249,2096042,2750746,1
250,3801416,4497028,3
251,4715811,1147514,1
252,806651,2985250,1
253,154641,597461,1
254,2540477,4579178,6
255,3211983,4487006,1
256,1565813,3488462,1
257,4773565,778214,1
258,4577341,1924504,1
259,4660400,4155856,19
260,871832,4622871,1
261,4509662,1715036,2
262,425693,1373652,1
263,1449530,2279437,1
264,2311347,2395821,1
265,2364123,130457,8
266,2789638,198584,41
267,3912411,2169587,2
268,1033765,3256300,1
269,2305419,3108342,4
270,2331648,2574216,1
271,3548045,3923367,2
272,3898161,2626968,1
273,2850538,2014977,1
274,4447720,773916,1
275,518538,271925,3
276,1804935,2426154,3
277,4785412,2966299,4
278,1275058,4165027,1
279,3333825,3850816,3
280,4649326,3653457,1
281,73913,477365,1
282,876121,2991424,4
283,2287181,1712440,2
284,1750470,2701995,2
285,2997873,3117558,1
286,3422819,1517508,2
287,3332572,382326,1
288,1218111,3104106,1
289,1481881,4190747,2
290,1071192,4435471,1
291,2796804,3126532,1
292,463003,4806027,1
293,1257521,4528932,1
294,3185454,685938,1
295,2204438,2375977,2
296,2505578,2004310,4
297,585282,2144606,14
298,2558284,4351804,4
299,247334,4779460,1
300,3096185,2815560,1
301,1287658,1863203,8
302,3297267,473657,1
303,3079913,1242781,1
304,4017909,3113974,2
305,4359705,4857230,1
306,2497553,3705962,1
307,1518446,3377825,2
308,2575545,262530,1
309,1118798,218448,3
310,1017903,2439431,1
311,1684337,4296432,65
312,348260,3392977,1
313,2130018,1524107,1
314,363901,432923,1
315,671689,1894172,1
316,2485140,922524,1
317,1496870,1323670,1
318,2759319,43863,2
319,4567484,2655734,6
320,2771184,1109172,8
321,3913470,241338,1
322,866743,4514760,3
323,2693298,4699014,4
324,1364223,2929058,1
325,2859753,1877346,1
326,3627652,2993530,3
327,3437309,1832242,2
328,2106450,826761,3
329,876341,510568,1
330,4769813,3409802,1
331,4699441,2307598,3
332,2683196,1612307,2
333,374089,3093634,18
334,3072449,914239,1
335,4255500,4082190,70
336,2610827,894918,1
337,3994193,2039331,2
338,1724352,4009134,1
339,576200,3578834,1
340,2203776,1432935,2
341,1101394,4734007,3
342,905869,3464157,1
343,673141,687313,1
344,4642323,1049802,1
345,3441925,3955579,2
346,4052515,3879482,1
347,2679823,4368519,13
348,1992719,4757391,34
349,3548620,781628,1
350,2749683,748353,1
351,4301335,4037896,2
352,3580242,2028401,1
353,3496562,3501259,1
354,4325703,951329,1
355,425831,3971104,4
356,3735690,1639477,2
357,4169924,842523,1
358,947664,367436,1
359,2880162,1131067,1
360,2006688,3811313,2
361,2762372,44027,5
362,1602459,3114159,1
363,2070363,1918980,1
364,3758787,4681707,2
365,2467145,1882822,9
366,404661,4387201,1
367,3869397,2875479,3
368,120688,165343,2
369,4054643,2331966,1
370,996664,2597784,1
371,4572996,3621372,10
372,1785493,662856,47
373,1173592,4347122,1
374,1952907,1850381,1
375,4683712,4574166,1
376,564792,1193103,1
377,3743975,1402646,1
378,4508104,2734707,1
379,4410945,4024590,3
380,1065928,3272352,1
381,934308,1309245,2
382,773415,596961,1
383,3367754,2790455,1
384,4169332,1066266,1
385,3681936,3010100,1
386,4608085,3815254,1
387,4480139,2850530,1
388,443147,2954874,1
389,2021923,1822495,1
390,3663267,840068,1
391,929746,1515143,14
392,277864,3612054,2
393,1920573,280824,13
394,4086501,2917955,11
395,4541250,1026116,1
396,3474048,2954377,1
397,1724711,3039188,1
398,4775924,2916020,1
399,4573807,3407023,13
400,3525599,4380113,2
401,3401886,2744859,1
402,3832653,639797,1
403,3260739,1869860,1
404,3499380,3395610,2
405,1524816,372986,4
406,3681408,587438,1
407,4690673,998292,1
408,2883745,1470248,1
409,1744876,1873179,1
410,721156,2552056,2
411,150876,422617,1
412,2178786,3874699,1
413,4131353,4781905,1
414,2418296,767557,1
415,950152,1772606,2
416,2585387,1649311,1
417,4366146,4149119,1
418,2129513,1126692,1
419,4532552,1195526,1
420,1822044,1318184,7
421,4576288,2831183,2
422,904099,4426471,1
423,2436299,1939991,1
424,198206,1865676,2
425,2081177,2007575,1
426,512648,3277365,16
427,2896920,2082900,1
428,2004321,3101720,1
429,2860501,2896246,1
430,821969,438931,2
431,3543458,2753437,42
432,3782464,1632907,4
433,34909,603391,1
434,3882591,33824,47
435,2618930,3067074,1
436,1598815,3743583,1
437,1889166,3530889,3
438,1990680,1090137,2
439,1722905,3476115,1
440,661821,2549502,3
441,1626721,4287944,1
442,1614388,2195494,1
443,1550007,3868245,14
444,3026609,4431905,2
445,1218591,494941,1
446,1368179,1871300,1
447,869007,3578195,1
448,3165451,2148572,1
449,4415586,1133523,1
450,22098,4452623,1
451,4173139,884392,1
452,481596,69154,1
453,571611,2256153,9
454,1127185,231840,1
455,4329799,4577669,1
456,1348124,2787222,3
457,190337,1693094,1
458,4584732,3954,1
459,670418,4113328,2
460,3476970,80865,2
461,4574629,4122925,1
462,2659869,3387855,1
463,764094,403968,14
464,2379675,2698944,4
465,4444689,3504424,1
466,1793067,680716,1
467,1440026,3101502,1
468,1608045,3582466,1
469,4199670,4813413,1
470,4846402,3195265,3
471,3529569,4784984,4
472,1539922,2765660,1
473,1085370,4435339,3
474,4218024,1427387,1
475,808451,4746748,2
476,1928073,2474151,27
477,4713911,1774967,1
478,2499941,4376295,1
479,4646906,1246430,1
480,3116857,4186789,2
481,709458,3536426,2
482,2086295,3690044,3
483,928172,613122,1
484,3067253,1926062,1
485,4545645,3366849,2
486,4818292,1144761,1
487,1235504,3409847,1
488,2374631,1542876,1
489,4782545,4702790,1
490,2522577,2129613,2
491,1170812,3206134,1
492,293346,967158,1
493,3738317,3765509,1
494,3425060,234427,2
495,163629,3777816,1
496,14067,3265085,2
497,3196570,4748118,12
498,4809346,2007002,2
499,3299110,4696466,1
500,4119134,695297,1
501,1578501,4583283,2
502,2333254,1188527,2
503,1306929,2001412,1
504,3270314,910428,1
505,4641282,3396773,9
506,3112703,1955697,1
507,2185089,3057304,1
508,2889189,2480111,1
509,1389741,2439200,3
510,4740256,4300332,3
511,3371180,2338210,1
512,1375986,239509,1
513,1472473,2469049,1
514,3105702,2855406,2
515,4521805,609191,1
516,3011078,588731,1
517,4159395,4745570,2
518,731851,2319980,1
519,4762275,702982,9
520,2176114,314851,1
521,288815,4384115,3
522,1204121,3033124,1
523,2566585,4834220,2
524,182260,159317,1
525,46706,1441809,1
526,3496084,4149819,1
527,3218565,188934,1
528,2874107,1035696,2
529,3830825,3247642,3
530,2238034,952016,2
531,3019567,4438500,2
532,1414713,2388687,1
533,417670,2296340,4
534,794926,3806422,2
535,2411827,997373,2
536,1404665,3532370,1
537,1566018,73488,5
538,1357519,3779222,1
539,3487891,3872075,1
540,3115334,162391,2
541,1971845,121687,5
542,3864746,2916137,1
543,4241984,688492,2
544,2974539,311191,1
545,2450804,2914272,6
546,2520394,4541817,2
547,3872896,4041761,1
548,4727598,1727651,1
549,3412106,796961,1
550,2573901,816920,1
551,4806123,2646479,1
552,3604757,4400058,2
553,3300427,3779011,5
554,1978189,2274206,1
555,4262531,3104105,9
556,900013,1915645,1
557,1172957,2543225,2
558,3039410,2969669,1
559,4002112,561318,1
560,104636,1567219,1
561,1791383,3932079,1
562,305912,2566085,1
563,2692081,1838635,4
564,570176,4816757,1
565,3286194,3193226,2
566,1194828,1641696,4
567,987670,282123,4
568,202779,686692,1
569,2824547,801975,1
570,2927866,1126740,1
571,2576023,379566,1
572,2827563,908118,1
573,4220814,1237970,2
574,671589,3936833,1
575,4544394,1235947,1
576,2435688,4564480,4
577,1207306,194724,1
578,2132927,2467420,3
579,3354943,350591,4
580,1868214,2531068,1
581,1416977,3583296,2
582,4702004,4645444,1
583,651198,2364516,2
584,2162692,1549265,17
585,4215036,3048276,1
586,1232608,1297927,1
587,4846937,3586387,1
588,3479470,3186713,1
589,3994430,3773662,1
590,4459758,4404630,2
591,4471239,1737967,1
592,1753333,2110833,1
593,1261529,1261430,2
594,2514401,3130486,2
595,56749,2975548,1
596,4734491,4609798,1
597,2892947,4808864,1
598,3787636,4687161,1
599,3269672,1331607,1
600,2964957,4843551,2
601,1059166,2989093,1
602,963730,4383505,1
603,3459540,1049927,1
604,1819032,578533,3
605,2314602,4673327,1
606,1949518,1222048,2
607,2346039,699736,2
608,4277554,1530017,1
609,396078,3714661,2
610,9978,1652041,1
611,2926260,1070982,1
612,4788875,2146521,1
613,3492054,2286207,3
614,3459305,1929238,7
615,3647883,3172748,1
616,3376448,4640964,4
617,3474018,65710,1
618,4208116,3980468,1
619,231377,1850697,1
620,1033321,3314251,3
621,4685381,3512837,2
622,3067197,1530218,14
623,3915945,1268005,1
624,1379510,1539298,1
625,2409620,4430170,3
626,2528952,2354456,1
627,3493836,4099871,1
628,1198752,1094021,2
629,3518138,1864711,1
630,2335682,390166,1
631,2340877,4780854,3
632,4654157,524636,3
633,2091091,1739236,1
634,4580424,1173136,1
635,4690198,44281,1
636,3993884,2345633,3
637,3767746,1416069,1
638,3971647,1548309,3
639,3799355,1125176,2
640,1128470,442509,12
641,1558109,3783280,4
642,3972974,747730,1
643,4159473,3618024,1
644,4158699,2756060,1
645,3385980,3777226,1
646,3112341,560433,7
647,2998847,4420982,1
648,913000,464429,1
649,4292024,484819,1
650,4072200,1530413,15
651,3771453,4412061,10
652,4157812,3792706,1
653,2261743,40613,3
654,4179769,4769748,1
655,4823551,846869,1
656,4199544,4600702,1
657,3563883,163473,4
658,4809947,4098553,1
659,1901679,3129391,1
660,4137009,1024783,1
661,30310,414143,1
662,4321972,3550480,8
663,1289371,2162743,2
664,1874634,2918135,2
665,1561484,2077848,1
666,4241334,3080343,1
667,3634132,2834138,4
668,2038510,3297535,1
669,1716676,3728199,1
670,221930,3670406,1
671,2850438,1500498,2
672,184881,2659959,1
673,3452362,3087131,1
674,4646485,3902219,2
675,4488043,3074076,4
676,3968996,2595320,1
677,1038626,3822226,1
678,3728728,2495105,1
679,2404258,4358415,1
680,4432468,4377185,3
681,4819296,318375,3
682,1381410,1677849,1
683,4531074,1201441,1
684,3899397,93036,1
685,1424394,4009068,6
686,3088043,497221,1
687,119117,1005254,1
688,1461279,1747722,1
689,4141007,1171874,1
690,3392015,4828719,16
691,2717354,1273598,1
692,4049357,2722508,1
693,711777,2013026,1
694,2396300,4554553,3
695,2170861,1670359,85
696,1405220,385460,1
697,786585,3632666,1
698,2529521,255357,1
699,96326,779322,1
700,2486675,3609365,1
701,3648874,258407,1
702,2899898,4601852,1
703,300159,4291111,1
704,2607338,1870966,7
705,3442674,3464345,1
706,4062714,3721055,1
707,4626121,1104498,23
708,1904382,2123877,1
709,3512854,4808253,10
710,4851972,1669882,2
711,876770,1147507,1
712,1904152,4308867,1
713,418500,3759362,13
714,345600,1478873,1
715,3569534,1285834,1
716,4481945,1782983,2
717,3872693,1107863,1
718,4533449,530802,5
719,2363695,2300509,1
720,1863527,1444676,1
721,3678779,474592,1
722,1637020,2428135,3
723,2043299,1297986,1
724,2218868,1443517,1
725,3014140,2477094,1
726,266153,455941,1
727,4602837,393108,1
728,3819145,3760908,84
729,2623482,4538895,1
730,4158351,4597301,2
731,4058136,3158470,1
732,4759378,1686929,1
733,4355096,2255207,5
734,2408514,1673937,2
735,3602489,35443,8
736,1366516,3568349,1
737,3859006,16319,1
738,4531351,2954132,4
739,38512,1259315,2
740,2939094,482785,1
741,2569213,2328068,3
742,452425,4348962,2
743,807198,28406,3
744,2326458,3698362,23
745,2067734,2591572,1
746,4187996,3878223,2
747,3601979,2491030,3
748,1212901,4207144,1
749,2438029,4286682,1
750,3155214,2170364,1
751,4018017,4719783,2
752,1644526,3433300,1
753,3586390,3059506,1
754,3162177,4015837,1
755,3385393,300532,1
756,1345637,3289475,2
757,4441436,3840550,1
758,1898829,1701059,1
759,1801670,759360,1
760,1458343,3072605,9
761,1256894,1336902,3
762,4023917,698473,1
763,964290,3574702,1
764,2730692,454541,1
765,3753891,2038857,1
766,2628805,1662979,7
767,2769841,172685,1
768,4358408,3291446,1
769,1241031,1695135,2
770,2102591,2814791,4
771,1704510,3405528,1
772,3928753,3326418,1
773,1215239,2670341,41
774,4611334,1557409,1
775,389486,472141,13
776,2814165,1137169,1
777,3801177,4699461,2
778,4133996,3704753,1
779,627343,143739,1
780,148367,2928802,1
781,3454355,1018786,1
782,2209713,1815440,1
783,730191,1248568,1
784,3740636,545786,6
785,2924183,434512,13
786,4174864,133237,1
787,1066864,894899,1
788,1470987,2759650,16
789,1215748,1136227,1
790,1185374,4338602,5
791,2235788,1254375,1
792,2389746,3038282,1
793,4436356,1219324,1
794,1216415,36951,1
795,2437552,1118353,1
796,3019877,1931518,1
797,3713620,3455370,31
798,648570,3408929,1
799,2461160,1303438,4
800,4351157,204069,1
801,2799117,1503694,1
802,4084850,1596636,2
803,1833001,2886131,2
804,3529435,2540340,4
805,1937010,4049931,1
806,49590,452188,1
807,4595147,1253616,1
808,1334254,3749491,1
809,1189597,1697930,1
810,175692,887766,1
811,2092388,2510096,1
812,687052,4282065,1
813,3957849,911746,1
814,2178751,2232772,1
815,3756644,2703572,1
816,4597924,4828269,11
817,902427,1981191,1
818,2097110,1036079,12
819,2287040,1598344,3
820,1790173,3191657,1
821,4838606,2156246,1
822,385241,1906511,1
823,123531,1218559,1
824,243433,1750095,1
825,1264701,4268456,32
826,3128326,14792,2
827,4795803,1822942,2
828,356244,4096063,1
829,3087646,3131190,1
830,1295709,747729,13
831,3666815,177833,3
832,2706056,368909,1
833,2556431,1947948,1
834,3508010,681952,1
835,3617186,1511039,1
836,3168009,1827673,1
837,4829034,4443801,19
838,4064829,4235053,1
839,732090,628153,1
840,2956345,4173356,1
841,1944455,4800193,1
842,1299759,1606798,1
843,2725994,1797647,7
844,190217,2799556,1
845,2245565,1433793,28
846,1780582,3150148,1
847,1281703,3851310,1
848,1458698,4354956,1
849,2356004,1862223,1
850,2357372,3141825,1
851,4443962,3429997,1
852,1936813,1950243,4
853,1503273,1579458,1
854,848111,3395765,2
855,3177281,24645,29
856,756760,4087283,2
857,4147016,4580296,1
858,1672127,1032416,2
859,665104,2943312,1
860,2136960,3391826,1
861,2910071,109742,1
862,4370091,4268266,1
863,4807724,4707473,1
864,1960328,4533856,6
865,1749179,1852722,121
866,1161172,906624,4
867,492129,4628312,1
868,2031419,2101764,2
869,13020,682788,44
870,3896903,2319513,6
871,879389,3805268,1
872,4512600,3114392,12
873,4370324,843065,3
874,1143059,2240238,1
875,3333698,2866076,5
876,1090762,1216101,1
877,644084,2164131,1
878,321093,129683,3
879,4508237,3242887,2
880,3516214,3533765,29
881,2816415,4200662,1
882,3982320,1599131,3
883,3152143,603057,1
884,3945427,2629878,1
885,2923304,2272898,1
886,4064990,2729740,1
887,4534880,1313574,102
888,1401913,992426,22
889,537768,4818999,9
890,3280761,3141979,1
891,1658417,921055,1
892,2410573,4263396,1
893,2196001,2957386,17
894,3378044,426261,8
895,3439026,3555004,1
896,1793521,2719873,3
897,4334035,3771296,1
898,4467388,4080666,1
899,3674022,4622110,4
900,2240693,756504,1
901,4186734,1597719,2
902,1858883,1031342,1
903,2994586,867663,2
904,3939564,4340902,4
905,336732,2204761,1
906,1211504,694996,11
907,2788046,3523543,1
908,2907389,299548,2
909,2055937,3164758,1
910,2815718,2090238,17
911,2257146,3590368,1
912,2002159,3210244,8
913,3775158,3811156,3
914,407695,2193121,1
915,3699064,549082,1
916,2290261,3640422,1
917,347873,2046525,1
918,1871352,4780925,1
919,3911516,4106640,1
920,1022396,1270847,5
921,611496,2265164,1
922,4414981,4406242,3
923,907263,2100186,5
924,4209151,212561,1
925,1405351,4282946,1
926,2666446,4024648,1
927,739471,3615298,1
928,2793674,3722694,15
929,1524644,2098173,1
930,2497108,4710252,22
931,4136823,3636304,5
932,2212375,1670880,1
933,3796229,105495,1
934,2768864,1912776,1
935,3322648,1171510,1
936,751402,498440,1
937,866633,2512405,1
938,1600159,2831240,1
939,1640918,959749,5
940,4155092,1353374,2
941,3956409,1041522,1
942,4521569,2772273,4
943,500693,4646946,1
944,1696126,1815692,2
945,2665636,295435,2
946,2445660,4335166,1
947,3429119,307279,1
948,4189485,2996360,2
949,3192155,1126382,1
950,395508,310462,30
951,709947,4669644,2
952,3168001,2946141,1
953,445953,107492,1
954,2434932,4791892,1
955,581004,501045,1
956,4314379,2975245,25
957,3232270,3074568,1
958,2058858,341657,1
959,2753381,3246404,5
960,952126,2730644,3
961,836896,130841,1
962,2423202,3953333,1
963,3144184,2989005,3
964,1771053,386554,1
965,3433535,2542483,2
966,1814534,1508408,3
967,2910472,674314,1
968,3095968,3190869,2
969,1370085,853958,1
970,161155,2275007,1
971,3516090,788560,1
972,3731902,3808014,1
973,4479200,183829,4
974,2170399,2048131,3
975,868415,4707435,1
976,3288113,1541572,1
977,2393351,647132,4
978,3835277,920667,1
979,4680874,1827854,1
980,4392967,152171,2
981,677974,30485,1
982,3928898,4184840,2
983,2641427,4637499,1
984,2284688,334187,4
985,3596660,3737414,1
986,2463400,944638,1
987,4343266,3476224,1
988,2446362,3361208,4
989,1092176,3514644,1
990,1000007,4757692,1
991,3324347,4638561,2
992,1772367,3821095,1
993,4182485,1595223,23
994,4541879,3312809,1
995,1229343,4714461,1
996,4589149,2848737,1
997,4328180,439235,6
998,4664296,1673817,2
999,4861954,1345808,1
1000,225798,2746913,1
1001,3299386,4278701,1
1002,1031408,180827,1
1003,1685947,1902132,1
1004,2293870,813157,2
1005,2360172,1836246,2
1006,4207968,3120391,1
1007,1743488,3486727,1
1008,809099,3088138,2
1009,634929,2489231,1
1010,4564120,4692509,1
1011,2268064,370945,4
1012,122818,4603616,12
1013,1157218,4419384,10
1014,2757341,1197864,1
1015,200519,1545253,1
1016,1607946,3934715,1
1017,1349320,2085343,1
1018,4602863,2684719,1
1019,1808294,1690280,2
1020,2386041,2950984,1
1021,2661069,1512945,4
1022,1727029,484878,1
1023,163114,454600,1
1024,1681578,4004020,2
1025,390347,2174789,8
1026,2379998,456924,34
1027,4439965,2800613,17
1028,1287901,4348041,1
1029,796682,1385483,1
1030,2336656,3113746,2
1031,819370,1314363,1
1032,1372104,3340331,1
1033,1314960,2548578,1
1034,2424789,3658388,1
1035,1295329,3566264,1
1036,1441904,651981,1
1037,1935039,651441,1
1038,2194984,4384700,2
1039,4857250,3284430,2
1040,3359340,1854763,1
1041,4357221,947,1
1042,291757,1250017,18
1043,877639,4650468,18
1044,2929657,4399931,1
1045,1550944,1431690,1
1046,2646584,3622917,1
1047,1041972,4583604,31
1048,1344923,4069894,1
1049,4725145,2019347,5
1050,1745571,4009674,6
1051,4684151,44829,1
1052,4756227,4728291,3
1053,1983296,2426416,12
1054,3140217,4812698,1
1055,4633573,688906,3
1056,1596132,4608787,1
1057,4330353,3773674,31
1058,337193,1856567,1
1059,3630102,1176228,2
1060,4312989,3783451,1
1061,2976439,2227509,3
1062,40197,4468116,1
1063,3707336,2197814,7
1064,744095,2973897,1
1065,192461,681426,1
1066,1719975,3461399,3
1067,2341147,923707,1
1068,3014174,22458,1
1069,2633066,481226,1
1070,1768474,671570,4
1071,1008789,1737248,1
1072,4462957,1992434,1
1073,2193576,2969225,1
1074,4250524,3304670,129
1075,292961,4493000,1
1076,3209496,503195,3
1077,2947044,3700608,1
1078,1522260,43919,1
1079,3244415,3314859,1
1080,916979,4420632,5
1081,1648018,1932497,1
1082,2923517,3073003,2
1083,4478906,3577487,9
1084,3236082,2776705,1
1085,2938475,4325197,1
1086,2941823,1125700,1
1087,482359,3373911,1
1088,148377,3380654,1
1089,3544146,4031194,28
1090,3501797,819656,1
1091,975320,3260695,2
1092,662992,4111472,2
1093,3340973,2546034,1
1094,4294646,1596033,5
1095,275991,1417550,3
1096,4311810,2873297,2
1097,2053312,167792,14
1098,4860754,204551,1
1099,220254,53387,1
1100,617538,3841925,2
1101,3005434,1084276,1
1102,4275695,1735175,1
1103,1317821,4668848,1
1104,1027949,4694564,1
1105,4378264,2450595,2
1106,1994157,4084466,1
1107,1101718,3328900,1
1108,801777,1914138,1
1109,4528791,4426482,2
1110,1898411,3301748,2
1111,2202670,3589790,1
1112,4477710,2162830,1
1113,1492371,458226,2
1114,4850993,2354092,2
1115,4291254,1242783,3
1116,2407009,1063918,32
1117,2856726,1186586,1
1118,2818407,2021277,28
1119,2372215,4598633,1
1120,3187115,1238706,2
1121,826634,4773494,2
1122,3673769,2542983,29
1123,189632,1800745,6
1124,2417833,650318,3
1125,1477417,554020,1
1126,1123539,1109116,1
1127,3567780,444848,1
1128,1960397,2145744,16
1129,2443676,1610016,1
1130,3393875,268616,2
1131,1585587,2866717,1
1132,2809659,36119,14
1133,756753,1186965,11
1134,3463976,1851650,1
1135,1624202,638045,1
1136,1705558,3618189,2
1137,1940261,3883981,1
1138,4648595,1691866,4
1139,3777285,3729806,1
1140,2255768,4180286,1
1141,1557865,1204163,3
1142,3863386,3748544,2
1143,3623162,1716275,1
1144,1676882,1944523,2
1145,858017,3019357,9
1146,1346307,546348,2
1147,2458282,2093829,8
1148,1291711,1170274,1
1149,2937801,2702396,1
1150,4039044,182038,1
1151,582546,1033074,1
1152,2887278,4720266,1
1153,3706692,360032,2
1154,4179689,170909,2
1155,3745108,3640524,1
1156,2812642,4530442,1
1157,3509181,41574,1
1158,37174,509524,1
1159,4710338,3465211,1
1160,961458,3717181,2
1161,2062474,2130534,1
1162,1968430,2323565,2
1163,1709790,248631,1
1164,4197972,4457784,1
1165,299637,4577077,7
1166,2277245,1877412,2
1167,2779698,4771548,1
1168,3121284,325918,2
1169,1399461,3455202,1
1170,1840246,2342893,2
1171,3326748,800893,3
1172,1454925,258098,1
1173,4755271,2970954,1
1174,3074374,3322833,1
1175,3426042,1531686,1
1176,1785856,2697828,1
1177,4423609,2241186,1
1178,3625456,3039422,1
1179,1968401,999433,1
1180,3573741,1696926,1
1181,1872038,484702,1
1182,2287685,921996,1
1183,4558186,2173562,1
1184,4161338,2326748,3
1185,3840330,3618479,1
1186,3821042,4612732,1
1187,2685770,1598036,1
1188,2812395,1057381,4
