0,source,sink,summation_neighbours
484,659769,20462,188
485,636099,1164072,144
486,2407305,95886,188
487,1475238,1917370,2973
488,550624,1332575,415
489,3206394,2933565,292
490,3940380,3051327,6961
491,273164,1413055,3129
492,1957538,4839138,134
493,2749267,3859663,107
494,173719,2037535,2445
495,384254,3003794,425
496,410127,290758,67
497,2586954,1166818,205
498,172972,4299050,22
499,2422604,909677,244
500,4326329,732416,127
501,3476921,4329139,398
502,2346396,3113197,57
503,1397316,1548423,1539
504,4590349,4475906,1935
505,4462368,1729215,1071
506,1327440,2866511,853
507,505918,80983,785
508,1041665,246307,122
509,1619831,4149096,123
510,1602676,4821149,308
511,4498800,2530095,75
512,1220744,2494359,377
513,3216894,2917270,10
514,823636,3470096,1297
515,2464404,2214631,275
516,2225928,937883,83
517,3874174,3660958,130
518,4510312,4641648,50
519,1772905,1164032,183
520,497126,1813537,269
521,3956535,1366076,162
522,311395,4517546,84
523,691053,2551093,1964
524,1202094,4419310,110
525,2511862,702114,456
526,1537593,3531111,70
527,1809060,2755105,26
528,4561995,4101406,1117
529,1183256,851822,847
530,2259583,180886,59448
531,617956,2413499,2494
532,1294163,515021,53
533,2063062,1342577,439
534,1800416,2888042,5
535,4691181,4610787,59
536,1834142,3836704,574
537,949172,2071647,207
538,2536161,4132261,3034
539,625451,3547349,7162
540,2290078,107998,4108
541,3494888,248970,45
542,268519,2884416,43
543,158115,4633431,550
544,4699529,317786,761
545,3256646,751974,205
546,3725632,731420,156
547,2171358,4477620,488
548,931647,1765411,165
549,2744198,3642845,422
550,1765731,1258166,825
551,2649630,1742482,1941
552,1641756,2486979,850
553,4036817,1703634,225
554,3849807,2866908,219
555,1167211,1840412,1406
556,4766814,3298954,561
557,947762,3341056,30
558,3136926,4534450,121
559,3730870,3175312,573
560,2690278,3761780,853
561,2058283,8356,215
562,2646810,4575002,89
563,3633833,2573172,190
564,4247331,82320,6666
565,3983042,2701676,428
566,2093176,2186222,133
567,1412983,2528294,90
568,3920505,4846084,859
569,3320046,4335591,183
570,1262238,1048746,389
571,3059183,1766159,443
572,1495241,4548619,430
573,3717996,3452178,5167
574,908046,458466,763
575,319732,3806748,742
576,748200,1665032,283
577,856916,2741764,6337
578,2695621,4579955,61511
579,4016649,3678951,937
580,3699726,4642092,151
581,4599604,1537367,598
582,4323755,1211774,14199
583,117178,2785207,561
584,2934603,2472584,1490
585,1432887,2529373,336
586,4493215,2784278,152
587,4159232,4217711,2826
588,3756910,1193087,1641
589,1648871,4590454,155
590,4458811,3019604,10224
591,3148390,2002788,259
592,769445,2986095,292
593,4542296,4029056,310
594,3097604,4305969,44120
595,3135278,1898689,353
596,3490385,2303097,70
597,2880138,1230311,325
598,1799854,1094216,116
599,3441024,3198893,144
600,1712592,256053,2841
601,1213060,3485270,1298
602,674419,1687481,266
603,2253113,4199739,1201
604,1687100,4699308,289
605,1687914,1492115,3872
606,4467644,4597686,2007
607,1287150,4587728,204
608,885888,2401150,197
609,4059232,1934540,3266
610,2167353,2927967,1032
611,2431787,2243309,1968
612,4066935,3061931,371
613,2912103,2616761,25
614,1451983,4398710,118
615,1760195,3815591,272
616,1268923,4185459,308
617,3584579,4561007,208
618,3210823,4593452,31
619,2679215,4079576,263
620,3308965,1499488,130
621,1308257,1360090,240
622,4556619,524247,164
623,3464435,3158801,201
624,4834181,1615948,10
625,4548696,2910685,361
626,1486569,380005,122
627,1221273,4569835,229
628,1504438,1269021,1343
629,273892,4626132,609
630,4312824,3833152,3290
631,2240718,1337977,61
632,1187945,4097285,2070
633,1628691,4570236,25
634,3764155,1080529,3089
635,2259251,4196528,73
636,2299390,1491019,46
637,1049492,398291,3880
638,233391,2965375,110
639,717673,3995418,369
640,2941407,2964315,518
641,682761,1558128,152
642,4352101,697201,500
643,4239933,2533625,77
644,1068581,2394046,175
645,1176065,3366522,243
646,2913818,4272458,1138
647,4159234,597760,201
648,4818958,708203,1780
649,3192626,1092178,737
650,3438286,4629375,607
651,879908,4254453,872
652,1954387,610672,70
653,1452,3373263,301
654,4207021,606980,577
655,1413126,2746611,977
656,3149884,128838,150
657,2598830,299664,167
658,3017206,948009,8878
659,970600,2125683,672
660,1211741,4121054,146
661,2835234,570107,582
662,675370,1471569,73
663,4610268,1275066,28
664,1584806,1092555,986
665,2904717,762869,28
666,3892708,1170664,358
667,3976780,1552898,67
668,1808958,3153165,4950
669,3293844,282738,1789
670,2027803,2619844,929
671,250137,2976917,340
672,4418160,3626136,3451
673,3372601,3785031,970
674,3318630,701503,811
675,3961269,303000,173
676,1978642,1969680,228
677,1285540,3833101,47
678,4399173,2631408,288
679,1225417,3677077,30
680,1917370,970119,657
681,716749,4720136,281
682,2164938,2616090,1120
683,4021250,1378011,3977
684,1898939,2124762,80
685,725231,2353568,284
686,1072647,2289244,237
687,3316884,1440533,625
688,2308616,4597182,137
689,2468610,1173627,169
690,4280660,4011543,155
691,4358480,2619379,85951
692,4247587,4266094,1364
693,1362833,4644467,199
694,4849080,384166,12640
695,2933517,1722935,567
696,251110,4829418,280
697,3046801,4326881,1295
698,3300747,409240,146
699,2205989,736972,650
700,4759196,2959134,384
701,352777,1582441,301
702,4732444,4677915,936
703,1450478,3800540,44
704,3345046,4255985,10204
705,807609,2070084,539
706,1893341,2401643,828
707,3968198,1413750,241
708,3502346,4395778,707
709,3424526,865480,343
710,3997092,847152,252
711,871619,88771,1357
712,3591727,4128045,2658
713,812874,2576794,89
714,2967237,819090,765
715,2683846,1765869,294
716,3933860,4187117,26
717,3755255,3173162,582
718,4479676,2054407,105
719,1092129,4740893,2271
720,2978353,487236,1997
721,2831459,3748022,4523
722,1861711,3429791,74
723,128268,3306286,104
724,4447307,3657540,556
725,4583130,4195270,322
726,1903802,3756910,1658
727,1226964,4506897,418
728,4122877,478112,211
729,3531100,4818685,1181
730,4722544,1565469,1745
731,492776,2057832,249
732,202406,1370056,200
733,739365,4478927,232
734,3130360,3381180,602
735,3971343,774221,59
736,1639225,497594,336
737,3080878,3107755,328
738,314720,466302,188
739,4074945,67911,138
740,4627005,3010945,395
741,3763328,2178305,8518
742,265346,3088232,4367
743,3446384,679574,388
744,887938,3994705,24
745,3223920,2516690,8503
746,4858799,4350911,709
747,4510458,1127255,272
748,2270094,2546813,74
749,4060750,2393523,272
750,4282575,3861442,152
751,3251045,3297002,602
752,3031208,664506,106
753,3434262,3173953,274
754,2226291,4082571,38
755,2032980,4096612,371802
756,4143745,683678,17
757,2220133,979255,1686
758,552690,1513515,801
759,2089216,4666032,114
760,734968,4266986,459
761,748396,3222295,103
762,3473274,4010152,1073
763,401726,1700117,173
764,4205304,4326349,1337
765,713973,3737538,17
766,268979,3902256,167
767,1774406,2445713,247
768,1566271,3727886,152
769,1747009,542316,144
770,3760607,1428975,72
771,2062066,3937192,853
772,2469227,2769934,64
773,463854,2442529,1368
774,3369814,1205255,97
775,268091,1807947,72
776,3561896,257577,917
777,4181239,2507601,95
778,745210,3851609,284
779,4247950,4173475,265
780,4611286,3527826,323
781,3094990,3311965,4252
782,4459514,1633484,258
783,2814285,4198583,3394
784,2152778,2815618,4050
785,9202,1609289,311
786,2858107,3025604,1612
787,3881850,3284336,142
788,1200874,703387,77
789,1730864,4776931,552
790,1976020,3906437,2066
791,3478937,4411245,723
792,2606468,2151625,1750
793,810847,3601552,66
794,2518054,3994251,1210
795,4730476,3723065,1050
796,2675276,1802531,128
797,274343,996371,904
798,3650803,3477517,806
799,1159131,3007594,277
800,4660393,1063328,470
801,1430292,3755407,259
802,4855215,3292438,1507
803,155341,4215650,1813
804,4791237,668241,1825
805,504848,1473701,1467
806,812688,440093,24
807,1218819,4522612,37
808,904699,3825480,270
809,3371729,3273144,2689
810,2518902,2524567,1025
811,2608048,891969,352
812,133167,3827835,1111
813,1735998,2685390,261
814,1851023,2661301,940
815,4223007,4651979,2092
816,2978385,4096612,372104
817,2982118,2890172,1831
818,1985096,3281495,175
819,2872865,772280,7071
820,1730546,2700195,136
821,3759171,3267798,351
822,1474194,1736248,482
823,136049,1205898,384
824,779856,2791664,917
825,2976069,2589511,528
826,56121,3118599,47
827,752326,4027234,165
828,1129405,1073098,134
829,4219582,352759,144
830,67800,1774334,2060
831,1562061,3275980,77
832,4469172,3056997,761
833,1632644,2747148,288
834,2103452,2394094,63
835,1792282,1275575,287
836,2337068,2777919,2146
837,383188,487074,149
838,3624273,1694426,938
839,1927607,3784976,275
840,2564846,3871166,48
841,469289,3658913,935
842,3579512,3070342,80
843,3609789,1916723,195
844,1005255,2558769,299
845,4820881,4005729,3881
846,2666350,3968888,1554
847,979653,1836007,2754
848,3156444,3459373,172
849,3454223,3088232,3328
850,1691726,1990675,15
851,1938140,1764317,265
852,2920273,123591,124
853,4778699,1201096,343
854,267534,1380378,386
855,1135603,2685283,5861
856,4743153,535280,278
857,4164647,4571277,1347
858,3251800,3853574,1346
859,142496,2824480,338
860,1353165,2287915,454
861,4721192,3288243,213
862,148935,1140025,155
863,754986,4625985,2381
864,3100893,2493630,216
865,1456698,2760565,91
866,3167544,3065172,988
867,1615945,2471103,128
868,923082,3893890,2004
869,3615734,3970114,53
870,2299912,1008064,2758
871,609330,1397316,1851
872,2338838,4834648,175
873,2017826,2903363,278
874,1049150,4124480,3263
875,2608376,3824501,285
876,1482666,1660395,6966
877,1306100,1678282,53
878,2826278,3611999,416
879,2395078,2721855,164
880,3680790,2927670,241
881,4272458,151153,1096
882,3596185,1595754,98
883,370525,4291780,2531
884,2226097,1974361,527
885,431391,1102747,156
886,300097,726929,281
887,750926,2586375,20769
888,153480,4192365,106
889,3506025,212805,1109
890,2452484,2199228,55
891,1233851,3304718,336
892,456126,2103578,85
893,3286368,1614313,344
894,759809,1677060,173
895,3538278,1922398,95
896,783972,4757627,137
897,2085193,3886160,132
898,623444,2262983,504
899,1219418,528928,224
900,1998627,538998,486
901,573693,3400944,11118
902,1101947,1959052,25
903,3887171,617576,263
904,4093525,4161490,141
905,1711569,1503250,330
906,1318170,2766614,158
907,2915489,2434223,170
908,4713292,1735687,241
909,4342160,4836932,93
910,563322,1340111,1330
911,922949,1049281,1165
912,1455727,1967550,240
913,4347727,2401865,477
914,1779478,4553620,49
915,820951,1133567,5621
916,1295223,3606238,232
917,234766,1989292,534
918,495684,2052579,356
919,2604474,262528,1596
920,4457096,3095483,61
921,3225386,1483950,1015
922,3959449,2151517,138
923,2695091,2128045,102
924,2245867,2784159,33
925,1719345,2177982,78657
926,3795465,4690299,314
927,2902003,1374445,6712
928,1895458,1253026,2799
929,888120,888836,19399
930,4866498,2486525,1729
931,184687,4696690,4508
932,2871308,1064883,503
933,552693,4180588,501
934,460696,978745,173
935,3721072,2717219,179
936,242742,637362,171
937,4147170,3324817,379
938,1299015,127123,1699
939,833087,907052,212
940,137437,4005148,90
941,2474997,2999710,196
942,4137763,2898182,101
943,475232,3873884,68
944,2519600,3144985,360
945,851486,1253335,410
946,1484675,2555689,166
947,863325,3528798,813
948,865410,2270767,778
949,1588061,4013191,149
950,2975625,2363738,321
951,919101,1522214,43
952,3893222,4116046,262
953,4759359,824031,950
954,3298060,3649303,369
955,1618544,1613382,36
956,2324352,816913,2722
957,4499487,3804486,51
958,861461,2833178,325
959,2713798,2885043,512
960,2475214,343584,30
961,2815706,716282,1351
962,810494,785119,374
963,3743292,29959,78
964,4022436,2309371,486
965,1576600,3241571,286
966,3164595,727760,345
967,2342340,2371785,56
968,3318025,3258850,33
969,854025,2258576,187
970,3446567,621120,1346
971,3067879,2330265,4913
972,989455,1268920,1107
973,3517389,843636,1906
974,2506342,1857594,11335
975,863783,4395944,172
976,1632116,1528823,120
977,2359631,4515216,4107
978,3317934,3629131,751
979,2932339,2350634,311
980,927463,1514817,140
981,3598083,1721413,2631
982,2429371,9946,170
983,1039279,3411931,724
984,2895068,3918393,91
985,1854023,1483116,190
986,725415,2082827,92
987,1202857,1678405,577
988,3689215,1218296,309
989,4528705,1142702,755
990,4034438,711824,120
991,3782034,3556169,257
992,1014721,1666556,405
993,3270580,3395510,48
994,2324422,4426524,1080
995,1194190,345813,529
996,2625217,1996375,213
997,2824005,2211339,138
998,1576591,4166917,16605
999,380525,4664852,90
1000,3993072,2416078,89
1001,1094048,594102,1075
1002,4600134,624993,330
1003,2764263,2893207,81
1004,4177865,2882100,401
1005,4623321,4808386,1466
1006,3718908,4679904,2353
1007,2745387,3910839,59
1008,3195688,112647,129
1009,1813368,1770441,904
1010,2009930,4758377,10705
1011,1787403,2443214,371
1012,4726874,1894531,39
1013,127950,3728341,7368
1014,3794842,3706176,167
1015,3296250,3535207,607
1016,4811622,757734,9441
1017,3683564,2701054,237
1018,1283657,689821,1715
1019,3836659,4321162,10821
1020,1488401,3872415,34855
1021,31098,1030864,176
1022,2451660,1970291,125
1023,718458,3720766,274
1024,2002799,4114575,600
1025,2005497,2338090,253
1026,2118551,3452067,128
1027,3778796,254059,6689
1028,4348766,3973930,311
1029,3475909,1973662,49
1030,240027,3855745,4873
1031,4263251,2518627,106
1032,942440,2191992,355
1033,850459,456126,4042
1034,3716119,3025121,592
1035,988417,1104604,295
1036,5221,2981668,504
1037,2021460,243830,689
1038,4774646,1196225,1121
1039,2435515,143446,2510
1040,3941703,211323,66
1041,651778,2540894,333
1042,477326,3487516,109
1043,3861672,3647364,46
1044,4749201,2707342,765
1045,1255094,3818809,984
1046,437391,1021368,291
1047,4817391,4563454,90
1048,3910665,3985168,307
1049,1150281,4486106,786
1050,4858996,1582222,530
1051,4204662,2133364,24
1052,3656099,1380448,296
1053,4788248,2048276,108
1054,4716646,448823,62012
1055,2844962,2757201,677
1056,2161230,2087517,230
1057,3808182,3103806,525
1058,419149,4406065,45
1059,3847967,357466,678
1060,987441,824382,480
1061,4762542,2767142,197
1062,2914647,4841268,230
1063,1275299,1593758,522
1064,3757241,3248594,3366
1065,219686,2015738,728
1066,3249932,1068993,179
1067,2704231,3435043,370
1068,2691310,3640458,2531
1069,2581947,3759750,179
1070,1689039,3927655,578
1071,2694816,2207956,224
1072,4405100,2051732,2688
1073,3352123,3510148,7743
1074,2584682,3162385,239
1075,2680834,4254453,801
1076,3202510,2092295,84
1077,4468086,532755,168
1078,575651,4258315,99
1079,2883988,824046,2056
1080,4008358,4483821,141
1081,2939315,3155408,68899
1082,4839526,3833152,179
1083,3507863,177506,1327
1084,4619061,4289016,200
1085,4380434,3731768,96
1086,3213547,2706025,555
1087,4094697,212805,2400
1088,1927960,1579810,1740
1089,2640387,100754,405
1090,3852854,3785477,374
1091,1700836,350886,1324
1092,871160,3340066,256
1093,2772925,2456239,17
1094,1548013,1078672,330
1095,2242956,3882590,8464
1096,3603630,3489034,105
1097,1064556,3912526,25
1098,19760,5113,165
1099,740005,4510860,1781
1100,4765846,605639,136
1101,2609436,653633,397
1102,2766747,321857,4181
1103,4094066,1628264,213
1104,1246601,1897862,41
1105,4232521,2779791,177
1106,2554658,3240496,3247
1107,415254,3129186,457
1108,4400995,1187964,720
1109,2850445,1118530,210
1110,3729828,2294440,961
1111,3370783,4790649,42175
1112,3001815,74323,602
1113,3394828,2633571,1515
1114,117653,1995601,123
1115,1675257,4723059,54
1116,3897513,733605,162
1117,19484,749672,3428
1118,4284282,4516132,1754
1119,833524,3841591,91
1120,3879365,4329629,377
1121,4251792,57883,1200
1122,2835662,2379122,235
1123,2313654,3448488,1064
1124,3800305,4420839,127
1125,399565,2956791,474
1126,579536,3165162,557
1127,225697,982493,728
1128,457555,1106852,51200
1129,4857001,321177,420
1130,4655006,1987945,28
1131,3163774,3004014,626
1132,4498101,2926541,6135
1133,2807375,3247071,414
1134,3222303,1081619,417
1135,4736009,1835245,87
1136,401959,2653845,64
1137,813047,3009562,684
1138,2899933,536723,37
1139,4154717,2424452,4051
1140,1413512,3299579,101
1141,2940424,1904054,9063
1142,602340,107996,320
1143,1011757,3739100,19
1144,940042,4253433,43
1145,3905250,452890,308
1146,3066444,685095,392
1147,1325436,3202770,415
1148,125872,1465269,101
1149,3407905,765543,83
1150,2623580,2337217,329
1151,4211984,2596286,4676
1152,2349594,959247,30
1153,2061150,3837284,363
1154,1399058,1796644,23177
1155,12547,957725,1410
1156,2361673,2593954,287
1157,3305322,3169329,558
1158,702865,166306,310
1159,4311665,2499401,752
1160,4052122,2588244,122
1161,2187451,3356265,46
1162,2544398,4360802,306
1163,1164032,4779044,250
1164,4125905,723257,150
1165,3169284,2502590,364
1166,1360006,475380,146
