0,source,sink,resource_allocation
137,4483428,1765722,0
138,2190643,2947163,0.02
139,2519581,3743967,0.0017238952997466928
140,4202801,710142,0
141,3417866,1598643,0
142,697388,943197,8.378788259641891e-06
143,3899173,1397388,0
144,3150672,3974467,0
145,4449837,3538291,1.6830350075956677e-05
146,35548,3549289,0.0014858841010401188
147,2707088,2136581,0
148,1586232,3610552,0.20299581949000986
149,1735883,1901143,0.0001846040749228335
150,2968005,1495600,5.0973595677439085e-05
151,2873622,3664409,0
152,3691603,3188162,0.0039332937156440345
153,1655116,365416,0.002953017383742437
154,2312268,4219994,0.04556258693824021
155,2349671,204712,0
156,1026366,792812,1.7371491541220067e-05
157,3417564,2307183,0.00038172738915534125
158,3687290,1281414,0
159,3327760,600051,0
160,1299905,4474903,0
161,3881924,783583,0.0007209805335255948
162,111970,2294803,0.0810864794783558
163,3736271,433745,0
164,2807537,2703992,0
165,934509,1653156,0
166,4662733,4764472,0.0010911271550500558
167,1486892,237461,0
168,3026000,4750153,0.014925373134328358
169,2436861,4683579,0.0007827488576093353
170,2295601,494551,0
171,2333576,4066830,0.00030967154289049734
172,1599720,3262474,0.06002613339273115
173,600846,64799,0.002075476328693035
174,1285894,2023333,0.0002382147412448602
175,1590882,971074,0.0057685019638190485
176,357381,908061,0
177,2345122,743875,0.004332812519325562
178,1164538,4273253,0.013596954327548094
179,4624816,1789251,0
180,470204,3779626,2.690551589981462e-06
181,2266717,1367613,0
182,2826267,928903,0.00010070245790477258
183,275804,1725270,1.3112054304884109e-06
184,3980329,4675165,0.010508692544243515
185,41540,1437899,0.005350728954817372
186,1810899,2882556,0.024814392678709603
187,1230845,2027917,0
188,2472742,3567788,0
189,4174076,5480,4.273934816791302e-05
190,4819127,543061,1.3112054304884109e-06
191,1512639,1757836,0.15213732275456468
192,594370,207942,0
193,4066375,4645447,0.000513347022587269
194,1326339,639157,6.204354849615591e-05
195,1429554,3308151,0
196,2622002,3723250,0
197,3341679,524043,1.63481502068041e-05
198,2241048,4039025,0.029892940473933333
199,2529024,1545613,0
200,644069,2596251,1.1426482014717308e-05
201,1813318,1054633,0.0041444442832991825
202,3655158,37400,0.00023072917989777462
203,3418483,362485,0
204,408243,4594685,6.108189374458967e-05
205,2105491,3781492,0
206,738704,4658228,0.002105263157894737
207,2535426,1266511,0.0008420044788546899
208,3014450,2569650,5.466639975164627e-05
209,2635308,3237136,0
210,2749135,3229933,0.30607445418678436
211,1147295,4463463,0
212,495613,3009965,0
213,1376558,291125,0
214,2021517,4634127,2.690551589981462e-06
215,4519174,520390,0.0014461479517744696
216,604125,4360758,0.005405405405405406
217,3828465,3963629,0
218,2957639,4578655,0.027818768860256988
219,4325972,1755579,0.0037735849056603774
220,1039233,3674322,0
221,1901862,4840530,0.0050843878468745645
222,2408015,1321954,2.9144650097600414e-05
223,4781379,52592,0.011799206486113507
224,4583761,4572486,0.13497787431719413
225,1476555,4751012,0.01245982932197505
226,1636856,4208957,0.14838487287894253
227,2038215,4162950,0.2012724093018748
228,4216378,2118739,0.5056292580654929
229,1136996,3640654,5.831583858175881e-05
230,4178366,3164163,0
231,986629,3346537,0.014203135758067633
232,2303520,663713,0.00034002040122407346
233,4708115,738568,0
234,3769409,1960538,0.06086647889339011
235,2844371,3392930,3.333222225925803e-05
236,1320291,3768226,0
237,1817011,3254390,0
238,3337956,1186643,0.2846106183638967
239,414390,2341215,0
240,1185153,4799044,0
241,4182445,4255166,0
242,1429988,4034214,0
243,784476,4743804,0.09568246025314406
244,1567741,2167167,0
245,378193,3858906,0.046867182227261675
246,3193737,852669,4.12847824291966e-05
247,222154,1096330,1.3027063256441185
248,837136,4092142,0.037155303231329276
249,3001803,1421121,0
250,4497472,970834,0
251,78652,876913,0.0010892050462805556
252,1740390,2913793,0.03125
253,4608977,2576561,0
254,2146076,3373346,0
255,4043972,3448830,6.88423877302689e-05
256,2066994,3418202,0.0069114321716465575
257,559972,3695276,0
258,2427345,214090,0
259,1635607,4683806,0
260,4435111,1900279,0
261,541055,1731912,0.002058514166523651
262,1745528,2194526,0.0844793267192705
263,754926,762964,0.00011845534233593936
264,2093716,3996594,0.006088343736440489
265,4640383,987793,0.0034578782302187336
266,4298408,420656,1.3112054304884109e-06
267,4725488,1747009,0.0205839730315346
268,2264477,2991814,0.013514824718944003
269,4421319,4161763,9.803046877954916e-05
270,4007453,1159092,0
271,2690596,3915235,0.0020848697828066134
272,3602451,2065513,4.838149846447752e-05
273,504324,2747208,0.00029260727339568734
274,30083,1972008,0
275,1025903,2722816,0.008933458440847603
276,2607838,4292513,0.008981540637263126
277,132853,1928713,0.011493433009403335
278,1841790,1805282,0
279,699145,2039550,2.496984890744426e-06
280,1632938,2917594,0
281,740264,775607,1.3112054304884109e-06
282,2326042,3593013,0.0002846361864975042
283,2597890,4398241,0
284,4347620,3709618,0
285,2956481,3808878,0.0015721785347961143
286,2421138,2173151,1.1331976190727726
287,3325878,3941234,0.009523809523809525
288,3969780,3375372,0
289,641527,2264701,0.00043031435032727294
290,3750870,214372,0
291,3136757,2292933,0
292,194271,4138613,0
293,4837795,2032867,0.000290327300534862
294,4532809,3889649,0
295,2019222,2153519,0
296,1047207,311498,4.397150646381145e-05
297,2970262,1729215,0.17999602087967181
298,1221209,2747564,0
299,268995,1173364,0
300,4427946,1339329,0.005373181997524934
301,1607490,654860,0.007412022875282575
302,1460872,4581556,0.09075601622685
303,2019845,4577899,0
304,1704367,3164073,1.1426482014717308e-05
305,2745910,3104940,0
306,2133929,3867352,0
307,3871942,4799962,3.187989597807163e-05
308,3257910,588337,0.0025572832707483483
309,765302,2762989,0.000170590242238144
310,3960835,4669648,2.496984890744426e-06
311,2629112,1529484,0.04897911959991816
312,2073048,421699,0
313,4524669,2949748,0.0002574002574002574
314,144060,3080263,7.24501180936925e-06
315,3764504,3328639,0.004672897196261682
316,433097,4052222,1.3112054304884109e-06
317,1986630,2951260,0
318,2398278,209191,0.013811718476558998
319,1974705,1581879,0
320,1443500,1164411,0.006198081521959703
321,3550092,3753484,0
322,3107199,690742,0.0008030986163662354
323,2019781,636552,0
324,3478606,1281736,0
325,919613,1735123,4.4286400742381786e-05
326,1432948,4331707,0.003996186142986183
327,4782388,1065417,0.29137167069520414
328,596337,409262,0
329,4106517,3002541,0.0006045673132163203
330,1065985,4673981,0
331,3757808,890719,0
332,4865292,2472812,0
333,1817278,3209863,0
334,2535495,1937230,0.012906985286891477
335,1524949,2845319,1.3112054304884109e-06
336,2699583,2224526,0
337,3589315,1592667,0
338,1501709,3370956,0
339,2135899,3893892,0.0023263317553615824
340,3380008,1519730,0
341,3120092,4618432,0
342,1322906,784341,0
343,155804,834066,0
344,56567,3302825,0.0016867930685515314
345,432620,112551,1.6614883612740293e-05
346,1239755,165055,0
347,2314931,2658417,0.0007980542867358768
348,3043233,857634,0
349,4444751,719172,0
350,3144674,3401173,0.0019089288150448348
351,2681125,4245138,0
352,4355412,3494128,0
353,4114591,1582028,0.002881844380403458
354,4099850,924833,1.3112054304884109e-06
355,103916,2808644,0.0006019004434224355
356,520324,3222831,0.00026867048815170915
357,3443992,280322,4.03243915000826e-05
358,2008046,4864558,0
359,1981993,463338,0.0001997354835768039
360,3004094,819288,0.006365987489879463
361,4467857,2374812,0
362,1143671,3610611,0.002277904328018223
363,1114213,140603,0
364,2283170,3108276,0
365,3039452,1019859,0.008229930651691482
366,298011,2396903,0.31965358487946177
367,3491637,3299008,0.003246753246753247
368,4345638,1914315,0
369,3193210,370765,0
370,279329,4093834,0
371,1091584,977565,0
372,4310710,290077,0.0013272008348910644
373,3725239,1818269,9.314456035767511e-05
374,1799182,3537761,6.754474839581223e-05
375,4366747,1672058,6.349654929813725e-05
376,2921853,1063377,0.2947470256219418
377,3210136,2558297,1.3112054304884109e-06
378,1618265,2401545,0.006493506493506494
379,335479,673405,0
380,2393127,315060,0
381,2305619,2629421,0
382,94280,1191204,9.56846234810066e-05
383,3396488,1921136,0
384,1184100,1487302,0.00013668741972899885
385,3561479,3836738,1.3112054304884109e-06
386,2920873,2227745,0.0031600199670580565
387,3576624,4268303,0
388,527595,1894941,0.002160612750664429
389,919165,1264290,0
390,4014552,4632479,0.0010145915842666177
391,4135084,17392,0.005788995303024457
392,245914,1905607,1.1426482014717308e-05
393,2618052,4188938,0
394,4836378,4536767,0.0029221972126720667
395,437876,2566889,4.756455760284233
396,2497998,95673,0
397,1036152,502401,0.016105191830763577
398,2585063,3153339,0
399,311952,487639,0.013946799836239008
400,4260998,2255438,0.07366027819003446
401,795918,448525,0
402,2720299,2127901,9.833905338827209e-06
403,1459605,3749748,0.08755495295616089
404,3547614,2860781,0
405,3335130,438964,0
406,1933312,3256959,0.010086898870551465
407,3564448,167816,0.0030850138132538707
408,3432616,2332893,0.0167724883750793
409,2633605,1933805,3.1556691596453026e-05
410,2832099,593309,0.0020737094428472376
411,2366431,4838273,0.001473744187131044
412,623567,2164839,0
413,3994516,1354897,0
414,2315048,2033602,0
415,1637898,4121411,0.0001413827230312456
416,892193,4336282,0
417,4578655,3601327,0.0063249884028974005
418,4152864,1994852,0
419,2533205,2449296,0
420,3035063,3658576,0
421,1063789,1199206,0.0041841004184100415
422,4717616,489300,0
423,3652352,1702417,0.254111801832303
424,1024682,1315850,0
425,2587055,3472626,1.891614501913237e-05
426,2086863,512769,0.14038550176746337
427,1493935,2241589,0.037425047720183714
428,941692,3517094,3.808190321232837e-06
429,2912801,871888,0.00014914243102162565
430,3606548,626239,7.053018583633355e-05
431,2200735,2157328,0
432,3544260,2618757,0
433,1862492,54381,0
434,3445194,2976923,0
435,4114513,3383210,0
436,3744513,1129682,0
437,2055183,1190704,0
438,3592571,377102,0.004347826086956522
439,484479,352855,0.00044606589218941506
440,4518583,1939151,0.011796161973323976
441,2741551,3680201,0.04283035360190274
442,2589986,4298355,0
443,3446506,3393730,0
444,1080614,1486892,0.27812823692813254
445,3819586,3914665,0
446,2232341,2167763,3.359312012899758e-05
447,3663392,2116501,0
448,135756,1415397,0.4017399221170234
449,1304570,762511,0
450,3268179,1312177,0
451,1034420,2582486,0.3817041767850651
452,1395712,207348,0.0016628273658029823
453,28366,1841875,4.431550959010575
454,628921,901150,0
455,2156930,302849,0.024596281534616203
456,4742865,4011635,0.00012023534322572166
457,579052,4286269,0.0031536502776223422
458,3622805,2239775,0
459,1097755,19760,0.039110613624277354
460,4681267,4047729,0.001171343143497345
461,4214037,1124684,0
462,3328824,4725447,0.0001359500235471488
463,1632157,3441172,0.000835421888053467
464,2733872,2966772,1.6614883612740293e-05
465,4402871,3812818,0.5011315387732806
466,1807180,817365,4.458961778656686e-06
467,2763391,4023498,1.3112054304884109e-06
468,1626617,2819030,0
469,4130943,4188416,0
470,467667,4000293,0.018884274499516983
471,585290,2615912,0
472,3437795,2770964,0.0005790985924403042
473,3206172,4186227,0
474,174802,3795595,0
475,4371955,1776702,0.21459390363129022
476,2810159,2277589,0
477,2044305,2746365,0.019360039120164926
478,2952533,3517217,0.001834862385321101
479,2914124,4682995,0.005649717514124294
480,61530,3335540,0.0007368282387180117
481,4591296,1929062,1.7868157313411062e-05
482,4428300,2480985,0.008334107427475567
483,46090,1450214,0.001531392513065862
484,659769,20462,0
485,636099,1164072,1.3112054304884109e-06
486,2407305,95886,0.0001155719134550459
487,1475238,1917370,0.03213239410544183
488,550624,1332575,0.5663244235496367
489,3206394,2933565,0.00010589278844167712
490,3940380,3051327,0.005805093377184944
491,273164,1413055,0.02259564441832443
492,1957538,4839138,0
493,2749267,3859663,0.002414672760255911
494,173719,2037535,0
495,384254,3003794,0.010727424867811976
496,410127,290758,0
497,2586954,1166818,0
498,172972,4299050,0
499,2422604,909677,0
500,4326329,732416,0
501,3476921,4329139,0.29241684432757287
502,2346396,3113197,0
503,1397316,1548423,0
504,4590349,4475906,0.019694481525770795
505,4462368,1729215,0.06937799869045688
506,1327440,2866511,0
507,505918,80983,1.3112054304884109e-06
508,1041665,246307,1.1426482014717308e-05
509,1619831,4149096,0
510,1602676,4821149,0
511,4498800,2530095,0
512,1220744,2494359,0.0006859421887913909
513,3216894,2917270,0
514,823636,3470096,2.496984890744426e-06
515,2464404,2214631,0.009673674437290192
516,2225928,937883,0
517,3874174,3660958,0
518,4510312,4641648,0.18865645760599614
519,1772905,1164032,0.012345679012345678
520,497126,1813537,0
521,3956535,1366076,0
522,311395,4517546,0.0017391304347826088
523,691053,2551093,2.846894038603883e-05
524,1202094,4419310,7.24501180936925e-06
525,2511862,702114,0.0077333484689389
526,1537593,3531111,0.4774361726375702
527,1809060,2755105,0
528,4561995,4101406,0.0018002738026211245
529,1183256,851822,0.6466467189289188
530,2259583,180886,2.496984890744426e-06
531,617956,2413499,0.000545275220444948
532,1294163,515021,0.0064516129032258064
533,2063062,1342577,0.0010542815120361882
534,1800416,2888042,0
535,4691181,4610787,0
536,1834142,3836704,0.0002890158717199614
537,949172,2071647,0.0020964360587002098
538,2536161,4132261,0.19039814644663175
539,625451,3547349,0.009627470184971966
540,2290078,107998,0
541,3494888,248970,0
542,268519,2884416,0
543,158115,4633431,1.494265881003728
544,4699529,317786,0.10266852367967347
545,3256646,751974,0.00041322314049586776
546,3725632,731420,0
547,2171358,4477620,2.4932681759250024e-05
548,931647,1765411,0.004098533632395147
549,2744198,3642845,1.6453321925696797e-05
550,1765731,1258166,3.835385264449814e-05
551,2649630,1742482,0.0012918099392817224
552,1641756,2486979,0.23419469988164499
553,4036817,1703634,0
554,3849807,2866908,0
555,1167211,1840412,0.3569235215688679
556,4766814,3298954,0.006775912127648769
557,947762,3341056,0
558,3136926,4534450,0
559,3730870,3175312,0.3544665744507873
560,2690278,3761780,0.0838259337891994
561,2058283,8356,0
562,2646810,4575002,0
563,3633833,2573172,0.008204212655944882
564,4247331,82320,0.0004545243936239418
565,3983042,2701676,0.013962076229361726
566,2093176,2186222,0
567,1412983,2528294,0.5666913681899273
568,3920505,4846084,0.004831522340819363
569,3320046,4335591,0
570,1262238,1048746,0
571,3059183,1766159,0.22898792790149655
572,1495241,4548619,0.0016914697536151901
573,3717996,3452178,0.00017141310487836221
574,908046,458466,1.1437685162339227e-05
575,319732,3806748,7.931472081218273e-05
576,748200,1665032,0
577,856916,2741764,0.032938081699234796
578,2695621,4579955,0.003103020379144996
579,4016649,3678951,0.0017748784939089688
580,3699726,4642092,0
581,4599604,1537367,0.04538265452824356
582,4323755,1211774,3.82374636927387e-05
583,117178,2785207,0.0001220830195798751
584,2934603,2472584,0.43881708004166214
585,1432887,2529373,0.00046992481203007516
586,4493215,2784278,0
587,4159232,4217711,0.00861504908083125
588,3756910,1193087,0.04585550580410978
589,1648871,4590454,0
590,4458811,3019604,6.591299023718876
591,3148390,2002788,0
592,769445,2986095,0
593,4542296,4029056,0.007873733232201167
594,3097604,4305969,0.001608268399817398
595,3135278,1898689,0.019969628868331663
596,3490385,2303097,0
597,2880138,1230311,2.674136334459111e-05
598,1799854,1094216,0
599,3441024,3198893,0
600,1712592,256053,0.006903537934032643
601,1213060,3485270,0
602,674419,1687481,0
603,2253113,4199739,0.00021515670600743512
604,1687100,4699308,0.07330016310931364
605,1687914,1492115,0
606,4467644,4597686,0.0005116350814465997
607,1287150,4587728,1.1426482014717308e-05
608,885888,2401150,0
609,4059232,1934540,0.032948633517969124
610,2167353,2927967,0.0038461538461538464
611,2431787,2243309,0.0016212444705537407
612,4066935,3061931,0.021706573361566398
613,2912103,2616761,0
614,1451983,4398710,0
615,1760195,3815591,0
616,1268923,4185459,3.0217507945550867e-05
617,3584579,4561007,0
618,3210823,4593452,0
619,2679215,4079576,0
620,3308965,1499488,0.021042435665855126
621,1308257,1360090,0
622,4556619,524247,0.0005361930294906167
623,3464435,3158801,4.0318604792745015e-05
624,4834181,1615948,0
625,4548696,2910685,0.00044099168323266614
626,1486569,380005,0.01693283497564843
627,1221273,4569835,0
628,1504438,1269021,0.0004025094897457723
629,273892,4626132,1.4515684196774615e-05
630,4312824,3833152,1.7926089043228703e-05
631,2240718,1337977,0
632,1187945,4097285,0.00011763409495546383
633,1628691,4570236,0.010557717250324256
634,3764155,1080529,2.496984890744426e-06
635,2259251,4196528,1.3112054304884109e-06
636,2299390,1491019,0
637,1049492,398291,0.0330282311319058
638,233391,2965375,0
639,717673,3995418,0.07171074576479057
640,2941407,2964315,0.0025732278492844795
641,682761,1558128,0.00202020202020202
642,4352101,697201,2.3414729162709914e-05
643,4239933,2533625,0
644,1068581,2394046,0.015833770238203253
645,1176065,3366522,6.367317831036854e-06
646,2913818,4272458,0.3026522935300708
647,4159234,597760,0
648,4818958,708203,0
649,3192626,1092178,0.002638522427440633
650,3438286,4629375,0.00026265046449440557
651,879908,4254453,0
652,1954387,610672,0
653,1452,3373263,0
654,4207021,606980,0
655,1413126,2746611,0
656,3149884,128838,0
657,2598830,299664,0
658,3017206,948009,0.00028698942877801106
659,970600,2125683,8.10348268327962e-05
660,1211741,4121054,0
661,2835234,570107,0.07853507402960513
662,675370,1471569,0.0005711022272986865
663,4610268,1275066,0
664,1584806,1092555,0
665,2904717,762869,0
666,3892708,1170664,0.19322688006262068
667,3976780,1552898,0.0029411764705882353
668,1808958,3153165,0.0009798041293760397
669,3293844,282738,0
670,2027803,2619844,2.846894038603883e-05
671,250137,2976917,0
672,4418160,3626136,0.01151309694474321
673,3372601,3785031,0
674,3318630,701503,1.0761864073564271
675,3961269,303000,1.0126479731850816e-05
676,1978642,1969680,0.0038104593921963717
677,1285540,3833101,0
678,4399173,2631408,2.690551589981462e-06
679,1225417,3677077,0
680,1917370,970119,0
681,716749,4720136,0
682,2164938,2616090,0
683,4021250,1378011,0.0020240956651194405
684,1898939,2124762,0
685,725231,2353568,0
686,1072647,2289244,0
687,3316884,1440533,0
688,2308616,4597182,7.989773090444231e-05
689,2468610,1173627,0
690,4280660,4011543,0
691,4358480,2619379,0.012428526144687393
692,4247587,4266094,0.0021753554005735113
693,1362833,4644467,0.030367922597695652
694,4849080,384166,0
695,2933517,1722935,9.30017991100083e-05
696,251110,4829418,0
697,3046801,4326881,0
698,3300747,409240,0
699,2205989,736972,0.00027778399434630243
700,4759196,2959134,0
701,352777,1582441,0.012802960592540389
702,4732444,4677915,6.612881893929374e-05
703,1450478,3800540,0
704,3345046,4255985,0
705,807609,2070084,0.2299593947307815
706,1893341,2401643,0.0008267847460098256
707,3968198,1413750,0.0027786260994755395
708,3502346,4395778,0.1070280300895701
709,3424526,865480,4.912596623821325e-05
710,3997092,847152,0
711,871619,88771,0.009708737864077669
712,3591727,4128045,1.1426482014717308e-05
713,812874,2576794,0
714,2967237,819090,0.001743516115375412
715,2683846,1765869,0
716,3933860,4187117,0
717,3755255,3173162,0.008387507554081564
718,4479676,2054407,0
719,1092129,4740893,0.0027710711508719277
720,2978353,487236,0
721,2831459,3748022,0.0006858710562414266
722,1861711,3429791,0.2716886824952138
723,128268,3306286,0
724,4447307,3657540,1.3112054304884109e-06
725,4583130,4195270,0.01605454033507556
726,1903802,3756910,0.12808464192754937
727,1226964,4506897,4.014620963083873e-05
728,4122877,478112,0.001327152229214085
729,3531100,4818685,0.00040584415584415587
730,4722544,1565469,0.0033730816332740794
731,492776,2057832,0.144055967656669
732,202406,1370056,0
733,739365,4478927,0
734,3130360,3381180,0
735,3971343,774221,0
736,1639225,497594,0.5254042333495337
737,3080878,3107755,0
738,314720,466302,0.004343120647468474
739,4074945,67911,0
740,4627005,3010945,0.00031246880802022266
741,3763328,2178305,0.0006822402300308205
742,265346,3088232,0.8092919082974681
743,3446384,679574,0.10773667175087075
744,887938,3994705,0
745,3223920,2516690,0.06250131120543048
746,4858799,4350911,1.3112054304884109e-06
747,4510458,1127255,0.033180548837657406
748,2270094,2546813,0
749,4060750,2393523,0.00017954403226060433
750,4282575,3861442,0
751,3251045,3297002,0.00011396041134148049
752,3031208,664506,0.13127585781172163
753,3434262,3173953,0
754,2226291,4082571,0
755,2032980,4096612,0.04391078096163585
756,4143745,683678,0
757,2220133,979255,0.07953128000672416
758,552690,1513515,6.170769634869069e-05
759,2089216,4666032,0
760,734968,4266986,0
761,748396,3222295,0
762,3473274,4010152,0.006877337536748001
763,401726,1700117,0.1653549722199026
764,4205304,4326349,0.00033531254143583247
765,713973,3737538,0
766,268979,3902256,0
767,1774406,2445713,0.00026191723415400735
768,1566271,3727886,0
769,1747009,542316,0.01167636962750324
770,3760607,1428975,0
771,2062066,3937192,0.00010448229025180232
772,2469227,2769934,0
773,463854,2442529,0.0018167918481056893
774,3369814,1205255,0
775,268091,1807947,0
776,3561896,257577,0.004490189258493003
777,4181239,2507601,0
778,745210,3851609,0.00072992700729927
779,4247950,4173475,0.00145985401459854
780,4611286,3527826,0
781,3094990,3311965,5.399276496949409e-05
782,4459514,1633484,0
783,2814285,4198583,0.0014472253606117446
784,2152778,2815618,0.0002070014606936595
785,9202,1609289,0.002310459565645689
786,2858107,3025604,0.0003809966089377496
787,3881850,3284336,0
788,1200874,703387,0
789,1730864,4776931,0.0035727087550965213
790,1976020,3906437,0.0024719461113249467
791,3478937,4411245,0.007208822480013452
792,2606468,2151625,0
793,810847,3601552,0
794,2518054,3994251,0.001994733034227229
795,4730476,3723065,0.030235426635981118
796,2675276,1802531,1.3112054304884109e-06
797,274343,996371,0.00028818443804034583
798,3650803,3477517,0.0010759889676883955
799,1159131,3007594,0.009221872530970667
800,4660393,1063328,0.0004100041000410004
801,1430292,3755407,0
802,4855215,3292438,0.0004987531172069825
803,155341,4215650,0.00641025641025641
804,4791237,668241,0.0031704123879003204
805,504848,1473701,0.0037855461844846414
806,812688,440093,0.5
807,1218819,4522612,0
808,904699,3825480,9.689993690130302e-06
809,3371729,3273144,0.005377422140234942
810,2518902,2524567,6.498741911214299e-06
811,2608048,891969,0
812,133167,3827835,0.0005235602094240838
813,1735998,2685390,2.426477724934485e-06
814,1851023,2661301,0.0005197505197505198
815,4223007,4651979,0.010320292315383953
816,2978385,4096612,0.7153891104258244
817,2982118,2890172,0.0006320505599054632
818,1985096,3281495,0
819,2872865,772280,0
820,1730546,2700195,0
821,3759171,3267798,0
822,1474194,1736248,0.044108146335245166
823,136049,1205898,0
824,779856,2791664,0
825,2976069,2589511,0.3297814077266845
826,56121,3118599,0
827,752326,4027234,0.00020665426741062204
828,1129405,1073098,0
829,4219582,352759,0.0007336757153338225
830,67800,1774334,0.18336111457955817
831,1562061,3275980,0
832,4469172,3056997,0.002305740423239717
833,1632644,2747148,0.0031323444608248687
834,2103452,2394094,0
835,1792282,1275575,0
836,2337068,2777919,0.08043107042024884
837,383188,487074,0
838,3624273,1694426,8.523292724957676e-05
839,1927607,3784976,9.839614287119945e-05
840,2564846,3871166,0
841,469289,3658913,0.011460557000425444
842,3579512,3070342,0
843,3609789,1916723,0.343685628701966
844,1005255,2558769,0.001184834123222749
845,4820881,4005729,0
846,2666350,3968888,0.0017264426379833787
847,979653,1836007,0.10110235690808843
848,3156444,3459373,8.422967748456491e-06
849,3454223,3088232,0.007944914229637492
850,1691726,1990675,0
851,1938140,1764317,0
852,2920273,123591,0
853,4778699,1201096,0
854,267534,1380378,0
855,1135603,2685283,0.10795878626418173
856,4743153,535280,2.690551589981462e-06
857,4164647,4571277,0.0029675722662177192
858,3251800,3853574,0.011969394460357403
859,142496,2824480,0
860,1353165,2287915,0.015832696116456657
861,4721192,3288243,0.8378580635647307
862,148935,1140025,0.2768300322101299
863,754986,4625985,1.3112054304884109e-06
864,3100893,2493630,0
