0,source,sink,in_out_degree_b
75,2028779,3369852,2000000.0
76,3302024,3943303,1000000.0
77,4417468,3258972,1000000.0
78,3627569,1843791,2000000.0
79,2392881,2485562,1000000.0
80,2634850,4119970,1000000.0
81,2077431,2808063,1000000.0
82,1990730,2934010,2000000.0
83,13838,4850247,1000000.0
84,3001854,372304,1000000.0
85,2148223,3903808,6000000.0
86,1667854,4142478,2000000.0
87,4243399,1217704,1000000.0
88,4246968,657994,1000000.0
89,2046241,3299247,1000000.0
90,374395,4384959,2000000.0
91,3207750,2616745,2000000.0
92,1232852,4185327,1000000.0
93,3159216,1968975,1000000.0
94,4473334,3060888,2000000.0
95,2490327,4276826,2000000.0
96,1957493,2322834,1000000.0
97,2068765,1006064,1000000.0
98,1457408,4778868,1000000.0
99,2717295,4138826,1000000.0
100,2824584,1329792,1000000.0
101,2361845,3135652,1000000.0
102,2934703,1649737,1000000.0
103,3122926,2116456,2000000.0
104,3394055,3827514,1000000.0
105,2439223,194580,1000000.0
106,99312,4649987,1000000.0
107,2971471,4244096,2000000.0
108,4771214,1906860,2000000.0
109,2069763,2781871,1000000.0
110,1073165,528668,1000000.0
111,4359635,1652261,2000000.0
112,3305917,3601707,3000000.0
113,2943793,712689,1000000.0
114,4075206,2728820,1000000.0
115,1327242,2617800,17000000.0
116,3775480,109604,1000000.0
117,644386,1874293,7000000.0
118,4700445,2653676,1000000.0
119,1003652,1995463,1000000.0
120,4551226,892552,9000000.0
121,1724236,53743,2000000.0
122,525693,2265709,1000000.0
123,3282844,3328584,4000000.0
124,4153231,3744925,13000000.0
125,2638717,2921609,2000000.0
126,1638724,2236845,2000000.0
127,2120613,3934191,2000000.0
128,1625671,2483158,1000000.0
129,3994464,3974406,1000000.0
130,18108,1737984,2000000.0
131,3419348,3134261,7000000.0
132,2819739,2763163,1000000.0
133,647397,150278,1000000.0
134,2243230,1204149,1000000.0
135,3736678,1249248,1000000.0
136,1472874,4286176,1000000.0
137,3398728,4456555,3000000.0
138,1004910,2700965,2000000.0
139,4565076,3787853,1000000.0
140,2349798,725456,1000000.0
141,2933032,956060,1000000.0
142,4243278,1149731,2000000.0
143,1930069,4373383,1000000.0
144,1893857,4812826,1000000.0
145,1800311,1022608,1000000.0
146,3870641,3365127,1000000.0
147,298257,3740215,35000000.0
148,212703,3454559,1000000.0
149,3527821,4516222,1000000.0
150,1835955,880187,2000000.0
151,2339656,4285936,1000000.0
152,1086856,3559525,2000000.0
153,16038,157836,6000000.0
154,3723431,552930,1000000.0
155,213882,2099465,1000000.0
156,1420030,3645091,2000000.0
157,4660450,1645570,2000000.0
158,2339843,782522,4000000.0
159,836875,3714372,2000000.0
160,2910467,1624105,1000000.0
161,592494,4694599,1000000.0
162,3704755,1282498,1000000.0
163,1854711,2897360,1000000.0
164,3269196,4167582,1000000.0
165,1975941,3348836,1000000.0
166,35116,1719779,1000000.0
167,2850625,3357698,1000000.0
168,4141205,702794,11000000.0
169,5767,2947414,2000000.0
170,1958313,2396008,1000000.0
171,3570343,2285389,5000000.0
172,1308922,2244586,1000000.0
173,4591433,2117887,18000000.0
174,4689189,2984768,4000000.0
175,2670744,912137,1000000.0
176,3973765,1635788,1000000.0
177,4418341,3136986,9000000.0
178,2134668,4447983,1000000.0
179,3977588,4677698,1000000.0
180,4192157,1111739,1000000.0
181,2151206,2035807,1000000.0
182,2073697,3661892,1000000.0
183,2068608,396407,1000000.0
184,1801305,4239086,1000000.0
185,4738196,591146,1000000.0
186,2362655,2278202,6000000.0
187,4140681,2254956,3000000.0
188,744981,311702,1000000.0
189,1424791,4194816,1000000.0
190,645064,3999657,2000000.0
191,3554067,4734126,4000000.0
192,2150602,2646748,16000000.0
193,3951187,4320908,2000000.0
194,1510869,4704090,1000000.0
195,3206886,3759979,1000000.0
196,2305418,3854158,1000000.0
197,1437019,880726,2000000.0
198,3978492,3777133,1000000.0
199,3005265,2745134,4000000.0
200,2304668,202605,5000000.0
201,4226298,745085,6000000.0
202,586638,2141478,1000000.0
203,3192711,434584,13000000.0
204,2479228,512604,2000000.0
205,2180367,2893927,3000000.0
206,216148,2959213,8000000.0
207,3864021,2449950,1000000.0
208,4631275,3707852,1000000.0
209,811193,123078,9000000.0
210,2595633,2143075,1000000.0
211,3464733,120699,2000000.0
212,1187531,2528409,1000000.0
213,3021821,2183515,2000000.0
214,4301759,4512996,1000000.0
215,1035108,1723019,1000000.0
216,2471193,3856334,36000000.0
217,2873917,4115721,1000000.0
218,1474015,2450687,1000000.0
219,1463172,4085005,2000000.0
220,2953582,3060362,1000000.0
221,4606248,3148251,1000000.0
222,3968590,695986,1000000.0
223,4699953,3309750,1000000.0
224,3365490,3540926,1000000.0
225,3672915,2290778,1000000.0
226,2986923,2966818,1000000.0
227,4095341,2901197,1000000.0
228,4422125,4489055,1000000.0
229,3884472,4301446,1000000.0
230,3560094,4124287,4000000.0
231,1962810,1967073,2000000.0
232,2705155,3534158,1000000.0
233,2746202,4019393,11000000.0
234,3031267,3272437,1000000.0
235,3468673,3139424,1000000.0
236,227152,3078886,6000000.0
237,692625,2710588,4000000.0
238,447029,4615836,1000000.0
239,183338,2328699,18000000.0
240,627982,4557336,1000000.0
241,1167465,4784750,2000000.0
242,705927,1041093,1000000.0
243,1799238,1989761,6000000.0
244,3722020,3619143,3000000.0
245,2548812,3796759,1000000.0
246,4147888,882191,3000000.0
247,155605,1126034,1000000.0
248,65507,1950544,1000000.0
249,2096042,2750746,1000000.0
250,3801416,4497028,3000000.0
251,4715811,1147514,1000000.0
252,806651,2985250,1000000.0
253,154641,597461,1000000.0
254,2540477,4579178,6000000.0
255,3211983,4487006,1000000.0
256,1565813,3488462,1000000.0
257,4773565,778214,1000000.0
258,4577341,1924504,1000000.0
259,4660400,4155856,19000000.0
260,871832,4622871,1000000.0
261,4509662,1715036,2000000.0
262,425693,1373652,1000000.0
263,1449530,2279437,1000000.0
264,2311347,2395821,1000000.0
265,2364123,130457,8000000.0
266,2789638,198584,41000000.0
267,3912411,2169587,2000000.0
268,1033765,3256300,1000000.0
269,2305419,3108342,4000000.0
270,2331648,2574216,1000000.0
271,3548045,3923367,2000000.0
272,3898161,2626968,1000000.0
273,2850538,2014977,1000000.0
274,4447720,773916,1000000.0
275,518538,271925,3000000.0
276,1804935,2426154,3000000.0
277,4785412,2966299,4000000.0
278,1275058,4165027,1000000.0
279,3333825,3850816,3000000.0
280,4649326,3653457,1000000.0
281,73913,477365,1000000.0
282,876121,2991424,4000000.0
283,2287181,1712440,2000000.0
284,1750470,2701995,2000000.0
285,2997873,3117558,1000000.0
286,3422819,1517508,2000000.0
287,3332572,382326,1000000.0
288,1218111,3104106,1000000.0
289,1481881,4190747,2000000.0
290,1071192,4435471,1000000.0
291,2796804,3126532,1000000.0
292,463003,4806027,1000000.0
293,1257521,4528932,1000000.0
294,3185454,685938,1000000.0
295,2204438,2375977,2000000.0
296,2505578,2004310,4000000.0
297,585282,2144606,14000000.0
298,2558284,4351804,4000000.0
299,247334,4779460,1000000.0
300,3096185,2815560,1000000.0
301,1287658,1863203,8000000.0
302,3297267,473657,1000000.0
303,3079913,1242781,1000000.0
304,4017909,3113974,2000000.0
305,4359705,4857230,1000000.0
306,2497553,3705962,1000000.0
307,1518446,3377825,2000000.0
308,2575545,262530,1000000.0
309,1118798,218448,3000000.0
310,1017903,2439431,1000000.0
311,1684337,4296432,65000000.0
312,348260,3392977,1000000.0
313,2130018,1524107,1000000.0
314,363901,432923,1000000.0
315,671689,1894172,1000000.0
316,2485140,922524,1000000.0
317,1496870,1323670,1000000.0
318,2759319,43863,2000000.0
319,4567484,2655734,6000000.0
320,2771184,1109172,8000000.0
321,3913470,241338,1000000.0
322,866743,4514760,3000000.0
323,2693298,4699014,4000000.0
324,1364223,2929058,1000000.0
325,2859753,1877346,1000000.0
326,3627652,2993530,3000000.0
327,3437309,1832242,2000000.0
328,2106450,826761,3000000.0
329,876341,510568,1000000.0
330,4769813,3409802,1000000.0
331,4699441,2307598,3000000.0
332,2683196,1612307,2000000.0
333,374089,3093634,18000000.0
334,3072449,914239,1000000.0
335,4255500,4082190,70000000.0
336,2610827,894918,1000000.0
337,3994193,2039331,2000000.0
338,1724352,4009134,1000000.0
339,576200,3578834,1000000.0
340,2203776,1432935,2000000.0
341,1101394,4734007,3000000.0
342,905869,3464157,1000000.0
343,673141,687313,1000000.0
344,4642323,1049802,1000000.0
345,3441925,3955579,2000000.0
346,4052515,3879482,1000000.0
347,2679823,4368519,13000000.0
348,1992719,4757391,34000000.0
349,3548620,781628,1000000.0
350,2749683,748353,1000000.0
351,4301335,4037896,2000000.0
352,3580242,2028401,1000000.0
353,3496562,3501259,1000000.0
354,4325703,951329,1000000.0
355,425831,3971104,4000000.0
356,3735690,1639477,2000000.0
357,4169924,842523,1000000.0
358,947664,367436,1000000.0
359,2880162,1131067,1000000.0
360,2006688,3811313,2000000.0
361,2762372,44027,5000000.0
362,1602459,3114159,1000000.0
363,2070363,1918980,1000000.0
364,3758787,4681707,2000000.0
365,2467145,1882822,9000000.0
366,404661,4387201,1000000.0
367,3869397,2875479,3000000.0
368,120688,165343,2000000.0
369,4054643,2331966,1000000.0
370,996664,2597784,1000000.0
371,4572996,3621372,10000000.0
372,1785493,662856,47000000.0
373,1173592,4347122,1000000.0
374,1952907,1850381,1000000.0
375,4683712,4574166,1000000.0
376,564792,1193103,1000000.0
377,3743975,1402646,1000000.0
378,4508104,2734707,1000000.0
379,4410945,4024590,3000000.0
380,1065928,3272352,1000000.0
381,934308,1309245,2000000.0
382,773415,596961,1000000.0
383,3367754,2790455,1000000.0
384,4169332,1066266,1000000.0
385,3681936,3010100,1000000.0
386,4608085,3815254,1000000.0
387,4480139,2850530,1000000.0
388,443147,2954874,1000000.0
389,2021923,1822495,1000000.0
390,3663267,840068,1000000.0
391,929746,1515143,14000000.0
392,277864,3612054,2000000.0
393,1920573,280824,13000000.0
394,4086501,2917955,11000000.0
395,4541250,1026116,1000000.0
396,3474048,2954377,1000000.0
397,1724711,3039188,1000000.0
398,4775924,2916020,1000000.0
399,4573807,3407023,13000000.0
400,3525599,4380113,2000000.0
401,3401886,2744859,1000000.0
402,3832653,639797,1000000.0
403,3260739,1869860,1000000.0
404,3499380,3395610,2000000.0
405,1524816,372986,4000000.0
406,3681408,587438,1000000.0
407,4690673,998292,1000000.0
408,2883745,1470248,1000000.0
409,1744876,1873179,1000000.0
410,721156,2552056,2000000.0
411,150876,422617,1000000.0
412,2178786,3874699,1000000.0
413,4131353,4781905,1000000.0
414,2418296,767557,1000000.0
415,950152,1772606,2000000.0
416,2585387,1649311,1000000.0
417,4366146,4149119,1000000.0
418,2129513,1126692,1000000.0
419,4532552,1195526,1000000.0
420,1822044,1318184,7000000.0
421,4576288,2831183,2000000.0
422,904099,4426471,1000000.0
423,2436299,1939991,1000000.0
424,198206,1865676,2000000.0
425,2081177,2007575,1000000.0
426,512648,3277365,16000000.0
427,2896920,2082900,1000000.0
428,2004321,3101720,1000000.0
429,2860501,2896246,1000000.0
430,821969,438931,2000000.0
431,3543458,2753437,42000000.0
432,3782464,1632907,4000000.0
433,34909,603391,1000000.0
434,3882591,33824,47000000.0
435,2618930,3067074,1000000.0
436,1598815,3743583,1000000.0
437,1889166,3530889,3000000.0
438,1990680,1090137,2000000.0
439,1722905,3476115,1000000.0
440,661821,2549502,3000000.0
441,1626721,4287944,1000000.0
442,1614388,2195494,1000000.0
443,1550007,3868245,14000000.0
444,3026609,4431905,2000000.0
445,1218591,494941,1000000.0
446,1368179,1871300,1000000.0
447,869007,3578195,1000000.0
448,3165451,2148572,1000000.0
449,4415586,1133523,1000000.0
450,22098,4452623,1000000.0
451,4173139,884392,1000000.0
452,481596,69154,1000000.0
453,571611,2256153,9000000.0
454,1127185,231840,1000000.0
455,4329799,4577669,1000000.0
456,1348124,2787222,3000000.0
457,190337,1693094,1000000.0
458,4584732,3954,1000000.0
459,670418,4113328,2000000.0
460,3476970,80865,2000000.0
461,4574629,4122925,1000000.0
462,2659869,3387855,1000000.0
463,764094,403968,14000000.0
464,2379675,2698944,4000000.0
465,4444689,3504424,1000000.0
466,1793067,680716,1000000.0
467,1440026,3101502,1000000.0
468,1608045,3582466,1000000.0
469,4199670,4813413,1000000.0
470,4846402,3195265,3000000.0
471,3529569,4784984,4000000.0
472,1539922,2765660,1000000.0
473,1085370,4435339,3000000.0
474,4218024,1427387,1000000.0
475,808451,4746748,2000000.0
476,1928073,2474151,27000000.0
477,4713911,1774967,1000000.0
478,2499941,4376295,1000000.0
479,4646906,1246430,1000000.0
480,3116857,4186789,2000000.0
481,709458,3536426,2000000.0
482,2086295,3690044,3000000.0
483,928172,613122,1000000.0
484,3067253,1926062,1000000.0
485,4545645,3366849,2000000.0
486,4818292,1144761,1000000.0
487,1235504,3409847,1000000.0
488,2374631,1542876,1000000.0
489,4782545,4702790,1000000.0
490,2522577,2129613,2000000.0
491,1170812,3206134,1000000.0
492,293346,967158,1000000.0
493,3738317,3765509,1000000.0
494,3425060,234427,2000000.0
495,163629,3777816,1000000.0
496,14067,3265085,2000000.0
497,3196570,4748118,12000000.0
498,4809346,2007002,2000000.0
499,3299110,4696466,1000000.0
500,4119134,695297,1000000.0
501,1578501,4583283,2000000.0
502,2333254,1188527,2000000.0
503,1306929,2001412,1000000.0
504,3270314,910428,1000000.0
505,4641282,3396773,9000000.0
506,3112703,1955697,1000000.0
507,2185089,3057304,1000000.0
508,2889189,2480111,1000000.0
509,1389741,2439200,3000000.0
510,4740256,4300332,3000000.0
511,3371180,2338210,1000000.0
512,1375986,239509,1000000.0
513,1472473,2469049,1000000.0
514,3105702,2855406,2000000.0
515,4521805,609191,1000000.0
516,3011078,588731,1000000.0
517,4159395,4745570,2000000.0
518,731851,2319980,1000000.0
519,4762275,702982,9000000.0
520,2176114,314851,1000000.0
521,288815,4384115,3000000.0
522,1204121,3033124,1000000.0
523,2566585,4834220,2000000.0
524,182260,159317,1000000.0
525,46706,1441809,1000000.0
526,3496084,4149819,1000000.0
527,3218565,188934,1000000.0
528,2874107,1035696,2000000.0
529,3830825,3247642,3000000.0
530,2238034,952016,2000000.0
531,3019567,4438500,2000000.0
532,1414713,2388687,1000000.0
533,417670,2296340,4000000.0
534,794926,3806422,2000000.0
535,2411827,997373,2000000.0
536,1404665,3532370,1000000.0
537,1566018,73488,5000000.0
538,1357519,3779222,1000000.0
539,3487891,3872075,1000000.0
540,3115334,162391,2000000.0
541,1971845,121687,5000000.0
542,3864746,2916137,1000000.0
543,4241984,688492,2000000.0
544,2974539,311191,1000000.0
545,2450804,2914272,6000000.0
546,2520394,4541817,2000000.0
547,3872896,4041761,1000000.0
548,4727598,1727651,1000000.0
549,3412106,796961,1000000.0
550,2573901,816920,1000000.0
551,4806123,2646479,1000000.0
552,3604757,4400058,2000000.0
553,3300427,3779011,5000000.0
554,1978189,2274206,1000000.0
555,4262531,3104105,9000000.0
556,900013,1915645,1000000.0
557,1172957,2543225,2000000.0
558,3039410,2969669,1000000.0
559,4002112,561318,1000000.0
560,104636,1567219,1000000.0
561,1791383,3932079,1000000.0
562,305912,2566085,1000000.0
563,2692081,1838635,4000000.0
564,570176,4816757,1000000.0
565,3286194,3193226,2000000.0
566,1194828,1641696,4000000.0
567,987670,282123,4000000.0
568,202779,686692,1000000.0
569,2824547,801975,1000000.0
570,2927866,1126740,1000000.0
571,2576023,379566,1000000.0
572,2827563,908118,1000000.0
573,4220814,1237970,2000000.0
574,671589,3936833,1000000.0
575,4544394,1235947,1000000.0
576,2435688,4564480,4000000.0
577,1207306,194724,1000000.0
578,2132927,2467420,3000000.0
579,3354943,350591,4000000.0
580,1868214,2531068,1000000.0
581,1416977,3583296,2000000.0
582,4702004,4645444,1000000.0
583,651198,2364516,2000000.0
584,2162692,1549265,17000000.0
585,4215036,3048276,1000000.0
586,1232608,1297927,1000000.0
587,4846937,3586387,1000000.0
588,3479470,3186713,1000000.0
589,3994430,3773662,1000000.0
590,4459758,4404630,2000000.0
591,4471239,1737967,1000000.0
592,1753333,2110833,1000000.0
593,1261529,1261430,2000000.0
594,2514401,3130486,2000000.0
595,56749,2975548,1000000.0
596,4734491,4609798,1000000.0
597,2892947,4808864,1000000.0
598,3787636,4687161,1000000.0
599,3269672,1331607,1000000.0
600,2964957,4843551,2000000.0
601,1059166,2989093,1000000.0
602,963730,4383505,1000000.0
603,3459540,1049927,1000000.0
604,1819032,578533,3000000.0
605,2314602,4673327,1000000.0
606,1949518,1222048,2000000.0
607,2346039,699736,2000000.0
608,4277554,1530017,1000000.0
609,396078,3714661,2000000.0
610,9978,1652041,1000000.0
611,2926260,1070982,1000000.0
612,4788875,2146521,1000000.0
613,3492054,2286207,3000000.0
614,3459305,1929238,7000000.0
615,3647883,3172748,1000000.0
616,3376448,4640964,4000000.0
617,3474018,65710,1000000.0
618,4208116,3980468,1000000.0
619,231377,1850697,1000000.0
620,1033321,3314251,3000000.0
621,4685381,3512837,2000000.0
622,3067197,1530218,14000000.0
623,3915945,1268005,1000000.0
624,1379510,1539298,1000000.0
625,2409620,4430170,3000000.0
626,2528952,2354456,1000000.0
627,3493836,4099871,1000000.0
628,1198752,1094021,2000000.0
629,3518138,1864711,1000000.0
630,2335682,390166,1000000.0
631,2340877,4780854,3000000.0
632,4654157,524636,3000000.0
633,2091091,1739236,1000000.0
634,4580424,1173136,1000000.0
635,4690198,44281,1000000.0
636,3993884,2345633,3000000.0
637,3767746,1416069,1000000.0
638,3971647,1548309,3000000.0
639,3799355,1125176,2000000.0
640,1128470,442509,12000000.0
641,1558109,3783280,4000000.0
642,3972974,747730,1000000.0
643,4159473,3618024,1000000.0
644,4158699,2756060,1000000.0
645,3385980,3777226,1000000.0
646,3112341,560433,7000000.0
647,2998847,4420982,1000000.0
648,913000,464429,1000000.0
649,4292024,484819,1000000.0
650,4072200,1530413,15000000.0
651,3771453,4412061,10000000.0
652,4157812,3792706,1000000.0
653,2261743,40613,3000000.0
654,4179769,4769748,1000000.0
655,4823551,846869,1000000.0
656,4199544,4600702,1000000.0
657,3563883,163473,4000000.0
658,4809947,4098553,1000000.0
659,1901679,3129391,1000000.0
660,4137009,1024783,1000000.0
661,30310,414143,1000000.0
662,4321972,3550480,8000000.0
663,1289371,2162743,2000000.0
664,1874634,2918135,2000000.0
665,1561484,2077848,1000000.0
666,4241334,3080343,1000000.0
667,3634132,2834138,4000000.0
668,2038510,3297535,1000000.0
669,1716676,3728199,1000000.0
670,221930,3670406,1000000.0
671,2850438,1500498,2000000.0
672,184881,2659959,1000000.0
673,3452362,3087131,1000000.0
674,4646485,3902219,2000000.0
675,4488043,3074076,4000000.0
676,3968996,2595320,1000000.0
677,1038626,3822226,1000000.0
678,3728728,2495105,1000000.0
679,2404258,4358415,1000000.0
680,4432468,4377185,3000000.0
681,4819296,318375,3000000.0
682,1381410,1677849,1000000.0
683,4531074,1201441,1000000.0
684,3899397,93036,1000000.0
685,1424394,4009068,6000000.0
686,3088043,497221,1000000.0
687,119117,1005254,1000000.0
688,1461279,1747722,1000000.0
689,4141007,1171874,1000000.0
690,3392015,4828719,16000000.0
691,2717354,1273598,1000000.0
692,4049357,2722508,1000000.0
693,711777,2013026,1000000.0
694,2396300,4554553,3000000.0
695,2170861,1670359,85000000.0
696,1405220,385460,1000000.0
697,786585,3632666,1000000.0
698,2529521,255357,1000000.0
699,96326,779322,1000000.0
700,2486675,3609365,1000000.0
701,3648874,258407,1000000.0
702,2899898,4601852,1000000.0
703,300159,4291111,1000000.0
704,2607338,1870966,7000000.0
705,3442674,3464345,1000000.0
706,4062714,3721055,1000000.0
707,4626121,1104498,23000000.0
708,1904382,2123877,1000000.0
709,3512854,4808253,10000000.0
710,4851972,1669882,2000000.0
711,876770,1147507,1000000.0
712,1904152,4308867,1000000.0
713,418500,3759362,13000000.0
714,345600,1478873,1000000.0
715,3569534,1285834,1000000.0
716,4481945,1782983,2000000.0
717,3872693,1107863,1000000.0
718,4533449,530802,5000000.0
719,2363695,2300509,1000000.0
720,1863527,1444676,1000000.0
721,3678779,474592,1000000.0
722,1637020,2428135,3000000.0
723,2043299,1297986,1000000.0
724,2218868,1443517,1000000.0
725,3014140,2477094,1000000.0
726,266153,455941,1000000.0
727,4602837,393108,1000000.0
728,3819145,3760908,84000000.0
729,2623482,4538895,1000000.0
730,4158351,4597301,2000000.0
731,4058136,3158470,1000000.0
732,4759378,1686929,1000000.0
733,4355096,2255207,5000000.0
734,2408514,1673937,2000000.0
735,3602489,35443,8000000.0
736,1366516,3568349,1000000.0
737,3859006,16319,1000000.0
738,4531351,2954132,4000000.0
739,38512,1259315,2000000.0
740,2939094,482785,1000000.0
741,2569213,2328068,3000000.0
742,452425,4348962,2000000.0
743,807198,28406,3000000.0
744,2326458,3698362,23000000.0
745,2067734,2591572,1000000.0
746,4187996,3878223,2000000.0
747,3601979,2491030,3000000.0
748,1212901,4207144,1000000.0
749,2438029,4286682,1000000.0
750,3155214,2170364,1000000.0
751,4018017,4719783,2000000.0
752,1644526,3433300,1000000.0
753,3586390,3059506,1000000.0
754,3162177,4015837,1000000.0
755,3385393,300532,1000000.0
756,1345637,3289475,2000000.0
757,4441436,3840550,1000000.0
758,1898829,1701059,1000000.0
759,1801670,759360,1000000.0
760,1458343,3072605,9000000.0
761,1256894,1336902,3000000.0
762,4023917,698473,1000000.0
763,964290,3574702,1000000.0
764,2730692,454541,1000000.0
765,3753891,2038857,1000000.0
766,2628805,1662979,7000000.0
767,2769841,172685,1000000.0
768,4358408,3291446,1000000.0
769,1241031,1695135,2000000.0
770,2102591,2814791,4000000.0
771,1704510,3405528,1000000.0
772,3928753,3326418,1000000.0
773,1215239,2670341,41000000.0
774,4611334,1557409,1000000.0
775,389486,472141,13000000.0
776,2814165,1137169,1000000.0
777,3801177,4699461,2000000.0
778,4133996,3704753,1000000.0
779,627343,143739,1000000.0
780,148367,2928802,1000000.0
781,3454355,1018786,1000000.0
782,2209713,1815440,1000000.0
783,730191,1248568,1000000.0
784,3740636,545786,6000000.0
785,2924183,434512,13000000.0
786,4174864,133237,1000000.0
787,1066864,894899,1000000.0
788,1470987,2759650,16000000.0
789,1215748,1136227,1000000.0
790,1185374,4338602,5000000.0
791,2235788,1254375,1000000.0
792,2389746,3038282,1000000.0
793,4436356,1219324,1000000.0
794,1216415,36951,1000000.0
795,2437552,1118353,1000000.0
796,3019877,1931518,1000000.0
797,3713620,3455370,31000000.0
798,648570,3408929,1000000.0
799,2461160,1303438,4000000.0
800,4351157,204069,1000000.0
801,2799117,1503694,1000000.0
802,4084850,1596636,2000000.0
803,1833001,2886131,2000000.0
804,3529435,2540340,4000000.0
805,1937010,4049931,1000000.0
806,49590,452188,1000000.0
807,4595147,1253616,1000000.0
808,1334254,3749491,1000000.0
809,1189597,1697930,1000000.0
810,175692,887766,1000000.0
811,2092388,2510096,1000000.0
812,687052,4282065,1000000.0
813,3957849,911746,1000000.0
814,2178751,2232772,1000000.0
815,3756644,2703572,1000000.0
816,4597924,4828269,11000000.0
817,902427,1981191,1000000.0
818,2097110,1036079,12000000.0
819,2287040,1598344,3000000.0
820,1790173,3191657,1000000.0
821,4838606,2156246,1000000.0
822,385241,1906511,1000000.0
823,123531,1218559,1000000.0
824,243433,1750095,1000000.0
825,1264701,4268456,32000000.0
826,3128326,14792,2000000.0
827,4795803,1822942,2000000.0
828,356244,4096063,1000000.0
829,3087646,3131190,1000000.0
830,1295709,747729,13000000.0
831,3666815,177833,3000000.0
832,2706056,368909,1000000.0
833,2556431,1947948,1000000.0
834,3508010,681952,1000000.0
835,3617186,1511039,1000000.0
836,3168009,1827673,1000000.0
837,4829034,4443801,19000000.0
838,4064829,4235053,1000000.0
839,732090,628153,1000000.0
840,2956345,4173356,1000000.0
841,1944455,4800193,1000000.0
842,1299759,1606798,1000000.0
843,2725994,1797647,7000000.0
844,190217,2799556,1000000.0
845,2245565,1433793,28000000.0
846,1780582,3150148,1000000.0
847,1281703,3851310,1000000.0
848,1458698,4354956,1000000.0
849,2356004,1862223,1000000.0
850,2357372,3141825,1000000.0
851,4443962,3429997,1000000.0
852,1936813,1950243,4000000.0
853,1503273,1579458,1000000.0
854,848111,3395765,2000000.0
855,3177281,24645,29000000.0
856,756760,4087283,2000000.0
857,4147016,4580296,1000000.0
858,1672127,1032416,2000000.0
859,665104,2943312,1000000.0
860,2136960,3391826,1000000.0
861,2910071,109742,1000000.0
862,4370091,4268266,1000000.0
863,4807724,4707473,1000000.0
864,1960328,4533856,6000000.0
865,1749179,1852722,1.0707964507009164
866,1161172,906624,4000000.0
867,492129,4628312,1000000.0
868,2031419,2101764,2000000.0
869,13020,682788,44000000.0
870,3896903,2319513,6000000.0
871,879389,3805268,1000000.0
872,4512600,3114392,12000000.0
873,4370324,843065,3000000.0
874,1143059,2240238,1000000.0
875,3333698,2866076,5000000.0
876,1090762,1216101,1000000.0
877,644084,2164131,1000000.0
878,321093,129683,3000000.0
879,4508237,3242887,2000000.0
880,3516214,3533765,29000000.0
881,2816415,4200662,1000000.0
882,3982320,1599131,3000000.0
883,3152143,603057,1000000.0
884,3945427,2629878,1000000.0
885,2923304,2272898,1000000.0
886,4064990,2729740,1000000.0
887,4534880,1313574,0.0711297070633684
888,1401913,992426,22000000.0
889,537768,4818999,9000000.0
890,3280761,3141979,1000000.0
891,1658417,921055,1000000.0
892,2410573,4263396,1000000.0
893,2196001,2957386,17000000.0
894,3378044,426261,8000000.0
