0,source,sink,adamic_adar_index
171,2333576,4066830,1.0298367836950175
172,1599720,3262474,10.514511157502877
173,600846,64799,0.2616415154994802
174,1285894,2023333,0.8892078319238305
175,1590882,971074,0.5409121382687894
176,357381,908061,0
177,2345122,743875,0.33508904416696106
178,1164538,4273253,1.4240880771016142
179,4624816,1789251,0
180,470204,3779626,0.07796806287802142
181,2266717,1367613,0
182,2826267,928903,0.7672173249735703
183,275804,1725270,0.07383035914027619
184,3980329,4675165,0.8201399189067631
185,41540,1437899,0.718941034026233
186,1810899,2882556,1.9818208376598918
187,1230845,2027917,0
188,2472742,3567788,0
189,4174076,5480,0.2687668573414196
190,4819127,543061,0.07383035914027619
191,1512639,1757836,2.420381527780453
192,594370,207942,0
193,4066375,4645447,0.13202089627872077
194,1326339,639157,0.1879241137178502
195,1429554,3308151,0
196,2622002,3723250,0
197,3341679,524043,0.09073260935036064
198,2241048,4039025,2.2306324218277833
199,2529024,1545613,0
200,644069,2596251,0.08787672930771424
201,1813318,1054633,0.5406034507533534
202,3655158,37400,0.8403587357770324
203,3418483,362485,0
204,408243,4594685,0.18812171054305446
205,2105491,3781492,0
206,738704,4658228,0.162250352577379
207,2535426,1266511,3.535956851227803
208,3014450,2569650,0.34987082927446517
209,2635308,3237136,0
210,2749135,3229933,3.5927711444977777
211,1147295,4463463,0
212,495613,3009965,0
213,1376558,291125,0
214,2021517,4634127,0.07796806287802142
215,4519174,520390,0.37439749384511534
216,604125,4360758,0.19155782354835868
217,3828465,3963629,0
218,2957639,4578655,3.6699554579940328
219,4325972,1755579,0.17922014706567788
220,1039233,3674322,0
221,1901862,4840530,0.46735657143783477
222,2408015,1321954,0.1691658580695657
223,4781379,52592,0.38944201871599715
224,4583761,4572486,2.4207892995254903
225,1476555,4751012,1.1185472393139875
226,1636856,4208957,1.0442797667477635
227,2038215,4162950,5.946431786747347
228,4216378,2118739,4.210057006586121
229,1136996,3640654,0.10256792305914779
230,4178366,3164163,0
231,986629,3346537,1.1434391505108903
232,2303520,663713,0.12521121663277354
233,4708115,738568,0
234,3769409,1960538,5.317269228147162
235,2844371,3392930,0.09700275086590245
236,1320291,3768226,0
237,1817011,3254390,0
238,3337956,1186643,3.952129043191365
239,414390,2341215,0
240,1185153,4799044,0
241,4182445,4255166,0
242,1429988,4034214,0
243,784476,4743804,2.6283263780309993
244,1567741,2167167,0
245,378193,3858906,0.8314191921572227
246,3193737,852669,0.09905877727655886
247,222154,1096330,25.625366773418385
248,837136,4092142,0.8437392299527404
249,3001803,1421121,0
250,4497472,970834,0
251,78652,876913,0.36566979498853275
252,1740390,2913793,0.28853900817779266
253,4608977,2576561,0
254,2146076,3373346,0
255,4043972,3448830,0.3638686156146723
256,2066994,3418202,0.3307497707676573
257,559972,3695276,0
258,2427345,214090,0
259,1635607,4683806,0
260,4435111,1900279,0
261,541055,1731912,0.9163577998845666
262,1745528,2194526,7.2420165395727185
263,754926,762964,0.11060754535767432
264,2093716,3996594,1.7485948079164102
265,4640383,987793,5.005304056648538
266,4298408,420656,0.07383035914027619
267,4725488,1747009,0.722784610259176
268,2264477,2991814,0.30616885271439354
269,4421319,4161763,0.2876815255102631
270,4007453,1159092,0
271,2690596,3915235,1.937523443643362
272,3602451,2065513,0.2584169875270017
273,504324,2747208,1.6140962003581474
274,30083,1972008,0
275,1025903,2722816,0.36917159760207885
276,2607838,4292513,0.6060411417607251
277,132853,1928713,12.934489818154486
278,1841790,1805282,0
279,699145,2039550,0.07751681639600151
280,1632938,2917594,0
281,740264,775607,0.07383035914027619
282,2326042,3593013,0.5675522141882832
283,2597890,4398241,0
284,4347620,3709618,0
285,2956481,3808878,2.209628162762234
286,2421138,2173151,12.493852207114124
287,3325878,3941234,0.2148707605483044
288,3969780,3375372,0
289,641527,2264701,0.22491461073278268
290,3750870,214372,0
291,3136757,2292933,0
292,194271,4138613,0
293,4837795,2032867,0.31099860126196394
294,4532809,3889649,0
295,2019222,2153519,0
296,1047207,311498,0.09968133160005307
297,2970262,1729215,20.28773681323116
298,1221209,2747564,0
299,268995,1173364,0
300,4427946,1339329,1.0226200276348212
301,1607490,654860,0.6318908173883445
302,1460872,4581556,1.8475205890922894
303,2019845,4577899,0
304,1704367,3164073,0.08787672930771424
305,2745910,3104940,0
306,2133929,3867352,0
307,3871942,4799962,0.18104844222035826
308,3257910,588337,0.3703061783194954
309,765302,2762989,0.11525721908100121
310,3960835,4669648,0.07751681639600151
311,2629112,1529484,5.703793799525511
312,2073048,421699,0
313,4524669,2949748,0.12099391766007761
314,144060,3080263,0.08449373257091766
315,3764504,3328639,0.18635938684789813
316,433097,4052222,0.07383035914027619
317,1986630,2951260,0
318,2398278,209191,0.8952487469252828
319,1974705,1581879,0
320,1443500,1164411,1.85239699616559
321,3550092,3753484,0
322,3107199,690742,1.2437087388051056
323,2019781,636552,0
324,3478606,1281736,0
325,919613,1735123,0.34944320032114723
326,1432948,4331707,0.3077068692198459
327,4782388,1065417,2.355499993660751
328,596337,409262,0
329,4106517,3002541,0.9225618486203815
330,1065985,4673981,0
331,3757808,890719,0
332,4865292,2472812,0
333,1817278,3209863,0
334,2535495,1937230,0.44453444330368913
335,1524949,2845319,0.07383035914027619
336,2699583,2224526,0
337,3589315,1592667,0
338,1501709,3370956,0
339,2135899,3893892,1.9477456894959544
340,3380008,1519730,0
341,3120092,4618432,0
342,1322906,784341,0
343,155804,834066,0
344,56567,3302825,0.7186365259242882
345,432620,112551,0.09086603972658462
346,1239755,165055,0
347,2314931,2658417,2.001778869370056
348,3043233,857634,0
349,4444751,719172,0
350,3144674,3401173,0.5955080792342667
351,2681125,4245138,0
352,4355412,3494128,0
353,4114591,1582028,0.17095990351369836
354,4099850,924833,0.07383035914027619
355,103916,2808644,0.24655089107213246
356,520324,3222831,1.2729195742240975
357,3443992,280322,0.2564584704353754
358,2008046,4864558,0
359,1981993,463338,0.7283336220685267
360,3004094,819288,0.8366666146681907
361,4467857,2374812,0
362,1143671,3610611,0.1643520579278993
363,1114213,140603,0
364,2283170,3108276,0
365,3039452,1019859,1.0864621321351082
366,298011,2396903,9.66175835453601
367,3491637,3299008,0.17451703074550312
368,4345638,1914315,0
369,3193210,370765,0
370,279329,4093834,0
371,1091584,977565,0
372,4310710,290077,0.8635035882156095
373,3725239,1818269,0.10774285564342621
374,1799182,3537761,0.10413715852917678
375,4366747,1672058,0.42979837914787467
376,2921853,1063377,2.210758440582606
377,3210136,2558297,0.07383035914027619
378,1618265,2401545,0.1985327397206032
379,335479,673405,0
380,2393127,315060,0
381,2305619,2629421,0
382,94280,1191204,0.10805608994619015
383,3396488,1921136,0
384,1184100,1487302,0.5437203022335599
385,3561479,3836738,0.07383035914027619
386,2920873,2227745,5.481001223048505
387,3576624,4268303,0
388,527595,1894941,0.8060768890162646
389,919165,1264290,0
390,4014552,4632479,0.26156791249850264
391,4135084,17392,0.9437307058607505
392,245914,1905607,0.08787672930771424
393,2618052,4188938,0
394,4836378,4536767,0.2613620655744666
395,437876,2566889,20.05812941698579
396,2497998,95673,0
397,1036152,502401,3.3822889466409127
398,2585063,3153339,0
399,311952,487639,2.2069225525559126
400,4260998,2255438,0.7864623906271302
401,795918,448525,0
402,2720299,2127901,0.08673271802933455
403,1459605,3749748,0.7268545472647
404,3547614,2860781,0
405,3335130,438964,0
406,1933312,3256959,0.3765154251953279
407,3564448,167816,0.578751972324934
408,3432616,2332893,2.566945580383861
409,2633605,1933805,0.09649040378701663
410,2832099,593309,0.4760475471466513
411,2366431,4838273,0.9929074183868954
412,623567,2164839,0
413,3994516,1354897,0
414,2315048,2033602,0
415,1637898,4121411,0.11281537541960392
416,892193,4336282,0
417,4578655,3601327,2.755449371294166
418,4152864,1994852,0
419,2533205,2449296,0
420,3035063,3658576,0
421,1063789,1199206,0.18259959014012006
422,4717616,489300,0
423,3652352,1702417,6.749602669296096
424,1024682,1315850,0
425,2587055,3472626,0.1728713739417528
426,2086863,512769,12.813630070337782
427,1493935,2241589,0.9771419458426652
428,941692,3517094,0.1513471755362777
429,2912801,871888,0.11349953484329675
430,3606548,626239,0.2801197641813918
431,2200735,2157328,0
432,3544260,2618757,0
433,1862492,54381,0
434,3445194,2976923,0
435,4114513,3383210,0
436,3744513,1129682,0
437,2055183,1190704,0
438,3592571,377102,0.18388845457974975
439,484479,352855,1.553985015297603
440,4518583,1939151,3.5121204302353686
441,2741551,3680201,2.937836174755821
442,2589986,4298355,0
443,3446506,3393730,0
444,1080614,1486892,10.856457296971419
445,3819586,3914665,0
446,2232341,2167763,0.09707616992435199
447,3663392,2116501,0
448,135756,1415397,2.5685824912183595
449,1304570,762511,0
450,3268179,1312177,0
451,1034420,2582486,6.862744287807783
452,1395712,207348,2.0691585023349193
453,28366,1841875,22.28834916964447
454,628921,901150,0
455,2156930,302849,0.7743867629361871
456,4742865,4011635,0.2057705553540774
457,579052,4286269,0.8301973992392849
458,3622805,2239775,0
459,1097755,19760,0.6494581110613392
460,4681267,4047729,1.93291695999535
461,4214037,1124684,0
462,3328824,4725447,0.9697198490801099
463,1632157,3441172,0.14109200715836145
464,2733872,2966772,0.09086603972658462
465,4402871,3812818,12.888915260400202
466,1807180,817365,0.15361129482611352
467,2763391,4023498,0.07383035914027619
468,1626617,2819030,0
469,4130943,4188416,0
470,467667,4000293,2.697500942981361
471,585290,2615912,0
472,3437795,2770964,0.8189962342964474
473,3206172,4186227,0
474,174802,3795595,0
475,4371955,1776702,4.650824252107214
476,2810159,2277589,0
477,2044305,2746365,13.599279416294184
478,2952533,3517217,0.1587103628958468
479,2914124,4682995,0.19319379300543385
480,61530,3335540,0.5844023409550289
481,4591296,1929062,0.17201349755540346
482,4428300,2480985,0.7535129596576442
483,46090,1450214,0.7707358756791347
484,659769,20462,0
485,636099,1164072,0.07383035914027619
486,2407305,95886,0.2046530264078274
487,1475238,1917370,2.9392699272019014
488,550624,1332575,6.046846718245039
489,3206394,2933565,0.2901928005152087
490,3940380,3051327,1.3221547008116266
491,273164,1413055,4.119910074977942
492,1957538,4839138,0
493,2749267,3859663,0.2950253316413847
494,173719,2037535,0
495,384254,3003794,2.853540709609359
496,410127,290758,0
497,2586954,1166818,0
498,172972,4299050,0
499,2422604,909677,0
500,4326329,732416,0
501,3476921,4329139,9.382855291556526
502,2346396,3113197,0
503,1397316,1548423,0
504,4590349,4475906,1.6473461091538142
505,4462368,1729215,7.866503942268488
506,1327440,2866511,0
507,505918,80983,0.07383035914027619
508,1041665,246307,0.08787672930771424
509,1619831,4149096,0
510,1602676,4821149,0
511,4498800,2530095,0
512,1220744,2494359,0.8323492570768054
513,3216894,2917270,0
514,823636,3470096,0.07751681639600151
515,2464404,2214631,0.5065616894001996
516,2225928,937883,0
517,3874174,3660958,0
518,4510312,4641648,1.6588660655336025
519,1772905,1164032,0.22755980665670933
520,497126,1813537,0
521,3956535,1366076,0
522,311395,4517546,0.15737201226551786
523,691053,2551093,0.09554112551923973
524,1202094,4419310,0.08449373257091766
525,2511862,702114,0.35893423689376414
526,1537593,3531111,5.370404478711434
527,1809060,2755105,0
528,4561995,4101406,1.2454248454964203
529,1183256,851822,9.376803748479075
530,2259583,180886,0.07751681639600151
531,617956,2413499,1.4851658141550408
532,1294163,515021,0.19827795135597165
533,2063062,1342577,0.5692756927580802
534,1800416,2888042,0
535,4691181,4610787,0
536,1834142,3836704,0.481267475355881
537,949172,2071647,0.16213981778198122
538,2536161,4132261,12.277532614249026
539,625451,3547349,9.193379023169346
540,2290078,107998,0
541,3494888,248970,0
542,268519,2884416,0
543,158115,4633431,15.600743644980415
544,4699529,317786,5.534894652490868
545,3256646,751974,0.12834461545079567
546,3725632,731420,0
547,2171358,4477620,0.09434557625106478
548,931647,1765411,0.306659289591227
549,2744198,3642845,0.09078543157450997
550,1765731,1258166,0.09834141717299912
551,2649630,1742482,1.5832456727994957
552,1641756,2486979,4.456317569925206
553,4036817,1703634,0
554,3849807,2866908,0
555,1167211,1840412,15.928689344242141
556,4766814,3298954,1.303352918976792
557,947762,3341056,0
558,3136926,4534450,0
559,3730870,3175312,1.7454127984812338
560,2690278,3761780,2.6568886035990467
561,2058283,8356,0
562,2646810,4575002,0
563,3633833,2573172,0.43608129124757355
564,4247331,82320,1.3209898192446006
565,3983042,2701676,1.0952229827938185
566,2093176,2186222,0
567,1412983,2528294,2.890608674261222
568,3920505,4846084,0.8801089400181088
569,3320046,4335591,0
570,1262238,1048746,0
571,3059183,1766159,4.854759828910616
572,1495241,4548619,0.42224415808906374
573,3717996,3452178,0.9002792118395727
574,908046,458466,0.16078418297223057
575,319732,3806748,0.10590879112854072
576,748200,1665032,0
577,856916,2741764,10.971319489771982
578,2695621,4579955,7.924534555196528
579,4016649,3678951,0.9843999261861431
580,3699726,4642092,0
581,4599604,1537367,3.813752019965734
582,4323755,1211774,0.17180629722095309
583,117178,2785207,0.6291219288252534
584,2934603,2472584,6.069670182876476
585,1432887,2529373,0.13049825269557294
586,4493215,2784278,0
587,4159232,4217711,1.8463195341847805
588,3756910,1193087,6.744296986621939
589,1648871,4590454,0
590,4458811,3019604,33.484035743824
591,3148390,2002788,0
592,769445,2986095,0
593,4542296,4029056,0.8686208113005072
594,3097604,4305969,4.006971140516509
595,3135278,1898689,2.288956583299392
596,3490385,2303097,0
597,2880138,1230311,0.17781986355853902
598,1799854,1094216,0
599,3441024,3198893,0
600,1712592,256053,4.536789816641509
601,1213060,3485270,0
602,674419,1687481,0
603,2253113,4199739,0.9009275289488635
604,1687100,4699308,3.497160681507271
605,1687914,1492115,0
606,4467644,4597686,0.5157861153766713
607,1287150,4587728,0.08787672930771424
608,885888,2401150,0
609,4059232,1934540,5.1774086819185525
610,2167353,2927967,0.17983406825924927
611,2431787,2243309,2.629705038532864
612,4066935,3061931,2.4619263999462904
613,2912103,2616761,0
614,1451983,4398710,0
615,1760195,3815591,0
616,1268923,4185459,0.17923048100710673
617,3584579,4561007,0
618,3210823,4593452,0
619,2679215,4079576,0
620,3308965,1499488,0.5973811002660263
621,1308257,1360090,0
622,4556619,524247,0.1327842028094614
623,3464435,3158801,0.18288979263923655
624,4834181,1615948,0
625,4548696,2910685,0.4059008051259254
626,1486569,380005,0.41327824233896154
627,1221273,4569835,0
628,1504438,1269021,0.5691311241627259
629,273892,4626132,0.0897643439842049
630,4312824,3833152,0.16469639886686083
631,2240718,1337977,0
632,1187945,4097285,0.9479297476772166
633,1628691,4570236,0.3797856711746563
634,3764155,1080529,0.07751681639600151
635,2259251,4196528,0.07383035914027619
636,2299390,1491019,0
637,1049492,398291,3.3984857558091726
638,233391,2965375,0
639,717673,3995418,2.9944041889773807
640,2941407,2964315,0.4239643277525639
641,682761,1558128,0.161171841453854
642,4352101,697201,0.17513608475689557
643,4239933,2533625,0
644,1068581,2394046,1.0871094453459822
645,1176065,3366522,0.08358176452866961
646,2913818,4272458,2.7754973518662513
647,4159234,597760,0
648,4818958,708203,0
649,3192626,1092178,0.1684200256571097
650,3438286,4629375,0.27509042180695503
651,879908,4254453,0
652,1954387,610672,0
653,1452,3373263,0
654,4207021,606980,0
655,1413126,2746611,0
656,3149884,128838,0
657,2598830,299664,0
658,3017206,948009,0.7413203600408975
659,970600,2125683,0.2757555629931562
660,1211741,4121054,0
661,2835234,570107,2.9009078372408275
662,675370,1471569,0.13390569389867146
663,4610268,1275066,0
664,1584806,1092555,0
665,2904717,762869,0
666,3892708,1170664,3.3829261783826343
667,3976780,1552898,0.17155761360662464
668,1808958,3153165,1.3806369206536393
669,3293844,282738,0
670,2027803,2619844,0.09554112551923973
671,250137,2976917,0
672,4418160,3626136,7.353224779270908
673,3372601,3785031,0
674,3318630,701503,19.722404525474918
675,3961269,303000,0.08695382383195438
676,1978642,1969680,0.9492837073669328
677,1285540,3833101,0
678,4399173,2631408,0.07796806287802142
679,1225417,3677077,0
680,1917370,970119,0
681,716749,4720136,0
682,2164938,2616090,0
683,4021250,1378011,6.01947932735073
684,1898939,2124762,0
685,725231,2353568,0
686,1072647,2289244,0
687,3316884,1440533,0
688,2308616,4597182,0.10599100251838153
689,2468610,1173627,0
690,4280660,4011543,0
691,4358480,2619379,0.5405553164184242
692,4247587,4266094,1.327901645507487
693,1362833,4644467,1.2800502718708067
694,4849080,384166,0
695,2933517,1722935,0.2844754233542789
696,251110,4829418,0
697,3046801,4326881,0
698,3300747,409240,0
699,2205989,736972,0.6590367717902579
700,4759196,2959134,0
701,352777,1582441,1.2524189260221206
702,4732444,4677915,0.10390791521820573
703,1450478,3800540,0
704,3345046,4255985,0
705,807609,2070084,10.15799085324613
706,1893341,2401643,0.25618670572385016
707,3968198,1413750,0.831814692995273
708,3502346,4395778,2.718494950693196
709,3424526,865480,0.3531926950243577
710,3997092,847152,0
711,871619,88771,0.21576234609177827
712,3591727,4128045,0.08787672930771424
713,812874,2576794,0
714,2967237,819090,0.28343388571241845
715,2683846,1765869,0
716,3933860,4187117,0
717,3755255,3173162,1.151343964919652
718,4479676,2054407,0
719,1092129,4740893,3.816306470318887
720,2978353,487236,0
721,2831459,3748022,0.13727173419935224
722,1861711,3429791,3.9340568157774407
723,128268,3306286,0
724,4447307,3657540,0.07383035914027619
725,4583130,4195270,1.1949157498038505
726,1903802,3756910,11.014445190374861
727,1226964,4506897,0.2647293711741101
728,4122877,478112,0.27261326529553365
729,3531100,4818685,0.1280484933017984
730,4722544,1565469,0.5768221023290833
731,492776,2057832,1.5948908917219453
732,202406,1370056,0
733,739365,4478927,0
734,3130360,3381180,0
735,3971343,774221,0
736,1639225,497594,5.307770594435926
737,3080878,3107755,0
738,314720,466302,0.3261024827270946
739,4074945,67911,0
740,4627005,3010945,0.396993452244198
741,3763328,2178305,0.9723913312841747
742,265346,3088232,58.61628507760274
743,3446384,679574,4.2923200270462125
744,887938,3994705,0
745,3223920,2516690,0.43450411936251704
746,4858799,4350911,0.07383035914027619
747,4510458,1127255,1.5499978113819548
748,2270094,2546813,0
749,4060750,2393523,0.4801612255154852
750,4282575,3861442,0
751,3251045,3297002,0.9497483271394278
752,3031208,664506,3.4016971600798525
753,3434262,3173953,0
754,2226291,4082571,0
755,2032980,4096612,1.9333287372249124
756,4143745,683678,0
757,2220133,979255,3.2922312733097323
758,552690,1513515,0.517319200337917
759,2089216,4666032,0
760,734968,4266986,0
761,748396,3222295,0
762,3473274,4010152,1.469169950140627
763,401726,1700117,4.468310376318116
764,4205304,4326349,0.19876218439013305
765,713973,3737538,0
766,268979,3902256,0
767,1774406,2445713,0.12124912785264198
768,1566271,3727886,0
769,1747009,542316,0.6542606919056193
770,3760607,1428975,0
771,2062066,3937192,0.1090929762378296
772,2469227,2769934,0
773,463854,2442529,3.0619701967383377
774,3369814,1205255,0
775,268091,1807947,0
776,3561896,257577,1.381371955473597
777,4181239,2507601,0
778,745210,3851609,0.13845494764519664
779,4247950,4173475,0.15315298723678528
780,4611286,3527826,0
781,3094990,3311965,0.1017639715703464
782,4459514,1633484,0
783,2814285,4198583,1.9772288236502102
784,2152778,2815618,0.9072320681155194
785,9202,1609289,0.6732794041679269
786,2858107,3025604,0.7608349583445201
787,3881850,3284336,0
788,1200874,703387,0
789,1730864,4776931,0.9771226967585388
790,1976020,3906437,0.41267608495098684
791,3478937,4411245,1.1856703214332185
792,2606468,2151625,0
793,810847,3601552,0
794,2518054,3994251,1.090274383628765
795,4730476,3723065,3.445722880258131
796,2675276,1802531,0.07383035914027619
797,274343,996371,0.12267063983611454
798,3650803,3477517,0.3737380049390555
799,1159131,3007594,0.8680908976601598
800,4660393,1063328,0.12821592138496524
801,1430292,3755407,0
802,4855215,3292438,0.13152012084559367
803,155341,4215650,0.19802544836217253
804,4791237,668241,0.9061008773114556
805,504848,1473701,0.6319632396715503
806,812688,440093,1.4426950408889634
807,1218819,4522612,0
808,904699,3825480,0.15937496893204023
809,3371729,3273144,0.7618422500478366
810,2518902,2524567,0.22931523841429913
811,2608048,891969,0
812,133167,3827835,0.13236515246644895
813,1735998,2685390,0.07734508450738445
814,1851023,2661301,0.1322373216503074
815,4223007,4651979,4.607788298442565
816,2978385,4096612,7.3062475196527705
817,2982118,2890172,2.999047669844505
818,1985096,3281495,0
819,2872865,772280,0
820,1730546,2700195,0
821,3759171,3267798,0
822,1474194,1736248,2.2720385123670392
823,136049,1205898,0
824,779856,2791664,0
825,2976069,2589511,1.9818451797410424
826,56121,3118599,0
827,752326,4027234,0.11786249250763721
828,1129405,1073098,0
829,4219582,352759,0.13855321617185712
830,67800,1774334,6.297218304910356
831,1562061,3275980,0
832,4469172,3056997,0.8643345928949198
833,1632644,2747148,0.42173085551644546
834,2103452,2394094,0
835,1792282,1275575,0
836,2337068,2777919,5.087689421385739
837,383188,487074,0
838,3624273,1694426,0.1981541124240639
839,1927607,3784976,0.10838335551172021
840,2564846,3871166,0
841,469289,3658913,0.6572365107693581
842,3579512,3070342,0
843,3609789,1916723,4.159141580728656
844,1005255,2558769,0.148408632900785
845,4820881,4005729,0
846,2666350,3968888,2.523045913639967
847,979653,1836007,1.0759771977990813
848,3156444,3459373,0.08558311129886607
849,3454223,3088232,1.608503286023332
850,1691726,1990675,0
851,1938140,1764317,0
852,2920273,123591,0
853,4778699,1201096,0
854,267534,1380378,0
855,1135603,2685283,2.398867453121285
856,4743153,535280,0.07796806287802142
857,4164647,4571277,1.4613762015901115
858,3251800,3853574,1.6538265773836762
859,142496,2824480,0
860,1353165,2287915,0.5766934307359185
861,4721192,3288243,6.228874877599003
862,148935,1140025,4.672643992452415
863,754986,4625985,0.07383035914027619
864,3100893,2493630,0
865,1456698,2760565,0
866,3167544,3065172,1.489735055763259
867,1615945,2471103,0
868,923082,3893890,0
869,3615734,3970114,0
870,2299912,1008064,2.2044647944655673
871,609330,1397316,1.2396518472847036
872,2338838,4834648,0.17670884792999716
873,2017826,2903363,1.1467939515581256
874,1049150,4124480,3.3226346259397936
875,2608376,3824501,0.3001494215228765
876,1482666,1660395,5.586860496361886
877,1306100,1678282,0
878,2826278,3611999,0.09594883099163241
879,2395078,2721855,0.1370536403522602
880,3680790,2927670,2.5896155222867216
881,4272458,151153,0.08449373257091766
882,3596185,1595754,0.8919934346835061
883,370525,4291780,1.644027603919433
884,2226097,1974361,0
885,431391,1102747,0
886,300097,726929,0.09731593463652254
887,750926,2586375,1.6085079013381212
888,153480,4192365,0.16050124029960103
889,3506025,212805,1.7164980422617846
890,2452484,2199228,0.09731593463652254
891,1233851,3304718,0.8652400258317594
892,456126,2103578,0.2553042791839151
893,3286368,1614313,0
894,759809,1677060,0
895,3538278,1922398,0
896,783972,4757627,0
