0,source,sink,adamic_adar_index
130,3586613,1228736,0.6345546367423902
131,1984044,4476596,1.071884660228438
132,697564,50158,2.879547336008938
133,4700329,3283432,5.13578073465598
134,3362628,20388,11.953948024868874
135,3559634,1209622,0
136,4612494,3281822,0.6037364440299264
137,331274,2249595,15.327213883437505
138,3290884,3881983,0
139,2977223,4109291,2.0582815287824197
140,2591437,1789565,0
141,702335,4751012,13.081189513115003
142,1859993,3188099,0
143,1443414,1154944,1.449984425495445
144,4067295,2795881,5.378760056456034
145,2427217,74682,1.5517117234995725
146,1120411,4477188,0
147,1954009,1779762,0
148,2424197,458887,1.0672715539516815
149,3225341,2010664,0
150,4414997,2582486,0.5740013032286053
151,3313467,3478637,1.1425347836577167
152,640373,4795705,1.850441812214965
153,547021,366864,0
154,3739969,4310029,0.18355101677085905
155,1057680,4168027,0.43245336710883087
156,2181364,4586866,18.417283182623745
157,3511222,1004233,27.77251017140438
158,2985668,3025121,1.4097974308025047
159,4114236,3761153,0.19878985003420896
160,1273418,2159250,3.4674753193128853
161,654563,4087577,0
162,4146884,3352404,0.11535510615545913
163,3976159,3009133,0.18795070705674122
164,323965,193093,0
165,4311722,1753978,2.7496403590780405
166,1818698,3704407,0.16170373929150425
167,2162620,4423930,0
168,653234,1723138,0
169,871688,113821,1.072528984266061
170,3519166,730998,0.916500516068902
171,696010,3600865,0
172,3849752,754077,0.5733590440422514
173,352555,4394409,4.561245196973709
174,4745442,3063778,0.25124760879362235
175,1300583,2871701,0
176,3220267,2383579,2.041904537218043
177,4315961,2678379,8.572794040630418
178,1459605,1989693,3.1692296588994378
179,953777,2505146,1.8624140275764551
180,3979764,1776383,0
181,758145,2560532,0
182,4529968,3172548,4.217445887406243
183,813834,2306581,0
184,268979,15583,0
185,3360177,190135,0.07383035914027619
186,2878277,2857848,8.434074878259
187,1792282,2791079,0
188,3819528,4613147,0.4923652793642276
189,2609436,4831688,7.410433151973204
190,3000657,1364265,14.696407038547125
191,4846160,1111515,3.5003595417279243
192,1784444,895856,0.19090037751224054
193,2814406,1916798,0
194,2112791,3534144,0
195,3218124,2859615,0.07383035914027619
196,1827920,3076046,3.3197644423482564
197,2557232,1747172,4.731320123486019
198,4522523,4386169,0.7371337535177674
199,4673872,960120,11.927548659445788
200,2135471,2849755,0
201,1062590,1247007,4.271180760006256
202,4556922,2420235,3.117555160067035
203,1240857,909674,3.0721015967103207
204,3989827,3166659,0.2537564418916984
205,220956,2862017,5.848067356774187
206,41996,3465628,1.9465411490889117
207,201146,3926875,0
208,3035063,1565469,1.1944821542873227
209,1160949,1565469,2.571992761716269
210,3183860,4109816,2.071896490416032
211,4621317,3713991,0.22168724132403095
212,638873,1844409,1.6351421804475805
213,1876529,1351949,0.16170708844799042
214,4566997,4514481,0
215,3115786,4347727,1.5931966613675357
216,3503651,2409176,0.48835852270016333
217,3648705,3367608,3.3570876589606806
218,1537715,1341124,0.616763881112529
219,831453,122016,1.1499151351975034
220,1429183,3247415,0.09594883099163241
221,4579537,3799178,12.776279116347744
222,169650,1856116,0
223,960790,3067078,31.702316854417976
224,3102958,2702637,0.29439563163092175
225,4843952,3889805,0.7607897237727161
226,907892,2320538,1.0560269198454009
227,3332350,2863811,0.7498623470090258
228,4862682,3375317,0.17112901496657407
229,4732222,3013417,0.4328634304708127
230,4742300,4400515,0.38443233671327004
231,1200055,970441,1.1564759273000107
232,2411192,575372,0
233,846393,3611163,0.1929837459041747
234,3228963,3740055,0
235,1651539,559732,2.6556711175970737
236,2098473,14202,2.580234998204271
237,598650,1204624,0.8369720099062476
238,4093979,4863182,4.013680599111768
239,483091,4337184,1.1471503681469342
240,2077025,799040,0
241,699366,2497380,0.17190663415246227
242,402005,1558394,6.0336561740793595
243,1635607,4058041,0.5747605264608052
244,4789443,124654,0
245,2597890,3167298,0.47648993793925054
246,2390420,4116301,0
247,2602854,3609187,0.13908356394576527
248,4709481,4283234,0
249,1327905,3553485,3.654766777212813
250,1295223,614768,6.576241345533442
251,3044382,104806,0.6025707664242961
252,3320731,1853137,0
253,3265042,2821412,0
254,3072308,269841,5.628300219867091
255,1174,683529,0.7545779849322859
256,649203,1467047,0
257,4764268,1114409,0.12099391766007761
258,4357352,3501099,4.019132483649342
259,1942858,4502795,0.09594883099163241
260,2502918,2689599,0.20355592307196482
261,4700248,4278467,0
262,4564989,4451008,2.2445503813305363
263,2001062,1196225,1.7308796523636898
264,3280393,1165110,0
265,1727502,34992,1.8581864847455454
266,4550525,4776193,2.3547713889734148
267,43264,2332893,2.7526382820609565
268,1737080,3616458,6.943885048357695
269,122041,142496,15.702877907723778
270,2646333,1672636,0.1315114963588063
271,1742701,2970071,8.761006573984156
272,3293255,833637,2.49193581385008
273,1780606,2262636,0.8091559936253202
274,1345570,2824526,0.07383035914027619
275,2887828,1690852,3.1104992039440185
276,38947,3108211,0.7432357527920166
277,1013242,4077123,0
278,839043,2692611,0.15640663259250603
279,371635,156875,0.36653910611230495
280,3011952,4720585,11.78179574924899
281,3638601,2129705,0.5079106478518035
282,3708904,2079990,1.2452359592952973
283,241387,1059358,2.097854224226244
284,40248,1127656,0.43275328921682477
285,987263,2478602,3.416496135929786
286,1879363,4654996,0.12224040830326231
287,2950460,1294552,1.775414159774799
288,2695168,3951022,1.4700026106004849
289,3961269,728145,0
290,3028026,4119951,0.49646119343532163
291,1616100,902731,1.608704173350713
292,3212185,37950,0
293,615572,2930986,4.454341925629224
294,2824613,4085345,0
295,3014991,821405,0
296,2080615,2393,5.900495056915362
297,3675243,622762,2.407589869865921
298,947762,2764726,0
299,596458,360372,2.488095062860883
300,785634,4458764,0.36784446293548223
301,3701577,463578,3.7502850390629576
302,1567929,1000,1.1464809392332191
303,1912792,3080932,0.7972329431907995
304,4231030,1132916,11.781072059728565
305,3026988,2133291,0.1130611799471186
306,2837576,2427238,0
307,2985401,3587358,0.2686939811952631
308,838983,799253,3.269342719787683
309,4525307,3762216,5.894319150075225
310,3651080,1922246,0.4627951624520811
311,667134,1781711,0.14119211329192854
312,2676205,3132930,0.3932539525848009
313,4225721,2019650,3.0624728695732344
314,540450,4629997,1.090402732436183
315,2483244,3602926,5.760812233247787
316,1735998,4810297,0.17308068122766868
317,4306167,603449,0
318,375480,2152962,9.249872956170416
319,3180301,1013242,3.1247548867332613
320,935185,2126374,0.3142815801230907
321,363438,848620,0.8635383570998876
322,116337,1529538,1.008634673934481
323,902881,1494526,0.5557329926646932
324,3041683,2404217,0.6707139150600587
325,3497766,800910,0.12783072691499392
326,4472132,593309,1.2958174381788032
327,2634508,4247346,0.18619761651459218
328,1389619,2878362,0
329,4340194,2322663,2.9768084508233774
330,2602154,1025339,0.19217104714404232
331,1403344,937234,0.9774493576389356
332,1886723,3571324,0.1513471755362777
333,2843784,585327,0
334,1440901,3514834,10.31110677160061
335,2151302,4808211,0.1976988819863455
336,2610700,736798,0.23319895297932572
337,3589489,65638,0.5570177464641561
338,3716377,1305585,0
339,3097604,1624964,4.446380792154959
340,274784,3668306,0.3661349404867358
341,2603652,686964,0
342,1294974,1085701,0.6724272685325234
343,2037264,3701516,1.7113535185001179
344,2795225,4791127,1.3753867763344059
345,3122389,475690,2.3003852014672135
346,1910873,3734722,0.16246179544893907
347,161389,471991,0.9102392266268373
348,228846,2147948,0.10773637022142066
349,1095970,4364508,0
350,1129376,4673214,0.1044010285583449
351,3083253,3252172,4.198077477059026
352,3795380,84920,6.373423255065754
353,4472132,778318,0.6208861473231793
354,4027528,2512220,0.16510412090242932
355,4509912,3363781,0
356,3606552,3485884,1.3500057272797812
357,2071061,217062,4.600801492572949
358,1287168,3017206,10.991687395724636
359,244854,754891,0.44208049401236527
360,4085623,4488362,0.4278805139319461
361,2985668,2730949,0
362,2434952,1619400,0.35287008268630493
363,4014664,3005882,0
364,1132039,1284166,0
365,1063377,1989026,3.059592441512133
366,3114061,257104,1.0905893583011523
367,201208,49768,0
368,574695,230446,1.962846861166163
369,4549398,1689039,4.531677876410188
370,4600134,4499634,3.680407823295444
371,3763337,1257051,5.753603802019066
372,4787393,3465103,0
373,4633577,2946725,0.43594810384841404
374,3452192,3745072,0
375,4837314,1405519,0.9527946150265042
376,2171358,4639852,0.0979759380806769
377,2915107,491852,0
378,2146363,4223666,1.2016361811765195
379,4022814,1532516,0.32428709445818704
380,384798,2369304,0.6402697318447378
381,1335561,3422412,3.408166418276851
382,2766651,1603729,0
383,3912764,1702233,0
384,332358,3630776,0
385,2711792,1908942,1.5853346613929469
386,1619329,2751324,0.9058071236264214
387,1596963,663653,0
388,4366907,853244,0.34725079821450033
389,1140769,4003463,0
390,2471891,1842206,0
391,1488894,804420,3.661876128701812
392,4782388,2617603,1.6659148234111307
393,1049492,4577899,21.3422057706432
394,1927555,4809338,0
395,409991,745080,3.189202190881567
396,2868729,209562,0
397,4538062,2135899,6.155612591495114
398,3184961,2906703,4.484463845537993
399,2300464,1086249,0.28078607346590023
400,2762481,1802456,0.4915319658438323
401,1609286,4400935,0.20659629312349315
402,1628863,2632013,0.48665604861462797
403,3677360,1782555,0.16542582645512008
404,2395078,1206279,0
405,4611286,1052729,0.17758167136036196
406,3169284,470204,0.9759797447681438
407,1506690,1416529,6.327086555061264
408,3234922,475821,0
409,4302499,130848,0
410,3761317,1365355,0.39444986526104137
411,1897195,1341854,0.3064290651252134
412,45986,1660284,1.2078690627373954
413,455599,1494927,0.4404310914508487
414,2136000,4385947,1.6709693096407499
415,256201,1294553,0
416,3890448,4722827,9.731041917160654
417,3773245,4653266,0.7266786307256625
418,1952272,3325406,0
419,2300246,4158172,2.426078958789284
420,3222384,3507219,0.5825558869132148
421,3399075,3779861,1.9951398746692575
422,347715,2127258,0
423,4214306,900689,2.2086785102745545
424,3266984,1448556,0
425,169650,274950,0
426,1433247,1590857,0.24142285145090178
427,2383394,468651,0
428,3063478,3181408,0.13893837885335453
429,1097603,4749496,0.6281456497582898
430,1343350,744455,1.088412602685575
431,1164411,2817097,0.1313231201724803
432,4724928,1007939,0.07383035914027619
433,4736417,2641539,0.1932527110366748
434,4159820,4407877,0
435,2909856,2422805,0
436,258948,2298981,0
437,2424643,2740141,5.14649421597512
438,1553616,1197620,1.4023547916678027
439,1520254,2538801,0.9818223901637725
440,1818698,4664679,0.6362713157864704
441,144060,136400,1.470156710475268
442,2020889,646448,5.788191882559183
443,4780388,968851,7.505255431095966
444,2102677,4613883,0
445,2461879,1209604,0.6095495906758908
446,160818,709848,2.1841947044718832
447,1401550,3620630,0.11480891587021526
448,783709,21662,0
449,150171,286472,0.9913723238292037
450,4612494,549485,0.46528041444857593
451,3272526,721282,0
452,84726,1404837,0
453,559652,1999091,0
454,2456479,3660550,0.7994944096724832
455,131200,4694239,0.35762816176415035
456,1403344,3208206,0
457,3929625,2201243,0
458,3622805,4096612,5.26734380261019
459,3414541,2363399,0.5618562801397464
460,1930352,874565,1.631415210313235
461,1563429,1318523,1.2065579830534352
462,1182194,4493806,0
463,4225886,3721298,9.080771915317055
464,1408139,127950,14.819799128854179
465,3903025,319044,1.7831702840010792
466,2702338,4762679,2.2277527370996153
467,4099622,1531876,0
468,1178308,4790146,0
469,3627790,2818164,6.238627417434097
470,3726725,2049715,0.551508777331036
471,1234471,1034122,0.2150059085242449
472,2986501,870428,0.1149974982953128
473,245651,952688,0.9117870820494183
474,1128316,303543,2.5453689339244896
475,4679590,378218,0.2811359037129746
476,23990,844832,1.616524372902929
477,1501709,1841906,0
478,2339541,4236146,1.0727705628971476
479,3813630,3285609,0
480,1648899,2023675,0.8817959499660846
481,4451424,3430488,0.2542464836342504
482,150985,2023484,0.15311877775119326
483,1819250,3710241,0.08787672930771424
484,3891364,2949813,0.5603578730243628
485,171548,4309706,5.477463252494268
486,2435515,3994740,2.384271723048017
487,898515,3699749,1.3980699347066867
488,2018936,2750152,0.20386217799573403
489,2805661,2817056,0
490,2888230,1669117,0.7315475994850558
491,1136345,695111,0
492,3712498,690084,16.293103076730365
493,2903089,1947006,0.35521820373397395
494,4389575,1673289,1.658162424584332
495,2086336,2400247,23.35409050580331
496,4310862,3340476,0
497,1986478,1151263,1.1174371532949146
498,19451,4470008,17.014835990407366
499,3653227,4698566,0.7196324049250172
500,279288,1397718,0.20815895490223127
501,339567,2040968,2.9514141091586286
502,4609702,4063523,0.37155084468398397
503,1397316,4643173,15.491996879731996
504,1216896,4125905,4.666049870844891
505,1920893,1876085,13.736438020230787
506,3323708,4454175,0.5678604583621374
507,3419799,4007276,4.647700901949134
508,4029708,4659457,0.9306279775983617
509,4230074,4486159,1.1075086303986477
510,3550092,3419090,3.2268001276216474
511,2109677,3530012,0
512,1185400,1106637,0.30692767643013485
513,2301264,158731,11.643774947045483
514,3234845,4022241,0
515,1310817,3064489,3.4942195472872677
516,2058283,4609415,1.9927899620972933
517,3042121,1621224,0.14042473659874058
518,1447046,4711948,0.9260905207150087
519,587095,3218496,0
520,497106,73827,3.046997786326892
521,3285875,4724464,0.5263743826989191
522,4373891,275639,1.225207720338854
523,1348793,4004571,1.843473345117503
524,3198236,1722209,0
525,4860911,2189591,0
526,1349133,3080725,0
527,2047012,94321,0
528,1679775,573826,1.286398624380002
529,3075945,2059985,0.3339150317612106
530,4432608,3336698,2.7179720574418202
531,3189954,1087324,0.9566906435701862
532,500739,1921667,0.967365645451075
533,2845650,4108731,2.177339875216466
534,2642732,1984005,1.7514545433518844
535,3303860,2984265,0
536,3866829,554726,4.055304711195252
537,1542018,4606604,0.7969807156216027
538,1244565,288635,0.9862839337357162
539,552802,3149670,0.17573582267111576
540,4146884,1904268,0.19516140316748692
541,4196302,4195925,0.6131332993800926
542,636521,156930,0.3673177535228044
543,834072,4644636,2.9175161466920345
544,2145284,2367831,18.94327533024985
545,7868,1438811,0.3703574733923196
546,1151012,4595159,3.9470525155878664
547,195823,2297290,0.1066463432338667
548,3498633,3250912,3.185250933938654
549,1176840,3708871,11.365152134855531
550,3652024,4579537,4.356810131591835
551,4585801,1410032,0.1854872633099289
552,965977,757234,0.30686388195743386
553,4276,3467832,3.777925549903885
554,1591738,4130514,0
555,3726255,1690853,3.655330732537575
556,4750778,932921,1.2452968906066448
557,1544783,545075,0
558,3728686,2299782,3.1883391785788344
559,4134777,3010701,0.8084720744003424
560,4737649,317017,0.34728573542786856
561,1113383,572050,0.5155291845970258
562,4791237,4669469,1.2350859766816797
563,1625926,1323604,0
564,1057767,2106810,10.851963152243492
565,4360797,2567319,3.21725401257847
566,4501001,3747641,0.345954434390562
567,3979814,1383065,1.3542960013402647
568,3958498,3400119,3.7574941614023882
569,4472613,4782942,3.064835932928534
570,2826552,1851929,0.25492379914141794
571,3930113,1969392,0.15811879210971763
572,4071650,1967153,0
573,848450,1311163,20.732931807376147
574,4421038,4236120,0.9570635272726749
575,2924011,378360,0.08627860733702925
576,2216079,1058463,6.125355659749393
577,2619921,2243004,0
578,3401659,867777,0
579,4850825,846953,3.2275082692513326
580,4627451,2979388,19.099664086369216
581,4455263,1253026,0.4979959356094158
582,2366247,2506073,0.755945058468157
583,2167353,1201942,0
584,3727094,2061597,0.6876782974029013
585,4307670,4579336,0.334742331137369
586,2720575,4595178,1.2386820344074108
587,3507605,3898713,0.9116717959345496
588,4300146,1860277,0
589,277097,664372,0.9834811131973081
590,3454316,355653,0
591,4804889,1258662,4.413271375232836
592,4531017,4813904,0
593,3732480,3733752,24.889187294827067
594,2914647,4152370,0.1263251812115208
595,1604519,4809986,0.28489770602276915
596,3907690,4007453,3.358391459493045
597,2670017,1805044,3.4139842857124854
598,255712,861508,2.749593091770669
599,824841,1324381,0.18085049725270286
600,1075138,1095215,0
601,4549427,1689039,1.192318574529725
602,3348381,2086336,1.301742581080267
603,2292299,1621542,3.191683090178867
604,1317354,3054311,0
605,4702057,2922419,1.2613978112468716
606,4789062,875708,0.2823587985784545
607,3196320,4741885,0.3507760570419126
608,243028,3158766,0.1173463395869888
609,3200179,1242327,0.8225759474201545
610,2376306,4249861,3.0751680405863415
611,1122024,3271567,0.24325728130826463
612,3852135,3266102,0
613,4032122,1949143,0
614,3223920,3378708,0.07383035914027619
615,2239712,4041512,0
616,1152111,3955212,0.09649040378701663
617,2438138,4405443,2.6341329695948392
618,1182125,2016362,0.1430940005916866
619,4825117,3226188,2.4975076855198837
620,4509053,4614759,0.6945774172943715
621,954783,4107041,0.8234878185555984
622,2694897,4221994,1.9712566457787364
623,1459605,355183,0.07734508450738445
624,3957243,41215,0
625,4392240,4670924,1.5483775195518799
626,4662222,627979,10.691245640482395
627,1772618,2517958,0.8451928172673244
628,3507605,3743087,4.060948445130591
629,2988110,306066,0.4330741161884787
630,3460470,2914869,31.125136173171885
631,4724928,3081689,0.6738460544633087
632,2357765,123020,0.5242370448131375
633,4503243,2503081,0.6562204194867127
634,1395639,905235,6.428280762571635
635,2163840,1487443,0
636,1173867,1594195,1.88567181272263
637,2990719,247965,0.2506903984389969
638,4334594,4672164,2.3594551296562236
639,3175677,4294132,1.9004632234506493
640,3154897,3743287,0.13472778928754928
641,2380033,823904,6.851898038331553
642,2204209,2393,0.8976819624673038
643,3204489,2021656,0.8337110624032902
644,46347,4105798,0.3101107139750914
645,1546131,1476256,0.6964388022031571
646,4832741,3628271,0.1738352668944562
647,230959,3056188,0.09933186218776768
648,803117,514516,0.26446812056294455
649,2728019,2857848,12.38265058762631
650,1101391,3302218,0.5196693527190724
651,2629332,1739999,0.18891789404024137
652,3196935,1226698,0.4220494197647064
653,3545915,1760349,0.2452460618098304
654,467020,3890374,0.2598178191725067
655,3283449,833637,5.329643682333083
656,2684857,3394755,0
657,1310076,970851,1.443814077857492
658,324700,4458047,3.066688039001406
659,3455337,759828,0.696956193135575
660,1469417,82340,0.33647679340133735
661,2945451,2873928,0.17552810084101317
662,47367,2619824,0
663,1975212,3490790,14.501063489786064
664,2500159,1007714,0.5001043307694831
665,3403476,1454600,0
666,2048,3986213,0
667,4501695,1127019,6.083415367496889
668,2205192,2295414,9.440250268544785
669,2354150,3239759,1.7624237589510654
670,4383563,1174,2.1977516903036625
671,475933,4833712,0.8581864356867057
672,4782926,3536565,4.93715626801667
673,4487677,4825406,0
674,4327965,1331438,0.17104429524965417
675,1550721,2116162,0.10265175920306989
676,2517457,1728898,0.7770930930948213
677,1838574,4098262,8.203376238866712
678,4612771,3288555,0.31502919630652665
679,642996,3506813,0
680,2557232,564584,1.2501082354100843
681,4223610,3482459,0
682,1769495,2395183,0.14945801418380114
683,782197,2194084,0.44149813323974807
684,1770200,2516884,0.5324997505167423
685,4031633,4588297,0.9525471630551519
686,1470412,4422560,0
687,1775497,3613127,0
688,1824620,2651938,0.49949682393314865
689,1279839,1677752,0.15315298723678528
690,4132752,404449,0.43955623569810287
691,4448187,4748339,0.9968103379949474
692,491128,4657499,1.9959198841481662
693,2560508,3925409,0.15956087446934206
694,104236,3605785,0.6346067948463396
695,4700248,663112,0
696,2629845,4456828,0.3459546181551322
697,1570585,331274,5.661637728447285
698,2852734,324237,5.581693129333286
699,1041665,1229102,12.925583105474658
700,3715323,3549444,2.3202173489624704
701,638553,2757877,0.5315178238238577
702,4836716,3354830,2.820856674061316
703,4017320,922747,0.718031159397855
704,1459605,3415082,0
705,3303902,2181529,2.6630623326418106
706,3674345,3378280,17.03262501047026
707,1726836,4480898,0
708,3806390,1976038,0.08358176452866961
709,878442,4036279,0.37161300424242544
710,3595486,2643790,0
711,420410,2867013,0.4233737994158183
712,803951,2242566,2.3245573669376216
713,3628696,3853365,0.19802544836217253
714,2616335,2908614,0
715,1981986,4035202,0.16697385913688378
716,3054430,1057861,0
717,4334594,3051327,3.620369741499254
718,4812944,3535207,21.41437861499529
719,2674631,1867538,0
720,2942785,1035309,0
721,1335561,1909814,0.9789537410193123
722,306263,2130956,0
723,201208,951008,0.36458432344287284
724,2740508,1609914,3.707739056154742
725,4153888,4755721,4.4116441416630545
726,2452515,1716535,0.4437618752763196
727,4751661,1206612,0.12163261700407305
728,3182725,2251944,0
729,4329998,3123735,0.4274428180375758
730,4246368,4607134,1.1459763724255416
731,4306984,31402,0.26498865036815267
732,987441,4503707,0.3939296633299172
733,1991608,2364292,2.3046884605208007
734,4300700,4266500,0
735,4498960,2930986,2.347515986954004
736,3102958,2181529,12.08862901647397
737,1515040,797189,1.7214647562958572
738,885070,2221607,2.7166556867324076
739,3011316,3884937,0.22630370469475658
740,1213594,4105851,9.053665630606421
741,2305935,678890,0
742,1006164,1656495,0.23201433522519116
743,3011799,1673519,3.1544034047573812
744,1667129,4633379,0
745,617629,1105588,9.015644796481132
746,926720,3307114,0.9194350725146312
747,565577,4336035,4.761577709504086
748,126887,752827,0
749,2840784,3061859,0.10036443777394133
750,1192675,4205790,0.6122607623112707
751,1947457,179198,0
752,984342,3491166,11.859338497364384
753,3049221,4031243,0
754,4859244,164230,0.0869665463411627
755,2461340,1258551,0
756,3623046,3129979,5.157253664706104
757,2682807,3198660,0
758,4274919,4523540,0.3386159763824893
759,2222560,2473200,2.6641700158247956
760,730935,3142497,0
761,4304731,1992367,2.2134553786363864
762,3522361,4607737,3.8982351007718434
763,2350820,2084576,0
764,2109685,3573818,0
765,3097821,1993893,9.079202700477225
766,3580033,4322839,18.050105863065014
767,4062909,416502,0.12601461636172911
768,207617,1986693,1.9500871227393597
769,3182466,3045735,0
770,879908,1994245,0.1729881281305968
771,4315961,2089841,0.7026610389991117
772,4696456,2450580,2.1106058377156374
773,1922327,2208559,0
774,1086861,4114260,0.5069862200027375
775,3101866,1973521,0.45404700066711134
776,1389250,1202352,0
777,3156079,1084494,3.9358551786330414
778,1768567,1239673,9.290078832791512
779,3462030,3040850,0
780,2152175,3386770,1.5779031236119487
781,4551087,2858575,0
782,3249150,193283,0.14061707040902857
783,2681125,4157835,3.1240664529806135
784,1970075,4146791,1.9587015320956764
785,456376,3282684,0
786,2250754,3054105,3.2119186313683077
787,95788,127780,0.734012383534366
788,2925348,2742304,0.37534521421470496
789,1049150,1483273,0
790,2486379,1429344,3.055357632055672
791,2326042,575926,15.159903813544627
792,3110933,3438089,0.08789537416079142
793,1846616,3866982,0
794,2871577,259324,0
795,3725944,4668743,0
796,3266143,1054633,31.481470860980476
797,3982958,4028169,0
798,2763196,4737099,2.6866249839782577
799,1666632,2920024,0.14137733183446868
800,718458,4615321,0
801,5089,328448,0
802,2912719,2979388,10.258015337380732
803,4532884,2397948,0.17288184763155195
804,2487570,1271488,0.7559024802246237
805,2210034,2685425,0.17922014706567788
806,1204176,3775387,6.642701017365058
807,3993419,1458675,0
808,4767918,2302691,3.036092689110942
809,3803252,3698779,0
810,1292292,3865282,1.7798544185247582
811,4091650,1529244,0.1601494668397962
812,446032,2154457,0.9055061594963459
813,4649516,2209103,0.1680490789293225
814,3695509,65638,0.5809665181859271
815,148935,4811932,2.341159697508253
816,886108,905765,0.0979759380806769
817,1190951,4690782,0.17826990428196407
818,3626245,1962035,0.4969465093131029
819,1948085,1846065,0
820,2482350,2278610,0.2660425115713437
821,2962254,2827901,0.9280517197890803
822,2332217,3185052,3.2424855805262913
823,3297316,2057510,0.20680493493180374
824,2416046,1105588,14.72299105910457
825,426668,4631936,0
826,496868,105246,0
827,3034565,1821811,0.6206156204310056
828,4606514,907012,0
829,4274057,4538199,0
830,3107357,1742303,0.1977751949761298
831,4538043,3575682,4.862600880646412
832,3656366,2979261,2.219676098136051
833,4396298,2826632,3.792844051390259
834,16594,1646682,0
835,143220,3494535,0.3122829136783407
836,807742,2493146,0.44412940045958255
837,771710,4806172,0
838,3204376,2359631,1.664488903432654
