0,source,sink,in_degree_b
306,2133929,3867352,156
307,3871942,4799962,174
308,3257910,588337,458
309,765302,2762989,9
310,3960835,4669648,14
311,2629112,1529484,492
312,2073048,421699,1
313,4524669,2949748,1045
314,144060,3080263,68
315,3764504,3328639,201
316,433097,4052222,2
317,1986630,2951260,10
318,2398278,209191,659
319,1974705,1581879,4
320,1443500,1164411,129
321,3550092,3753484,14
322,3107199,690742,132
323,2019781,636552,1
324,3478606,1281736,231
325,919613,1735123,22
326,1432948,4331707,758
327,4782388,1065417,77
328,596337,409262,34
329,4106517,3002541,21
330,1065985,4673981,1
331,3757808,890719,59
332,4865292,2472812,17
333,1817278,3209863,6
334,2535495,1937230,4
335,1524949,2845319,5
336,2699583,2224526,20
337,3589315,1592667,2
338,1501709,3370956,5
339,2135899,3893892,107
340,3380008,1519730,1
341,3120092,4618432,11
342,1322906,784341,133
343,155804,834066,2
344,56567,3302825,9
345,432620,112551,16
346,1239755,165055,355
347,2314931,2658417,37
348,3043233,857634,1
349,4444751,719172,41
350,3144674,3401173,119
351,2681125,4245138,70
352,4355412,3494128,4
353,4114591,1582028,60
354,4099850,924833,18
355,103916,2808644,16
356,520324,3222831,43
357,3443992,280322,239
358,2008046,4864558,12
359,1981993,463338,67
360,3004094,819288,8
361,4467857,2374812,1
362,1143671,3610611,3
363,1114213,140603,8
364,2283170,3108276,199
365,3039452,1019859,47
366,298011,2396903,90
367,3491637,3299008,3
368,4345638,1914315,33
369,3193210,370765,5
370,279329,4093834,12
371,1091584,977565,6
372,4310710,290077,197
373,3725239,1818269,168
374,1799182,3537761,102
375,4366747,1672058,30
376,2921853,1063377,31
377,3210136,2558297,3
378,1618265,2401545,2
379,335479,673405,1
380,2393127,315060,2
381,2305619,2629421,29
382,94280,1191204,118
383,3396488,1921136,1
384,1184100,1487302,393
385,3561479,3836738,12
386,2920873,2227745,483
387,3576624,4268303,2
388,527595,1894941,444
389,919165,1264290,14
390,4014552,4632479,165
391,4135084,17392,48
392,245914,1905607,139
393,2618052,4188938,24
394,4836378,4536767,12
395,437876,2566889,29
396,2497998,95673,24
397,1036152,502401,56
398,2585063,3153339,1
399,311952,487639,3432
400,4260998,2255438,5
401,795918,448525,33
402,2720299,2127901,21
403,1459605,3749748,75
404,3547614,2860781,164
405,3335130,438964,5
406,1933312,3256959,2
407,3564448,167816,24
408,3432616,2332893,2431
409,2633605,1933805,75
410,2832099,593309,1272
411,2366431,4838273,24
412,623567,2164839,209
413,3994516,1354897,1
414,2315048,2033602,385
415,1637898,4121411,551
416,892193,4336282,1
417,4578655,3601327,251
418,4152864,1994852,31
419,2533205,2449296,2
420,3035063,3658576,12
421,1063789,1199206,2
422,4717616,489300,34
423,3652352,1702417,283
424,1024682,1315850,48
425,2587055,3472626,132
426,2086863,512769,435
427,1493935,2241589,9
428,941692,3517094,124
429,2912801,871888,22
430,3606548,626239,7
431,2200735,2157328,11
432,3544260,2618757,38
433,1862492,54381,74
434,3445194,2976923,1
435,4114513,3383210,1
436,3744513,1129682,1
437,2055183,1190704,144
438,3592571,377102,57
439,484479,352855,83
440,4518583,1939151,115
441,2741551,3680201,250
442,2589986,4298355,1
443,3446506,3393730,16
444,1080614,1486892,175
445,3819586,3914665,4
446,2232341,2167763,7
447,3663392,2116501,5
448,135756,1415397,8
449,1304570,762511,8
450,3268179,1312177,7
451,1034420,2582486,852
452,1395712,207348,275
453,28366,1841875,89
454,628921,901150,43
455,2156930,302849,23
456,4742865,4011635,61
457,579052,4286269,26
458,3622805,2239775,5
459,1097755,19760,46
460,4681267,4047729,139
461,4214037,1124684,75
462,3328824,4725447,48
463,1632157,3441172,1
464,2733872,2966772,181
465,4402871,3812818,176
466,1807180,817365,2
467,2763391,4023498,4
468,1626617,2819030,1
469,4130943,4188416,112
470,467667,4000293,264
471,585290,2615912,35
472,3437795,2770964,297
473,3206172,4186227,179
474,174802,3795595,1
475,4371955,1776702,81
476,2810159,2277589,7
477,2044305,2746365,382
478,2952533,3517217,1
479,2914124,4682995,1
480,61530,3335540,76
481,4591296,1929062,31
482,4428300,2480985,220
483,46090,1450214,48
484,659769,20462,16
485,636099,1164072,5
486,2407305,95886,7
487,1475238,1917370,177
488,550624,1332575,19
489,3206394,2933565,117
490,3940380,3051327,649
491,273164,1413055,2294
492,1957538,4839138,53
493,2749267,3859663,99
494,173719,2037535,10
495,384254,3003794,213
496,410127,290758,22
497,2586954,1166818,53
498,172972,4299050,4
499,2422604,909677,3
500,4326329,732416,4
501,3476921,4329139,71
502,2346396,3113197,20
503,1397316,1548423,1
504,4590349,4475906,1795
505,4462368,1729215,755
506,1327440,2866511,25
507,505918,80983,8
508,1041665,246307,36
509,1619831,4149096,3
510,1602676,4821149,21
511,4498800,2530095,5
512,1220744,2494359,160
513,3216894,2917270,3
514,823636,3470096,2
515,2464404,2214631,26
516,2225928,937883,2
517,3874174,3660958,64
518,4510312,4641648,12
519,1772905,1164032,6
520,497126,1813537,2
521,3956535,1366076,14
522,311395,4517546,2
523,691053,2551093,2
524,1202094,4419310,8
525,2511862,702114,3
526,1537593,3531111,23
527,1809060,2755105,2
528,4561995,4101406,40
529,1183256,851822,91
530,2259583,180886,1
531,617956,2413499,69
532,1294163,515021,1
533,2063062,1342577,35
534,1800416,2888042,1
535,4691181,4610787,5
536,1834142,3836704,352
537,949172,2071647,158
538,2536161,4132261,122
539,625451,3547349,457
540,2290078,107998,140
541,3494888,248970,6
542,268519,2884416,22
543,158115,4633431,120
544,4699529,317786,82
545,3256646,751974,29
546,3725632,731420,63
547,2171358,4477620,18
548,931647,1765411,114
549,2744198,3642845,50
550,1765731,1258166,11
551,2649630,1742482,39
552,1641756,2486979,91
553,4036817,1703634,33
554,3849807,2866908,5
555,1167211,1840412,1267
556,4766814,3298954,33
557,947762,3341056,2
558,3136926,4534450,6
559,3730870,3175312,31
560,2690278,3761780,113
561,2058283,8356,47
562,2646810,4575002,45
563,3633833,2573172,46
564,4247331,82320,24
565,3983042,2701676,340
566,2093176,2186222,43
567,1412983,2528294,11
568,3920505,4846084,552
569,3320046,4335591,87
570,1262238,1048746,8
571,3059183,1766159,21
572,1495241,4548619,33
573,3717996,3452178,12
574,908046,458466,5
575,319732,3806748,25
576,748200,1665032,4
577,856916,2741764,268
578,2695621,4579955,99
579,4016649,3678951,161
580,3699726,4642092,20
581,4599604,1537367,202
582,4323755,1211774,3
583,117178,2785207,77
584,2934603,2472584,1141
585,1432887,2529373,9
586,4493215,2784278,29
587,4159232,4217711,821
588,3756910,1193087,183
589,1648871,4590454,1
590,4458811,3019604,344
591,3148390,2002788,103
592,769445,2986095,40
593,4542296,4029056,104
594,3097604,4305969,67
595,3135278,1898689,67
596,3490385,2303097,1
597,2880138,1230311,124
598,1799854,1094216,34
599,3441024,3198893,112
600,1712592,256053,124
601,1213060,3485270,41
602,674419,1687481,4
603,2253113,4199739,36
604,1687100,4699308,85
605,1687914,1492115,12
606,4467644,4597686,105
607,1287150,4587728,17
608,885888,2401150,35
609,4059232,1934540,118
610,2167353,2927967,3
611,2431787,2243309,275
612,4066935,3061931,100
613,2912103,2616761,11
614,1451983,4398710,9
615,1760195,3815591,96
616,1268923,4185459,15
617,3584579,4561007,100
618,3210823,4593452,23
619,2679215,4079576,1
620,3308965,1499488,4
621,1308257,1360090,12
622,4556619,524247,101
623,3464435,3158801,34
624,4834181,1615948,1
625,4548696,2910685,37
626,1486569,380005,7
627,1221273,4569835,3
628,1504438,1269021,12
629,273892,4626132,16
630,4312824,3833152,49
631,2240718,1337977,7
632,1187945,4097285,24
633,1628691,4570236,3
634,3764155,1080529,6
635,2259251,4196528,47
636,2299390,1491019,3
637,1049492,398291,28
638,233391,2965375,39
639,717673,3995418,116
640,2941407,2964315,13
641,682761,1558128,8
642,4352101,697201,34
643,4239933,2533625,12
644,1068581,2394046,24
645,1176065,3366522,2
646,2913818,4272458,189
647,4159234,597760,162
648,4818958,708203,418
649,3192626,1092178,4
650,3438286,4629375,36
651,879908,4254453,768
652,1954387,610672,5
653,1452,3373263,2
654,4207021,606980,1
655,1413126,2746611,2
656,3149884,128838,5
657,2598830,299664,88
658,3017206,948009,24
659,970600,2125683,40
660,1211741,4121054,1
661,2835234,570107,16
662,675370,1471569,9
663,4610268,1275066,7
664,1584806,1092555,4
665,2904717,762869,5
666,3892708,1170664,26
667,3976780,1552898,46
668,1808958,3153165,18
669,3293844,282738,1748
670,2027803,2619844,5
671,250137,2976917,3
672,4418160,3626136,257
673,3372601,3785031,1
674,3318630,701503,200
675,3961269,303000,4
676,1978642,1969680,48
677,1285540,3833101,2
678,4399173,2631408,142
679,1225417,3677077,2
680,1917370,970119,22
681,716749,4720136,4
682,2164938,2616090,2
683,4021250,1378011,199
684,1898939,2124762,8
685,725231,2353568,22
686,1072647,2289244,14
687,3316884,1440533,5
688,2308616,4597182,52
689,2468610,1173627,98
690,4280660,4011543,80
691,4358480,2619379,2664
692,4247587,4266094,42
693,1362833,4644467,117
694,4849080,384166,3
695,2933517,1722935,138
696,251110,4829418,2
697,3046801,4326881,2
698,3300747,409240,120
699,2205989,736972,294
700,4759196,2959134,2
701,352777,1582441,175
702,4732444,4677915,10
703,1450478,3800540,15
704,3345046,4255985,3
705,807609,2070084,92
706,1893341,2401643,273
707,3968198,1413750,24
708,3502346,4395778,46
709,3424526,865480,65
710,3997092,847152,2
711,871619,88771,1
712,3591727,4128045,20
713,812874,2576794,1
714,2967237,819090,695
715,2683846,1765869,27
716,3933860,4187117,2
717,3755255,3173162,13
718,4479676,2054407,47
719,1092129,4740893,112
720,2978353,487236,1841
721,2831459,3748022,16
722,1861711,3429791,38
723,128268,3306286,79
724,4447307,3657540,516
725,4583130,4195270,23
726,1903802,3756910,679
727,1226964,4506897,298
728,4122877,478112,96
729,3531100,4818685,2
730,4722544,1565469,1637
731,492776,2057832,227
732,202406,1370056,2
733,739365,4478927,125
734,3130360,3381180,1
735,3971343,774221,8
736,1639225,497594,114
737,3080878,3107755,61
738,314720,466302,47
739,4074945,67911,14
740,4627005,3010945,69
741,3763328,2178305,304
742,265346,3088232,2605
743,3446384,679574,151
744,887938,3994705,11
745,3223920,2516690,254
746,4858799,4350911,9
747,4510458,1127255,142
748,2270094,2546813,18
749,4060750,2393523,172
750,4282575,3861442,9
751,3251045,3297002,31
752,3031208,664506,40
753,3434262,3173953,8
754,2226291,4082571,12
755,2032980,4096612,2022
756,4143745,683678,1
757,2220133,979255,908
758,552690,1513515,20
759,2089216,4666032,51
760,734968,4266986,1
761,748396,3222295,30
762,3473274,4010152,84
763,401726,1700117,33
764,4205304,4326349,1097
765,713973,3737538,1
766,268979,3902256,16
767,1774406,2445713,179
768,1566271,3727886,32
769,1747009,542316,72
770,3760607,1428975,10
771,2062066,3937192,55
772,2469227,2769934,21
773,463854,2442529,107
774,3369814,1205255,1
775,268091,1807947,9
776,3561896,257577,103
777,4181239,2507601,57
778,745210,3851609,2
779,4247950,4173475,16
780,4611286,3527826,19
781,3094990,3311965,2
782,4459514,1633484,60
783,2814285,4198583,62
784,2152778,2815618,155
785,9202,1609289,24
786,2858107,3025604,104
787,3881850,3284336,1
788,1200874,703387,27
789,1730864,4776931,10
790,1976020,3906437,9
791,3478937,4411245,602
792,2606468,2151625,2
793,810847,3601552,1
794,2518054,3994251,28
795,4730476,3723065,45
796,2675276,1802531,68
797,274343,996371,357
798,3650803,3477517,168
799,1159131,3007594,135
800,4660393,1063328,11
801,1430292,3755407,116
802,4855215,3292438,215
803,155341,4215650,2
804,4791237,668241,30
805,504848,1473701,12
806,812688,440093,7
807,1218819,4522612,1
808,904699,3825480,10
809,3371729,3273144,1253
810,2518902,2524567,15
811,2608048,891969,4
812,133167,3827835,99
813,1735998,2685390,2
814,1851023,2661301,378
815,4223007,4651979,70
816,2978385,4096612,2022
817,2982118,2890172,49
818,1985096,3281495,57
819,2872865,772280,4
820,1730546,2700195,13
821,3759171,3267798,67
822,1474194,1736248,196
823,136049,1205898,68
824,779856,2791664,86
825,2976069,2589511,213
826,56121,3118599,20
827,752326,4027234,57
828,1129405,1073098,2
829,4219582,352759,4
830,67800,1774334,415
831,1562061,3275980,7
832,4469172,3056997,176
833,1632644,2747148,49
834,2103452,2394094,51
835,1792282,1275575,1
836,2337068,2777919,456
837,383188,487074,3
838,3624273,1694426,9
839,1927607,3784976,144
840,2564846,3871166,4
841,469289,3658913,26
842,3579512,3070342,38
843,3609789,1916723,111
844,1005255,2558769,132
845,4820881,4005729,5
846,2666350,3968888,786
847,979653,1836007,192
848,3156444,3459373,119
849,3454223,3088232,2605
850,1691726,1990675,1
851,1938140,1764317,53
852,2920273,123591,10
853,4778699,1201096,4
854,267534,1380378,2
855,1135603,2685283,932
856,4743153,535280,90
857,4164647,4571277,79
858,3251800,3853574,124
859,142496,2824480,48
860,1353165,2287915,25
861,4721192,3288243,61
862,148935,1140025,45
863,754986,4625985,289
864,3100893,2493630,26
865,1456698,2760565,65
866,3167544,3065172,712
867,1615945,2471103,1
868,923082,3893890,2
869,3615734,3970114,1
870,2299912,1008064,81
871,609330,1397316,1458
872,2338838,4834648,76
873,2017826,2903363,52
874,1049150,4124480,65
875,2608376,3824501,17
876,1482666,1660395,120
877,1306100,1678282,3
878,2826278,3611999,28
879,2395078,2721855,3
880,3680790,2927670,27
881,4272458,151153,9
882,3596185,1595754,8
883,370525,4291780,74
884,2226097,1974361,22
885,431391,1102747,2
886,300097,726929,3
887,750926,2586375,102
888,153480,4192365,2
889,3506025,212805,894
890,2452484,2199228,27
891,1233851,3304718,135
892,456126,2103578,3
893,3286368,1614313,2
894,759809,1677060,21
895,3538278,1922398,3
896,783972,4757627,2
897,2085193,3886160,1
898,623444,2262983,257
899,1219418,528928,85
900,1998627,538998,1
901,573693,3400944,290
902,1101947,1959052,8
903,3887171,617576,236
904,4093525,4161490,19
905,1711569,1503250,1
906,1318170,2766614,65
907,2915489,2434223,92
908,4713292,1735687,9
909,4342160,4836932,1
910,563322,1340111,173
911,922949,1049281,11
912,1455727,1967550,23
913,4347727,2401865,138
914,1779478,4553620,22
915,820951,1133567,81
916,1295223,3606238,2
917,234766,1989292,390
918,495684,2052579,13
919,2604474,262528,1194
920,4457096,3095483,29
921,3225386,1483950,422
922,3959449,2151517,135
923,2695091,2128045,32
924,2245867,2784159,16
925,1719345,2177982,892
926,3795465,4690299,285
927,2902003,1374445,1
928,1895458,1253026,549
929,888120,888836,1743
930,4866498,2486525,17
931,184687,4696690,440
932,2871308,1064883,112
933,552693,4180588,94
934,460696,978745,68
935,3721072,2717219,20
936,242742,637362,42
937,4147170,3324817,78
938,1299015,127123,245
939,833087,907052,60
940,137437,4005148,7
941,2474997,2999710,53
942,4137763,2898182,1
943,475232,3873884,1
944,2519600,3144985,167
945,851486,1253335,37
946,1484675,2555689,43
947,863325,3528798,1
948,865410,2270767,107
949,1588061,4013191,14
950,2975625,2363738,15
951,919101,1522214,1
952,3893222,4116046,1
953,4759359,824031,1
954,3298060,3649303,1
955,1618544,1613382,16
956,2324352,816913,321
957,4499487,3804486,25
958,861461,2833178,52
959,2713798,2885043,69
960,2475214,343584,6
961,2815706,716282,675
962,810494,785119,55
963,3743292,29959,46
964,4022436,2309371,10
965,1576600,3241571,213
966,3164595,727760,282
967,2342340,2371785,25
968,3318025,3258850,7
969,854025,2258576,26
970,3446567,621120,463
971,3067879,2330265,452
972,989455,1268920,3
973,3517389,843636,265
974,2506342,1857594,2
975,863783,4395944,21
976,1632116,1528823,1
977,2359631,4515216,136
978,3317934,3629131,18
979,2932339,2350634,61
980,927463,1514817,16
981,3598083,1721413,1278
982,2429371,9946,159
983,1039279,3411931,160
984,2895068,3918393,1
985,1854023,1483116,5
986,725415,2082827,2
987,1202857,1678405,120
988,3689215,1218296,2
989,4528705,1142702,57
990,4034438,711824,46
991,3782034,3556169,25
992,1014721,1666556,156
993,3270580,3395510,22
994,2324422,4426524,87
995,1194190,345813,45
996,2625217,1996375,3
997,2824005,2211339,2
998,1576591,4166917,3
999,380525,4664852,1
1000,3993072,2416078,18
1001,1094048,594102,29
1002,4600134,624993,34
1003,2764263,2893207,61
1004,4177865,2882100,33
1005,4623321,4808386,526
1006,3718908,4679904,96
1007,2745387,3910839,1
1008,3195688,112647,47
1009,1813368,1770441,173
1010,2009930,4758377,24
1011,1787403,2443214,1
1012,4726874,1894531,3
1013,127950,3728341,50
1014,3794842,3706176,24
1015,3296250,3535207,299
1016,4811622,757734,89
1017,3683564,2701054,6
1018,1283657,689821,352
1019,3836659,4321162,600
1020,1488401,3872415,120
1021,31098,1030864,43
1022,2451660,1970291,42
1023,718458,3720766,117
1024,2002799,4114575,16
1025,2005497,2338090,6
1026,2118551,3452067,23
1027,3778796,254059,48
1028,4348766,3973930,23
1029,3475909,1973662,1
1030,240027,3855745,139
1031,4263251,2518627,11
1032,942440,2191992,2
1033,850459,456126,13
1034,3716119,3025121,189
1035,988417,1104604,2
1036,5221,2981668,72
1037,2021460,243830,144
1038,4774646,1196225,912
1039,2435515,143446,42
1040,3941703,211323,9
1041,651778,2540894,65
1042,477326,3487516,1
1043,3861672,3647364,3
1044,4749201,2707342,4
1045,1255094,3818809,33
1046,437391,1021368,2
1047,4817391,4563454,1
1048,3910665,3985168,294
1049,1150281,4486106,1
1050,4858996,1582222,19
1051,4204662,2133364,11
1052,3656099,1380448,103
1053,4788248,2048276,10
1054,4716646,448823,2090
1055,2844962,2757201,526
1056,2161230,2087517,151
1057,3808182,3103806,1
1058,419149,4406065,7
1059,3847967,357466,37
1060,987441,824382,32
1061,4762542,2767142,106
1062,2914647,4841268,1
1063,1275299,1593758,31
1064,3757241,3248594,362
1065,219686,2015738,151
1066,3249932,1068993,1
1067,2704231,3435043,11
1068,2691310,3640458,6
1069,2581947,3759750,18
1070,1689039,3927655,2
1071,2694816,2207956,10
1072,4405100,2051732,50
1073,3352123,3510148,3
1074,2584682,3162385,104
1075,2680834,4254453,768
1076,3202510,2092295,3
1077,4468086,532755,43
1078,575651,4258315,4
1079,2883988,824046,1376
1080,4008358,4483821,3
1081,2939315,3155408,4
1082,4839526,3833152,49
1083,3507863,177506,12
1084,4619061,4289016,3
1085,4380434,3731768,62
1086,3213547,2706025,407
1087,4094697,212805,894
1088,1927960,1579810,266
1089,2640387,100754,115
1090,3852854,3785477,12
1091,1700836,350886,6
1092,871160,3340066,3
1093,2772925,2456239,2
1094,1548013,1078672,148
1095,2242956,3882590,132
1096,3603630,3489034,76
1097,1064556,3912526,2
1098,19760,5113,50
1099,740005,4510860,375
1100,4765846,605639,78
1101,2609436,653633,319
1102,2766747,321857,1
1103,4094066,1628264,8
1104,1246601,1897862,8
1105,4232521,2779791,75
1106,2554658,3240496,139
1107,415254,3129186,120
1108,4400995,1187964,110
1109,2850445,1118530,1
1110,3729828,2294440,557
1111,3370783,4790649,985
1112,3001815,74323,3
1113,3394828,2633571,649
1114,117653,1995601,6
1115,1675257,4723059,30
1116,3897513,733605,1
1117,19484,749672,255
1118,4284282,4516132,58
1119,833524,3841591,28
1120,3879365,4329629,5
1121,4251792,57883,85
1122,2835662,2379122,45
1123,2313654,3448488,15
1124,3800305,4420839,81
1125,399565,2956791,81
1126,579536,3165162,1
1127,225697,982493,496
1128,457555,1106852,15
1129,4857001,321177,58
1130,4655006,1987945,9
1131,3163774,3004014,1
1132,4498101,2926541,1345
1133,2807375,3247071,172
1134,3222303,1081619,12
1135,4736009,1835245,52
1136,401959,2653845,33
1137,813047,3009562,16
1138,2899933,536723,16
1139,4154717,2424452,464
1140,1413512,3299579,3
1141,2940424,1904054,260
1142,602340,107996,34
1143,1011757,3739100,8
1144,940042,4253433,38
1145,3905250,452890,2
1146,3066444,685095,60
1147,1325436,3202770,344
1148,125872,1465269,2
1149,3407905,765543,48
1150,2623580,2337217,58
1151,4211984,2596286,161
1152,2349594,959247,8
1153,2061150,3837284,253
1154,1399058,1796644,539
1155,12547,957725,48
1156,2361673,2593954,34
1157,3305322,3169329,456
1158,702865,166306,209
1159,4311665,2499401,3
1160,4052122,2588244,35
1161,2187451,3356265,1
1162,2544398,4360802,54
1163,1164032,4779044,237
1164,4125905,723257,30
1165,3169284,2502590,292
1166,1360006,475380,12
1167,3158482,4350093,30
1168,3082677,3108490,271
1169,3139086,4343940,43
1170,1044619,1269131,10
1171,2390374,4143831,1
1172,4779046,4399430,29
1173,4420475,2868440,318
1174,815236,2155768,1
1175,1676054,2238637,54
1176,842454,1847353,33
1177,153792,778021,6
1178,336290,87195,257
1179,2410512,3528096,3035
1180,3185337,1129762,12
1181,4086406,4539579,60
1182,4174741,1729680,34
1183,1429183,19269,38
1184,1479088,3296983,2
1185,4139326,1040056,444
1186,4311720,3703326,52
1187,322366,3277122,9
