0,source,sink,z0_shortest_path
136,1472874,4286176,5
137,3398728,4456555,5
138,1004910,2700965,4
139,4565076,3787853,4
140,2349798,725456,4
141,2933032,956060,5
142,4243278,1149731,4
143,1930069,4373383,5
144,1893857,4812826,5
145,1800311,1022608,5
146,3870641,3365127,5
147,298257,3740215,4
148,212703,3454559,4
149,3527821,4516222,5
150,1835955,880187,4
151,2339656,4285936,4
152,1086856,3559525,5
153,16038,157836,4
154,3723431,552930,4
155,213882,2099465,4
156,1420030,3645091,4
157,4660450,1645570,5
158,2339843,782522,3
159,836875,3714372,3
160,2910467,1624105,3
161,592494,4694599,4
162,3704755,1282498,4
163,1854711,2897360,5
164,3269196,4167582,5
165,1975941,3348836,4
166,35116,1719779,5
167,2850625,3357698,5
168,4141205,702794,4
169,5767,2947414,5
170,1958313,2396008,3
171,3570343,2285389,4
172,1308922,2244586,5
173,4591433,2117887,4
174,4689189,2984768,4
175,2670744,912137,5
176,3973765,1635788,5
177,4418341,3136986,5
178,2134668,4447983,5
179,3977588,4677698,5
180,4192157,1111739,5
181,2151206,2035807,5
182,2073697,3661892,4
183,2068608,396407,4
184,1801305,4239086,4
185,4738196,591146,5
186,2362655,2278202,4
187,4140681,2254956,5
188,744981,311702,4
189,1424791,4194816,5
190,645064,3999657,5
191,3554067,4734126,5
192,2150602,2646748,4
193,3951187,4320908,4
194,1510869,4704090,4
195,3206886,3759979,5
196,2305418,3854158,5
197,1437019,880726,5
198,3978492,3777133,5
199,3005265,2745134,4
200,2304668,202605,4
201,4226298,745085,3
202,586638,2141478,3
203,3192711,434584,4
204,2479228,512604,4
205,2180367,2893927,4
206,216148,2959213,4
207,3864021,2449950,6
208,4631275,3707852,5
209,811193,123078,5
210,2595633,2143075,5
211,3464733,120699,4
212,1187531,2528409,4
213,3021821,2183515,5
214,4301759,4512996,4
215,1035108,1723019,5
216,2471193,3856334,4
217,2873917,4115721,4
218,1474015,2450687,4
219,1463172,4085005,4
220,2953582,3060362,5
221,4606248,3148251,4
222,3968590,695986,4
223,4699953,3309750,5
224,3365490,3540926,4
225,3672915,2290778,5
226,2986923,2966818,5
227,4095341,2901197,5
228,4422125,4489055,5
229,3884472,4301446,4
230,3560094,4124287,4
231,1962810,1967073,4
232,2705155,3534158,5
233,2746202,4019393,4
234,3031267,3272437,4
235,3468673,3139424,4
236,227152,3078886,4
237,692625,2710588,4
238,447029,4615836,4
239,183338,2328699,4
240,627982,4557336,5
241,1167465,4784750,5
242,705927,1041093,5
243,1799238,1989761,4
244,3722020,3619143,4
245,2548812,3796759,6
246,4147888,882191,4
247,155605,1126034,4
248,65507,1950544,5
249,2096042,2750746,5
250,3801416,4497028,5
251,4715811,1147514,3
252,806651,2985250,4
253,154641,597461,5
254,2540477,4579178,4
255,3211983,4487006,5
256,1565813,3488462,5
257,4773565,778214,4
258,4577341,1924504,5
259,4660400,4155856,4
260,871832,4622871,5
261,4509662,1715036,5
262,425693,1373652,5
263,1449530,2279437,5
264,2311347,2395821,4
265,2364123,130457,4
266,2789638,198584,4
267,3912411,2169587,5
268,1033765,3256300,4
269,2305419,3108342,5
270,2331648,2574216,4
271,3548045,3923367,4
272,3898161,2626968,5
273,2850538,2014977,4
274,4447720,773916,4
275,518538,271925,4
276,1804935,2426154,4
277,4785412,2966299,4
278,1275058,4165027,4
279,3333825,3850816,4
280,4649326,3653457,5
281,73913,477365,5
282,876121,2991424,5
283,2287181,1712440,5
284,1750470,2701995,5
285,2997873,3117558,5
286,3422819,1517508,5
287,3332572,382326,5
288,1218111,3104106,5
289,1481881,4190747,4
290,1071192,4435471,4
291,2796804,3126532,4
292,463003,4806027,5
293,1257521,4528932,5
294,3185454,685938,4
295,2204438,2375977,4
296,2505578,2004310,3
297,585282,2144606,4
298,2558284,4351804,4
299,247334,4779460,4
300,3096185,2815560,5
301,1287658,1863203,4
302,3297267,473657,4
303,3079913,1242781,4
304,4017909,3113974,4
305,4359705,4857230,3
306,2497553,3705962,5
307,1518446,3377825,5
308,2575545,262530,4
309,1118798,218448,4
310,1017903,2439431,3
311,1684337,4296432,4
312,348260,3392977,5
313,2130018,1524107,4
314,363901,432923,4
315,671689,1894172,5
316,2485140,922524,4
317,1496870,1323670,4
318,2759319,43863,4
319,4567484,2655734,4
320,2771184,1109172,4
321,3913470,241338,5
322,866743,4514760,5
323,2693298,4699014,5
324,1364223,2929058,5
325,2859753,1877346,5
326,3627652,2993530,5
327,3437309,1832242,5
328,2106450,826761,5
329,876341,510568,5
330,4769813,3409802,5
331,4699441,2307598,5
332,2683196,1612307,4
333,374089,3093634,3
334,3072449,914239,5
335,4255500,4082190,3
336,2610827,894918,5
337,3994193,2039331,4
338,1724352,4009134,5
339,576200,3578834,4
340,2203776,1432935,3
341,1101394,4734007,4
342,905869,3464157,5
343,673141,687313,4
344,4642323,1049802,5
345,3441925,3955579,5
346,4052515,3879482,5
347,2679823,4368519,4
348,1992719,4757391,3
349,3548620,781628,5
350,2749683,748353,5
351,4301335,4037896,4
352,3580242,2028401,4
353,3496562,3501259,5
354,4325703,951329,4
355,425831,3971104,4
356,3735690,1639477,5
357,4169924,842523,5
358,947664,367436,5
359,2880162,1131067,4
360,2006688,3811313,4
361,2762372,44027,5
362,1602459,3114159,5
363,2070363,1918980,4
364,3758787,4681707,5
365,2467145,1882822,4
366,404661,4387201,5
367,3869397,2875479,5
368,120688,165343,5
369,4054643,2331966,5
370,996664,2597784,5
371,4572996,3621372,4
372,1785493,662856,4
373,1173592,4347122,5
374,1952907,1850381,5
375,4683712,4574166,4
376,564792,1193103,4
377,3743975,1402646,3
378,4508104,2734707,4
379,4410945,4024590,5
380,1065928,3272352,4
381,934308,1309245,5
382,773415,596961,4
383,3367754,2790455,5
384,4169332,1066266,5
385,3681936,3010100,5
386,4608085,3815254,4
387,4480139,2850530,4
388,443147,2954874,4
389,2021923,1822495,4
390,3663267,840068,5
391,929746,1515143,4
392,277864,3612054,5
393,1920573,280824,4
394,4086501,2917955,4
395,4541250,1026116,4
396,3474048,2954377,4
397,1724711,3039188,4
398,4775924,2916020,4
399,4573807,3407023,3
400,3525599,4380113,4
401,3401886,2744859,4
402,3832653,639797,5
403,3260739,1869860,4
404,3499380,3395610,4
405,1524816,372986,3
406,3681408,587438,4
407,4690673,998292,5
408,2883745,1470248,3
409,1744876,1873179,5
410,721156,2552056,5
411,150876,422617,4
412,2178786,3874699,5
413,4131353,4781905,5
414,2418296,767557,4
415,950152,1772606,4
416,2585387,1649311,4
417,4366146,4149119,5
418,2129513,1126692,4
419,4532552,1195526,4
420,1822044,1318184,3
421,4576288,2831183,5
422,904099,4426471,5
423,2436299,1939991,4
424,198206,1865676,4
425,2081177,2007575,5
426,512648,3277365,5
427,2896920,2082900,5
428,2004321,3101720,4
429,2860501,2896246,4
430,821969,438931,3
431,3543458,2753437,4
432,3782464,1632907,5
433,34909,603391,4
434,3882591,33824,4
435,2618930,3067074,5
436,1598815,3743583,4
437,1889166,3530889,5
438,1990680,1090137,4
439,1722905,3476115,5
440,661821,2549502,4
441,1626721,4287944,4
442,1614388,2195494,5
443,1550007,3868245,5
444,3026609,4431905,4
445,1218591,494941,5
446,1368179,1871300,4
447,869007,3578195,5
448,3165451,2148572,4
449,4415586,1133523,5
450,22098,4452623,4
451,4173139,884392,4
452,481596,69154,5
453,571611,2256153,4
454,1127185,231840,4
455,4329799,4577669,5
456,1348124,2787222,5
457,190337,1693094,5
458,4584732,3954,4
459,670418,4113328,5
460,3476970,80865,4
461,4574629,4122925,5
462,2659869,3387855,5
463,764094,403968,4
464,2379675,2698944,4
465,4444689,3504424,5
466,1793067,680716,4
467,1440026,3101502,4
468,1608045,3582466,5
469,4199670,4813413,5
470,4846402,3195265,5
471,3529569,4784984,5
472,1539922,2765660,5
473,1085370,4435339,5
474,4218024,1427387,5
475,808451,4746748,4
476,1928073,2474151,4
477,4713911,1774967,5
478,2499941,4376295,5
479,4646906,1246430,5
480,3116857,4186789,5
481,709458,3536426,3
482,2086295,3690044,5
483,928172,613122,3
484,3067253,1926062,5
485,4545645,3366849,4
486,4818292,1144761,4
487,1235504,3409847,5
488,2374631,1542876,5
489,4782545,4702790,4
490,2522577,2129613,4
491,1170812,3206134,4
492,293346,967158,5
493,3738317,3765509,5
494,3425060,234427,4
495,163629,3777816,4
496,14067,3265085,3
497,3196570,4748118,4
498,4809346,2007002,5
499,3299110,4696466,5
500,4119134,695297,4
501,1578501,4583283,4
502,2333254,1188527,4
503,1306929,2001412,5
504,3270314,910428,5
505,4641282,3396773,4
506,3112703,1955697,4
507,2185089,3057304,5
508,2889189,2480111,5
509,1389741,2439200,4
510,4740256,4300332,5
511,3371180,2338210,5
512,1375986,239509,5
513,1472473,2469049,5
514,3105702,2855406,5
515,4521805,609191,4
516,3011078,588731,3
517,4159395,4745570,5
518,731851,2319980,5
519,4762275,702982,4
520,2176114,314851,5
521,288815,4384115,5
522,1204121,3033124,5
523,2566585,4834220,5
524,182260,159317,5
525,46706,1441809,5
526,3496084,4149819,4
527,3218565,188934,5
528,2874107,1035696,4
529,3830825,3247642,3
530,2238034,952016,5
531,3019567,4438500,4
532,1414713,2388687,5
533,417670,2296340,5
534,794926,3806422,4
535,2411827,997373,5
536,1404665,3532370,5
537,1566018,73488,4
538,1357519,3779222,5
539,3487891,3872075,4
540,3115334,162391,4
541,1971845,121687,5
542,3864746,2916137,3
543,4241984,688492,4
544,2974539,311191,5
545,2450804,2914272,4
546,2520394,4541817,5
547,3872896,4041761,4
548,4727598,1727651,6
549,3412106,796961,5
550,2573901,816920,5
551,4806123,2646479,4
552,3604757,4400058,5
553,3300427,3779011,4
554,1978189,2274206,3
555,4262531,3104105,4
556,900013,1915645,4
557,1172957,2543225,4
558,3039410,2969669,5
559,4002112,561318,5
560,104636,1567219,5
561,1791383,3932079,4
562,305912,2566085,5
563,2692081,1838635,4
564,570176,4816757,4
565,3286194,3193226,5
566,1194828,1641696,4
567,987670,282123,4
568,202779,686692,4
569,2824547,801975,4
570,2927866,1126740,6
571,2576023,379566,4
572,2827563,908118,3
573,4220814,1237970,3
574,671589,3936833,3
575,4544394,1235947,5
576,2435688,4564480,4
577,1207306,194724,4
578,2132927,2467420,4
579,3354943,350591,4
580,1868214,2531068,5
581,1416977,3583296,4
582,4702004,4645444,5
583,651198,2364516,4
584,2162692,1549265,3
585,4215036,3048276,4
586,1232608,1297927,5
587,4846937,3586387,4
588,3479470,3186713,4
589,3994430,3773662,5
590,4459758,4404630,4
591,4471239,1737967,4
592,1753333,2110833,4
593,1261529,1261430,4
594,2514401,3130486,4
595,56749,2975548,5
596,4734491,4609798,5
597,2892947,4808864,5
598,3787636,4687161,4
599,3269672,1331607,3
600,2964957,4843551,4
601,1059166,2989093,5
602,963730,4383505,5
603,3459540,1049927,4
604,1819032,578533,4
605,2314602,4673327,5
606,1949518,1222048,4
607,2346039,699736,5
608,4277554,1530017,3
609,396078,3714661,5
610,9978,1652041,5
611,2926260,1070982,3
612,4788875,2146521,4
613,3492054,2286207,4
614,3459305,1929238,4
615,3647883,3172748,5
616,3376448,4640964,5
617,3474018,65710,5
618,4208116,3980468,4
619,231377,1850697,4
620,1033321,3314251,5
621,4685381,3512837,5
622,3067197,1530218,4
623,3915945,1268005,5
624,1379510,1539298,5
625,2409620,4430170,5
626,2528952,2354456,5
627,3493836,4099871,5
628,1198752,1094021,5
629,3518138,1864711,5
630,2335682,390166,5
631,2340877,4780854,5
632,4654157,524636,5
633,2091091,1739236,5
634,4580424,1173136,4
635,4690198,44281,4
636,3993884,2345633,4
637,3767746,1416069,4
638,3971647,1548309,4
639,3799355,1125176,5
640,1128470,442509,5
641,1558109,3783280,4
642,3972974,747730,4
643,4159473,3618024,4
644,4158699,2756060,5
645,3385980,3777226,4
646,3112341,560433,5
647,2998847,4420982,4
648,913000,464429,5
649,4292024,484819,5
650,4072200,1530413,5
651,3771453,4412061,4
652,4157812,3792706,5
653,2261743,40613,5
654,4179769,4769748,5
655,4823551,846869,4
656,4199544,4600702,5
657,3563883,163473,4
658,4809947,4098553,5
659,1901679,3129391,5
660,4137009,1024783,4
661,30310,414143,5
662,4321972,3550480,4
663,1289371,2162743,5
664,1874634,2918135,4
665,1561484,2077848,4
666,4241334,3080343,5
667,3634132,2834138,4
668,2038510,3297535,5
669,1716676,3728199,4
670,221930,3670406,5
671,2850438,1500498,5
672,184881,2659959,5
673,3452362,3087131,4
674,4646485,3902219,4
675,4488043,3074076,4
676,3968996,2595320,5
677,1038626,3822226,4
678,3728728,2495105,5
679,2404258,4358415,4
680,4432468,4377185,5
681,4819296,318375,4
682,1381410,1677849,5
683,4531074,1201441,5
684,3899397,93036,5
685,1424394,4009068,5
686,3088043,497221,5
687,119117,1005254,5
688,1461279,1747722,5
689,4141007,1171874,5
690,3392015,4828719,5
691,2717354,1273598,3
692,4049357,2722508,5
693,711777,2013026,5
694,2396300,4554553,4
695,2170861,1670359,4
696,1405220,385460,5
697,786585,3632666,5
698,2529521,255357,5
699,96326,779322,5
700,2486675,3609365,5
701,3648874,258407,5
702,2899898,4601852,4
703,300159,4291111,5
704,2607338,1870966,4
705,3442674,3464345,5
706,4062714,3721055,4
707,4626121,1104498,4
708,1904382,2123877,4
709,3512854,4808253,4
710,4851972,1669882,4
711,876770,1147507,4
712,1904152,4308867,5
713,418500,3759362,4
714,345600,1478873,4
715,3569534,1285834,5
716,4481945,1782983,4
717,3872693,1107863,5
718,4533449,530802,4
719,2363695,2300509,3
720,1863527,1444676,5
721,3678779,474592,5
722,1637020,2428135,4
723,2043299,1297986,5
724,2218868,1443517,5
725,3014140,2477094,4
726,266153,455941,4
727,4602837,393108,5
728,3819145,3760908,4
729,2623482,4538895,5
730,4158351,4597301,4
731,4058136,3158470,4
732,4759378,1686929,5
733,4355096,2255207,4
734,2408514,1673937,4
735,3602489,35443,4
736,1366516,3568349,5
737,3859006,16319,5
738,4531351,2954132,4
739,38512,1259315,5
740,2939094,482785,3
741,2569213,2328068,5
742,452425,4348962,4
743,807198,28406,5
744,2326458,3698362,3
745,2067734,2591572,5
746,4187996,3878223,5
747,3601979,2491030,4
748,1212901,4207144,4
749,2438029,4286682,5
750,3155214,2170364,4
751,4018017,4719783,3
752,1644526,3433300,6
753,3586390,3059506,4
754,3162177,4015837,5
755,3385393,300532,4
756,1345637,3289475,5
757,4441436,3840550,4
758,1898829,1701059,5
759,1801670,759360,5
760,1458343,3072605,4
761,1256894,1336902,4
762,4023917,698473,5
763,964290,3574702,4
764,2730692,454541,3
765,3753891,2038857,5
766,2628805,1662979,4
767,2769841,172685,4
768,4358408,3291446,5
769,1241031,1695135,5
770,2102591,2814791,4
771,1704510,3405528,4
772,3928753,3326418,5
773,1215239,2670341,3
774,4611334,1557409,5
775,389486,472141,5
776,2814165,1137169,3
777,3801177,4699461,4
778,4133996,3704753,4
779,627343,143739,5
780,148367,2928802,5
781,3454355,1018786,5
782,2209713,1815440,4
783,730191,1248568,5
784,3740636,545786,5
785,2924183,434512,4
786,4174864,133237,5
787,1066864,894899,4
788,1470987,2759650,4
789,1215748,1136227,4
790,1185374,4338602,3
791,2235788,1254375,4
792,2389746,3038282,4
793,4436356,1219324,5
794,1216415,36951,4
795,2437552,1118353,3
796,3019877,1931518,4
797,3713620,3455370,3
798,648570,3408929,5
799,2461160,1303438,5
800,4351157,204069,5
801,2799117,1503694,4
802,4084850,1596636,5
803,1833001,2886131,4
804,3529435,2540340,4
805,1937010,4049931,5
806,49590,452188,5
807,4595147,1253616,5
808,1334254,3749491,5
809,1189597,1697930,5
810,175692,887766,4
811,2092388,2510096,5
812,687052,4282065,4
813,3957849,911746,4
814,2178751,2232772,4
815,3756644,2703572,5
816,4597924,4828269,4
817,902427,1981191,5
818,2097110,1036079,4
819,2287040,1598344,5
820,1790173,3191657,4
821,4838606,2156246,4
822,385241,1906511,5
823,123531,1218559,5
824,243433,1750095,5
825,1264701,4268456,4
826,3128326,14792,5
827,4795803,1822942,5
828,356244,4096063,5
829,3087646,3131190,4
830,1295709,747729,4
831,3666815,177833,3
832,2706056,368909,4
833,2556431,1947948,4
834,3508010,681952,5
835,3617186,1511039,4
836,3168009,1827673,5
837,4829034,4443801,4
838,4064829,4235053,5
839,732090,628153,4
840,2956345,4173356,5
841,1944455,4800193,4
842,1299759,1606798,5
843,2725994,1797647,4
844,190217,2799556,4
845,2245565,1433793,3
846,1780582,3150148,5
847,1281703,3851310,4
848,1458698,4354956,4
849,2356004,1862223,5
850,2357372,3141825,4
851,4443962,3429997,5
852,1936813,1950243,4
853,1503273,1579458,3
854,848111,3395765,4
855,3177281,24645,4
856,756760,4087283,5
857,4147016,4580296,4
858,1672127,1032416,4
859,665104,2943312,3
860,2136960,3391826,5
861,2910071,109742,5
862,4370091,4268266,4
863,4807724,4707473,5
864,1960328,4533856,5
865,1749179,1852722,4
866,1161172,906624,4
867,492129,4628312,4
868,2031419,2101764,5
869,13020,682788,4
870,3896903,2319513,4
871,879389,3805268,5
872,4512600,3114392,4
873,4370324,843065,4
874,1143059,2240238,4
875,3333698,2866076,5
876,1090762,1216101,5
877,644084,2164131,4
878,321093,129683,4
879,4508237,3242887,4
880,3516214,3533765,4
881,2816415,4200662,5
882,3982320,1599131,4
883,3152143,603057,5
884,3945427,2629878,5
885,2923304,2272898,4
886,4064990,2729740,5
887,4534880,1313574,4
888,1401913,992426,4
889,537768,4818999,4
890,3280761,3141979,5
891,1658417,921055,5
892,2410573,4263396,4
893,2196001,2957386,4
894,3378044,426261,5
895,3439026,3555004,4
896,1793521,2719873,4
897,4334035,3771296,3
898,4467388,4080666,5
899,3674022,4622110,3
900,2240693,756504,4
901,4186734,1597719,5
902,1858883,1031342,5
903,2994586,867663,5
904,3939564,4340902,4
905,336732,2204761,3
906,1211504,694996,4
907,2788046,3523543,6
908,2907389,299548,4
909,2055937,3164758,5
910,2815718,2090238,3
911,2257146,3590368,5
912,2002159,3210244,4
913,3775158,3811156,4
914,407695,2193121,4
915,3699064,549082,5
916,2290261,3640422,4
917,347873,2046525,5
918,1871352,4780925,5
919,3911516,4106640,5
920,1022396,1270847,4
921,611496,2265164,6
922,4414981,4406242,4
923,907263,2100186,3
924,4209151,212561,4
925,1405351,4282946,5
926,2666446,4024648,5
927,739471,3615298,4
928,2793674,3722694,4
929,1524644,2098173,5
930,2497108,4710252,4
931,4136823,3636304,4
932,2212375,1670880,5
933,3796229,105495,5
934,2768864,1912776,5
935,3322648,1171510,5
936,751402,498440,4
937,866633,2512405,5
938,1600159,2831240,5
939,1640918,959749,4
940,4155092,1353374,4
941,3956409,1041522,4
942,4521569,2772273,4
943,500693,4646946,5
944,1696126,1815692,4
945,2665636,295435,5
946,2445660,4335166,4
947,3429119,307279,3
948,4189485,2996360,5
949,3192155,1126382,5
950,395508,310462,4
951,709947,4669644,5
952,3168001,2946141,5
953,445953,107492,5
954,2434932,4791892,4
955,581004,501045,5
956,4314379,2975245,4
957,3232270,3074568,5
958,2058858,341657,3
959,2753381,3246404,4
960,952126,2730644,4
961,836896,130841,4
962,2423202,3953333,5
963,3144184,2989005,4
964,1771053,386554,5
965,3433535,2542483,5
966,1814534,1508408,5
967,2910472,674314,4
968,3095968,3190869,4
969,1370085,853958,5
970,161155,2275007,4
971,3516090,788560,4
972,3731902,3808014,5
973,4479200,183829,5
974,2170399,2048131,5
975,868415,4707435,5
976,3288113,1541572,5
977,2393351,647132,4
978,3835277,920667,5
979,4680874,1827854,4
980,4392967,152171,5
981,677974,30485,5
982,3928898,4184840,5
983,2641427,4637499,4
984,2284688,334187,4
985,3596660,3737414,5
986,2463400,944638,5
987,4343266,3476224,5
988,2446362,3361208,5
989,1092176,3514644,5
990,1000007,4757692,4
991,3324347,4638561,4
992,1772367,3821095,5
993,4182485,1595223,4
994,4541879,3312809,5
995,1229343,4714461,5
996,4589149,2848737,5
997,4328180,439235,4
998,4664296,1673817,4
999,4861954,1345808,3
1000,225798,2746913,5
1001,3299386,4278701,5
1002,1031408,180827,4
1003,1685947,1902132,4
1004,2293870,813157,4
1005,2360172,1836246,4
1006,4207968,3120391,4
1007,1743488,3486727,4
1008,809099,3088138,5
1009,634929,2489231,5
1010,4564120,4692509,4
1011,2268064,370945,5
1012,122818,4603616,4
1013,1157218,4419384,4
1014,2757341,1197864,5
1015,200519,1545253,5
1016,1607946,3934715,5
1017,1349320,2085343,4
1018,4602863,2684719,5
1019,1808294,1690280,4
1020,2386041,2950984,5
1021,2661069,1512945,4
1022,1727029,484878,4
1023,163114,454600,4
1024,1681578,4004020,5
1025,390347,2174789,3
1026,2379998,456924,4
1027,4439965,2800613,4
1028,1287901,4348041,4
1029,796682,1385483,3
1030,2336656,3113746,3
1031,819370,1314363,5
1032,1372104,3340331,5
1033,1314960,2548578,5
1034,2424789,3658388,4
1035,1295329,3566264,5
1036,1441904,651981,4
1037,1935039,651441,4
1038,2194984,4384700,5
1039,4857250,3284430,4
1040,3359340,1854763,5
1041,4357221,947,5
1042,291757,1250017,4
1043,877639,4650468,4
1044,2929657,4399931,4
1045,1550944,1431690,5
1046,2646584,3622917,5
1047,1041972,4583604,4
1048,1344923,4069894,4
1049,4725145,2019347,5
1050,1745571,4009674,3
1051,4684151,44829,4
1052,4756227,4728291,4
1053,1983296,2426416,4
1054,3140217,4812698,4
1055,4633573,688906,5
1056,1596132,4608787,5
1057,4330353,3773674,4
1058,337193,1856567,5
1059,3630102,1176228,5
1060,4312989,3783451,3
1061,2976439,2227509,3
1062,40197,4468116,4
1063,3707336,2197814,5
1064,744095,2973897,5
1065,192461,681426,4
1066,1719975,3461399,5
1067,2341147,923707,4
1068,3014174,22458,5
1069,2633066,481226,5
1070,1768474,671570,4
1071,1008789,1737248,4
1072,4462957,1992434,4
1073,2193576,2969225,5
1074,4250524,3304670,4
1075,292961,4493000,5
1076,3209496,503195,4
1077,2947044,3700608,5
1078,1522260,43919,3
1079,3244415,3314859,5
1080,916979,4420632,4
1081,1648018,1932497,5
1082,2923517,3073003,5
1083,4478906,3577487,4
1084,3236082,2776705,4
1085,2938475,4325197,5
1086,2941823,1125700,5
1087,482359,3373911,5
1088,148377,3380654,5
1089,3544146,4031194,4
1090,3501797,819656,4
1091,975320,3260695,4
1092,662992,4111472,4
1093,3340973,2546034,5
1094,4294646,1596033,4
1095,275991,1417550,3
1096,4311810,2873297,4
1097,2053312,167792,4
1098,4860754,204551,5
1099,220254,53387,4
1100,617538,3841925,4
1101,3005434,1084276,4
1102,4275695,1735175,5
1103,1317821,4668848,5
1104,1027949,4694564,4
1105,4378264,2450595,5
1106,1994157,4084466,5
1107,1101718,3328900,4
1108,801777,1914138,4
1109,4528791,4426482,4
1110,1898411,3301748,4
1111,2202670,3589790,5
1112,4477710,2162830,5
1113,1492371,458226,5
1114,4850993,2354092,4
1115,4291254,1242783,4
1116,2407009,1063918,4
1117,2856726,1186586,5
1118,2818407,2021277,4
1119,2372215,4598633,4
1120,3187115,1238706,4
1121,826634,4773494,3
1122,3673769,2542983,3
1123,189632,1800745,5
1124,2417833,650318,5
1125,1477417,554020,5
1126,1123539,1109116,5
1127,3567780,444848,4
1128,1960397,2145744,4
1129,2443676,1610016,4
1130,3393875,268616,5
1131,1585587,2866717,5
1132,2809659,36119,4
1133,756753,1186965,4
1134,3463976,1851650,5
1135,1624202,638045,5
1136,1705558,3618189,4
1137,1940261,3883981,4
1138,4648595,1691866,3
1139,3777285,3729806,4
1140,2255768,4180286,5
1141,1557865,1204163,5
1142,3863386,3748544,4
1143,3623162,1716275,5
1144,1676882,1944523,5
1145,858017,3019357,4
1146,1346307,546348,4
1147,2458282,2093829,4
1148,1291711,1170274,4
1149,2937801,2702396,4
1150,4039044,182038,5
1151,582546,1033074,5
1152,2887278,4720266,5
1153,3706692,360032,4
1154,4179689,170909,5
1155,3745108,3640524,5
1156,2812642,4530442,4
1157,3509181,41574,6
1158,37174,509524,5
1159,4710338,3465211,5
1160,961458,3717181,4
1161,2062474,2130534,4
1162,1968430,2323565,5
1163,1709790,248631,4
1164,4197972,4457784,4
1165,299637,4577077,4
1166,2277245,1877412,4
1167,2779698,4771548,4
1168,3121284,325918,4
1169,1399461,3455202,4
1170,1840246,2342893,3
1171,3326748,800893,5
1172,1454925,258098,4
1173,4755271,2970954,4
1174,3074374,3322833,5
1175,3426042,1531686,5
1176,1785856,2697828,4
1177,4423609,2241186,5
1178,3625456,3039422,4
1179,1968401,999433,5
1180,3573741,1696926,4
1181,1872038,484702,5
1182,2287685,921996,4
1183,4558186,2173562,5
1184,4161338,2326748,4
1185,3840330,3618479,5
1186,3821042,4612732,5
1187,2685770,1598036,5
