0,_sink,_source,in_degree_a,in_degree_b,in_out_degree_a,in_out_degree_b,out_degree_a,out_degree_b,z1_b_to_a
189,3470096,3374895,240,2,1.2371133956849825,2000000.0,194,0,0
190,1450214,3743292,3,48,0.2307692130177529,48000000.0,13,0,0
191,2860781,1068581,69,164,0.7263157818282551,164000000.0,95,0,0
192,64001,1392717,68,19,1.1147540800859987,19000000.0,61,0,0
193,1545613,195757,76,1,0.02677942211882332,1000000.0,2838,0,0
194,90257,470204,26,123,0.1097046408873222,123000000.0,237,0,0
195,2988500,3721646,77,4,0.4052631557617729,4000000.0,190,0,0
196,352759,2324352,1418,4,1.1417069233963708,4000000.0,1242,0,0
197,1421121,3928545,46,1,0.2139534873769605,1000000.0,215,0,0
198,3894567,4668030,1127,88,0.017894853839884806,88000000.0,62979,0,0
199,3824559,4467644,27,4,0.01428571427815571,4000000.0,1890,0,0
200,3636323,3318025,8,3,0.333333319444445,3000000.0,24,0,0
201,4337224,597807,49,2,0.5212765901991853,2000000.0,94,0,0
202,4114575,3441024,2,16,0.06666666444444451,16000000.0,30,0,0
203,3025335,3698761,53,54,0.5578947309695291,54000000.0,95,0,0
204,4059533,158115,84,54,0.4077669883118107,54000000.0,206,0,0
205,3768226,3080022,9,1,0.191489357627886,1000000.0,47,0,0
206,453257,623567,92,235,0.14175654831778653,235000000.0,649,0,0
207,1776000,268979,16,188,0.10738254961488222,0.08888888884686105,149,2115,0
208,4342717,317792,40,508,0.6557376941682346,508000000.0,61,0,0
209,6364,715543,3,44,0.3749999531250059,44000000.0,8,0,0
210,211323,1628755,3,9,0.12499999479166687,9000000.0,24,0,0
211,2292933,275804,11,2,0.15492957528268206,2000000.0,71,0,0
212,4355015,2544398,245,17,30.62499617187548,0.28813558833668496,8,59,0
213,2661301,884526,28,378,0.08722741405848157,0.8873239415790518,321,426,0
214,4561588,2259251,3,10,0.11538461094674572,10000000.0,26,0,0
215,555666,914875,20,100,0.1724137916171225,100000000.0,116,0,0
216,1852018,2914124,1,14,0.04545454338842984,14000000.0,22,0,0
217,2947163,4834181,8,2,1.599999680000064,2000000.0,5,0,0
218,877100,4159232,24,1,0.012006002995494746,1000000.0,1999,0,0
219,4753457,3922567,27,118,0.23275861868311534,118000000.0,116,0,0
220,466302,420757,25,47,0.04612546116951022,47000000.0,542,0,0
221,2277589,4717616,48,7,0.19917012365489573,7000000.0,241,0,0
222,440093,3353466,99,7,2.302325527852895,6.9999930000070005,43,1,0
223,2664795,4420475,17,2,0.29310344322235443,2000000.0,58,0,0
224,287108,1479593,2,138,0.03636363570247935,138000000.0,55,0,0
225,3288243,3113932,23,61,0.04339622633321467,1.4878048417608576,530,41,0
226,3284336,4814135,67,1,1.0634920466112374,1000000.0,63,0,0
227,4626132,2675276,31,16,0.7948717744904674,16000000.0,39,0,0
228,3818809,2866126,242,33,0.26218851542558125,33000000.0,923,0,0
229,3658913,1230845,3,26,0.14285713605442207,26000000.0,21,0,0
230,4597182,4355412,76,52,0.17272727233471075,52000000.0,440,0,0
231,1977385,49037,212,1,0.21946169749538127,1000000.0,966,0,0
232,213917,2717491,4,12,0.5714284897959301,12000000.0,7,0,0
233,834066,3874174,9,2,0.1406249978027344,2000000.0,64,0,0
234,4764472,3494888,13,39,0.3939393820018369,39000000.0,33,0,0
235,246307,2408015,20,36,0.14084506943066852,36000000.0,142,0,0
236,654860,144710,208,29,0.0039135261245947526,0.31868131517932624,53149,91,0
237,3335540,3863858,105,76,0.05986316986324791,76000000.0,1754,0,0
238,1105233,3136926,4,292,0.035087718990458615,292000000.0,114,0,0
239,4515216,528340,1,136,0.16666663888889352,0.08168168163262361,6,1665,0
240,1133567,4736009,2,81,0.057142855510204135,81000000.0,35,0,0
241,2157727,2661137,931,1,0.03206143673696324,1000000.0,29038,0,0
242,3686117,4781379,21,29,0.15909090788567495,29000000.0,132,0,0
243,184085,3431400,92,21,0.07082371049205256,21000000.0,1299,0,0
244,2736867,987119,1,4,0.027027026296566857,4000000.0,37,0,0
245,1026468,4348238,5,89,0.27777776234567986,89000000.0,18,0,0
246,3824251,1799854,28,83,0.4444444373897709,83000000.0,63,0,0
247,3666587,4452360,3,47,0.06521738988657848,47000000.0,46,0,0
248,77641,4326329,15,688,0.13043478147448018,688000000.0,115,0,0
249,4607502,2745910,2,96,0.9999995000002501,96000000.0,2,0,0
250,2965375,2872865,248,39,0.035448827896591074,39000000.0,6996,0,0
251,1133567,785893,103,81,0.09027169141956906,81000000.0,1141,0,0
252,2064734,1981615,194,179,10.21052577839338,179000000.0,19,0,0
253,3827835,1943690,21,99,0.2624999967187501,99000000.0,80,0,0
254,654860,1655116,44,29,0.07457627106004022,0.31868131517932624,590,91,0
255,352759,2019222,2,4,0.9999995000002501,4000000.0,2,0,0
256,3538910,2671870,4,2,0.03571428539540817,2000000.0,112,0,0
257,2238637,1479088,4,54,0.03478260839319471,1.4594594200146105,115,37,0
258,3779460,2912801,4,330,0.12903225390218534,1.3414634091810431,31,246,0
259,648703,3561479,67,45,0.22945205400872584,45000000.0,292,0,0
260,3377747,1167211,115,87,4.599999816000008,87000000.0,25,0,0
261,243176,194816,7,13,0.11475409647944106,13000000.0,61,0,0
262,762869,4459514,4,5,0.0202020200999898,5000000.0,198,0,0
263,2653845,4347727,296,33,5.3818180839669445,33000000.0,55,0,0
264,248970,2452484,3,6,0.11111110699588493,6000000.0,27,0,0
265,460554,2027803,74,31,0.08034744833838496,31000000.0,921,0,0
266,3703326,3207225,162,52,0.07486136780274429,52000000.0,2164,0,0
267,4094697,1576591,562,234,0.033965913209599546,0.1719324025187859,16546,1361,0
268,2976923,4174076,25,1,0.05296610158269894,1000000.0,472,0,0
269,2633571,1730546,29,649,0.2543859626808249,1.2222222199204855,114,531,0
270,2431466,1841790,4,49,0.016194331918241572,0.023233760064848855,247,2109,0
271,1014927,3689215,31,25,0.10402684528850052,25000000.0,298,0,0
272,1370056,1630993,3,2,0.096774190426639,2000000.0,31,0,0
273,2151517,754986,48,135,0.2253521116180652,135000000.0,213,0,0
274,1764317,3380008,9,53,0.05660377322890709,53000000.0,159,0,0
275,3561262,604305,1,176,0.09090908264462884,176000000.0,11,0,0
276,1348594,2175599,67,48,0.25572518986364434,48000000.0,262,0,0
277,3162385,3711007,64,104,0.08010012505619507,104000000.0,799,0,0
278,3144985,4720585,268,167,0.2922573606409407,167000000.0,917,0,0
279,3927655,2853045,104,2,0.5073170706960143,2000000.0,205,0,0
280,2785207,4338398,47,77,0.5874999926562501,77000000.0,80,0,0
281,2588244,2651013,326,35,0.004876954147582064,35000000.0,66845,0,0
282,1678405,1632644,28,120,0.1228070170052324,0.3389830498898784,228,354,0
283,4597182,1602676,17,52,0.06071428549744898,52000000.0,280,0,0
284,1164072,3248527,161,5,0.08214285710094751,5000000.0,1960,0,0
285,2243983,2472584,1141,58,5.33177567601974,58000000.0,214,0,0
286,775014,1064556,2,212,0.09523809070294806,212000000.0,21,0,0
287,4027183,4855215,30,14,0.3333333296296297,14000000.0,90,0,0
288,3273144,739365,8,1253,0.07619047546485262,2.324675320362384,105,539,0
289,352855,2347696,101,83,0.3992094845881048,83000000.0,253,0,0
290,2710045,2712752,180,18,0.11015911865963332,18000000.0,1634,0,0
291,1735123,4825117,155,22,0.05254237286354496,22000000.0,2950,0,0
292,316192,908046,248,70,0.4283246970149833,0.0904392763689415,579,774,0
293,4612494,3325878,46,168,0.3965517207193817,0.5217391288144747,116,322,0
294,744460,3600628,32,42,0.13278008243659714,42000000.0,241,0,0
295,542316,987119,1,72,0.027027026296566857,72000000.0,37,0,0
296,726135,285390,69,60,0.057499999952083325,60000000.0,1200,0,0
297,336189,575651,65,65,1.2999999740000006,65000000.0,50,0,0
298,2015738,811898,6,151,0.18181817630854014,151000000.0,33,0,0
299,4370950,4121724,6,34,0.05357142809311225,34000000.0,112,0,0
300,1205898,3763328,126,68,0.015343399900713175,68000000.0,8212,0,0
301,1348594,4026923,13,48,0.18309858897044246,48000000.0,71,0,0
302,4486106,1548013,96,1,0.7933884231951371,1000000.0,121,0,0
303,4853330,1119602,93,55,0.08208296550566374,55000000.0,1133,0,0
304,2033602,3027281,66,385,0.4748201404689199,385000000.0,139,0,0
305,1072872,2921853,56,41,0.9032257918834549,41000000.0,62,0,0
306,2537385,3238785,4,2,0.0392156858900423,2000000.0,102,0,0
307,3737538,2511862,55,1,0.13317191251047966,1000000.0,413,0,0
308,2221607,273892,118,381,0.2010221461652093,381000000.0,587,0,0
309,4395510,505918,42,33,0.05468749992879232,0.21999999853333332,768,150,0
310,3344354,2421138,61,434,0.6559139714417853,433.999566000434,93,1,0
311,3104940,4137763,9,1051,0.0899999991,0.02467657486265463,100,42591,0
312,3296285,1223102,37,239,0.11821086224213782,4.0508473889686885,313,59,0
313,2948384,2598830,10,23,0.13888888695987658,23000000.0,72,0,0
314,1995073,2541283,71,54,0.08616504843912008,54000000.0,824,0,0
315,4581556,1119602,93,103,0.08208296550566374,4.119999835200006,1133,25,0
316,3263590,3893485,7,2,0.19444443904321004,2000000.0,36,0,0
317,1921136,1427709,97,1,0.11714975831262105,1000000.0,828,0,0
318,1030864,662368,78,43,0.2407407399977137,43000000.0,324,0,0
319,237461,1530855,41,49,0.34745762417408793,49000000.0,118,0,0
320,435747,1986630,49,110,0.06234096684180539,110000000.0,786,0,0
321,1540392,3345046,415,89,0.04087059286577993,89000000.0,10154,0,0
322,4161676,475232,20,3,0.35087718682671604,3000000.0,57,0,0
323,4276097,3401659,64,46,0.05432937177051835,46000000.0,1178,0,0
324,1130429,3925727,15,84,0.03597122293532081,0.09870740293923924,417,851,0
325,2486979,1092129,185,91,0.08584686770958383,0.12603878098886595,2155,722,0
326,76607,2730650,6,11,0.9999998333333612,11000000.0,6,0,0
327,4331707,1429554,2,758,0.1818181652892577,3.3991031237708382,11,223,0
328,792812,3293844,5,32,0.1470588192041524,32000000.0,34,0,0
329,2157328,4013082,90,11,0.28481012568098063,11000000.0,316,0,0
330,3121740,811898,6,118,0.18181817630854014,118000000.0,33,0,0
331,2675321,4809745,38,60,1.1874999628906262,60000000.0,32,0,0
332,4571277,273715,18,79,0.2399999968000001,79000000.0,75,0,0
333,3781492,1729215,755,156,2.267267260458657,156000000.0,333,0,0
334,458466,3794842,26,5,0.4999999903846156,5000000.0,52,0,0
335,1105233,453052,5,292,0.1219512165377752,292000000.0,41,0,0
336,679574,2038215,45,151,0.3146853124847181,0.8251366075129147,143,183,0
337,2815618,4640383,567,155,0.039238754322544034,155000000.0,14450,0,0
338,1253026,4170044,2,549,0.14285713265306196,0.2594517957185956,14,2116,0
339,420656,1896939,266,1,0.3633879776456448,1000000.0,732,0,0
340,273127,18331,16,33,0.23188405461037606,33000000.0,69,0,0
341,3403903,3308965,12,1,0.09836065493147003,1000000.0,122,0,0
342,367410,4117461,52,120,0.10196078411380237,120000000.0,510,0,0
343,3472626,1817278,66,132,0.7951807133110758,132000000.0,83,0,0
344,138960,3705151,2,22,0.07692307396449716,22000000.0,26,0,0
345,3527826,1299905,25,19,0.3424657487333459,19000000.0,73,0,0
346,4234840,1419142,92,13,30.666656444447852,13000000.0,3,0,0
347,213917,4487749,147,12,0.6176470562283737,12000000.0,238,0,0
348,614747,2758155,109,97,0.1703124997338867,97000000.0,640,0,0
349,1130429,127950,593,84,0.08460550719295112,0.09870740293923924,7009,851,0
350,4758377,35548,26,24,0.4999999903846156,24000000.0,52,0,0
351,4597102,2032980,24,5,0.18749999853515625,5000000.0,128,0,0
352,801878,3337108,15,49,0.06756756726320916,49000000.0,222,0,0
353,4579088,712547,129,72,14.333331740740919,0.14968814937694772,9,481,0
354,3863742,2519581,18,24,0.03773584897749298,24000000.0,477,0,0
355,837222,625451,346,45,0.051626380177316265,45000000.0,6702,0,0
356,476407,3305322,19,4,0.19999999789473688,4000000.0,95,0,0
357,1552625,949172,1,63,0.16666663888889352,63000000.0,6,0,0
358,3640458,2361218,172,6,0.3263757109556438,6000000.0,527,0,0
359,1274808,484479,85,25,0.047196002194782885,25000000.0,1801,0,0
360,1073098,153480,16,2,0.17021276414667272,2000000.0,94,0,0
361,2741764,4031191,18,268,0.14399999884800002,268000000.0,125,0,0
362,4304551,3371729,18,75,0.01832993888153774,75000000.0,982,0,0
363,837222,2434497,31,45,0.3874999951562501,45000000.0,80,0,0
364,4268303,4449837,455,2,0.04179680322967143,2000000.0,10886,0,0
365,252017,4857001,32,69,0.09169054414988384,0.5655737658559528,349,122,0
366,2759898,1181282,60,1,0.017543859643993024,1000000.0,3420,0,0
367,3823314,4219582,40,63,0.3053435091195152,0.4315068463595422,131,146,0
368,4395944,2810159,3,21,0.04411764641003461,21000000.0,68,0,0
369,1310839,3510459,2,9,0.399999920000016,9000000.0,5,0,0
370,4387818,2938250,51,23,0.31677018436788706,23000000.0,161,0,0
371,57883,2060035,180,85,2.6470587846020766,85000000.0,68,0,0
372,82320,2814017,3,24,0.5999998800000239,24000000.0,5,0,0
373,4204052,745210,29,1010,0.10431654638735056,0.010815209825662938,278,93387,0
374,2888042,2429371,5,1,0.49999995000000497,1000000.0,10,0,0
375,1142702,2259583,732,57,0.01232012118131246,57000000.0,59415,0,0
376,2747148,3052079,18,49,0.0703124997253418,49000000.0,256,0,0
377,610672,619552,58,5,0.30051813315793713,5000000.0,193,0,0
378,1465269,3531100,12,2,0.010204081623976121,2000000.0,1176,0,0
379,243176,3001815,28,13,0.04802744417147952,13000000.0,583,0,0
380,4727122,4497472,11,35,0.4399999824000007,35000000.0,25,0,0
381,254059,4315155,29,48,0.14572864248377568,48000000.0,199,0,0
382,2382117,3207642,3,48,0.036585365407495546,48000000.0,82,0,0
383,3723065,1268923,23,45,0.07986111083381559,45000000.0,288,0,0
384,1776000,4117461,52,188,0.10196078411380237,0.08888888884686105,510,2115,0
385,1582028,829732,15,60,0.21428571122448986,0.1075268815277296,70,558,0
386,873318,2967237,24,1,0.4363636284297521,1000000.0,55,0,0
387,2700195,3925727,15,13,0.03597122293532081,13000000.0,417,0,0
388,2194526,4820881,526,181,0.15557527354168138,181000000.0,3381,0,0
389,679375,733542,1,128,0.33333322222225925,128000000.0,3,0,0
390,2829288,1427709,97,211,0.11714975831262105,211000000.0,828,0,0
391,1092178,1381293,181,4,0.4425427862040519,4000000.0,409,0,0
392,20388,4109862,39,4841,0.5909090819559231,0.0063547446615992076,66,761793,1
