0,_sink,_source,in_degree_a,in_degree_b,in_out_degree_a,in_out_degree_b,out_degree_a,out_degree_b,z1_b_to_a
43,3824301,2570161,4841,1,0.0063547446615992076,1000000.0,16,0,0
44,1663756,2574465,4841,2,0.0063547446615992076,2000000.0,1,229,0
45,4324049,195757,4841,1,0.0063547446615992076,1000000.0,2838,0,0
46,624570,3501584,4841,2,0.0063547446615992076,2000000.0,213,0,0
47,3520804,2342205,4841,1,0.0063547446615992076,1000000.0,5,0,0
48,727427,2067826,4841,3,0.0063547446615992076,3000000.0,27570,0,0
49,2365654,4787138,4841,1,0.0063547446615992076,1000000.0,78,0,0
50,1536763,2907109,4841,1,0.0063547446615992076,1000000.0,184,0,0
51,2811074,2979388,4841,1,0.0063547446615992076,1000000.0,2592,0,0
52,3562714,2773866,4841,2,0.0063547446615992076,2000000.0,526,0,0
53,3446682,3467832,4841,9,0.0063547446615992076,9000000.0,190,0,0
54,3142365,209191,4841,2,0.0063547446615992076,2000000.0,3945,0,0
55,2157727,1630356,4841,1,0.0063547446615992076,1000000.0,229,0,0
56,853327,662368,4841,1,0.0063547446615992076,1000000.0,324,0,0
57,4278188,3151576,4841,2,0.0063547446615992076,2000000.0,864,0,0
58,4797151,2671870,4841,2,0.0063547446615992076,2000000.0,112,0,0
59,614747,3536080,4841,1,0.0063547446615992076,1000000.0,1446,0,0
60,1592987,2541283,4841,1,0.0063547446615992076,1000000.0,824,0,0
61,903626,3848381,4841,1,0.0063547446615992076,1000000.0,333,0,0
62,3593324,811898,4841,1,0.0063547446615992076,1000000.0,33,0,0
63,4016607,231650,4841,2,0.0063547446615992076,2000000.0,809,0,0
64,3362916,1305368,4841,1,0.0063547446615992076,1000000.0,470,0,0
65,2183299,3275981,4841,1,0.0063547446615992076,1000000.0,216,0,0
66,4710588,3863858,4841,1,0.0063547446615992076,1000000.0,1754,0,0
67,4543397,938826,4841,1,0.0063547446615992076,1000000.0,418,0,0
68,2629120,4705108,4841,3,0.0063547446615992076,3000000.0,509,0,0
69,2721940,617435,4841,4,0.0063547446615992076,4000000.0,178,646,0
70,1202849,2022904,4841,1,0.0063547446615992076,1000000.0,97,0,0
71,3735230,4797294,4841,5,0.0063547446615992076,5000000.0,2000,0,0
72,2549546,2450052,4841,1,0.0063547446615992076,1000000.0,88,0,0
73,497993,24523,4841,1,0.0063547446615992076,1000000.0,12443,0,0
74,1043689,4576342,4841,1,0.0063547446615992076,1000000.0,287,0,0
75,2638090,1875903,4841,2,0.0063547446615992076,2000000.0,155,34124,0
76,1305103,930131,4841,3,0.0063547446615992076,3000000.0,91,407,0
77,2516690,3872353,4841,1,0.0063547446615992076,1000000.0,1562,8285,0
78,20388,217062,4841,1,0.0063547446615992076,1000000.0,293,761793,0
79,1120745,1628755,4841,1,0.0063547446615992076,1000000.0,24,0,0
80,2555403,4033899,4841,1,0.0063547446615992076,1000000.0,2509,0,0
81,4690043,4600810,4841,1,0.0063547446615992076,1000000.0,146,0,0
82,3901568,2852252,4841,1,0.0063547446615992076,1000000.0,1812,0,0
83,963520,4128817,4841,1,0.0063547446615992076,1000000.0,1880,0,0
84,3538910,4603833,4841,1,0.0063547446615992076,1000000.0,265,0,0
85,694605,2665129,4841,1,0.0063547446615992076,1000000.0,104,0,0
86,2034494,2506289,4841,2,0.0063547446615992076,2000000.0,225,0,0
87,4027183,3755683,4841,3,0.0063547446615992076,3000000.0,29,0,0
88,1477566,281045,4841,308,0.0063547446615992076,308000000.0,52,194,0
89,4345638,525339,4841,1,0.0063547446615992076,1000000.0,74,152,0
90,3571822,2872550,4841,1,0.0063547446615992076,1000000.0,441,0,0
91,1317062,3996001,4841,1,0.0063547446615992076,1000000.0,269,0,0
92,2942968,1630993,4841,1,0.0063547446615992076,1000000.0,31,0,0
93,273127,3519436,4841,1,0.0063547446615992076,1000000.0,133,0,0
94,4516657,1072548,4841,3,0.0063547446615992076,3000000.0,92,141,0
95,21536,3385377,4841,1,0.0063547446615992076,1000000.0,279,0,0
96,4155714,1698628,4841,1,0.0063547446615992076,1000000.0,13,0,0
97,3521843,3421725,4841,1,0.0063547446615992076,1000000.0,374,14443,0
98,138960,2930692,4841,1,0.0063547446615992076,1000000.0,82,0,0
99,228193,3738701,4841,1,0.0063547446615992076,1000000.0,391,0,0
100,1781627,1729154,4841,68,0.0063547446615992076,68000000.0,172,0,0
101,3856235,3763685,4841,1,0.0063547446615992076,1000000.0,57,0,0
102,1303746,2141424,4841,1,0.0063547446615992076,1000000.0,29,0,0
103,3181505,4842336,4841,3,0.0063547446615992076,3000000.0,244,0,0
104,1471608,258948,4841,1,0.0063547446615992076,1000000.0,185,0,0
105,98932,721572,4841,3,0.0063547446615992076,3000000.0,312,0,0
106,492035,1943690,4841,1,0.0063547446615992076,1000000.0,80,1365,0
107,3762682,3345713,4841,1,0.0063547446615992076,1000000.0,8,0,0
108,3377440,2924614,4841,1,0.0063547446615992076,1000000.0,74,3168,0
109,1051087,4112224,4841,1,0.0063547446615992076,1000000.0,1989,0,0
110,2609871,4110767,4841,1,0.0063547446615992076,1000000.0,128,0,0
111,307495,3922567,4841,1,0.0063547446615992076,1000000.0,116,0,0
112,3683147,558917,4841,1,0.0063547446615992076,1000000.0,4077,0,0
113,1677837,678764,4841,1,0.0063547446615992076,1000000.0,95,0,0
114,2308522,4064525,4841,1,0.0063547446615992076,1000000.0,95,169,0
115,2510362,2628408,4841,2,0.0063547446615992076,2000000.0,309,369,0
116,483355,4088436,4841,2,0.0063547446615992076,2000000.0,75,0,0
117,2123719,4294640,4841,1,0.0063547446615992076,1000000.0,861,76,0
118,1809556,1062857,4841,2,0.0063547446615992076,2000000.0,134,0,0
119,3077116,3287551,4841,1,0.0063547446615992076,1000000.0,100,0,0
120,2416082,2921487,4841,1,0.0063547446615992076,1000000.0,223,0,0
121,4727122,2206017,4841,1,0.0063547446615992076,1000000.0,76,0,0
122,4424787,1601895,4841,1,0.0063547446615992076,1000000.0,45883,0,0
123,4347620,4538043,4841,2,0.0063547446615992076,2000000.0,68,55,0
124,1709398,2494024,4841,3,0.0063547446615992076,3000000.0,7,34,0
125,648703,2380958,4841,3,0.0063547446615992076,3000000.0,41,0,0
126,871332,3786904,4841,1,0.0063547446615992076,1000000.0,66,0,0
127,852814,2705657,4841,1,0.0063547446615992076,1000000.0,629,0,0
128,2832683,2867762,4841,1,0.0063547446615992076,1000000.0,27,0,0
129,2585300,4814135,4841,1,0.0063547446615992076,1000000.0,63,0,0
130,297642,1488632,4841,1,0.0063547446615992076,1000000.0,1955,0,0
131,2955720,1789514,4841,2,0.0063547446615992076,2000000.0,41,0,0
132,3636323,309474,4841,2,0.0063547446615992076,2000000.0,91,0,0
133,879781,4115547,4841,1,0.0063547446615992076,1000000.0,464,0,0
134,77677,4771179,4841,2,0.0063547446615992076,2000000.0,363,0,0
135,2681572,1541973,4841,3,0.0063547446615992076,3000000.0,1394,0,0
136,517853,660741,4841,1,0.0063547446615992076,1000000.0,34,0,0
137,1765722,4483428,4841,1,0.0063547446615992076,1000000.0,125,0,0
138,2947163,2190643,4841,1,0.0063547446615992076,1000000.0,172,0,0
139,3743967,2519581,4841,2,0.0063547446615992076,2000000.0,477,0,0
140,710142,4202801,4841,2,0.0063547446615992076,2000000.0,108,0,0
141,1598643,3417866,4841,1,0.0063547446615992076,1000000.0,9,0,0
142,943197,697388,4841,61,0.0063547446615992076,61000000.0,1943,0,0
143,1397388,3899173,4841,1,0.0063547446615992076,1000000.0,5,0,0
144,3974467,3150672,4841,1,0.0063547446615992076,1000000.0,49,0,0
145,3538291,4449837,4841,1,0.0063547446615992076,1000000.0,10886,0,0
146,3549289,35548,4841,2,0.0063547446615992076,2000000.0,52,0,0
147,2136581,2707088,4841,2,0.0063547446615992076,2000000.0,244,0,0
148,3610552,1586232,4841,1,0.0063547446615992076,1000000.0,69,10476,0
149,1901143,1735883,4841,1,0.0063547446615992076,1000000.0,2769,0,0
150,1495600,2968005,4841,1,0.0063547446615992076,1000000.0,373,0,0
151,3664409,2873622,4841,1,0.0063547446615992076,1000000.0,23,0,0
152,3188162,3691603,4841,2,0.0063547446615992076,2000000.0,460,0,0
153,365416,1655116,4841,1,0.0063547446615992076,1000000.0,590,0,0
154,4219994,2312268,4841,2,0.0063547446615992076,2000000.0,28,57,0
155,204712,2349671,4841,1,0.0063547446615992076,1000000.0,45,0,0
156,792812,1026366,4841,1,0.0063547446615992076,1000000.0,2745,0,0
157,2307183,3417564,4841,1,0.0063547446615992076,1000000.0,269,0,0
158,1281414,3687290,4841,1,0.0063547446615992076,1000000.0,1084,0,0
159,600051,3327760,4841,2,0.0063547446615992076,2000000.0,2,0,0
160,4474903,1299905,4841,2,0.0063547446615992076,2000000.0,73,0,0
161,783583,3881924,4841,1,0.0063547446615992076,1000000.0,171,0,0
162,2294803,111970,4841,1,0.0063547446615992076,1000000.0,468,277,0
163,433745,3736271,4841,2,0.0063547446615992076,2000000.0,111,0,0
164,2703992,2807537,4841,1,0.0063547446615992076,1000000.0,105,0,0
165,1653156,934509,4841,3,0.0063547446615992076,3000000.0,10933,0,0
166,4764472,4662733,4841,1,0.0063547446615992076,1000000.0,66,0,0
167,237461,1486892,4841,1,0.0063547446615992076,1000000.0,81,0,0
168,4750153,3026000,4841,1,0.0063547446615992076,1000000.0,34,0,0
169,4683579,2436861,4841,1,0.0063547446615992076,1000000.0,216,0,0
170,494551,2295601,4841,1,0.0063547446615992076,1000000.0,1,0,0
171,4066830,2333576,4841,1,0.0063547446615992076,1000000.0,249,0,0
172,3262474,1599720,4841,1,0.0063547446615992076,1000000.0,427,0,0
173,64799,600846,4841,14,0.0063547446615992076,14000000.0,53,0,0
174,2023333,1285894,4841,1,0.0063547446615992076,1000000.0,317,0,0
175,971074,1590882,4841,1,0.0063547446615992076,1000000.0,64,385,0
176,908061,357381,4841,3,0.0063547446615992076,3000000.0,68,0,0
177,743875,2345122,4841,12,0.0063547446615992076,12000000.0,1122,0,0
178,4273253,1164538,4841,1,0.0063547446615992076,1000000.0,1151,0,0
179,1789251,4624816,4841,1,0.0063547446615992076,1000000.0,192,0,0
180,3779626,470204,4841,7,0.0063547446615992076,7000000.0,237,0,0
181,1367613,2266717,4841,1,0.0063547446615992076,1000000.0,6,0,0
182,928903,2826267,4841,1,0.0063547446615992076,1000000.0,2138,0,0
183,1725270,275804,4841,1,0.0063547446615992076,1000000.0,71,0,0
184,4675165,3980329,4841,2,0.0063547446615992076,2000000.0,9,23,0
185,1437899,41540,4841,1,0.0063547446615992076,1000000.0,136,159,0
186,2882556,1810899,4841,1,0.0063547446615992076,1000000.0,44,1533,0
187,2027917,1230845,4841,1,0.0063547446615992076,1000000.0,21,0,0
188,3567788,2472742,4841,1,0.0063547446615992076,1000000.0,21,0,0
189,5480,4174076,4841,1,0.0063547446615992076,1000000.0,472,0,0
190,543061,4819127,4841,1,0.0063547446615992076,1000000.0,100,0,0
191,1757836,1512639,4841,1,0.0063547446615992076,1000000.0,646,94,0
192,207942,594370,4841,1,0.0063547446615992076,1000000.0,59,0,0
193,4645447,4066375,4841,2,0.0063547446615992076,2000000.0,356,0,0
194,639157,1326339,4841,2,0.0063547446615992076,2000000.0,2699,0,0
195,3308151,1429554,4841,1,0.0063547446615992076,1000000.0,11,0,0
196,3723250,2622002,4841,3,0.0063547446615992076,3000000.0,20,0,0
197,524043,3341679,4841,1,0.0063547446615992076,1000000.0,1510,0,0
198,4039025,2241048,4841,1,0.0063547446615992076,1000000.0,238,0,0
199,1545613,2529024,4841,1,0.0063547446615992076,1000000.0,18,0,0
200,2596251,644069,4841,1,0.0063547446615992076,1000000.0,217,0,0
201,1054633,1813318,4841,1,0.0063547446615992076,1000000.0,30,18,0
202,37400,3655158,4841,2,0.0063547446615992076,2000000.0,6965,0,0
203,362485,3418483,4841,3,0.0063547446615992076,3000000.0,82,0,0
204,4594685,408243,4841,6,0.0063547446615992076,6000000.0,458,0,0
205,3781492,2105491,4841,2,0.0063547446615992076,2000000.0,110,0,0
206,4658228,738704,4841,1,0.0063547446615992076,1000000.0,68,0,0
207,1266511,2535426,4841,5,0.0063547446615992076,5000000.0,3792,0,0
208,2569650,3014450,4841,3,0.0063547446615992076,3000000.0,742,0,0
209,3237136,2635308,4841,1,0.0063547446615992076,1000000.0,228,0,0
210,3229933,2749135,4841,2,0.0063547446615992076,2000000.0,49,279,0
211,4463463,1147295,4841,1,0.0063547446615992076,1000000.0,26,0,0
212,3009965,495613,4841,3,0.0063547446615992076,3000000.0,609,0,0
213,291125,1376558,4841,1,0.0063547446615992076,1000000.0,93,0,0
214,4634127,2021517,4841,1,0.0063547446615992076,1000000.0,654,0,0
215,520390,4519174,4841,8,0.0063547446615992076,8000000.0,83,0,0
216,4360758,604125,4841,3,0.0063547446615992076,3000000.0,49,0,0
217,3963629,3828465,4841,1,0.0063547446615992076,1000000.0,73,0,0
218,4578655,2957639,4841,1,0.0063547446615992076,1000000.0,429,2608,0
219,1755579,4325972,4841,1,0.0063547446615992076,1000000.0,32,0,0
220,3674322,1039233,4841,5,0.0063547446615992076,5000000.0,273,0,0
221,4840530,1901862,4841,2,0.0063547446615992076,2000000.0,335,0,0
222,1321954,2408015,4841,1,0.0063547446615992076,1000000.0,142,0,0
223,52592,4781379,4841,1,0.0063547446615992076,1000000.0,132,0,0
224,4572486,4583761,4841,3,0.0063547446615992076,3000000.0,133,5045,0
225,4751012,1476555,4841,1,0.0063547446615992076,1000000.0,28,39,0
226,4208957,1636856,4841,2,0.0063547446615992076,2000000.0,10,8391,0
227,4162950,2038215,4841,1,0.0063547446615992076,1000000.0,143,129,0
228,2118739,4216378,4841,1,0.0063547446615992076,1000000.0,137,177,0
229,3640654,1136996,4841,1,0.0063547446615992076,1000000.0,202,0,0
230,3164163,4178366,4841,1,0.0063547446615992076,1000000.0,94,0,0
231,3346537,986629,4841,1,0.0063547446615992076,1000000.0,875,0,0
232,663713,2303520,4841,2,0.0063547446615992076,2000000.0,8,76,0
233,738568,4708115,4841,1,0.0063547446615992076,1000000.0,31,0,0
234,1960538,3769409,4841,1,0.0063547446615992076,1000000.0,365,937,0
235,3392930,2844371,4841,3,0.0063547446615992076,3000000.0,188,0,0
236,3768226,1320291,4841,1,0.0063547446615992076,1000000.0,386,0,0
237,3254390,1817011,4841,1,0.0063547446615992076,1000000.0,465,0,0
238,1186643,3337956,4841,4,0.0063547446615992076,4000000.0,223,110,0
239,2341215,414390,4841,1,0.0063547446615992076,1000000.0,88,0,0
240,4799044,1185153,4841,1,0.0063547446615992076,1000000.0,290,0,0
241,4255166,4182445,4841,1,0.0063547446615992076,1000000.0,26,0,0
242,4034214,1429988,4841,2,0.0063547446615992076,2000000.0,731,0,0
243,4743804,784476,4841,19,0.0063547446615992076,19000000.0,264,2911,0
244,2167167,1567741,4841,1,0.0063547446615992076,1000000.0,25,4229,0
245,3858906,378193,4841,2,0.0063547446615992076,2000000.0,42,0,0
246,852669,3193737,4841,1,0.0063547446615992076,1000000.0,68,0,0
247,1096330,222154,4841,1,0.0063547446615992076,1000000.0,169,4244,0
248,4092142,837136,4841,2,0.0063547446615992076,2000000.0,38,0,0
249,1421121,3001803,4841,1,0.0063547446615992076,1000000.0,163,0,0
250,970834,4497472,4841,6,0.0063547446615992076,6000000.0,25,0,0
251,876913,78652,4841,1,0.0063547446615992076,1000000.0,3324,0,0
252,2913793,1740390,4841,1,0.0063547446615992076,1000000.0,58,0,0
253,2576561,4608977,4841,3,0.0063547446615992076,3000000.0,81,0,0
254,3373346,2146076,4841,2,0.0063547446615992076,2000000.0,265,0,0
255,3448830,4043972,4841,3,0.0063547446615992076,3000000.0,2725,0,0
256,3418202,2066994,4841,2,0.0063547446615992076,2000000.0,27,26,0
257,3695276,559972,4841,1,0.0063547446615992076,1000000.0,569,0,0
258,214090,2427345,4841,3,0.0063547446615992076,3000000.0,104,0,0
259,4683806,1635607,4841,1,0.0063547446615992076,1000000.0,476,0,0
260,1900279,4435111,4841,1,0.0063547446615992076,1000000.0,62,0,0
261,1731912,541055,4841,107,0.0063547446615992076,107000000.0,2420,0,0
262,2194526,1745528,4841,1,0.0063547446615992076,1000000.0,313,0,0
263,762964,754926,4841,3,0.0063547446615992076,3000000.0,1379,0,0
264,3996594,2093716,4841,1,0.0063547446615992076,1000000.0,578,0,0
265,987793,4640383,4841,4,0.0063547446615992076,4000000.0,14450,0,0
266,420656,4298408,4841,1,0.0063547446615992076,1000000.0,1349,0,0
267,1747009,4725488,4841,1,0.0063547446615992076,1000000.0,18,66,0
268,2991814,2264477,4841,2,0.0063547446615992076,2000000.0,361,28046,0
269,4161763,4421319,4841,2,0.0063547446615992076,2000000.0,681,0,0
270,1159092,4007453,4841,20,0.0063547446615992076,20000000.0,84,0,0
271,3915235,2690596,4841,2,0.0063547446615992076,2000000.0,1473,0,0
272,2065513,3602451,4841,2,0.0063547446615992076,2000000.0,475,0,0
273,2747208,504324,4841,1,0.0063547446615992076,1000000.0,1378,0,0
274,1972008,30083,4841,2,0.0063547446615992076,2000000.0,86,0,0
275,2722816,1025903,4841,1,0.0063547446615992076,1000000.0,107,0,0
276,4292513,2607838,4841,2,0.0063547446615992076,2000000.0,147,3150,0
277,1928713,132853,4841,1,0.0063547446615992076,1000000.0,3267,0,0
278,1805282,1841790,4841,1,0.0063547446615992076,1000000.0,247,0,0
279,2039550,699145,4841,1,0.0063547446615992076,1000000.0,1885,0,0
280,2917594,1632938,4841,1,0.0063547446615992076,1000000.0,312,0,0
281,775607,740264,4841,56,0.0063547446615992076,56000000.0,161,0,0
282,3593013,2326042,4841,1,0.0063547446615992076,1000000.0,1019,0,0
283,4398241,2597890,4841,1,0.0063547446615992076,1000000.0,314,0,0
284,3709618,4347620,4841,1,0.0063547446615992076,1000000.0,55,0,0
285,3808878,2956481,4841,2,0.0063547446615992076,2000000.0,61232,0,0
286,2173151,2421138,4841,7,0.0063547446615992076,7000000.0,93,91,0
287,3941234,3325878,4841,2,0.0063547446615992076,2000000.0,116,0,0
288,3375372,3969780,4841,1,0.0063547446615992076,1000000.0,76,0,0
289,2264701,641527,4841,1,0.0063547446615992076,1000000.0,149,0,0
290,214372,3750870,4841,2,0.0063547446615992076,2000000.0,371,0,0
291,2292933,3136757,4841,1,0.0063547446615992076,1000000.0,113,0,0
292,4138613,194271,4841,2,0.0063547446615992076,2000000.0,26,0,0
293,2032867,4837795,4841,2,0.0063547446615992076,2000000.0,467,0,0
294,3889649,4532809,4841,75,0.0063547446615992076,75000000.0,57,0,0
295,2153519,2019222,4841,1,0.0063547446615992076,1000000.0,2,0,0
296,311498,1047207,4841,1,0.0063547446615992076,1000000.0,129,0,0
297,1729215,2970262,4841,3,0.0063547446615992076,3000000.0,3125,333,0
298,2747564,1221209,4841,3,0.0063547446615992076,3000000.0,2,0,0
299,1173364,268995,4841,1,0.0063547446615992076,1000000.0,113,0,0
300,1339329,4427946,4841,1,0.0063547446615992076,1000000.0,221,0,0
301,654860,1607490,4841,46,0.0063547446615992076,46000000.0,18,91,0
302,4581556,1460872,4841,1,0.0063547446615992076,1000000.0,13,25,0
303,4577899,2019845,4841,1,0.0063547446615992076,1000000.0,38,0,0
304,3164073,1704367,4841,1,0.0063547446615992076,1000000.0,245,0,0
305,3104940,2745910,4841,1,0.0063547446615992076,1000000.0,2,42591,0
306,3867352,2133929,4841,1,0.0063547446615992076,1000000.0,84,0,0
307,4799962,3871942,4841,5,0.0063547446615992076,5000000.0,480,0,0
308,588337,3257910,4841,2,0.0063547446615992076,2000000.0,23,2527,0
309,2762989,765302,4841,2,0.0063547446615992076,2000000.0,1205,0,0
310,4669648,3960835,4841,2,0.0063547446615992076,2000000.0,254,0,0
311,1529484,2629112,4841,5,0.0063547446615992076,5000000.0,197,0,0
312,421699,2073048,4841,3,0.0063547446615992076,3000000.0,71,0,0
313,2949748,4524669,4841,1,0.0063547446615992076,1000000.0,34,0,0
314,3080263,144060,4841,1,0.0063547446615992076,1000000.0,48,0,0
315,3328639,3764504,4841,1,0.0063547446615992076,1000000.0,89,0,0
316,4052222,433097,4841,7,0.0063547446615992076,7000000.0,126,0,0
317,2951260,1986630,4841,2,0.0063547446615992076,2000000.0,786,0,0
318,209191,2398278,4841,1,0.0063547446615992076,1000000.0,9,3945,0
319,1581879,1974705,4841,1,0.0063547446615992076,1000000.0,53,0,0
320,1164411,1443500,4841,1,0.0063547446615992076,1000000.0,781,732,0
321,3753484,3550092,4841,3,0.0063547446615992076,3000000.0,261,0,0
322,690742,3107199,4841,4,0.0063547446615992076,4000000.0,625,0,0
323,636552,2019781,4841,26,0.0063547446615992076,26000000.0,20,0,0
324,1281736,3478606,4841,10,0.0063547446615992076,10000000.0,1,0,0
325,1735123,919613,4841,1,0.0063547446615992076,1000000.0,368,0,0
326,4331707,1432948,4841,1,0.0063547446615992076,1000000.0,21,223,0
327,1065417,4782388,4841,8,0.0063547446615992076,8000000.0,26,94,0
328,409262,596337,4841,20,0.0063547446615992076,20000000.0,65,0,0
329,3002541,4106517,4841,1,0.0063547446615992076,1000000.0,7252,0,0
330,4673981,1065985,4841,9,0.0063547446615992076,9000000.0,77,0,0
331,890719,3757808,4841,1,0.0063547446615992076,1000000.0,31,0,0
332,2472812,4865292,4841,2,0.0063547446615992076,2000000.0,122,0,0
333,3209863,1817278,4841,4,0.0063547446615992076,4000000.0,83,0,0
334,1937230,2535495,4841,1,0.0063547446615992076,1000000.0,15,0,0
335,2845319,1524949,4841,1,0.0063547446615992076,1000000.0,3928,0,0
336,2224526,2699583,4841,2,0.0063547446615992076,2000000.0,72,0,0
337,1592667,3589315,4841,8,0.0063547446615992076,8000000.0,202,0,0
338,3370956,1501709,4841,1,0.0063547446615992076,1000000.0,23,0,0
339,3893892,2135899,4841,1,0.0063547446615992076,1000000.0,3126,0,0
340,1519730,3380008,4841,1,0.0063547446615992076,1000000.0,159,0,0
341,4618432,3120092,4841,1,0.0063547446615992076,1000000.0,158,0,0
342,784341,1322906,4841,1,0.0063547446615992076,1000000.0,52,0,0
343,834066,155804,4841,3,0.0063547446615992076,3000000.0,57,0,0
344,3302825,56567,4841,2,0.0063547446615992076,2000000.0,1480,0,0
345,112551,432620,4841,1,0.0063547446615992076,1000000.0,432,0,0
346,165055,1239755,4841,1,0.0063547446615992076,1000000.0,18,902,0
347,2658417,2314931,4841,2,0.0063547446615992076,2000000.0,14768,0,0
348,857634,3043233,4841,1,0.0063547446615992076,1000000.0,52,0,0
349,719172,4444751,4841,2,0.0063547446615992076,2000000.0,127,0,0
350,3401173,3144674,4841,3,0.0063547446615992076,3000000.0,119,175,0
351,4245138,2681125,4841,2,0.0063547446615992076,2000000.0,340,0,0
352,3494128,4355412,4841,1,0.0063547446615992076,1000000.0,440,0,0
353,1582028,4114591,4841,1,0.0063547446615992076,1000000.0,54,558,0
354,924833,4099850,4841,1,0.0063547446615992076,1000000.0,236,0,0
355,2808644,103916,4841,1,0.0063547446615992076,1000000.0,100,222,0
356,3222831,520324,4841,2,0.0063547446615992076,2000000.0,2369,0,0
357,280322,3443992,4841,1,0.0063547446615992076,1000000.0,104,0,0
358,4864558,2008046,4841,1,0.0063547446615992076,1000000.0,649,0,0
359,463338,1981993,4841,1,0.0063547446615992076,1000000.0,1118,0,0
360,819288,3004094,4841,2,0.0063547446615992076,2000000.0,86,0,0
361,2374812,4467857,4841,1,0.0063547446615992076,1000000.0,564,0,0
362,3610611,1143671,4841,1,0.0063547446615992076,1000000.0,191,0,0
363,140603,1114213,4841,9,0.0063547446615992076,9000000.0,2248,0,0
364,3108276,2283170,4841,1,0.0063547446615992076,1000000.0,135,0,0
365,1019859,3039452,4841,1,0.0063547446615992076,1000000.0,705,0,0
366,2396903,298011,4841,1,0.0063547446615992076,1000000.0,1521,880,0
367,3299008,3491637,4841,2,0.0063547446615992076,2000000.0,179,0,0
368,1914315,4345638,4841,95,0.0063547446615992076,95000000.0,152,0,0
369,370765,3193210,4841,1,0.0063547446615992076,1000000.0,50,0,0
370,4093834,279329,4841,3,0.0063547446615992076,3000000.0,78,0,0
371,977565,1091584,4841,3,0.0063547446615992076,3000000.0,1326,0,0
372,290077,4310710,4841,2,0.0063547446615992076,2000000.0,34,0,0
373,1818269,3725239,4841,1,0.0063547446615992076,1000000.0,864,124,0
374,3537761,1799182,4841,1,0.0063547446615992076,1000000.0,852,0,0
375,1672058,4366747,4841,1,0.0063547446615992076,1000000.0,496,0,0
376,1063377,2921853,4841,1,0.0063547446615992076,1000000.0,62,93,0
377,2558297,3210136,4841,1,0.0063547446615992076,1000000.0,110,0,0
