0,_sink,_source,in_degree_a,in_degree_b,in_out_degree_a,in_out_degree_b,out_degree_a,out_degree_b,z1_b_to_a
45,1360074,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
46,3128695,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
47,3851031,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
48,1711976,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
49,23956,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
50,3389578,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
51,1088742,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
52,4115374,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
53,3382171,20388,4841,9,0.0063547446615992076,9000000.0,761793,0,0
54,1166943,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
55,2943688,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
56,3273076,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
57,676659,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
58,4356881,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
59,2954010,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
60,2538254,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
61,3359696,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
62,3289082,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
63,3179756,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
64,3956990,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
65,1955532,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
66,4051252,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
67,3908740,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
68,2707984,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
69,1491328,20388,4841,4,0.0063547446615992076,4000000.0,761793,0,0
70,323352,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
71,884738,20388,4841,5,0.0063547446615992076,5000000.0,761793,0,0
72,1101880,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
73,1306131,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
74,3341250,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
75,3331381,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
76,3417355,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
77,4295295,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
78,3835090,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
79,822737,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
80,2388187,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
81,1767208,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
82,2771496,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
83,86910,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
84,2731871,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
85,468099,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
86,3909005,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
87,3756882,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
88,824730,20388,4841,308,0.0063547446615992076,308000000.0,761793,0,0
89,3057969,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
90,868392,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
91,616772,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
92,1458181,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
93,410232,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
94,919576,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
95,3996526,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
96,421394,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
97,275326,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
98,3893029,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
99,1163916,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
100,4364665,20388,4841,68,0.0063547446615992076,68000000.0,761793,0,0
101,542663,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
102,3935187,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
103,2210851,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
104,2721719,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
105,2784391,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
106,1559789,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
107,997017,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
108,2054625,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
109,1053014,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
110,1349937,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
111,60279,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
112,3593515,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
113,1243565,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
114,4372688,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
115,2161761,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
116,2147475,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
117,1897952,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
118,487327,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
119,2942906,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
120,981795,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
121,3767106,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
122,4186919,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
123,2847036,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
124,341032,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
125,4643167,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
126,1802593,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
127,3780712,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
128,1150057,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
129,2029029,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
130,2449819,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
131,760018,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
132,3525593,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
133,1931230,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
134,4517428,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
135,2004177,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
136,2371352,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
137,2424232,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
138,1413696,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
139,370128,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
140,689121,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
141,1629223,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
142,4253784,20388,4841,61,0.0063547446615992076,61000000.0,761793,0,0
143,287554,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
144,3278320,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
145,2190955,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
146,1210441,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
147,4011825,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
148,598936,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
149,4240480,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
150,4613792,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
151,1885427,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
152,3720409,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
153,998836,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
154,323459,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
155,1148669,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
156,1854112,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
157,3648850,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
158,4261977,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
159,627802,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
160,1063235,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
161,1369608,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
162,261014,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
163,2472651,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
164,1341153,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
165,2910807,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
166,2131756,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
167,3543685,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
168,4030505,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
169,2659387,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
170,4526030,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
171,1466888,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
172,4508700,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
173,4092735,20388,4841,14,0.0063547446615992076,14000000.0,761793,0,0
174,4709508,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
175,2968053,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
176,991578,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
177,3422510,20388,4841,12,0.0063547446615992076,12000000.0,761793,0,0
178,3441113,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
179,939717,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
180,244164,20388,4841,7,0.0063547446615992076,7000000.0,761793,0,0
181,3783127,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
182,4735057,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
183,323353,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
184,4112604,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
185,4845176,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
186,3527808,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
187,1886135,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
188,3074605,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
189,3876734,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
190,3101745,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
191,307931,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
192,556821,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
193,2382659,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
194,2900136,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
195,2426208,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
196,4036360,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
197,4230119,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
198,880043,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
199,28744,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
200,4354709,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
201,4311566,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
202,2910081,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
203,3770751,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
204,229729,20388,4841,6,0.0063547446615992076,6000000.0,761793,0,0
205,3352938,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
206,359495,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
207,4689112,20388,4841,5,0.0063547446615992076,5000000.0,761793,0,0
208,744581,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
209,524680,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
210,3917082,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
211,4809348,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
212,3291635,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
213,763356,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
214,573160,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
215,1760189,20388,4841,8,0.0063547446615992076,8000000.0,761793,0,0
216,2712171,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
217,940365,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
218,1981060,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
219,3166229,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
220,3622209,20388,4841,5,0.0063547446615992076,5000000.0,761793,0,0
221,1970792,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
222,3745810,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
223,1363081,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
224,1248844,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
225,215127,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
226,1657629,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
227,2668061,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
228,1820922,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
229,4255951,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
230,591768,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
231,4661368,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
232,3164204,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
233,1955265,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
234,997648,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
235,4605797,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
236,3670155,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
237,800478,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
238,2915519,20388,4841,4,0.0063547446615992076,4000000.0,761793,0,0
239,2782550,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
240,2542611,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
241,4340328,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
242,239964,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
243,3979157,20388,4841,19,0.0063547446615992076,19000000.0,761793,0,0
244,843561,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
245,62172,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
246,2156958,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
247,82336,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
248,1453046,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
249,2461980,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
250,3789590,20388,4841,6,0.0063547446615992076,6000000.0,761793,0,0
251,657974,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
252,1962257,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
253,2376119,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
254,58233,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
255,4443585,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
256,4232281,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
257,101573,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
258,4218035,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
259,2135903,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
260,169995,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
261,1557565,20388,4841,107,0.0063547446615992076,107000000.0,761793,0,0
262,1916851,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
263,3868938,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
264,3959656,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
265,4788648,20388,4841,4,0.0063547446615992076,4000000.0,761793,0,0
266,4001765,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
267,2625408,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
268,724884,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
269,4227797,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
270,4329441,20388,4841,20,0.0063547446615992076,20000000.0,761793,0,0
271,606044,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
272,136577,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
273,2000027,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
274,2824530,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
275,689508,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
276,1814939,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
277,3141451,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
278,2110871,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
279,3543877,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
280,4109235,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
281,3405473,20388,4841,56,0.0063547446615992076,56000000.0,761793,0,0
282,4453,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
283,240968,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
284,1204992,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
285,2372207,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
286,4276423,20388,4841,7,0.0063547446615992076,7000000.0,761793,0,0
287,3857824,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
288,2609126,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
289,4075762,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
290,1129664,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
291,1890797,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
292,1681661,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
293,3766842,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
294,3848946,20388,4841,75,0.0063547446615992076,75000000.0,761793,0,0
295,2393831,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
296,4520000,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
297,2306635,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
298,3745139,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
299,4648260,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
300,3290767,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
301,699984,20388,4841,46,0.0063547446615992076,46000000.0,761793,0,0
302,3516979,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
303,3337351,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
304,1495089,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
305,3092238,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
306,4364543,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
307,3622286,20388,4841,5,0.0063547446615992076,5000000.0,761793,0,0
308,1911672,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
309,4746984,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
310,3867332,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
311,327759,20388,4841,5,0.0063547446615992076,5000000.0,761793,0,0
312,3022070,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
313,2373120,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
314,3125443,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
315,2425032,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
316,4214389,20388,4841,7,0.0063547446615992076,7000000.0,761793,0,0
317,4672512,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
318,3306596,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
319,2589851,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
320,2844611,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
321,4725067,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
322,1749984,20388,4841,4,0.0063547446615992076,4000000.0,761793,0,0
323,2506560,20388,4841,26,0.0063547446615992076,26000000.0,761793,0,0
324,666586,20388,4841,10,0.0063547446615992076,10000000.0,761793,0,0
325,1110196,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
326,3104920,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
327,631608,20388,4841,8,0.0063547446615992076,8000000.0,761793,0,0
328,2715073,20388,4841,20,0.0063547446615992076,20000000.0,761793,0,0
329,1109026,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
330,4334629,20388,4841,9,0.0063547446615992076,9000000.0,761793,0,0
331,3078284,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
332,2189374,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
333,2343197,20388,4841,4,0.0063547446615992076,4000000.0,761793,0,0
334,2301979,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
335,2658893,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
336,1535006,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
337,1861146,20388,4841,8,0.0063547446615992076,8000000.0,761793,0,0
338,2415519,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
339,200072,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
340,3162086,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
341,2300651,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
342,3581216,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
343,1832935,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
344,2737158,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
345,4537522,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
346,738746,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
347,2841050,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
348,4337493,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
349,675286,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
350,1163506,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
351,4848624,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
352,2238113,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
353,4429891,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
354,3665395,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
355,4183179,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
356,715231,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
357,3604164,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
358,2175423,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
359,2557014,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
360,2670943,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
361,3651197,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
362,1869434,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
363,1611764,20388,4841,9,0.0063547446615992076,9000000.0,761793,0,0
364,4281534,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
365,2823181,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
366,1124163,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
367,875996,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
368,1977438,20388,4841,95,0.0063547446615992076,95000000.0,761793,0,0
369,3435190,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
370,1740130,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
371,3372775,20388,4841,3,0.0063547446615992076,3000000.0,761793,0,0
372,3720777,20388,4841,2,0.0063547446615992076,2000000.0,761793,0,0
373,331500,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
374,4097076,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
375,2085221,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
376,1783483,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
377,1100635,20388,4841,1,0.0063547446615992076,1000000.0,761793,0,0
