0,source,sink,summation_neighbours
313,2130018,1524107,25
314,363901,432923,2
315,671689,1894172,2
316,2485140,922524,2
317,1496870,1323670,4
318,2759319,43863,3
319,4567484,2655734,7
320,2771184,1109172,11
321,3913470,241338,2
322,866743,4514760,6
323,2693298,4699014,5
324,1364223,2929058,2
325,2859753,1877346,2
326,3627652,2993530,4
327,3437309,1832242,3
328,2106450,826761,4
329,876341,510568,6
330,4769813,3409802,2
331,4699441,2307598,4
332,2683196,1612307,3
333,374089,3093634,20
334,3072449,914239,2
335,4255500,4082190,71
336,2610827,894918,7
337,3994193,2039331,3
338,1724352,4009134,4
339,576200,3578834,2
340,2203776,1432935,3
341,1101394,4734007,8
342,905869,3464157,3
343,673141,687313,18
344,4642323,1049802,2
345,3441925,3955579,3
346,4052515,3879482,2
347,2679823,4368519,15
348,1992719,4757391,35
349,3548620,781628,2
350,2749683,748353,2
351,4301335,4037896,3
352,3580242,2028401,2
353,3496562,3501259,2
354,4325703,951329,29
355,425831,3971104,7
356,3735690,1639477,3
357,4169924,842523,2
358,947664,367436,2
359,2880162,1131067,6
360,2006688,3811313,5
361,2762372,44027,6
362,1602459,3114159,12
363,2070363,1918980,8
364,3758787,4681707,3
365,2467145,1882822,10
366,404661,4387201,2
367,3869397,2875479,4
368,120688,165343,3
369,4054643,2331966,2
370,996664,2597784,2
371,4572996,3621372,12
372,1785493,662856,51
373,1173592,4347122,4
374,1952907,1850381,2
375,4683712,4574166,4
376,564792,1193103,2
377,3743975,1402646,9
378,4508104,2734707,2
379,4410945,4024590,4
380,1065928,3272352,3
381,934308,1309245,3
382,773415,596961,7
383,3367754,2790455,2
384,4169332,1066266,2
385,3681936,3010100,4
386,4608085,3815254,52
387,4480139,2850530,8
388,443147,2954874,20
389,2021923,1822495,6
390,3663267,840068,5
391,929746,1515143,15
392,277864,3612054,3
393,1920573,280824,14
394,4086501,2917955,12
395,4541250,1026116,2
396,3474048,2954377,45
397,1724711,3039188,9
398,4775924,2916020,2
399,4573807,3407023,51
400,3525599,4380113,4
401,3401886,2744859,5
402,3832653,639797,2
403,3260739,1869860,2
404,3499380,3395610,7
405,1524816,372986,9
406,3681408,587438,7
407,4690673,998292,2
408,2883745,1470248,6
409,1744876,1873179,2
410,721156,2552056,3
411,150876,422617,4
412,2178786,3874699,3
413,4131353,4781905,8
414,2418296,767557,2
415,950152,1772606,3
416,2585387,1649311,6
417,4366146,4149119,4
418,2129513,1126692,12
419,4532552,1195526,48
420,1822044,1318184,13
421,4576288,2831183,3
422,904099,4426471,2
423,2436299,1939991,5
424,198206,1865676,47
425,2081177,2007575,2
426,512648,3277365,22
427,2896920,2082900,2
428,2004321,3101720,2
429,2860501,2896246,59
430,821969,438931,4
431,3543458,2753437,67
432,3782464,1632907,5
433,34909,603391,21
434,3882591,33824,48
435,2618930,3067074,2
436,1598815,3743583,14
437,1889166,3530889,4
438,1990680,1090137,5
439,1722905,3476115,2
440,661821,2549502,6
441,1626721,4287944,62
442,1614388,2195494,2
443,1550007,3868245,15
444,3026609,4431905,3
445,1218591,494941,2
446,1368179,1871300,2
447,869007,3578195,3
448,3165451,2148572,3
449,4415586,1133523,3
450,22098,4452623,2
451,4173139,884392,3
452,481596,69154,3
453,571611,2256153,10
454,1127185,231840,4
455,4329799,4577669,2
456,1348124,2787222,4
457,190337,1693094,2
458,4584732,3954,2
459,670418,4113328,3
460,3476970,80865,3
461,4574629,4122925,2
462,2659869,3387855,5
463,764094,403968,18
464,2379675,2698944,16
465,4444689,3504424,2
466,1793067,680716,2
467,1440026,3101502,4
468,1608045,3582466,4
469,4199670,4813413,2
470,4846402,3195265,7
471,3529569,4784984,5
472,1539922,2765660,4
473,1085370,4435339,4
474,4218024,1427387,2
475,808451,4746748,3
476,1928073,2474151,28
477,4713911,1774967,3
478,2499941,4376295,2
479,4646906,1246430,3
480,3116857,4186789,3
481,709458,3536426,7
482,2086295,3690044,4
483,928172,613122,2
484,3067253,1926062,3
485,4545645,3366849,4
486,4818292,1144761,4
487,1235504,3409847,3
488,2374631,1542876,2
489,4782545,4702790,2
490,2522577,2129613,3
491,1170812,3206134,5
492,293346,967158,2
493,3738317,3765509,2
494,3425060,234427,6
495,163629,3777816,4
496,14067,3265085,60
497,3196570,4748118,13
498,4809346,2007002,3
499,3299110,4696466,2
500,4119134,695297,4
501,1578501,4583283,4
502,2333254,1188527,3
503,1306929,2001412,2
504,3270314,910428,2
505,4641282,3396773,10
506,3112703,1955697,15
507,2185089,3057304,3
508,2889189,2480111,2
509,1389741,2439200,8
510,4740256,4300332,4
511,3371180,2338210,2
512,1375986,239509,3
513,1472473,2469049,2
514,3105702,2855406,3
515,4521805,609191,7
516,3011078,588731,7
517,4159395,4745570,3
518,731851,2319980,2
519,4762275,702982,23
520,2176114,314851,13
521,288815,4384115,4
522,1204121,3033124,2
523,2566585,4834220,3
524,182260,159317,2
525,46706,1441809,3
526,3496084,4149819,3
527,3218565,188934,2
528,2874107,1035696,3
529,3830825,3247642,5
530,2238034,952016,3
531,3019567,4438500,3
532,1414713,2388687,3
533,417670,2296340,5
534,794926,3806422,3
535,2411827,997373,3
536,1404665,3532370,2
537,1566018,73488,6
538,1357519,3779222,2
539,3487891,3872075,2
540,3115334,162391,13
541,1971845,121687,6
542,3864746,2916137,2
543,4241984,688492,3
544,2974539,311191,2
545,2450804,2914272,8
546,2520394,4541817,3
547,3872896,4041761,6
548,4727598,1727651,2
549,3412106,796961,2
550,2573901,816920,2
551,4806123,2646479,20
552,3604757,4400058,3
553,3300427,3779011,7
554,1978189,2274206,4
555,4262531,3104105,10
556,900013,1915645,2
557,1172957,2543225,3
558,3039410,2969669,2
559,4002112,561318,2
560,104636,1567219,2
561,1791383,3932079,4
562,305912,2566085,2
563,2692081,1838635,8
564,570176,4816757,2
565,3286194,3193226,4
566,1194828,1641696,5
567,987670,282123,5
568,202779,686692,2
569,2824547,801975,2
570,2927866,1126740,2
571,2576023,379566,2
572,2827563,908118,2
573,4220814,1237970,5
574,671589,3936833,2
575,4544394,1235947,2
576,2435688,4564480,5
577,1207306,194724,4
578,2132927,2467420,6
579,3354943,350591,63
580,1868214,2531068,2
581,1416977,3583296,3
582,4702004,4645444,2
583,651198,2364516,3
584,2162692,1549265,18
585,4215036,3048276,13
586,1232608,1297927,2
587,4846937,3586387,6
588,3479470,3186713,2
589,3994430,3773662,2
590,4459758,4404630,7
591,4471239,1737967,9
592,1753333,2110833,3
593,1261529,1261430,13
594,2514401,3130486,20
595,56749,2975548,2
596,4734491,4609798,3
597,2892947,4808864,2
598,3787636,4687161,5
599,3269672,1331607,5
600,2964957,4843551,3
601,1059166,2989093,5
602,963730,4383505,2
603,3459540,1049927,4
604,1819032,578533,7
605,2314602,4673327,2
606,1949518,1222048,4
607,2346039,699736,3
608,4277554,1530017,18
609,396078,3714661,3
610,9978,1652041,2
611,2926260,1070982,3
612,4788875,2146521,2
613,3492054,2286207,5
614,3459305,1929238,8
615,3647883,3172748,2
616,3376448,4640964,5
617,3474018,65710,2
618,4208116,3980468,2
619,231377,1850697,3
620,1033321,3314251,4
621,4685381,3512837,4
622,3067197,1530218,75
623,3915945,1268005,3
624,1379510,1539298,3
625,2409620,4430170,4
626,2528952,2354456,3
627,3493836,4099871,2
628,1198752,1094021,3
629,3518138,1864711,2
630,2335682,390166,2
631,2340877,4780854,4
632,4654157,524636,4
633,2091091,1739236,2
634,4580424,1173136,3
635,4690198,44281,2
636,3993884,2345633,16
637,3767746,1416069,2
638,3971647,1548309,4
639,3799355,1125176,4
640,1128470,442509,14
641,1558109,3783280,24
642,3972974,747730,33
643,4159473,3618024,2
644,4158699,2756060,3
645,3385980,3777226,3
646,3112341,560433,8
647,2998847,4420982,8
648,913000,464429,2
649,4292024,484819,2
650,4072200,1530413,16
651,3771453,4412061,11
652,4157812,3792706,2
653,2261743,40613,4
654,4179769,4769748,2
655,4823551,846869,2
656,4199544,4600702,2
657,3563883,163473,5
658,4809947,4098553,2
659,1901679,3129391,2
660,4137009,1024783,2
661,30310,414143,7
662,4321972,3550480,42
663,1289371,2162743,3
664,1874634,2918135,27
665,1561484,2077848,2
666,4241334,3080343,3
667,3634132,2834138,5
668,2038510,3297535,2
669,1716676,3728199,2
670,221930,3670406,2
671,2850438,1500498,3
672,184881,2659959,2
673,3452362,3087131,2
674,4646485,3902219,4
675,4488043,3074076,25
676,3968996,2595320,2
677,1038626,3822226,2
678,3728728,2495105,2
679,2404258,4358415,3
680,4432468,4377185,4
681,4819296,318375,4
682,1381410,1677849,4
683,4531074,1201441,2
684,3899397,93036,2
685,1424394,4009068,7
686,3088043,497221,2
687,119117,1005254,2
688,1461279,1747722,2
689,4141007,1171874,2
690,3392015,4828719,17
691,2717354,1273598,3
692,4049357,2722508,2
693,711777,2013026,2
694,2396300,4554553,5
695,2170861,1670359,86
696,1405220,385460,2
697,786585,3632666,2
698,2529521,255357,3
699,96326,779322,2
700,2486675,3609365,4
701,3648874,258407,3
702,2899898,4601852,1394
703,300159,4291111,2
704,2607338,1870966,8
705,3442674,3464345,3
706,4062714,3721055,3
707,4626121,1104498,29
708,1904382,2123877,7
709,3512854,4808253,12
710,4851972,1669882,8
711,876770,1147507,2
712,1904152,4308867,5
713,418500,3759362,14
714,345600,1478873,65
715,3569534,1285834,2
716,4481945,1782983,3
717,3872693,1107863,5
718,4533449,530802,20
719,2363695,2300509,5
720,1863527,1444676,3
721,3678779,474592,2
722,1637020,2428135,5
723,2043299,1297986,7
724,2218868,1443517,2
725,3014140,2477094,2
726,266153,455941,2
727,4602837,393108,2
728,3819145,3760908,91
729,2623482,4538895,3
730,4158351,4597301,7
731,4058136,3158470,14
732,4759378,1686929,2
733,4355096,2255207,6
734,2408514,1673937,3
735,3602489,35443,9
736,1366516,3568349,2
737,3859006,16319,3
738,4531351,2954132,5
739,38512,1259315,3
740,2939094,482785,5
741,2569213,2328068,4
742,452425,4348962,135
743,807198,28406,4
744,2326458,3698362,24
745,2067734,2591572,3
746,4187996,3878223,3
747,3601979,2491030,5
748,1212901,4207144,5
749,2438029,4286682,5
750,3155214,2170364,2
751,4018017,4719783,3
752,1644526,3433300,2
753,3586390,3059506,2
754,3162177,4015837,2
755,3385393,300532,3
756,1345637,3289475,4
757,4441436,3840550,5
758,1898829,1701059,4
759,1801670,759360,2
760,1458343,3072605,10
761,1256894,1336902,4
762,4023917,698473,2
763,964290,3574702,25
764,2730692,454541,2
765,3753891,2038857,2
766,2628805,1662979,8
767,2769841,172685,10
768,4358408,3291446,5
769,1241031,1695135,3
770,2102591,2814791,5
771,1704510,3405528,3
772,3928753,3326418,3
773,1215239,2670341,42
774,4611334,1557409,2
775,389486,472141,14
776,2814165,1137169,2
777,3801177,4699461,26
778,4133996,3704753,4
779,627343,143739,2
780,148367,2928802,4
781,3454355,1018786,12
782,2209713,1815440,2
783,730191,1248568,2
784,3740636,545786,7
785,2924183,434512,14
786,4174864,133237,6
787,1066864,894899,2
788,1470987,2759650,17
789,1215748,1136227,3
790,1185374,4338602,6
791,2235788,1254375,2
792,2389746,3038282,2
793,4436356,1219324,2
794,1216415,36951,3
795,2437552,1118353,3
796,3019877,1931518,2
797,3713620,3455370,33
798,648570,3408929,6
799,2461160,1303438,5
800,4351157,204069,3
801,2799117,1503694,4
802,4084850,1596636,3
803,1833001,2886131,11
804,3529435,2540340,5
805,1937010,4049931,2
806,49590,452188,2
807,4595147,1253616,2
808,1334254,3749491,2
809,1189597,1697930,2
810,175692,887766,8
811,2092388,2510096,4
812,687052,4282065,3
813,3957849,911746,3
814,2178751,2232772,6
815,3756644,2703572,3
816,4597924,4828269,12
817,902427,1981191,5
818,2097110,1036079,16
819,2287040,1598344,4
820,1790173,3191657,8
821,4838606,2156246,2
822,385241,1906511,2
823,123531,1218559,2
824,243433,1750095,2
825,1264701,4268456,33
826,3128326,14792,7
827,4795803,1822942,5
828,356244,4096063,2
829,3087646,3131190,2
830,1295709,747729,15
831,3666815,177833,4
832,2706056,368909,10
833,2556431,1947948,4
834,3508010,681952,4
835,3617186,1511039,3
836,3168009,1827673,2
837,4829034,4443801,20
838,4064829,4235053,4
839,732090,628153,14
840,2956345,4173356,2
841,1944455,4800193,2
842,1299759,1606798,2
843,2725994,1797647,8
844,190217,2799556,2
845,2245565,1433793,32
846,1780582,3150148,2
847,1281703,3851310,11
848,1458698,4354956,2
849,2356004,1862223,2
850,2357372,3141825,2
851,4443962,3429997,2
852,1936813,1950243,5
853,1503273,1579458,2
854,848111,3395765,3
855,3177281,24645,32
856,756760,4087283,3
857,4147016,4580296,2
858,1672127,1032416,3
859,665104,2943312,2
860,2136960,3391826,2
861,2910071,109742,2
862,4370091,4268266,5
863,4807724,4707473,3
864,1960328,4533856,7
865,1749179,1852722,206
866,1161172,906624,7
867,492129,4628312,4
868,2031419,2101764,3
869,13020,682788,45
870,3896903,2319513,8
871,879389,3805268,2
872,4512600,3114392,14
873,4370324,843065,10
874,1143059,2240238,4
875,3333698,2866076,6
876,1090762,1216101,2
877,644084,2164131,4
878,321093,129683,4
879,4508237,3242887,3
880,3516214,3533765,32
881,2816415,4200662,2
882,3982320,1599131,4
883,3152143,603057,5
884,3945427,2629878,2
885,2923304,2272898,4
886,4064990,2729740,2
887,4534880,1313574,1436
888,1401913,992426,26
889,537768,4818999,10
890,3280761,3141979,2
891,1658417,921055,2
892,2410573,4263396,2
893,2196001,2957386,18
894,3378044,426261,10
895,3439026,3555004,15
896,1793521,2719873,4
897,4334035,3771296,2
898,4467388,4080666,2
899,3674022,4622110,5
900,2240693,756504,39
901,4186734,1597719,3
902,1858883,1031342,2
903,2994586,867663,3
904,3939564,4340902,5
905,336732,2204761,6
906,1211504,694996,15
907,2788046,3523543,2
908,2907389,299548,21
909,2055937,3164758,5
910,2815718,2090238,145
911,2257146,3590368,3
912,2002159,3210244,9
913,3775158,3811156,4
914,407695,2193121,56
915,3699064,549082,2
916,2290261,3640422,3
917,347873,2046525,2
918,1871352,4780925,2
919,3911516,4106640,2
920,1022396,1270847,6
921,611496,2265164,3
922,4414981,4406242,4
923,907263,2100186,6
924,4209151,212561,2
925,1405351,4282946,4
926,2666446,4024648,3
927,739471,3615298,2
928,2793674,3722694,23
929,1524644,2098173,3
930,2497108,4710252,23
931,4136823,3636304,6
932,2212375,1670880,2
933,3796229,105495,2
934,2768864,1912776,4
935,3322648,1171510,4
936,751402,498440,2
937,866633,2512405,2
938,1600159,2831240,2
939,1640918,959749,6
940,4155092,1353374,3
941,3956409,1041522,2
942,4521569,2772273,10
943,500693,4646946,3
944,1696126,1815692,4
945,2665636,295435,13
946,2445660,4335166,2
947,3429119,307279,3
948,4189485,2996360,3
949,3192155,1126382,2
950,395508,310462,35
951,709947,4669644,3
952,3168001,2946141,2
953,445953,107492,2
954,2434932,4791892,2
955,581004,501045,5
956,4314379,2975245,26
957,3232270,3074568,3
958,2058858,341657,2
959,2753381,3246404,6
960,952126,2730644,6
961,836896,130841,2
962,2423202,3953333,2
963,3144184,2989005,11
964,1771053,386554,2
965,3433535,2542483,3
966,1814534,1508408,15
967,2910472,674314,2
968,3095968,3190869,3
969,1370085,853958,2
970,161155,2275007,4
971,3516090,788560,2
972,3731902,3808014,2
973,4479200,183829,5
974,2170399,2048131,4
975,868415,4707435,2
976,3288113,1541572,2
977,2393351,647132,5
978,3835277,920667,2
979,4680874,1827854,2
980,4392967,152171,3
981,677974,30485,2
982,3928898,4184840,5
983,2641427,4637499,2
984,2284688,334187,5
985,3596660,3737414,3
986,2463400,944638,2
987,4343266,3476224,2
988,2446362,3361208,5
989,1092176,3514644,2
990,1000007,4757692,4
991,3324347,4638561,15
992,1772367,3821095,2
993,4182485,1595223,44
994,4541879,3312809,2
995,1229343,4714461,2
996,4589149,2848737,2
997,4328180,439235,9
998,4664296,1673817,3
999,4861954,1345808,3
1000,225798,2746913,2
1001,3299386,4278701,2
1002,1031408,180827,2
1003,1685947,1902132,14
1004,2293870,813157,378
1005,2360172,1836246,3
1006,4207968,3120391,2
1007,1743488,3486727,6
1008,809099,3088138,3
1009,634929,2489231,2
1010,4564120,4692509,2
1011,2268064,370945,5
1012,122818,4603616,13
1013,1157218,4419384,13
1014,2757341,1197864,2
1015,200519,1545253,2
1016,1607946,3934715,3
1017,1349320,2085343,4
1018,4602863,2684719,3
1019,1808294,1690280,3
1020,2386041,2950984,2
1021,2661069,1512945,5
1022,1727029,484878,3
1023,163114,454600,2
1024,1681578,4004020,4
1025,390347,2174789,15
1026,2379998,456924,89
1027,4439965,2800613,22
1028,1287901,4348041,2
1029,796682,1385483,2
1030,2336656,3113746,4
1031,819370,1314363,3
1032,1372104,3340331,3
1033,1314960,2548578,3
1034,2424789,3658388,22
1035,1295329,3566264,2
1036,1441904,651981,35
1037,1935039,651441,2
1038,2194984,4384700,3
1039,4857250,3284430,3
1040,3359340,1854763,2
1041,4357221,947,2
1042,291757,1250017,19
1043,877639,4650468,24
1044,2929657,4399931,37
1045,1550944,1431690,2
1046,2646584,3622917,3
1047,1041972,4583604,42
1048,1344923,4069894,2
1049,4725145,2019347,6
1050,1745571,4009674,29
1051,4684151,44829,3
1052,4756227,4728291,4
1053,1983296,2426416,13
1054,3140217,4812698,25
1055,4633573,688906,4
1056,1596132,4608787,2
1057,4330353,3773674,33
1058,337193,1856567,2
1059,3630102,1176228,3
1060,4312989,3783451,3
1061,2976439,2227509,4
1062,40197,4468116,5
1063,3707336,2197814,8
1064,744095,2973897,2
1065,192461,681426,5
1066,1719975,3461399,8
1067,2341147,923707,2
1068,3014174,22458,2
1069,2633066,481226,2
1070,1768474,671570,5
1071,1008789,1737248,2
1072,4462957,1992434,8
1073,2193576,2969225,2
1074,4250524,3304670,130
1075,292961,4493000,2
1076,3209496,503195,4
1077,2947044,3700608,2
1078,1522260,43919,3
1079,3244415,3314859,6
1080,916979,4420632,7
1081,1648018,1932497,2
1082,2923517,3073003,3
1083,4478906,3577487,10
1084,3236082,2776705,20
1085,2938475,4325197,4
1086,2941823,1125700,6
1087,482359,3373911,5
1088,148377,3380654,2
1089,3544146,4031194,29
1090,3501797,819656,5
1091,975320,3260695,4
1092,662992,4111472,7
1093,3340973,2546034,2
1094,4294646,1596033,6
1095,275991,1417550,26
1096,4311810,2873297,3
1097,2053312,167792,20
1098,4860754,204551,2
1099,220254,53387,3
1100,617538,3841925,3
1101,3005434,1084276,203
1102,4275695,1735175,2
1103,1317821,4668848,3
1104,1027949,4694564,16
1105,4378264,2450595,3
1106,1994157,4084466,2
1107,1101718,3328900,29
1108,801777,1914138,3
1109,4528791,4426482,41
1110,1898411,3301748,9
1111,2202670,3589790,3
1112,4477710,2162830,2
1113,1492371,458226,3
1114,4850993,2354092,6
1115,4291254,1242783,10
1116,2407009,1063918,34
1117,2856726,1186586,2
1118,2818407,2021277,29
1119,2372215,4598633,3
1120,3187115,1238706,6
1121,826634,4773494,16
1122,3673769,2542983,39
1123,189632,1800745,7
1124,2417833,650318,4
1125,1477417,554020,2
1126,1123539,1109116,11
1127,3567780,444848,4
1128,1960397,2145744,17
1129,2443676,1610016,2
1130,3393875,268616,3
1131,1585587,2866717,3
1132,2809659,36119,15
1133,756753,1186965,12
1134,3463976,1851650,2
1135,1624202,638045,2
1136,1705558,3618189,3
1137,1940261,3883981,4
1138,4648595,1691866,5
1139,3777285,3729806,5
1140,2255768,4180286,3
1141,1557865,1204163,4
1142,3863386,3748544,3
1143,3623162,1716275,3
1144,1676882,1944523,3
1145,858017,3019357,12
1146,1346307,546348,3
1147,2458282,2093829,11
1148,1291711,1170274,8
1149,2937801,2702396,2
1150,4039044,182038,2
1151,582546,1033074,2
1152,2887278,4720266,2
1153,3706692,360032,3
1154,4179689,170909,3
1155,3745108,3640524,2
1156,2812642,4530442,3
1157,3509181,41574,2
1158,37174,509524,2
1159,4710338,3465211,2
1160,961458,3717181,6
1161,2062474,2130534,4
1162,1968430,2323565,3
1163,1709790,248631,2
1164,4197972,4457784,3
1165,299637,4577077,14
1166,2277245,1877412,3
1167,2779698,4771548,2
1168,3121284,325918,3
1169,1399461,3455202,3
1170,1840246,2342893,3
1171,3326748,800893,4
1172,1454925,258098,2
1173,4755271,2970954,64
1174,3074374,3322833,3
1175,3426042,1531686,2
1176,1785856,2697828,6
1177,4423609,2241186,2
1178,3625456,3039422,2
1179,1968401,999433,2
1180,3573741,1696926,157
1181,1872038,484702,2
1182,2287685,921996,2
1183,4558186,2173562,2
1184,4161338,2326748,7
1185,3840330,3618479,8
1186,3821042,4612732,3
1187,2685770,1598036,3
