0,source,sink,in_degree_b
154,20388,323459,2
155,20388,1148669,1
156,20388,1854112,1
157,20388,3648850,1
158,20388,4261977,1
159,20388,627802,2
160,20388,1063235,2
161,20388,1369608,1
162,20388,261014,1
163,20388,2472651,2
164,20388,1341153,1
165,20388,2910807,3
166,20388,2131756,1
167,20388,3543685,1
168,20388,4030505,1
169,20388,2659387,1
170,20388,4526030,1
171,20388,1466888,1
172,20388,4508700,1
173,20388,4092735,14
174,20388,4709508,1
175,20388,2968053,1
176,20388,991578,3
177,20388,3422510,12
178,20388,3441113,1
179,20388,939717,1
180,20388,244164,7
181,20388,3783127,1
182,20388,4735057,1
183,20388,323353,1
184,20388,4112604,2
185,20388,4845176,1
186,20388,3527808,1
187,20388,1886135,1
188,20388,3074605,1
189,20388,3876734,1
190,20388,3101745,1
191,20388,307931,1
192,20388,556821,1
193,20388,2382659,2
194,20388,2900136,2
195,20388,2426208,1
196,20388,4036360,3
197,20388,4230119,1
198,20388,880043,1
199,20388,28744,1
200,20388,4354709,1
201,20388,4311566,1
202,20388,2910081,2
203,20388,3770751,3
204,20388,229729,6
205,20388,3352938,2
206,20388,359495,1
207,20388,4689112,5
208,20388,744581,3
209,20388,524680,1
210,20388,3917082,2
211,20388,4809348,1
212,20388,3291635,3
213,20388,763356,1
214,20388,573160,1
215,20388,1760189,8
216,20388,2712171,3
217,20388,940365,1
218,20388,1981060,1
219,20388,3166229,1
220,20388,3622209,5
221,20388,1970792,2
222,20388,3745810,1
223,20388,1363081,1
224,20388,1248844,3
225,20388,215127,1
226,20388,1657629,2
227,20388,2668061,1
228,20388,1820922,1
229,20388,4255951,1
230,20388,591768,1
231,20388,4661368,1
232,20388,3164204,2
233,20388,1955265,1
234,20388,997648,1
235,20388,4605797,3
236,20388,3670155,1
237,20388,800478,1
238,20388,2915519,4
239,20388,2782550,1
240,20388,2542611,1
241,20388,4340328,1
242,20388,239964,2
243,20388,3979157,19
244,20388,843561,1
245,20388,62172,2
246,20388,2156958,1
247,20388,82336,1
248,20388,1453046,2
249,20388,2461980,1
250,20388,3789590,6
251,20388,657974,1
252,20388,1962257,1
253,20388,2376119,3
254,20388,58233,2
255,20388,4443585,3
256,20388,4232281,2
257,20388,101573,1
258,20388,4218035,3
259,20388,2135903,1
260,20388,169995,1
261,20388,1557565,107
262,20388,1916851,1
263,20388,3868938,3
264,20388,3959656,1
265,20388,4788648,4
266,20388,4001765,1
267,20388,2625408,1
268,20388,724884,2
269,20388,4227797,2
270,20388,4329441,20
271,20388,606044,2
272,20388,136577,2
273,20388,2000027,1
274,20388,2824530,2
275,20388,689508,1
276,20388,1814939,2
277,20388,3141451,1
278,20388,2110871,1
279,20388,3543877,1
280,20388,4109235,1
281,20388,3405473,56
282,20388,4453,1
283,20388,240968,1
284,20388,1204992,1
285,20388,2372207,2
286,20388,4276423,7
287,20388,3857824,2
288,20388,2609126,1
289,20388,4075762,1
290,20388,1129664,2
291,20388,1890797,1
292,20388,1681661,2
293,20388,3766842,2
294,20388,3848946,75
295,20388,2393831,1
296,20388,4520000,1
297,20388,2306635,3
298,20388,3745139,3
299,20388,4648260,1
300,20388,3290767,1
301,20388,699984,46
302,20388,3516979,1
303,20388,3337351,1
304,20388,1495089,1
305,20388,3092238,1
306,20388,4364543,1
307,20388,3622286,5
308,20388,1911672,2
309,20388,4746984,2
310,20388,3867332,2
311,20388,327759,5
312,20388,3022070,3
313,20388,2373120,1
314,20388,3125443,1
315,20388,2425032,1
316,20388,4214389,7
317,20388,4672512,2
318,20388,3306596,1
319,20388,2589851,1
320,20388,2844611,1
321,20388,4725067,3
322,20388,1749984,4
323,20388,2506560,26
324,20388,666586,10
325,20388,1110196,1
326,20388,3104920,1
327,20388,631608,8
328,20388,2715073,20
329,20388,1109026,1
330,20388,4334629,9
331,20388,3078284,1
332,20388,2189374,2
333,20388,2343197,4
334,20388,2301979,1
335,20388,2658893,1
336,20388,1535006,2
337,20388,1861146,8
338,20388,2415519,1
339,20388,200072,1
340,20388,3162086,1
341,20388,2300651,1
342,20388,3581216,1
343,20388,1832935,3
344,20388,2737158,2
345,20388,4537522,1
346,20388,738746,1
347,20388,2841050,2
348,20388,4337493,1
349,20388,675286,2
350,20388,1163506,3
351,20388,4848624,2
352,20388,2238113,1
353,20388,4429891,1
354,20388,3665395,1
355,20388,4183179,1
356,20388,715231,2
357,20388,3604164,1
358,20388,2175423,1
359,20388,2557014,1
360,20388,2670943,2
361,20388,3651197,1
362,20388,1869434,1
363,20388,1611764,9
364,20388,4281534,1
365,20388,2823181,1
366,20388,1124163,1
367,20388,875996,2
368,20388,1977438,95
369,20388,3435190,1
370,20388,1740130,3
371,20388,3372775,3
372,20388,3720777,2
373,20388,331500,1
374,20388,4097076,1
375,20388,2085221,1
376,20388,1783483,1
377,20388,1100635,1
378,20388,1774558,1
379,20388,1925220,1
380,20388,4210870,4
381,20388,4803727,1
382,20388,2953545,1
383,20388,1201423,1
384,20388,935651,2
385,20388,4179554,2
386,20388,3955415,1
387,20388,4128813,1
388,20388,4151704,1
389,20388,2231927,4
390,20388,2869089,1
391,20388,2408552,5
392,20388,1873075,1
393,20388,4448205,4
394,20388,3131709,2
395,20388,3625568,1
396,20388,3456238,2
397,20388,4529017,1
398,20388,649839,1
399,20388,947045,1
400,20388,4817800,1
401,20388,2398444,2
402,20388,3199883,13
403,20388,3966104,6
404,20388,1326726,1
405,20388,910301,1
406,20388,1499337,1
407,20388,676667,1
408,20388,2031531,55
409,20388,2121898,1
410,20388,44771,31
411,20388,2338672,1
412,20388,1997280,2
413,20388,2755351,3
414,20388,1154651,2
415,20388,157960,16
416,20388,149378,1
417,20388,4102245,1
418,20388,802775,1
419,20388,4501329,1
420,20388,2626660,2
421,20388,3149079,3
422,20388,1496546,1
423,20388,4420284,1
424,20388,2640710,1
425,20388,4285812,1
426,20388,3018064,1
427,20388,3168003,1
428,20388,612860,12
429,20388,3782849,2
430,20388,567278,1
431,20388,1816969,2
432,20388,3851960,2
433,20388,1153330,1
434,20388,2768469,1
435,20388,1990791,1
436,20388,2561072,1
437,20388,4373117,2
438,20388,540929,1
439,20388,742598,1
440,20388,2871089,1
441,20388,461850,1
442,20388,4427067,6
443,20388,2098023,1
444,20388,2509323,1
445,20388,2944340,2
446,20388,1709693,2
447,20388,3250512,3
448,20388,1413032,1
449,20388,2341553,69
450,20388,3586714,2
451,20388,705213,1
452,20388,2706995,1
453,20388,2454694,1
454,20388,4440292,1
455,20388,543467,2
456,20388,2092936,1
457,20388,126125,2
458,20388,175490,1
459,20388,2494053,1
460,20388,207742,1
461,20388,1410884,3
462,20388,3940029,2
463,20388,2878869,1
464,20388,726754,1
465,20388,3754973,1
466,20388,2484124,1
467,20388,1896937,1
468,20388,1584848,1
469,20388,1832458,1
470,20388,5108,1
471,20388,3340198,1
472,20388,4822815,1
473,20388,2879669,1
474,20388,1446473,1
475,20388,1485221,1
476,20388,1461334,1
477,20388,3036600,1
478,20388,3438399,1
479,20388,458844,20
480,20388,78137,1
481,20388,1752804,1
482,20388,2060446,1
483,20388,1420306,2
484,20388,2346837,3
485,20388,890630,1
486,20388,1269460,1
487,20388,1187491,1
488,20388,1010448,1
489,20388,4593675,1
490,20388,908459,2
491,20388,2404781,1
492,20388,4488417,1
493,20388,4672730,2
494,20388,1415202,1
495,20388,3826987,5
496,20388,3940471,6
497,20388,4407002,1
498,20388,3727179,1
499,20388,2269621,1
500,20388,2090815,1
501,20388,4035182,1
502,20388,2653180,1
503,20388,2163860,1
504,20388,3479638,3
505,20388,667184,2
506,20388,1894115,1
507,20388,3993144,1
508,20388,4183912,2
509,20388,3071326,3
510,20388,2843898,1
511,20388,396655,1
512,20388,2097600,1
513,20388,2218098,1
514,20388,26378,2
515,20388,4863043,3
516,20388,2027372,1
517,20388,4837916,1
518,20388,1723510,1
519,20388,724644,1
520,20388,4509002,1
521,20388,2502266,2
522,20388,331540,1
523,20388,3597321,1
524,20388,2583785,1
525,20388,1068278,2
526,20388,2887549,1
527,20388,1839454,4
528,20388,4191399,1
529,20388,2506920,2
530,20388,222901,4
531,20388,970102,1
532,20388,3331119,1
533,20388,4324335,1
534,20388,2305685,1
535,20388,1329096,5
536,20388,4361251,1
537,20388,1978648,1
538,20388,1090563,1
539,20388,481584,3
540,20388,1617020,2
541,20388,3296919,1
542,20388,4619497,6
543,20388,4135981,2
544,20388,2867072,1
545,20388,1749046,7
546,20388,3958684,1
547,20388,1958795,2
548,20388,3962446,1
549,20388,4369213,2
550,20388,1893663,2
551,20388,720286,1
552,20388,3823892,4
553,20388,4311230,1
554,20388,1549009,1
555,20388,3552577,1
556,20388,3889827,4
557,20388,2860658,3
558,20388,1142875,1
559,20388,2513353,4
560,20388,2357898,1
561,20388,4347916,19
562,20388,1885645,1
563,20388,2318895,1
564,20388,3198071,38
565,20388,648090,1
566,20388,4363421,1
567,20388,1684451,1
568,20388,3682643,2
569,20388,4360406,1
570,20388,1629132,136
571,20388,2399607,1
572,20388,4351834,4
573,20388,2179080,2
574,20388,645095,4
575,20388,4713652,1
576,20388,3246196,1
577,20388,1621460,3
578,20388,325166,14
579,20388,4152255,1
580,20388,1828939,3
581,20388,4528045,73
582,20388,1069723,1
583,20388,1944651,1
584,20388,1981608,1
585,20388,282037,2
586,20388,3640498,10
587,20388,1602612,3
588,20388,2183366,1
589,20388,2175625,1
590,20388,3894790,1
591,20388,2067239,1
592,20388,2049400,1
593,20388,1325901,3
594,20388,800699,1
595,20388,1619185,50
596,20388,1134756,1
597,20388,85685,1
598,20388,4266542,2
599,20388,4294293,1
600,20388,3164681,1
601,20388,2434172,4
602,20388,503183,1
603,20388,1786317,10
604,20388,4620969,1
605,20388,3541189,1
606,20388,2487009,1
607,20388,3999905,2
608,20388,2719097,1
609,20388,2144125,1
610,20388,3225379,3
611,20388,4689641,2
612,20388,4233249,1
613,20388,2815521,1
614,20388,4771257,1
615,20388,747278,1
616,20388,3831581,2
617,20388,477552,16
618,20388,3640411,1
619,20388,60246,2
620,20388,2444093,3
621,20388,1257913,1
622,20388,1117668,1
623,20388,1642667,1
624,20388,2762425,1
625,20388,2023303,1
626,20388,3928251,1
627,20388,250512,4
628,20388,4007628,2
629,20388,869229,1
630,20388,1191830,2
631,20388,2732206,6
632,20388,2699808,4
633,20388,3011060,1
634,20388,1990081,2
635,20388,2388878,6
636,20388,2490614,1
637,20388,3922522,1
638,20388,3861948,1
639,20388,426509,2
640,20388,3265037,1
641,20388,460190,1
642,20388,4474408,3
643,20388,1282197,1
644,20388,4638483,2
645,20388,4811829,2
646,20388,2549690,25
647,20388,4090363,2
648,20388,3599282,1
649,20388,1329642,4
650,20388,3734430,4
651,20388,4816345,2
652,20388,354306,1
653,20388,4770159,3
654,20388,749205,3
655,20388,3771393,2
656,20388,3254731,3
657,20388,4372413,2
658,20388,1135548,3
659,20388,2943847,1
660,20388,2363768,2
661,20388,3628551,1
662,20388,3913441,2
663,20388,649942,1
664,20388,2345534,1
665,20388,273870,1
666,20388,4783975,4
667,20388,4604040,1
668,20388,3367138,1
669,20388,4281749,2
670,20388,4484947,2
671,20388,929297,1
672,20388,1467313,1
673,20388,1163646,2
674,20388,1137392,1
675,20388,3072043,2
676,20388,1994568,2
677,20388,2682950,5
678,20388,2322694,3
679,20388,801582,1
680,20388,4057130,1
681,20388,2825272,1
682,20388,1250164,8
683,20388,1283376,2
684,20388,3413835,9
685,20388,1910023,5
686,20388,343090,2
687,20388,1445483,3
688,20388,2273384,2
689,20388,2938519,1
690,20388,520760,1
691,20388,4092221,2
692,20388,4042496,1
693,20388,2668151,49
694,20388,2888437,2
695,20388,1726515,1
696,20388,2905571,1
697,20388,4800659,1
698,20388,3651661,2
699,20388,2669204,1
700,20388,3478680,34
701,20388,2560245,1
702,20388,2585545,2
703,20388,1458361,3
704,20388,1522144,1
705,20388,2293942,2
706,20388,4654590,2
707,20388,4672588,2
708,20388,2003696,1
709,20388,207003,1
710,20388,3300015,1
711,20388,776539,2
712,20388,3368903,5
713,20388,4443133,2
714,20388,90270,1
715,20388,2136959,2
716,20388,2828682,1
717,20388,3248079,2
718,20388,2568694,1
719,20388,3391194,1
720,20388,2079225,1
721,20388,268787,6
722,20388,32759,1
723,20388,3837763,1
724,20388,3996298,1
725,20388,3445420,1
726,20388,3928508,1
727,20388,1400486,4
728,20388,3072327,1
729,20388,4780028,1
730,20388,1664766,1
731,20388,3093541,3
732,20388,1883679,1
733,20388,2814944,2
734,20388,2791133,2
735,20388,3842951,1
736,20388,4835284,1
737,20388,3678262,2
738,20388,2855659,1
739,20388,2451896,19
740,20388,3524050,1
741,20388,656915,1
742,20388,2461059,1
743,20388,3468744,1
744,20388,1260443,2
745,20388,1315505,2
746,20388,4693566,10
747,20388,4297073,46
748,20388,4809651,1
749,20388,4513800,8
750,20388,3431758,1
751,20388,2278777,2
752,20388,3032999,1
753,20388,2032208,22
754,20388,1521368,2
755,20388,2848438,1
756,20388,4826217,1
757,20388,1155987,1
758,20388,4192183,1
759,20388,1035137,2
760,20388,4767502,2
761,20388,1022992,63
762,20388,4684191,1
763,20388,2633064,1
764,20388,4611081,1
765,20388,1867909,1
766,20388,3300079,1
767,20388,3918971,12
768,20388,3108143,1
769,20388,2124471,2
770,20388,771361,4
771,20388,4139381,1
772,20388,617743,1
773,20388,1273938,3
774,20388,1873845,2
775,20388,4858058,1
776,20388,2354605,2
777,20388,4029896,1
778,20388,1517501,6
779,20388,2664229,1
780,20388,1060459,3
781,20388,22883,1
782,20388,950588,3
783,20388,1066673,1
784,20388,3030706,1
785,20388,4621654,1
786,20388,2524325,7
787,20388,3467433,1
788,20388,4788371,2
789,20388,1474776,5
790,20388,250274,1
791,20388,2803955,168
792,20388,3373410,1
793,20388,2385605,1
794,20388,2545610,1
795,20388,2770216,6
796,20388,1522250,1
797,20388,3188703,1
798,20388,1076449,6
799,20388,454940,1
800,20388,3198628,1
801,20388,510305,2
802,20388,4326098,1
803,20388,2757208,1
804,20388,2988103,1
805,20388,380028,1
806,20388,4382358,42
807,20388,2073274,2
808,20388,3831340,1
809,20388,2049409,1
810,20388,3930214,2
811,20388,2426784,1
812,20388,194887,1
813,20388,4613144,2
814,20388,1706352,1
815,20388,380536,1
816,20388,4332357,4
817,20388,1286578,1
818,20388,678429,1
819,20388,3118482,2
820,20388,4454039,1
821,20388,365114,1
822,20388,2628195,2
823,20388,1819419,1
824,20388,4617276,1
825,20388,3160923,2
826,20388,4500346,1
827,20388,2580336,3
828,20388,3071585,1
829,20388,3273814,1
830,20388,4569592,1
831,20388,1940312,2
832,20388,690326,1
833,20388,701838,1
834,20388,2166650,1
835,20388,726301,12
836,20388,3099633,1
837,20388,2010099,1
838,20388,1022593,1
839,20388,1047760,1
840,20388,999490,1
841,20388,1835465,1
842,20388,698140,3
843,20388,786615,2
844,20388,3131408,2
845,20388,197254,5
846,20388,2955983,3
847,20388,1510983,1
848,20388,2086227,1
849,20388,1121520,1
850,20388,2897478,4
851,20388,449805,2
852,20388,2961338,2
853,20388,4527577,1
854,20388,2472643,2
855,20388,1072914,1
856,20388,4214614,2
857,20388,3859934,1
858,20388,2477838,2
859,20388,1755519,3
860,20388,4489917,1
861,20388,2073803,12
862,20388,3859171,1
863,20388,2289154,5
864,20388,4578893,3
865,20388,4078326,2
866,20388,1074774,3
867,20388,1261080,2
868,20388,1217556,1
869,20388,3290976,3
870,20388,51927,1
871,20388,591760,1
872,20388,1019759,2
873,20388,1124194,1
874,20388,137964,4
875,20388,524864,1
876,20388,4095334,1
877,20388,3263260,1
878,20388,1882948,1
879,20388,892700,1
880,20388,123607,42
881,20388,340196,1
882,20388,1641990,1
883,20388,4523917,1
884,20388,574001,2
885,20388,2312640,2
886,20388,1034109,1
887,20388,1944150,1
888,20388,907241,2
889,20388,4048799,1
890,20388,3636582,175
891,20388,2659641,1
892,20388,3248091,1
893,20388,90044,6
894,20388,1465250,5
895,20388,1285552,4
896,20388,4424973,1
897,20388,331358,2
898,20388,2137862,2
899,20388,4686777,10
900,20388,2398846,1
901,20388,4412727,1
902,20388,4635827,5
903,20388,4237221,3
904,20388,32958,2
905,20388,1315975,1
906,20388,4723196,1
907,20388,403448,2
908,20388,1299359,1
909,20388,3025780,2
910,20388,1614901,36
911,20388,2388150,1
912,20388,4391893,2
913,20388,3864053,1
914,20388,3321580,2
915,20388,1294357,10
916,20388,122700,2
917,20388,4822767,3
918,20388,2084378,5
919,20388,24093,2
920,20388,1275684,2
921,20388,224648,2
922,20388,1516514,1
923,20388,1600592,1
924,20388,4301040,2
925,20388,2110741,2
926,20388,4740777,5
927,20388,4148660,1
928,20388,1263391,1
929,20388,3275723,1
930,20388,2210741,2
931,20388,2400197,1
932,20388,3931507,2
933,20388,4718434,1
934,20388,3712568,2
935,20388,424805,1
936,20388,746178,45
937,20388,303568,2
938,20388,1016266,5
939,20388,1452745,4
940,20388,400544,6
941,20388,1758138,37
942,20388,191635,1
943,20388,1043649,1
944,20388,3306490,3
945,20388,379142,6
946,20388,1761124,2
947,20388,3879741,4
948,20388,2476056,1
949,20388,1704716,2
950,20388,3376686,1
951,20388,63884,1
952,20388,2499058,1
953,20388,3575735,8
954,20388,3668045,1
955,20388,861695,1
956,20388,2347307,2
957,20388,4375897,1
958,20388,4028499,1
959,20388,3217484,29
960,20388,3417257,2
961,20388,3828523,1
962,20388,153501,11
963,20388,3014516,1
964,20388,4506996,2
965,20388,3963904,1
966,20388,1227376,1
967,20388,717979,1
968,20388,4793433,2
969,20388,3495080,1
970,20388,3257143,1
971,20388,2879891,4
972,20388,2106179,1
973,20388,4120397,1
974,20388,1238148,2
975,20388,1156017,3
976,20388,363501,7
977,20388,524998,1
978,20388,511542,1
979,20388,188168,5
980,20388,584137,2
981,20388,75107,12
982,20388,1209915,2
983,20388,1006382,3
984,20388,3547215,3
985,20388,4080742,3
986,20388,2950459,2
987,20388,3180155,1
988,20388,4175895,2
989,20388,1916994,1
990,20388,3396850,1
991,20388,2566449,1
992,20388,67603,1
993,20388,2760464,6
994,20388,2289388,4
995,20388,534821,1
996,20388,2033153,1
997,20388,4747676,9
998,20388,1877338,78
999,20388,741962,2
1000,20388,1392716,1
1001,20388,973075,1
1002,20388,1153329,1
1003,20388,3137391,1
1004,20388,1431202,2
1005,20388,3788608,2
1006,20388,1298032,8
1007,20388,1697514,3
1008,20388,722973,1
1009,20388,1697236,1
1010,20388,521096,1
1011,20388,4251491,1
1012,20388,364121,2
1013,20388,584604,2
1014,20388,2589006,3
1015,20388,4272904,8
1016,20388,1891108,1
1017,20388,498290,1
1018,20388,4062170,2
1019,20388,3532935,1
1020,20388,4442860,7
1021,20388,3916968,1
1022,20388,148280,1
1023,20388,2115865,1
1024,20388,1787004,1
1025,20388,4096708,1
1026,20388,2202158,1
1027,20388,2050081,5
1028,20388,2153029,12
1029,20388,2625763,1
1030,20388,3273977,2
1031,20388,3875694,1
1032,20388,2206844,1
1033,20388,4507437,55
1034,20388,1550131,1
1035,20388,3553023,135
1036,20388,3716135,4
1037,20388,4759949,1
1038,20388,264197,1
1039,20388,442185,2
1040,20388,436971,1
1041,20388,731929,6
1042,20388,2447110,2
1043,20388,4555311,11
1044,20388,474196,1
1045,20388,436021,25
1046,20388,4756817,1
1047,20388,1006056,1
1048,20388,1273700,1
1049,20388,1889369,7
1050,20388,1236296,1
1051,20388,741773,1
1052,20388,3874421,1
1053,20388,2116620,1
1054,20388,2421121,1
1055,20388,2452063,1
1056,20388,2637527,3
1057,20388,4418006,1
1058,20388,1066905,1
1059,20388,2130300,2
1060,20388,4294166,1
1061,20388,2353468,2
1062,20388,4048581,4
1063,20388,3149801,1
1064,20388,3762251,1
1065,20388,1508490,8
1066,20388,3566560,2
1067,20388,2284072,45
1068,20388,4272996,1
1069,20388,2385372,1
1070,20388,811079,1
1071,20388,1836505,1
1072,20388,80348,1
1073,20388,1127498,1
1074,20388,308424,1
1075,20388,972333,1
1076,20388,442229,2
1077,20388,4357370,2
1078,20388,3229123,1
1079,20388,1879105,16
1080,20388,1423386,1
1081,20388,4163587,1
1082,20388,1000807,4
1083,20388,484449,1
1084,20388,1333862,5
1085,20388,3315010,9
1086,20388,1819249,1
1087,20388,4828892,1
1088,20388,3041395,1
1089,20388,3288882,5
1090,20388,4201148,1
1091,20388,700423,129
1092,20388,136267,1
1093,20388,4754021,1
1094,20388,590005,1
1095,20388,3991718,1
1096,20388,687020,3
1097,20388,2650794,1
1098,20388,1009760,1
1099,20388,2534478,2
1100,20388,4193677,1
1101,20388,2622986,3
1102,20388,896632,1
1103,20388,2862713,1
1104,20388,2858322,1
1105,20388,213882,2
1106,20388,2777442,1
1107,20388,2480104,4
1108,20388,1177633,1
1109,20388,802077,1
1110,20388,3951241,1
1111,20388,250168,1
1112,20388,1406803,3
1113,20388,3867594,1
1114,20388,2428255,1
1115,20388,4636841,1
1116,20388,1245533,1
1117,20388,1776676,1
1118,20388,3812768,4
1119,20388,3718453,1
1120,20388,3902945,4
1121,20388,4652830,1
1122,20388,1456236,1
1123,20388,1480055,1
1124,20388,4832145,73
1125,20388,1770642,7
1126,20388,2164221,1
1127,20388,3212156,1
1128,20388,2884893,1
1129,20388,3092672,1
1130,20388,3455129,1
1131,20388,3304440,2
1132,20388,1554870,1
1133,20388,2011922,1
1134,20388,1899237,3
1135,20388,3309380,2
1136,20388,1410091,16
1137,20388,2235738,1
1138,20388,1628588,47
1139,20388,871389,1
1140,20388,1698844,3
1141,20388,3912014,2
1142,20388,2230798,1
1143,20388,255115,1
1144,20388,424071,2
1145,20388,3016677,2
1146,20388,732598,1
1147,20388,191722,1
1148,20388,3663958,1
1149,20388,209573,1
1150,20388,59692,1
1151,20388,1993311,2
1152,20388,4674141,1
1153,20388,561363,1
1154,20388,1161579,1
1155,20388,618719,2
1156,20388,4383380,1
1157,20388,2744308,1
1158,20388,1322813,1
1159,20388,4199005,1
1160,20388,3372983,2
1161,20388,2169895,1
1162,20388,1287451,4
1163,20388,852210,2
1164,20388,4691260,1
1165,20388,2786883,1
1166,20388,4647666,13
1167,20388,988693,1
1168,20388,1582263,863
1169,20388,1727897,2
1170,20388,4420246,32
1171,20388,215825,1
1172,20388,3953910,2
1173,20388,4430511,4
1174,20388,3481564,1
1175,20388,1351474,5
1176,20388,1153575,1
1177,20388,3428438,2
1178,20388,1451090,1
1179,20388,1623632,2
1180,20388,4214003,1
1181,20388,770846,1
1182,20388,1303272,1
1183,20388,2573280,1
1184,20388,414466,1
1185,20388,3340686,1
1186,20388,3575093,2
1187,20388,441867,2
1188,20388,33287,3
1189,20388,357883,2
1190,20388,807266,1
1191,20388,3333165,3
1192,20388,2638976,2
1193,20388,3527490,2
1194,20388,2758659,1
1195,20388,1382111,2
1196,20388,3020797,2
1197,20388,4771428,2
1198,20388,2114884,59
1199,20388,1756355,2
1200,20388,4642948,4
1201,20388,626041,16
1202,20388,2114668,1
1203,20388,629695,7
1204,20388,4032529,1
1205,20388,4615313,1
1206,20388,342794,1
1207,20388,3555472,1
1208,20388,2123724,1
1209,20388,574342,1
1210,20388,73427,3
1211,20388,3266137,1
1212,20388,558572,1
1213,20388,2094533,1
1214,20388,4061136,1
1215,20388,1658458,1
1216,20388,3406634,1
1217,20388,346096,11
1218,20388,773033,1
1219,20388,4414104,2
1220,20388,1612378,2
1221,20388,787171,1
1222,20388,4590267,1
1223,20388,3461634,2
1224,20388,1411777,3
1225,20388,1200747,1
1226,20388,347429,1
1227,20388,4527270,2
1228,20388,1099368,4
1229,20388,4393495,2
1230,20388,3220908,1
1231,20388,3714600,2
1232,20388,4207330,2
1233,20388,32823,1
1234,20388,2949834,1
1235,20388,223374,1
1236,20388,3017588,17
1237,20388,2276976,5
1238,20388,597992,1
1239,20388,4793672,4
1240,20388,2453994,6
1241,20388,94376,2
1242,20388,4559967,6
1243,20388,293916,3
1244,20388,709004,2
1245,20388,4584487,1
1246,20388,777755,1
1247,20388,916042,2
1248,20388,1534412,1
1249,20388,1581255,1
1250,20388,2119683,1
1251,20388,4823686,1
1252,20388,2364937,2
1253,20388,4743057,1
1254,20388,2819403,179
1255,20388,2012361,10
1256,20388,4239073,1
1257,20388,1567615,2
1258,20388,2181128,1
1259,20388,3865495,2
1260,20388,1400770,25
1261,20388,1599593,1
1262,20388,3625614,1
1263,20388,3594285,1
1264,20388,4355539,3
1265,20388,3773343,1
1266,20388,1735647,1
1267,20388,4050381,3
1268,20388,3454409,2
1269,20388,3187114,1
