0,source,sink,z0_shortest_path
312,2676205,3132930,2
313,4225721,2019650,2
314,540450,4629997,2
315,2483244,3602926,2
316,1735998,4810297,2
317,4306167,603449,2
318,375480,2152962,2
319,3180301,1013242,2
320,935185,2126374,2
321,363438,848620,2
322,116337,1529538,2
323,902881,1494526,2
324,3041683,2404217,2
325,3497766,800910,2
326,4472132,593309,2
327,2634508,4247346,2
328,1389619,2878362,2
329,4340194,2322663,2
330,2602154,1025339,2
331,1403344,937234,2
332,1886723,3571324,2
333,2843784,585327,2
334,1440901,3514834,2
335,2151302,4808211,2
336,2610700,736798,2
337,3589489,65638,2
338,3716377,1305585,2
339,3097604,1624964,2
340,274784,3668306,2
341,2603652,686964,2
342,1294974,1085701,2
343,2037264,3701516,2
344,2795225,4791127,2
345,3122389,475690,2
346,1910873,3734722,2
347,161389,471991,2
348,228846,2147948,2
349,1095970,4364508,2
350,1129376,4673214,2
351,3083253,3252172,2
352,3795380,84920,2
353,4472132,778318,2
354,4027528,2512220,2
355,4509912,3363781,2
356,3606552,3485884,2
357,2071061,217062,2
358,1287168,3017206,2
359,244854,754891,2
360,4085623,4488362,2
361,2985668,2730949,2
362,2434952,1619400,2
363,4014664,3005882,2
364,1132039,1284166,2
365,1063377,1989026,2
366,3114061,257104,2
367,201208,49768,2
368,574695,230446,2
369,4549398,1689039,2
370,4600134,4499634,2
371,3763337,1257051,2
372,4787393,3465103,2
373,4633577,2946725,2
374,3452192,3745072,2
375,4837314,1405519,2
376,2171358,4639852,2
377,2915107,491852,2
378,2146363,4223666,2
379,4022814,1532516,2
380,384798,2369304,2
381,1335561,3422412,2
382,2766651,1603729,2
383,3912764,1702233,2
384,332358,3630776,2
385,2711792,1908942,2
386,1619329,2751324,2
387,1596963,663653,2
388,4366907,853244,2
389,1140769,4003463,2
390,2471891,1842206,2
391,1488894,804420,2
392,4782388,2617603,2
393,1049492,4577899,2
394,1927555,4809338,2
395,409991,745080,2
396,2868729,209562,2
397,4538062,2135899,2
398,3184961,2906703,2
399,2300464,1086249,2
400,2762481,1802456,2
401,1609286,4400935,2
402,1628863,2632013,2
403,3677360,1782555,2
404,2395078,1206279,2
405,4611286,1052729,2
406,3169284,470204,2
407,1506690,1416529,2
408,3234922,475821,2
409,4302499,130848,2
410,3761317,1365355,2
411,1897195,1341854,2
412,45986,1660284,2
413,455599,1494927,2
414,2136000,4385947,2
415,256201,1294553,2
416,3890448,4722827,2
417,3773245,4653266,2
418,1952272,3325406,2
419,2300246,4158172,2
420,3222384,3507219,2
421,3399075,3779861,2
422,347715,2127258,2
423,4214306,900689,2
424,3266984,1448556,2
425,169650,274950,2
426,1433247,1590857,2
427,2383394,468651,2
428,3063478,3181408,2
429,1097603,4749496,2
430,1343350,744455,2
431,1164411,2817097,2
432,4724928,1007939,2
433,4736417,2641539,2
434,4159820,4407877,2
435,2909856,2422805,2
436,258948,2298981,2
437,2424643,2740141,2
438,1553616,1197620,2
439,1520254,2538801,2
440,1818698,4664679,2
441,144060,136400,2
442,2020889,646448,2
443,4780388,968851,2
444,2102677,4613883,2
445,2461879,1209604,2
446,160818,709848,2
447,1401550,3620630,2
448,783709,21662,2
449,150171,286472,2
450,4612494,549485,2
451,3272526,721282,2
452,84726,1404837,2
453,559652,1999091,2
454,2456479,3660550,2
455,131200,4694239,2
456,1403344,3208206,2
457,3929625,2201243,2
458,3622805,4096612,2
459,3414541,2363399,2
460,1930352,874565,2
461,1563429,1318523,2
462,1182194,4493806,2
463,4225886,3721298,2
464,1408139,127950,2
465,3903025,319044,2
466,2702338,4762679,2
467,4099622,1531876,2
468,1178308,4790146,2
469,3627790,2818164,2
470,3726725,2049715,2
471,1234471,1034122,2
472,2986501,870428,2
473,245651,952688,2
474,1128316,303543,2
475,4679590,378218,2
476,23990,844832,2
477,1501709,1841906,2
478,2339541,4236146,2
479,3813630,3285609,2
480,1648899,2023675,2
481,4451424,3430488,2
482,150985,2023484,2
483,1819250,3710241,2
484,3891364,2949813,2
485,171548,4309706,2
486,2435515,3994740,2
487,898515,3699749,2
488,2018936,2750152,2
489,2805661,2817056,2
490,2888230,1669117,2
491,1136345,695111,2
492,3712498,690084,2
493,2903089,1947006,2
494,4389575,1673289,2
495,2086336,2400247,2
496,4310862,3340476,2
497,1986478,1151263,2
498,19451,4470008,2
499,3653227,4698566,2
500,279288,1397718,2
501,339567,2040968,2
502,4609702,4063523,2
503,1397316,4643173,2
504,1216896,4125905,2
505,1920893,1876085,2
506,3323708,4454175,2
507,3419799,4007276,2
508,4029708,4659457,2
509,4230074,4486159,2
510,3550092,3419090,2
511,2109677,3530012,2
512,1185400,1106637,2
513,2301264,158731,2
514,3234845,4022241,2
515,1310817,3064489,2
516,2058283,4609415,2
517,3042121,1621224,2
518,1447046,4711948,2
519,587095,3218496,2
520,497106,73827,2
521,3285875,4724464,2
522,4373891,275639,2
523,1348793,4004571,2
524,3198236,1722209,2
525,4860911,2189591,2
526,1349133,3080725,2
527,2047012,94321,2
528,1679775,573826,2
529,3075945,2059985,2
530,4432608,3336698,2
531,3189954,1087324,2
532,500739,1921667,2
533,2845650,4108731,2
534,2642732,1984005,2
535,3303860,2984265,2
536,3866829,554726,2
537,1542018,4606604,2
538,1244565,288635,2
539,552802,3149670,2
540,4146884,1904268,2
541,4196302,4195925,2
542,636521,156930,2
543,834072,4644636,2
544,2145284,2367831,2
545,7868,1438811,2
546,1151012,4595159,2
547,195823,2297290,2
548,3498633,3250912,2
549,1176840,3708871,2
550,3652024,4579537,2
551,4585801,1410032,2
552,965977,757234,2
553,4276,3467832,2
554,1591738,4130514,2
555,3726255,1690853,2
556,4750778,932921,2
557,1544783,545075,2
558,3728686,2299782,2
559,4134777,3010701,2
560,4737649,317017,2
561,1113383,572050,2
562,4791237,4669469,2
563,1625926,1323604,2
564,1057767,2106810,2
565,4360797,2567319,2
566,4501001,3747641,2
567,3979814,1383065,2
568,3958498,3400119,2
569,4472613,4782942,2
570,2826552,1851929,2
571,3930113,1969392,2
572,4071650,1967153,2
573,848450,1311163,2
574,4421038,4236120,2
575,2924011,378360,2
576,2216079,1058463,2
577,2619921,2243004,2
578,3401659,867777,2
579,4850825,846953,2
580,4627451,2979388,2
581,4455263,1253026,2
582,2366247,2506073,2
583,2167353,1201942,2
584,3727094,2061597,2
585,4307670,4579336,2
586,2720575,4595178,2
587,3507605,3898713,2
588,4300146,1860277,2
589,277097,664372,2
590,3454316,355653,2
591,4804889,1258662,2
592,4531017,4813904,2
593,3732480,3733752,2
594,2914647,4152370,2
595,1604519,4809986,2
596,3907690,4007453,2
597,2670017,1805044,2
598,255712,861508,2
599,824841,1324381,2
600,1075138,1095215,2
601,4549427,1689039,2
602,3348381,2086336,2
603,2292299,1621542,2
604,1317354,3054311,2
605,4702057,2922419,2
606,4789062,875708,2
607,3196320,4741885,2
608,243028,3158766,2
609,3200179,1242327,2
610,2376306,4249861,2
611,1122024,3271567,2
612,3852135,3266102,2
613,4032122,1949143,2
614,3223920,3378708,2
615,2239712,4041512,2
616,1152111,3955212,2
617,2438138,4405443,2
618,1182125,2016362,2
619,4825117,3226188,2
620,4509053,4614759,2
621,954783,4107041,2
622,2694897,4221994,2
623,1459605,355183,2
624,3957243,41215,2
625,4392240,4670924,2
626,4662222,627979,2
627,1772618,2517958,2
628,3507605,3743087,2
629,2988110,306066,2
630,3460470,2914869,2
631,4724928,3081689,2
632,2357765,123020,2
633,4503243,2503081,2
634,1395639,905235,2
635,2163840,1487443,2
636,1173867,1594195,2
637,2990719,247965,2
638,4334594,4672164,2
639,3175677,4294132,2
640,3154897,3743287,2
641,2380033,823904,2
642,2204209,2393,2
643,3204489,2021656,2
644,46347,4105798,2
645,1546131,1476256,2
646,4832741,3628271,2
647,230959,3056188,2
648,803117,514516,2
649,2728019,2857848,2
650,1101391,3302218,2
651,2629332,1739999,2
652,3196935,1226698,2
653,3545915,1760349,2
654,467020,3890374,2
655,3283449,833637,2
656,2684857,3394755,2
657,1310076,970851,2
658,324700,4458047,2
659,3455337,759828,2
660,1469417,82340,2
661,2945451,2873928,2
662,47367,2619824,2
663,1975212,3490790,2
664,2500159,1007714,2
665,3403476,1454600,2
666,2048,3986213,2
667,4501695,1127019,2
668,2205192,2295414,2
669,2354150,3239759,2
670,4383563,1174,2
671,475933,4833712,2
672,4782926,3536565,2
673,4487677,4825406,2
674,4327965,1331438,2
675,1550721,2116162,2
676,2517457,1728898,2
677,1838574,4098262,2
678,4612771,3288555,2
679,642996,3506813,2
680,2557232,564584,2
681,4223610,3482459,2
682,1769495,2395183,2
683,782197,2194084,2
684,1770200,2516884,2
685,4031633,4588297,2
686,1470412,4422560,2
687,1775497,3613127,2
688,1824620,2651938,2
689,1279839,1677752,2
690,4132752,404449,2
691,4448187,4748339,2
692,491128,4657499,2
693,2560508,3925409,2
694,104236,3605785,2
695,4700248,663112,2
696,2629845,4456828,2
697,1570585,331274,2
698,2852734,324237,2
699,1041665,1229102,2
700,3715323,3549444,2
701,638553,2757877,2
702,4836716,3354830,2
703,4017320,922747,2
704,1459605,3415082,2
705,3303902,2181529,2
706,3674345,3378280,2
707,1726836,4480898,2
708,3806390,1976038,2
709,878442,4036279,2
710,3595486,2643790,2
711,420410,2867013,2
712,803951,2242566,2
713,3628696,3853365,2
714,2616335,2908614,2
715,1981986,4035202,2
716,3054430,1057861,2
717,4334594,3051327,2
718,4812944,3535207,2
719,2674631,1867538,2
720,2942785,1035309,2
721,1335561,1909814,2
722,306263,2130956,2
723,201208,951008,2
724,2740508,1609914,2
725,4153888,4755721,2
726,2452515,1716535,2
727,4751661,1206612,2
728,3182725,2251944,2
729,4329998,3123735,2
730,4246368,4607134,2
731,4306984,31402,2
732,987441,4503707,2
733,1991608,2364292,2
734,4300700,4266500,2
735,4498960,2930986,2
736,3102958,2181529,2
737,1515040,797189,2
738,885070,2221607,2
739,3011316,3884937,2
740,1213594,4105851,2
741,2305935,678890,2
742,1006164,1656495,2
743,3011799,1673519,2
744,1667129,4633379,2
745,617629,1105588,2
746,926720,3307114,2
747,565577,4336035,2
748,126887,752827,2
749,2840784,3061859,2
750,1192675,4205790,2
751,1947457,179198,2
752,984342,3491166,2
753,3049221,4031243,2
754,4859244,164230,2
755,2461340,1258551,2
756,3623046,3129979,2
757,2682807,3198660,2
758,4274919,4523540,2
759,2222560,2473200,2
760,730935,3142497,2
761,4304731,1992367,2
762,3522361,4607737,2
763,2350820,2084576,2
764,2109685,3573818,2
765,3097821,1993893,2
766,3580033,4322839,2
767,4062909,416502,2
768,207617,1986693,2
769,3182466,3045735,2
770,879908,1994245,2
771,4315961,2089841,2
772,4696456,2450580,2
773,1922327,2208559,2
774,1086861,4114260,2
775,3101866,1973521,2
776,1389250,1202352,2
777,3156079,1084494,2
778,1768567,1239673,2
779,3462030,3040850,2
780,2152175,3386770,2
781,4551087,2858575,2
782,3249150,193283,2
783,2681125,4157835,2
784,1970075,4146791,2
785,456376,3282684,2
786,2250754,3054105,2
787,95788,127780,2
788,2925348,2742304,2
789,1049150,1483273,2
790,2486379,1429344,2
791,2326042,575926,2
792,3110933,3438089,2
793,1846616,3866982,2
794,2871577,259324,2
795,3725944,4668743,2
796,3266143,1054633,2
797,3982958,4028169,2
798,2763196,4737099,2
799,1666632,2920024,2
800,718458,4615321,2
801,5089,328448,2
802,2912719,2979388,2
803,4532884,2397948,2
804,2487570,1271488,2
805,2210034,2685425,2
806,1204176,3775387,2
807,3993419,1458675,2
808,4767918,2302691,2
809,3803252,3698779,2
810,1292292,3865282,2
811,4091650,1529244,2
812,446032,2154457,2
813,4649516,2209103,2
814,3695509,65638,2
815,148935,4811932,2
816,886108,905765,2
817,1190951,4690782,2
818,3626245,1962035,2
819,1948085,1846065,2
820,2482350,2278610,2
821,2962254,2827901,2
822,2332217,3185052,2
823,3297316,2057510,2
824,2416046,1105588,2
825,426668,4631936,2
826,496868,105246,2
827,3034565,1821811,2
828,4606514,907012,2
829,4274057,4538199,2
830,3107357,1742303,2
831,4538043,3575682,2
832,3656366,2979261,2
833,4396298,2826632,2
834,16594,1646682,2
835,143220,3494535,2
836,807742,2493146,2
837,771710,4806172,2
838,3204376,2359631,2
839,3915080,2966620,2
840,3249409,4419768,2
841,680507,2053301,2
842,2844764,2094403,2
843,2136096,1598748,2
844,2704117,3935784,2
845,3053000,1212931,2
846,4503555,1271150,2
847,4505818,1411178,2
848,3126141,3797741,2
849,1653827,716887,2
850,1746167,1710765,2
851,515975,2133291,2
852,3981319,1616341,2
853,212575,78001,2
854,4727351,2334645,2
855,4306542,3737446,2
856,4238620,1854886,2
857,1473900,3584952,2
858,3526712,3873655,2
859,776837,2031470,2
860,1781994,221130,2
861,4157407,2041684,2
862,3387380,3382309,2
863,4771179,3918609,2
864,3077171,2242021,2
865,3126141,1105233,2
866,3094990,4601392,2
867,992746,1789434,2
868,974241,3572636,2
869,1327440,1466192,2
870,471105,1986462,2
871,4367141,1803707,2
872,3007021,298105,2
873,3508770,3716870,2
874,1605266,4345411,2
875,4414997,2763539,2
876,3815718,965233,2
877,4558718,4477346,2
878,478181,2638176,2
879,4446498,910551,2
880,2481722,4732326,2
881,1481434,1938916,2
882,1632644,2921116,2
883,4382423,3617572,2
884,2075441,3184771,2
885,4170583,4072550,2
886,1961152,4745890,2
887,2356085,3778486,2
888,2588017,3596547,2
889,2868212,685256,2
890,370525,3929021,2
891,3089257,4098923,2
892,2457642,4387555,2
893,2779887,1742444,2
894,2598272,717002,2
895,499530,4758605,2
896,2654094,778360,2
897,1998202,3119624,2
898,1813608,2662345,2
899,483345,2826679,2
900,3587474,1836534,2
901,4843491,1000598,2
902,1345474,1993893,2
903,276809,1338578,2
904,2049302,3273890,2
905,4235225,1728318,2
906,2422272,3054246,2
907,4759196,110553,2
908,229913,4413218,2
909,1891154,1504106,2
910,1467477,2408564,2
911,1969873,2716022,2
912,4020444,4211497,2
913,101838,1005164,2
914,1220741,1756761,2
915,4357167,1938570,2
916,115942,187940,2
917,76713,3621559,2
918,3647690,3642981,2
919,2633049,77035,2
920,4589303,2337648,2
921,1435516,2315226,2
922,999685,2648425,2
923,264520,2210890,2
924,558571,2475440,2
925,1024777,910755,2
926,858905,843636,2
927,4047213,3572447,2
928,1060441,463043,2
929,1049970,3078305,2
930,2610005,82301,2
931,2578445,2742606,2
932,4275718,2790099,2
933,35842,1840959,2
934,4617371,1145730,2
935,2292098,3037900,2
936,4439696,4060999,2
937,3226838,4052990,2
938,2607301,4279936,2
939,995486,94427,2
940,3190499,3577652,2
941,1131513,4222791,2
942,1487867,290241,2
943,4795640,3439420,2
944,1677935,777501,2
945,3003773,3965125,2
946,3638601,4159902,2
947,4091571,2057832,2
948,3454963,4167373,2
949,3044039,3823404,2
950,4225721,2949748,2
951,3903454,4204989,2
952,3101181,1600897,2
953,4292767,4200228,2
954,1828452,282738,2
955,3230665,4413559,2
956,932451,1692815,2
957,4279761,3434826,2
958,2640762,750770,2
959,4698322,1480185,2
960,2482350,4523961,2
961,1726152,4086068,2
962,3857721,2363392,2
963,301221,3137409,2
964,1735883,1347462,2
965,635924,3980791,2
966,2496573,4143220,2
967,4207066,4552885,2
968,20295,1324992,2
969,282738,238014,2
970,4248813,1322227,2
971,2899375,1634098,2
972,4440444,4411289,2
973,153430,4176442,2
974,2525847,2597519,2
975,1153580,68695,2
976,4816163,1552199,2
977,1204056,4134951,2
978,1507776,4625867,2
979,3862160,927107,2
980,631029,3085310,2
981,3292145,1696837,2
982,1986922,785893,2
983,727535,3439201,2
984,2509282,4179348,2
985,2003319,1715065,2
986,3832954,46710,2
987,2060035,1346024,2
988,908170,351962,2
989,2796817,1603275,2
990,163643,2882296,2
991,1824620,3885455,2
992,1439892,1324992,2
993,2257028,3557291,2
994,1068926,1958906,2
995,2486987,3279494,2
996,1322268,4390465,2
997,2420317,4746757,2
998,3234711,3773437,2
999,3493966,4527536,2
1000,17245,1014944,2
1001,3619046,1255074,2
1002,353855,33773,2
1003,3372039,2242816,2
1004,1243355,3135593,2
1005,3761317,76667,2
1006,540178,2065999,2
1007,1761173,2900702,2
1008,806785,4345803,2
1009,520136,851237,2
1010,92356,4400515,2
1011,1828246,473043,2
1012,2173151,1024777,2
1013,4245940,3905926,2
1014,3254161,3344278,2
1015,1919222,4847918,2
1016,2876679,2649220,2
1017,2685708,350314,2
1018,3037471,3351610,2
1019,1489738,2823434,2
1020,1035595,3177976,2
1021,2767461,4374620,2
1022,4299096,1242327,2
1023,1175602,3650803,2
1024,3997449,541721,2
1025,4220227,888836,2
1026,1888430,4164656,2
1027,3630094,4093593,2
1028,3260897,2059398,2
1029,3458359,551685,2
1030,998253,1334906,2
1031,4564989,2138288,2
1032,4413315,3152924,2
1033,3044039,856916,2
1034,1865377,4636019,2
1035,606761,2658818,2
1036,2508178,197603,2
1037,1590882,3799335,2
1038,4479178,3337311,2
1039,3042121,4022981,2
1040,1222767,1337901,2
1041,189137,3707350,2
1042,4564947,3539593,2
1043,4661198,1565469,2
1044,2921853,1665942,2
1045,4348766,4716721,2
1046,754491,3606387,2
1047,1961849,3649320,2
1048,1691903,651795,2
1049,4310719,4767700,2
1050,635907,2502797,2
1051,760911,3860178,2
1052,3862160,1389180,2
1053,132853,4125302,2
1054,811239,1187817,2
1055,1055988,547593,2
1056,4595673,1373036,2
1057,1429183,4156017,2
1058,2675276,4522292,2
1059,1152111,4454737,2
1060,3885342,2744082,2
1061,4461671,614029,2
1062,17660,260714,2
1063,4243983,1346688,2
1064,3422310,3605635,2
1065,4257630,784418,2
1066,2604474,772396,2
1067,66062,2390617,2
1068,2299928,2733212,2
1069,1250650,288350,2
1070,481068,4396743,2
1071,2468519,4211728,2
1072,2006237,3426063,2
1073,1869476,4651416,2
1074,426011,1305670,2
1075,886710,781813,2
1076,4311290,2932236,2
1077,4093168,601456,2
1078,849848,598842,2
1079,4163280,4835007,2
1080,665522,716943,2
1081,4587860,3812837,2
1082,4074289,4168492,2
1083,3529930,2507173,2
1084,529453,3294213,2
1085,3110854,528835,2
1086,1855038,3533203,2
1087,1255620,3579983,2
1088,789821,873406,2
1089,3832051,1403567,2
1090,3259436,1583704,2
1091,3300111,3166123,2
1092,4721805,389312,2
1093,4161118,518238,2
1094,378799,4441914,2
1095,1851286,615740,2
1096,3953029,1232081,2
1097,4095099,4020896,2
1098,3634165,3042674,2
1099,2808502,2835494,2
1100,4628181,1968517,2
1101,434593,3870424,2
1102,2833758,237574,2
1103,4136514,2567418,2
1104,4317947,1488971,2
1105,4002172,3642884,2
1106,376424,847450,2
1107,1551687,3161152,2
1108,1452253,2979388,2
1109,4342778,94321,2
1110,3265042,1663756,2
1111,980606,790371,2
1112,3605497,1194830,2
1113,3750870,4272176,2
1114,2821319,115485,2
1115,4415048,4359993,2
1116,4472299,3026070,2
1117,1289611,4287035,2
1118,1611864,4308170,2
1119,568741,2162676,2
1120,2013055,3596406,2
1121,1799556,3377837,2
1122,3917977,4069212,2
1123,1026187,2604044,2
1124,3036197,859642,2
1125,4624816,1352043,2
1126,2301621,104263,2
1127,4469001,1122560,2
1128,4721192,2498962,2
1129,1136345,614016,2
1130,482013,3961686,2
1131,2057720,1483713,2
1132,3193210,663337,2
1133,3287864,3583627,2
1134,3269084,3383275,2
1135,1901271,1649146,2
1136,1677157,1586085,2
1137,986914,4659074,2
1138,2332783,3296169,2
1139,24392,44172,2
1140,3748195,2253113,2
1141,2533991,136400,2
1142,3733107,4641993,2
1143,4653515,4614066,2
1144,82116,1843902,2
1145,43778,256508,2
1146,3362288,2544271,2
1147,311061,1427563,2
1148,1659324,4063437,2
1149,3752981,4793879,2
1150,4797950,2870890,2
1151,1824620,2036744,2
1152,2210458,4679490,2
1153,3278257,239096,2
1154,855404,1917515,2
1155,2940560,990148,2
1156,799760,3982403,2
1157,215004,3019723,2
1158,3898489,564844,2
1159,1688194,2846928,2
1160,2767192,2361673,2
1161,445710,918380,2
1162,1226964,3554524,2
1163,3940380,3357571,2
1164,1153580,2947169,2
1165,349903,3780684,2
1166,613280,2243013,2
1167,3184581,2878646,2
1168,2955992,1644012,2
1169,2759934,4640798,2
1170,4830164,3710419,2
1171,3857652,862613,2
1172,283112,1663756,2
1173,2025383,1723144,2
1174,4795474,3240496,2
1175,2870198,4176958,2
1176,624050,3741140,2
1177,3030182,3395,2
1178,1175901,3686450,2
1179,1518924,461260,2
1180,2863758,2645519,2
1181,495657,1385412,2
1182,1894511,1652009,2
1183,2174930,3024022,2
1184,317075,4451637,2
1185,4738635,2192485,2
1186,1197859,3997061,2
1187,1345525,247339,2
1188,2022904,2202272,2
