0,source,sink,preferential_attachment
210,2749135,3229933,17043
211,1147295,4463463,27
212,495613,3009965,12789
213,1376558,291125,686
214,2021517,4634127,25715
215,4519174,520390,48144
216,604125,4360758,300
217,3828465,3963629,8720
218,2957639,4578655,1587150
219,4325972,1755579,96
220,1039233,3674322,2200
221,1901862,4840530,7161
222,2408015,1321954,17214
223,4781379,52592,270
224,4583761,4572486,834240
225,1476555,4751012,51584
226,1636856,4208957,126630
227,2038215,4162950,28350
228,4216378,2118739,28644
229,1136996,3640654,1872
230,4178366,3164163,5768
231,986629,3346537,12488
232,2303520,663713,5571
233,4708115,738568,31
234,3769409,1960538,397125
235,2844371,3392930,11044
236,1320291,3768226,420
237,1817011,3254390,556
238,3337956,1186643,34935
239,414390,2341215,59760
240,1185153,4799044,1455
241,4182445,4255166,2040
242,1429988,4034214,74052
243,784476,4743804,796060
244,1567741,2167167,116350
245,378193,3858906,225
246,3193737,852669,355
247,222154,1096330,1115076
248,837136,4092142,410
249,3001803,1421121,164
250,4497472,970834,325
251,78652,876913,50835
252,1740390,2913793,116
253,4608977,2576561,83
254,2146076,3373346,1365
255,4043972,3448830,54620
256,2066994,3418202,39312
257,559972,3695276,5850
258,2427345,214090,5376
259,1635607,4683806,5892
260,4435111,1900279,324
261,541055,1731912,201275
262,1745528,2194526,61359
263,754926,762964,4194
264,2093716,3996594,45920
265,4640383,987793,1766194
266,4298408,420656,1387
267,4725488,1747009,2016
268,2264477,2991814,10253152
269,4421319,4161763,6840
270,4007453,1159092,375
271,2690596,3915235,313336
272,3602451,2065513,26928
273,504324,2747208,28959
274,30083,1972008,2958
275,1025903,2722816,220
276,2607838,4292513,467828
277,132853,1928713,1424625
278,1841790,1805282,496
279,699145,2039550,5697
280,1632938,2917594,942
281,740264,775607,2133
282,2326042,3593013,65226
283,2597890,4398241,327
284,4347620,3709618,55
285,2956481,3808878,2521131
286,2421138,2173151,10323
287,3325878,3941234,405
288,3969780,3375372,122
289,641527,2264701,105735
290,3750870,214372,6320
291,3136757,2292933,230
292,194271,4138613,54
293,4837795,2032867,50976
294,4532809,3889649,399
295,2019222,2153519,15
296,1047207,311498,8127
297,2970262,1729215,2676132
298,1221209,2747564,3
299,268995,1173364,118
300,4427946,1339329,43005
301,1607490,654860,2415
302,1460872,4581556,2140
303,2019845,4577899,31388
304,1704367,3164073,5842
305,2745910,3104940,170532
306,2133929,3867352,13572
307,3871942,4799962,86826
308,3257910,588337,71064
309,765302,2762989,11115
310,3960835,4669648,4494
311,2629112,1529484,143172
312,2073048,421699,74
313,4524669,2949748,39710
314,144060,3080263,4148
315,3764504,3328639,18693
316,433097,4052222,266
317,1986630,2951260,7950
318,2398278,209191,43857
319,1974705,1581879,220
320,1443500,1164411,604443
321,3550092,3753484,4900
322,3107199,690742,96360
323,2019781,636552,20
324,3478606,1281736,693
325,919613,1735123,8140
326,1432948,4331707,21735
327,4782388,1065417,5474
328,596337,409262,2278
329,4106517,3002541,155064
330,1065985,4673981,78
331,3757808,890719,1829
332,4865292,2472812,2652
333,1817278,3209863,744
334,2535495,1937230,712
335,1524949,2845319,19640
336,2699583,2224526,1460
337,3589315,1592667,708
338,1501709,3370956,120
339,2135899,3893892,336515
340,3380008,1519730,168
341,3120092,4618432,1749
342,1322906,784341,14364
343,155804,834066,158
344,56567,3302825,13356
345,432620,112551,7120
346,1239755,165055,21720
347,2314931,2658417,547785
348,3043233,857634,52
349,4444751,719172,5863
350,3144674,3401173,34560
351,2681125,4245138,24220
352,4355412,3494128,1816
353,4114591,1582028,30510
354,4099850,924833,7182
355,103916,2808644,28024
356,520324,3222831,101867
357,3443992,280322,32743
358,2008046,4864558,8964
359,1981993,463338,151353
360,3004094,819288,712
361,4467857,2374812,571
362,1143671,3610611,681
363,1114213,140603,18120
364,2283170,3108276,44178
365,3039452,1019859,33417
366,298011,2396903,1406050
367,3491637,3299008,537
368,4345638,1914315,5940
369,3193210,370765,265
370,279329,4093834,1104
371,1091584,977565,8118
372,4310710,290077,44128
373,3725239,1818269,206028
374,1799182,3537761,99042
375,4366747,1672058,15630
376,2921853,1063377,10403
377,3210136,2558297,345
378,1618265,2401545,134
379,335479,673405,56
380,2393127,315060,136
381,2305619,2629421,4988
382,94280,1191204,14042
383,3396488,1921136,592
384,1184100,1487302,1498509
385,3561479,3836738,3768
386,2920873,2227745,875196
387,3576624,4268303,3140
388,527595,1894941,85248
389,919165,1264290,224
390,4014552,4632479,13695
391,4135084,17392,90720
392,245914,1905607,21545
393,2618052,4188938,5400
394,4836378,4536767,3408
395,437876,2566889,55776
396,2497998,95673,1296
397,1036152,502401,17248
398,2585063,3153339,34
399,311952,487639,390236
400,4260998,2255438,1400
401,795918,448525,26994
402,2720299,2127901,3003
403,1459605,3749748,25725
404,3547614,2860781,24272
405,3335130,438964,800
406,1933312,3256959,340
407,3564448,167816,11352
408,3432616,2332893,507384
409,2633605,1933805,19050
410,2832099,593309,55968
411,2366431,4838273,63288
412,623567,2164839,151107
413,3994516,1354897,85
414,2315048,2033602,18865
415,1637898,4121411,385890
416,892193,4336282,1396
417,4578655,3601327,885277
418,4152864,1994852,31
419,2533205,2449296,122
420,3035063,3658576,924
421,1063789,1199206,22
422,4717616,489300,8636
423,3652352,1702417,18755
424,1024682,1315850,3216
425,2587055,3472626,61380
426,2086863,512769,493044
427,1493935,2241589,261
428,941692,3517094,16120
429,2912801,871888,704
430,3606548,626239,64113
431,2200735,2157328,418
432,3544260,2618757,4028
433,1862492,54381,444
434,3445194,2976923,16
435,4114513,3383210,45
436,3744513,1129682,53
437,2055183,1190704,2304
438,3592571,377102,21435
439,484479,352855,149815
440,4518583,1939151,320735
441,2741551,3680201,33250
442,2589986,4298355,35
443,3446506,3393730,2464
444,1080614,1486892,142410
445,3819586,3914665,188
446,2232341,2167763,2471
447,3663392,2116501,630
448,135756,1415397,1530
449,1304570,762511,3680
450,3268179,1312177,7504
451,1034420,2582486,84286
452,1395712,207348,374825
453,28366,1841875,169884
454,628921,901150,860
455,2156930,302849,1194
456,4742865,4011635,40836
457,579052,4286269,6656
458,3622805,2239775,535
459,1097755,19760,8395
460,4681267,4047729,257984
461,4214037,1124684,8625
462,3328824,4725447,165888
463,1632157,3441172,231
464,2733872,2966772,108600
465,4402871,3812818,211973
466,1807180,817365,836
467,2763391,4023498,476
468,1626617,2819030,695
469,4130943,4188416,63840
470,467667,4000293,63360
471,585290,2615912,5460
472,3437795,2770964,365607
473,3206172,4186227,25776
474,174802,3795595,4189
475,4371955,1776702,16016
476,2810159,2277589,483
477,2044305,2746365,3324164
478,2952533,3517217,973
479,2914124,4682995,22
480,61530,3335540,62776
481,4591296,1929062,7781
482,4428300,2480985,52608
483,46090,1450214,58032
484,659769,20462,2752
485,636099,1164072,695
486,2407305,95886,1267
487,1475238,1917370,1484630
488,550624,1332575,37356
489,3206394,2933565,20475
490,3940380,3051327,2661330
491,273164,1413055,771930
492,1957538,4839138,4293
493,2749267,3859663,792
494,173719,2037535,24350
495,384254,3003794,45156
496,410127,290758,990
497,2586954,1166818,8056
498,172972,4299050,72
499,2422604,909677,723
500,4326329,732416,492
501,3476921,4329139,23217
502,2346396,3113197,740
503,1397316,1548423,1538
504,4590349,4475906,101574
505,4462368,1729215,186588
506,1327440,2866511,20700
507,505918,80983,6216
508,1041665,246307,3096
509,1619831,4149096,360
510,1602676,4821149,6027
511,4498800,2530095,350
512,1220744,2494359,34720
513,3216894,2917270,21
514,823636,3470096,2590
515,2464404,2214631,6474
516,2225928,937883,162
517,3874174,3660958,4224
518,4510312,4641648,600
519,1772905,1164032,2210
520,497126,1813537,534
521,3956535,1366076,2072
522,311395,4517546,164
523,691053,2551093,3924
524,1202094,4419310,816
525,2511862,702114,1359
526,1537593,3531111,1216
527,1809060,2755105,48
528,4561995,4101406,43080
529,1183256,851822,166696
530,2259583,180886,59447
531,617956,2413499,167325
532,1294163,515021,52
533,2063062,1342577,14140
534,1800416,2888042,4
535,4691181,4610787,270
536,1834142,3836704,78144
537,949172,2071647,1400
538,2536161,4132261,2105925
539,625451,3547349,3064185
540,2290078,107998,555520
541,3494888,248970,234
542,268519,2884416,82
543,158115,4633431,74841
544,4699529,317786,55678
545,3256646,751974,5104
546,3725632,731420,5859
547,2171358,4477620,8460
548,931647,1765411,5814
549,2744198,3642845,18600
550,1765731,1258166,8954
551,2649630,1742482,74178
552,1641756,2486979,78864
553,4036817,1703634,6336
554,3849807,2866908,1070
555,1167211,1840412,165880
556,4766814,3298954,17424
557,947762,3341056,56
558,3136926,4534450,690
559,3730870,3175312,62622
560,2690278,3761780,138846
561,2058283,8356,7896
562,2646810,4575002,1980
563,3633833,2573172,4929
564,4247331,82320,159408
565,3983042,2701676,20196
566,2093176,2186222,3870
567,1412983,2528294,2025
568,3920505,4846084,14314
569,3320046,4335591,8352
570,1262238,1048746,3048
571,3059183,1766159,43512
572,1495241,4548619,13101
573,3717996,3452178,61860
574,908046,458466,3790
575,319732,3806748,17925
576,748200,1665032,1116
577,856916,2741764,1626492
578,2695621,4579955,6079788
579,4016649,3678951,202462
580,3699726,4642092,2620
581,4599604,1537367,83472
582,4323755,1211774,42588
583,117178,2785207,37268
584,2934603,2472584,236929
585,1432887,2529373,2943
586,4493215,2784278,3567
587,4159232,4217711,1646105
588,3756910,1193087,266814
589,1648871,4590454,154
590,4458811,3019604,3788015
591,3148390,2002788,16068
592,769445,2986095,10080
593,4542296,4029056,21424
594,3097604,4305969,2951551
595,3135278,1898689,29962
596,3490385,2303097,69
597,2880138,1230311,24924
598,1799854,1094216,2788
599,3441024,3198893,3584
600,1712592,256053,336908
601,1213060,3485270,51537
602,674419,1687481,1048
603,2253113,4199739,41940
604,1687100,4699308,17340
605,1687914,1492115,46320
606,4467644,4597686,199710
607,1287150,4587728,3179
608,885888,2401150,5670
609,4059232,1934540,1033405
610,2167353,2927967,3087
611,2431787,2243309,465575
612,4066935,3061931,33858
613,2912103,2616761,154
614,1451983,4398710,981
615,1760195,3815591,16896
616,1268923,4185459,4395
617,3584579,4561007,10800
618,3210823,4593452,184
619,2679215,4079576,262
620,3308965,1499488,504
621,1308257,1360090,13916
622,4556619,524247,6363
623,3464435,3158801,5678
624,4834181,1615948,9
625,4548696,2910685,11988
626,1486569,380005,805
627,1221273,4569835,678
628,1504438,1269021,15972
629,273892,4626132,9488
630,4312824,3833152,158809
631,2240718,1337977,378
632,1187945,4097285,49104
633,1628691,4570236,66
634,3764155,1080529,18498
635,2259251,4196528,1222
636,2299390,1491019,129
637,1049492,398291,107856
638,233391,2965375,2769
639,717673,3995418,11088
640,2941407,2964315,6565
641,682761,1558128,1152
642,4352101,697201,15844
643,4239933,2533625,780
644,1068581,2394046,3624
645,1176065,3366522,482
646,2913818,4272458,55437
647,4159234,597760,6318
648,4818958,708203,50779
649,3192626,1092178,2932
650,3438286,4629375,80982
651,879908,4254453,78540
652,1954387,610672,325
653,1452,3373263,598
654,4207021,606980,576
655,1413126,2746611,1950
656,3149884,128838,725
657,2598830,299664,6952
658,3017206,948009,212496
659,970600,2125683,25280
660,1211741,4121054,145
661,2835234,570107,9056
662,675370,1471569,576
663,4610268,1275066,147
664,1584806,1092555,3928
665,2904717,762869,115
666,3892708,1170664,28320
667,3976780,1552898,966
668,1808958,3153165,88776
669,3293844,282738,59670
670,2027803,2619844,4620
671,250137,2976917,1011
672,4418160,3626136,820858
673,3372601,3785031,969
674,3318630,701503,144690
675,3961269,303000,676
676,1978642,1969680,8640
677,1285540,3833101,90
678,4399173,2631408,20732
679,1225417,3677077,56
680,1917370,970119,13970
681,716749,4720136,1108
682,2164938,2616090,2236
683,4021250,1378011,751822
684,1898939,2124762,576
685,725231,2353568,5764
686,1072647,2289244,3122
687,3316884,1440533,3100
688,2308616,4597182,4420
689,2468610,1173627,6958
690,4280660,4011543,6000
691,4358480,2619379,3092940
692,4247587,4266094,55524
693,1362833,4644467,9594
694,4849080,384166,37911
695,2933517,1722935,59202
696,251110,4829418,556
697,3046801,4326881,2586
698,3300747,409240,3120
699,2205989,736972,104664
700,4759196,2959134,764
701,352777,1582441,22050
702,4732444,4677915,9260
703,1450478,3800540,435
704,3345046,4255985,30603
705,807609,2070084,70468
706,1893341,2401643,165920
707,3968198,1413750,5208
708,3502346,4395778,119706
709,3424526,865480,18070
710,3997092,847152,500
711,871619,88771,1356
712,3591727,4128045,52760
713,812874,2576794,88
714,2967237,819090,48650
715,2683846,1765869,7209
716,3933860,4187117,48
717,3755255,3173162,7397
718,4479676,2054407,2726
719,1092129,4740893,241808
720,2978353,487236,280440
721,2831459,3748022,72112
722,1861711,3429791,1344
723,128268,3306286,1975
724,4447307,3657540,20640
725,4583130,4195270,6877
726,1903802,3756910,291600
727,1226964,4506897,35760
728,4122877,478112,11040
729,3531100,4818685,2358
730,4722544,1565469,122056
731,492776,2057832,2618
732,202406,1370056,396
733,739365,4478927,13375
734,3130360,3381180,601
735,3971343,774221,408
736,1639225,497594,20828
737,3080878,3107755,16287
738,314720,466302,6627
739,4074945,67911,1736
740,4627005,3010945,22494
741,3763328,2178305,2497056
742,265346,3088232,3896250
743,3446384,679574,29892
744,887938,3994705,143
745,3223920,2516690,1104972
746,4858799,4350911,6300
747,4510458,1127255,18460
748,2270094,2546813,1008
749,4060750,2393523,17200
750,4282575,3861442,1287
751,3251045,3297002,17701
752,3031208,664506,2640
753,3434262,3173953,2128
754,2226291,4082571,312
755,2032980,4096612,48688901
756,4143745,683678,16
757,2220133,979255,639360
758,552690,1513515,15620
759,2089216,4666032,3213
760,734968,4266986,458
761,748396,3222295,2190
762,3473274,4010152,188292
763,401726,1700117,4620
764,4205304,4326349,263280
765,713973,3737538,16
766,268979,3902256,2416
767,1774406,2445713,12172
768,1566271,3727886,3840
769,1747009,542316,5184
770,3760607,1428975,620
771,2062066,3937192,43890
772,2469227,2769934,903
773,463854,2442529,134927
774,3369814,1205255,96
775,268091,1807947,567
776,3561896,257577,83842
777,4181239,2507601,2166
778,745210,3851609,564
779,4247950,4173475,8626
780,4611286,3527826,5776
781,3094990,3311965,8500
782,4459514,1633484,11880
783,2814285,4198583,206584
784,2152778,2815618,603725
785,9202,1609289,6888
786,2858107,3025604,156832
787,3881850,3284336,141
788,1200874,703387,1350
789,1730864,4776931,5420
790,1976020,3906437,18513
791,3478937,4411245,72842
792,2606468,2151625,3496
793,810847,3601552,65
794,2518054,3994251,33096
795,4730476,3723065,45225
796,2675276,1802531,4080
797,274343,996371,204304
798,3650803,3477517,107184
799,1159131,3007594,19170
800,4660393,1063328,5049
801,1430292,3755407,16588
802,4855215,3292438,138082
803,155341,4215650,3622
804,4791237,668241,53850
805,504848,1473701,17460
806,812688,440093,128
807,1218819,4522612,36
808,904699,3825480,2600
809,3371729,3273144,1676998
810,2518902,2524567,15150
811,2608048,891969,1392
812,133167,3827835,100188
813,1735998,2685390,518
814,1851023,2661301,168459
815,4223007,4651979,141540
816,2978385,4096612,160933543
817,2982118,2890172,87318
818,1985096,3281495,6726
819,2872865,772280,28268
820,1730546,2700195,1599
821,3759171,3267798,19028
822,1474194,1736248,30192
823,136049,1205898,21488
824,779856,2791664,9070
825,2976069,2589511,58247
826,56121,3118599,540
827,752326,4027234,6156
828,1129405,1073098,264
829,4219582,352759,560
830,67800,1774334,1043739
831,1562061,3275980,490
832,4469172,3056997,102960
833,1632644,2747148,11711
834,2103452,2394094,612
835,1792282,1275575,286
836,2337068,2777919,865104
837,383188,487074,438
838,3624273,1694426,8361
839,1927607,3784976,18864
840,2564846,3871166,176
841,469289,3658913,23634
842,3579512,3070342,1596
843,3609789,1916723,8450
844,1005255,2558769,22140
845,4820881,4005729,19380
846,2666350,3968888,603648
847,979653,1836007,902120
848,3156444,3459373,6307
849,3454223,3088232,657687
850,1691726,1990675,14
851,1938140,1764317,11236
852,2920273,123591,1140
853,4778699,1201096,1356
854,267534,1380378,768
855,1135603,2685283,244398
856,4743153,535280,16920
857,4164647,4571277,100172
858,3251800,3853574,421600
859,142496,2824480,13920
860,1353165,2287915,10725
861,4721192,3288243,10790
862,148935,1140025,5194
863,754986,4625985,513840
864,3100893,2493630,4940
865,1456698,2760565,1690
866,3167544,3065172,196512
867,1615945,2471103,127
868,923082,3893890,4004
869,3615734,3970114,52
870,2299912,1008064,216837
871,609330,1397316,481394
872,2338838,4834648,7524
873,2017826,2903363,7000
874,1049150,4124480,1045080
875,2608376,3824501,4556
876,1482666,1660395,821520
877,1306100,1678282,150
878,2826278,3611999,10864
879,2395078,2721855,483
880,3680790,2927670,5778
881,4272458,151153,9783
882,3596185,1595754,720
883,370525,4291780,181818
884,2226097,1974361,11110
885,431391,1102747,308
886,300097,726929,834
887,750926,2586375,2108034
888,153480,4192365,208
889,3506025,212805,74664
890,2452484,2199228,756
891,1233851,3304718,27495
892,456126,2103578,246
893,3286368,1614313,684
894,759809,1677060,3192
895,3538278,1922398,276
896,783972,4757627,270
897,2085193,3886160,131
898,623444,2262983,63479
899,1219418,528928,11815
900,1998627,538998,485
901,573693,3400944,1167272
902,1101947,1959052,136
903,3887171,617576,6372
904,4093525,4161490,2318
905,1711569,1503250,329
906,1318170,2766614,6045
907,2915489,2434223,5109
908,4713292,1735687,2088
909,4342160,4836932,92
910,563322,1340111,440461
911,922949,1049281,12694
912,1455727,1967550,4991
913,4347727,2401865,46782
914,1779478,4553620,594
915,820951,1133567,448740
916,1295223,3606238,460
917,234766,1989292,40664
918,495684,2052579,4459
919,2604474,262528,479988
920,4457096,3095483,928
921,3225386,1483950,147664
922,3959449,2151517,405
923,2695091,2128045,2240
924,2245867,2784159,272
925,1719345,2177982,672789506
926,3795465,4690299,8265
927,2902003,1374445,6711
928,1895458,1253026,488444
929,888120,888836,32088298
930,4866498,2486525,29104
931,184687,4696690,4544692
932,2871308,1064883,43792
933,552693,4180588,43290
934,460696,978745,7140
935,3721072,2717219,3180
936,242742,637362,5418
937,4147170,3324817,23478
938,1299015,127123,356230
939,833087,907052,11200
940,137437,4005148,581
941,2474997,2999710,7579
942,4137763,2898182,100
943,475232,3873884,67
944,2519600,3144985,32231
945,851486,1253335,13801
946,1484675,2555689,5289
947,863325,3528798,812
948,865410,2270767,71797
949,1588061,4013191,1890
950,2975625,2363738,4590
951,919101,1522214,42
952,3893222,4116046,261
953,4759359,824031,949
954,3298060,3649303,368
955,1618544,1613382,320
956,2324352,816913,770721
957,4499487,3804486,650
958,861461,2833178,14196
959,2713798,2885043,30567
960,2475214,343584,144
961,2815706,716282,456300
962,810494,785119,17545
963,3743292,29959,896
964,4022436,2309371,4760
965,1576600,3241571,13725
966,3164595,727760,17766
967,2342340,2371785,775
968,3318025,3258850,182
969,854025,2258576,4186
970,3446567,621120,326193
971,3067879,2330265,728280
972,989455,1268920,3312
973,3517389,843636,434865
974,2506342,1857594,22666
975,863783,4395944,3171
976,1632116,1528823,119
977,2359631,4515216,4075862
978,3317934,3629131,20244
979,2932339,2350634,15250
980,927463,1514817,1984
981,3598083,1721413,1729134
982,2429371,9946,1749
983,1039279,3411931,90240
984,2895068,3918393,90
985,1854023,1483116,925
986,725415,2082827,180
987,1202857,1678405,71890
988,3689215,1218296,614
989,4528705,1142702,39786
990,4034438,711824,3404
991,3782034,3556169,5800
992,1014721,1666556,18656
993,3270580,3395510,572
994,2324422,4426524,86391
995,1194190,345813,21780
996,2625217,1996375,630
997,2824005,2211339,272
998,1576591,4166917,49806
999,380525,4664852,89
1000,3993072,2416078,1278
1001,1094048,594102,30334
1002,4600134,624993,10064
1003,2764263,2893207,1220
1004,4177865,2882100,12144
1005,4623321,4808386,494440
1006,3718908,4679904,1381702
1007,2745387,3910839,58
1008,3195688,112647,3854
1009,1813368,1770441,156780
1010,2009930,4758377,256344
1011,1787403,2443214,370
1012,4726874,1894531,108
1013,127950,3728341,365900
1014,3794842,3706176,6216
1015,3296250,3535207,88330
1016,4811622,757734,832328
1017,3683564,2701054,1386
1018,1283657,689821,479776
1019,3836659,4321162,784604
1020,1488401,3872415,4168200
1021,31098,1030864,5719
1022,2451660,1970291,2574
1023,718458,3720766,18369
1024,2002799,4114575,9344
1025,2005497,2338090,1482
1026,2118551,3452067,2415
1027,3778796,254059,318768
1028,4348766,3973930,6624
1029,3475909,1973662,48
1030,240027,3855745,658026
1031,4263251,2518627,1045
1032,942440,2191992,706
1033,850459,456126,324720
1034,3716119,3025121,41391
1035,988417,1104604,586
1036,5221,2981668,31104
1037,2021460,243830,78480
1038,4774646,1196225,85198
1039,2435515,143446,103656
1040,3941703,211323,513
1041,651778,2540894,17420
1042,477326,3487516,108
1043,3861672,3647364,129
1044,4749201,2707342,3044
1045,1255094,3818809,31383
1046,437391,1021368,578
1047,4817391,4563454,89
1048,3910665,3985168,3822
1049,1150281,4486106,785
1050,4858996,1582222,9709
1051,4204662,2133364,143
1052,3656099,1380448,19879
1053,4788248,2048276,980
1054,4716646,448823,10389792
1055,2844962,2757201,79426
1056,2161230,2087517,11929
1057,3808182,3103806,524
1058,419149,4406065,266
1059,3847967,357466,23717
1060,987441,824382,14336
1061,4762542,2767142,9646
1062,2914647,4841268,229
1063,1275299,1593758,15221
1064,3757241,3248594,2790053
1065,219686,2015738,87127
1066,3249932,1068993,178
1067,2704231,3435043,3949
1068,2691310,3640458,15150
1069,2581947,3759750,2898
1070,1689039,3927655,1152
1071,2694816,2207956,2140
1072,4405100,2051732,131900
1073,3352123,3510148,23220
1074,2584682,3162385,14040
1075,2680834,4254453,23870
1076,3202510,2092295,243
1077,4468086,532755,5375
1078,575651,4258315,380
1079,2883988,824046,935680
1080,4008358,4483821,414
1081,2939315,3155408,275580
1082,4839526,3833152,6370
1083,3507863,177506,15780
1084,4619061,4289016,591
1085,4380434,3731768,2108
1086,3213547,2706025,60236
1087,4094697,212805,1413431
1088,1927960,1579810,392084
1089,2640387,100754,33350
1090,3852854,3785477,4344
1091,1700836,350886,7908
1092,871160,3340066,759
1093,2772925,2456239,30
1094,1548013,1078672,26936
1095,2242956,3882590,1099824
1096,3603630,3489034,2204
1097,1064556,3912526,46
1098,19760,5113,5750
1099,740005,4510860,527250
1100,4765846,605639,4524
1101,2609436,653633,19380
1102,2766747,321857,4180
1103,4094066,1628264,1640
1104,1246601,1897862,264
1105,4232521,2779791,7650
1106,2554658,3240496,520182
1107,415254,3129186,5340
1108,4400995,1187964,67100
1109,2850445,1118530,209
1110,3729828,2294440,225028
1111,3370783,4790649,15094854
1112,3001815,74323,1797
1113,3394828,2633571,496244
1114,117653,1995601,702
1115,1675257,4723059,720
1116,3897513,733605,161
1117,19484,749672,809115
1118,4284282,4516132,98368
1119,833524,3841591,1764
1120,3879365,4329629,1860
1121,4251792,57883,94775
