0,source,sink,out_degree_a
1035,2464404,2701313,54
1036,1676412,1860112,53
1037,1863670,3706176,29
1038,3291892,37400,2943
1039,2826278,2157328,284
1040,4204662,2041783,6
1041,2712752,3474208,1634
1042,2232341,1560542,246
1043,2313595,3051327,415
1044,4689344,3115614,1992
1045,3318124,655904,93
1046,1841790,4084063,247
1047,2921853,4664852,62
1048,721572,4634127,312
1049,2690278,1269021,162
1050,1411730,4618432,1363
1051,813047,2426217,668
1052,1062857,4664852,134
1053,979348,494551,232
1054,979348,3463660,232
1055,4679257,77641,516
1056,4022436,2634700,466
1057,2739660,3292438,527
1058,1396795,4217711,821
1059,4211984,873318,4498
1060,3231393,349769,42
1061,1283384,4597942,137
1062,3370067,184085,764
1063,2683846,3443517,235
1064,3210136,2947163,110
1065,1460872,1378011,13
1066,1395639,364458,170
1067,2060035,634165,68
1068,1223102,2903363,313
1069,3374895,279636,194
1070,2604474,4169815,400
1071,2752758,1582441,157
1072,5221,742195,432
1073,3717996,165055,5153
1074,1629000,3304718,650
1075,4461572,3241571,163
1076,285390,4332029,1200
1077,125872,3282169,96
1078,1396795,1904054,821
1079,3056912,4016607,371
1080,1574437,256053,106
1081,2055183,1332575,13
1082,4452445,2258576,847
1083,144710,378843,53149
1084,4358480,262528,36
1085,3308965,3658913,122
1086,660741,2990704,34
1087,3541501,165651,515
1088,3983042,4266094,49
1089,2745387,1987945,43
1090,554768,3640654,197
1091,3854337,3217561,21
1092,4310710,567045,34
1093,4836378,1536763,284
1094,269252,4723059,40
1095,173719,3647364,2432
1096,1411730,2664795,1363
1097,3644551,1891147,253
1098,309474,1275575,91
1099,4211984,3652986,4498
1100,3192626,4094697,721
1101,4802205,3660958,538
1102,887938,4597942,13
1103,3871942,3169329,480
1104,765302,978745,1205
1105,2313654,3779626,1042
1106,2704231,3169329,305
1107,2450052,4342717,88
1108,2161230,2251789,64
1109,596337,3658576,65
1110,622386,1615948,75
1111,2581947,2337217,159
1112,3997092,3824251,232
1113,3622805,1140025,102
1114,3418483,1317062,82
1115,1863670,4104762,29
1116,3082677,4144645,32
1117,933347,742195,8968
1118,3216710,1558128,44
1119,2535495,3003794,15
1120,2850445,314924,192
1121,811898,211323,33
1122,2464404,3787881,54
1123,174802,4482088,4178
1124,4217929,1503250,160
1125,1779478,743875,25
1126,1413126,1613382,973
1127,2096490,438964,121
1128,1550064,243176,6
1129,1211741,3815840,139
1130,3353466,502401,43
1131,566130,1488238,828
1132,4690365,2322663,117
1133,4263251,732416,95
1134,1450153,952893,75
1135,4836378,401008,284
1136,3836480,1957800,277
1137,1695915,938763,56
1138,2402582,3410823,88
1139,4358141,3448830,84
1140,1333051,4463463,94
1141,2624184,597760,137
1142,1184100,1582441,3786
1143,4025298,3795595,163
1144,1452,970119,182
1145,2475214,487074,18
1146,1322684,2087517,454
1147,1602676,3446682,280
1148,2422900,4345793,84
1149,3248527,3535207,1960
1150,1834142,127123,209
1151,3013323,824031,4425
1152,3821504,2178305,2
1153,1187945,321857,1969
1154,2535426,4799044,3792
1155,2073048,775014,71
1156,3001970,1581879,1998
1157,3561479,12423,292
1158,2852252,3311965,1812
1159,4608977,3061931,81
1160,3150672,1339133,49
1161,2912801,2401643,31
1162,3185337,726638,269
1163,1607095,475380,129
1164,3981172,4846084,199
1165,4458811,879781,315
1166,1747009,2450275,66
1167,3794842,4007276,52
1168,947762,1432601,27
1169,1283384,738568,137
1170,1493935,2092812,29
1171,3451039,1499488,442
1172,2533205,542316,58
1173,3440116,257577,184
1174,1587881,852669,111
1175,558917,362485,4077
1176,2920273,3640654,113
