0,source,sink,jaccard_coefficient
374,3452192,3745072,0.0
375,4837314,1405519,0.03636363636363636
376,2171358,4639852,0.0019011406844106464
377,2915107,491852,0.0
378,2146363,4223666,0.047337278106508875
379,4022814,1532516,0.0019665683382497543
380,384798,2369304,0.043859649122807015
381,1335561,3422412,0.04638218923933209
382,2766651,1603729,0.0
383,3912764,1702233,0.0
384,332358,3630776,0.0
385,2711792,1908942,0.0423728813559322
386,1619329,2751324,0.009174311926605505
387,1596963,663653,0.0
388,4366907,853244,0.008849557522123894
389,1140769,4003463,0.0
390,2471891,1842206,0.0
391,1488894,804420,0.04580152671755725
392,4782388,2617603,0.05625
393,1049492,4577899,0.035184775392786014
394,1927555,4809338,0.0
395,409991,745080,0.02147239263803681
396,2868729,209562,0.0
397,4538062,2135899,0.012812872467222885
398,3184961,2906703,0.017836593785960874
399,2300464,1086249,0.0035335689045936395
400,2762481,1802456,0.0013672409078479629
401,1609286,4400935,0.01092896174863388
402,1628863,2632013,0.04838709677419355
403,3677360,1782555,0.0033333333333333335
404,2395078,1206279,0.0
405,4611286,1052729,0.003246753246753247
406,3169284,470204,0.019543973941368076
407,1506690,1416529,0.2604166666666667
408,3234922,475821,0.0
409,4302499,130848,0.0
410,3761317,1365355,0.007211538461538462
411,1897195,1341854,0.06060606060606061
412,45986,1660284,0.03111111111111111
413,455599,1494927,0.009615384615384616
414,2136000,4385947,0.018808777429467086
415,256201,1294553,0.0
416,3890448,4722827,0.021800461656835086
417,3773245,4653266,0.03389830508474576
418,1952272,3325406,0.0
419,2300246,4158172,0.05263157894736842
420,3222384,3507219,6.085686465433301e-05
421,3399075,3779861,0.00791974656810982
422,347715,2127258,0.0
423,4214306,900689,0.027722772277227723
424,3266984,1448556,0.0
425,169650,274950,0.0
426,1433247,1590857,0.002074688796680498
427,2383394,468651,0.0
428,3063478,3181408,0.001321003963011889
429,1097603,4749496,0.010526315789473684
430,1343350,744455,0.037037037037037035
431,1164411,2817097,0.001314060446780552
432,4724928,1007939,0.0037174721189591076
433,4736417,2641539,0.0024630541871921183
434,4159820,4407877,0.0
435,2909856,2422805,0.0
436,258948,2298981,0.0
437,2424643,2740141,0.00039953425720873955
438,1553616,1197620,0.058823529411764705
439,1520254,2538801,0.020905923344947737
440,1818698,4664679,0.03389830508474576
441,144060,136400,0.001271393643031785
442,2020889,646448,0.021202641640597843
443,4780388,968851,0.04783258594917788
444,2102677,4613883,0.0
445,2461879,1209604,0.11904761904761904
446,160818,709848,0.002453756134390336
447,1401550,3620630,0.0012285012285012285
448,783709,21662,0.0
449,150171,286472,0.0016429353778751369
450,4612494,549485,0.008602150537634409
451,3272526,721282,0.0
452,84726,1404837,0.0
453,559652,1999091,0.0
454,2456479,3660550,0.014
455,131200,4694239,0.0163265306122449
456,1403344,3208206,0.0
457,3929625,2201243,0.0
458,3622805,4096612,3.76582993512013e-05
459,3414541,2363399,0.007532956685499058
460,1930352,874565,0.013303769401330377
461,1563429,1318523,0.008917197452229299
462,1182194,4493806,0.0
463,4225886,3721298,0.03684210526315789
464,1408139,127950,0.006872406639004149
465,3903025,319044,0.014760147601476014
466,2702338,4762679,0.00472376257958513
467,4099622,1531876,0.0
468,1178308,4790146,0.0
469,3627790,2818164,0.06814580031695722
470,3726725,2049715,0.006157635467980296
471,1234471,1034122,0.0003471619510501649
472,2986501,870428,0.012195121951219513
473,245651,952688,0.0032258064516129032
474,1128316,303543,0.016266460108443067
475,4679590,378218,0.006211180124223602
476,23990,844832,0.006047669868374244
477,1501709,1841906,0.0
478,2339541,4236146,0.016830294530154277
479,3813630,3285609,0.0
480,1648899,2023675,0.1388888888888889
481,4451424,3430488,0.0058309037900874635
482,150985,2023484,0.0035211267605633804
483,1819250,3710241,0.0043859649122807015
484,3891364,2949813,0.008528784648187633
485,171548,4309706,0.16908212560386474
486,2435515,3994740,0.0072231139646869984
487,898515,3699749,0.046357615894039736
488,2018936,2750152,0.037037037037037035
489,2805661,2817056,0.0
490,2888230,1669117,0.07042253521126761
491,1136345,695111,0.0
492,3712498,690084,0.08935018050541517
493,2903089,1947006,0.027777777777777776
494,4389575,1673289,0.006782534972445952
495,2086336,2400247,0.012701252236135958
496,4310862,3340476,0.0
497,1986478,1151263,0.010706638115631691
498,19451,4470008,0.09527498063516654
499,3653227,4698566,0.010660980810234541
500,279288,1397718,0.014084507042253521
501,339567,2040968,0.06866952789699571
502,4609702,4063523,0.004878048780487805
503,1397316,4643173,0.06381934216985763
504,1216896,4125905,0.20833333333333334
505,1920893,1876085,0.13774597495527727
506,3323708,4454175,0.0033921302578018998
507,3419799,4007276,0.011612021857923498
508,4029708,4659457,0.012307692307692308
509,4230074,4486159,0.02416918429003021
510,3550092,3419090,0.051470588235294115
511,2109677,3530012,0.0
512,1185400,1106637,0.010638297872340425
513,2301264,158731,0.014313440077632217
514,3234845,4022241,0.0
515,1310817,3064489,0.061946902654867256
516,2058283,4609415,0.05853658536585366
517,3042121,1621224,0.05555555555555555
518,1447046,4711948,0.06329113924050633
519,587095,3218496,0.0
520,497106,73827,0.018682399213372666
521,3285875,4724464,0.008583690987124463
522,4373891,275639,0.0014218009478672985
523,1348793,4004571,0.007153806847215125
524,3198236,1722209,0.0
525,4860911,2189591,0.0
526,1349133,3080725,0.0
527,2047012,94321,0.0
528,1679775,573826,0.005154639175257732
529,3075945,2059985,0.00211118930330753
530,4432608,3336698,0.0958904109589041
531,3189954,1087324,0.02390438247011952
532,500739,1921667,0.007246376811594203
533,2845650,4108731,0.005537098560354375
534,2642732,1984005,0.024844720496894408
535,3303860,2984265,0.0
536,3866829,554726,0.12037037037037036
537,1542018,4606604,0.006641366223908918
538,1244565,288635,0.0319634703196347
539,552802,3149670,0.0014265335235378032
540,4146884,1904268,0.004608294930875576
541,4196302,4195925,0.03361344537815126
542,636521,156930,0.02631578947368421
543,834072,4644636,0.07526881720430108
544,2145284,2367831,0.26881720430107525
545,7868,1438811,0.002
546,1151012,4595159,0.004663330300272975
547,195823,2297290,0.010752688172043012
548,3498633,3250912,0.08928571428571429
549,1176840,3708871,0.22183098591549297
550,3652024,4579537,0.040214477211796246
551,4585801,1410032,0.006896551724137931
552,965977,757234,0.008771929824561403
553,4276,3467832,0.051490514905149054
554,1591738,4130514,0.0
555,3726255,1690853,0.011088011088011088
556,4750778,932921,0.033707865168539325
557,1544783,545075,0.0
558,3728686,2299782,0.06611570247933884
559,4134777,3010701,0.013477088948787063
560,4737649,317017,0.00881057268722467
561,1113383,572050,0.06666666666666667
562,4791237,4669469,0.005437737901033171
563,1625926,1323604,0.0
564,1057767,2106810,0.04691516709511568
565,4360797,2567319,0.0455531453362256
566,4501001,3747641,0.011299435028248588
567,3979814,1383065,0.005627462014631401
568,3958498,3400119,0.2549019607843137
569,4472613,4782942,0.030048076923076924
570,2826552,1851929,0.00847457627118644
571,3930113,1969392,0.002183406113537118
572,4071650,1967153,0.0
573,848450,1311163,0.031540638900121314
574,4421038,4236120,0.014198782961460446
575,2924011,378360,0.017241379310344827
576,2216079,1058463,0.4444444444444444
577,2619921,2243004,0.0
578,3401659,867777,0.0
579,4850825,846953,0.03536977491961415
580,4627451,2979388,0.03423626787057938
581,4455263,1253026,0.00188040616773223
582,2366247,2506073,0.019083969465648856
583,2167353,1201942,0.0
584,3727094,2061597,0.024193548387096774
585,4307670,4579336,0.014705882352941176
586,2720575,4595178,0.005124450951683748
587,3507605,3898713,0.011111111111111112
588,4300146,1860277,0.0
589,277097,664372,0.014799154334038054
590,3454316,355653,0.0
591,4804889,1258662,0.004150453955901427
592,4531017,4813904,0.0
593,3732480,3733752,0.11843027330063069
594,2914647,4152370,0.004132231404958678
595,1604519,4809986,0.0009937065253395165
596,3907690,4007453,0.05104408352668213
597,2670017,1805044,0.007627118644067797
598,255712,861508,0.09401709401709402
599,824841,1324381,0.006993006993006993
600,1075138,1095215,0.0
601,4549427,1689039,0.011725293132328308
602,3348381,2086336,0.017902813299232736
603,2292299,1621542,0.047979797979797977
604,1317354,3054311,0.0
605,4702057,2922419,0.02666666666666667
606,4789062,875708,0.006211180124223602
607,3196320,4741885,0.05263157894736842
608,243028,3158766,0.0002289901534234028
609,3200179,1242327,0.003331482509716824
610,2376306,4249861,0.02102376599634369
611,1122024,3271567,0.003367003367003367
612,3852135,3266102,0.0
613,4032122,1949143,0.0
614,3223920,3378708,0.007407407407407408
615,2239712,4041512,0.0
616,1152111,3955212,0.00510204081632653
617,2438138,4405443,0.07575757575757576
618,1182125,2016362,0.007751937984496124
619,4825117,3226188,0.006568144499178982
620,4509053,4614759,0.003883495145631068
621,954783,4107041,0.014527845036319613
622,2694897,4221994,0.10526315789473684
623,1459605,355183,0.003937007874015748
624,3957243,41215,0.0
625,4392240,4670924,0.06547619047619048
626,4662222,627979,0.025879230258792303
627,1772618,2517958,0.015
628,3507605,3743087,0.062034739454094295
629,2988110,306066,0.021739130434782608
630,3460470,2914869,0.01847084566868323
631,4724928,3081689,0.01002004008016032
632,2357765,123020,0.01937984496124031
633,4503243,2503081,0.04225352112676056
634,1395639,905235,0.01770334928229665
635,2163840,1487443,0.0
636,1173867,1594195,0.016241299303944315
637,2990719,247965,0.011764705882352941
638,4334594,4672164,0.07947019867549669
639,3175677,4294132,0.028169014084507043
640,3154897,3743287,0.038461538461538464
641,2380033,823904,0.014377995415711607
642,2204209,2393,0.02158273381294964
643,3204489,2021656,0.019650655021834062
644,46347,4105798,0.012048192771084338
645,1546131,1476256,0.007168458781362007
646,4832741,3628271,0.0049261083743842365
647,230959,3056188,0.0041841004184100415
648,803117,514516,0.024096385542168676
649,2728019,2857848,0.07923497267759563
650,1101391,3302218,0.009433962264150943
651,2629332,1739999,0.009708737864077669
652,3196935,1226698,0.0004575960951799878
653,3545915,1760349,0.003703703703703704
654,467020,3890374,0.005649717514124294
655,3283449,833637,0.07556675062972293
656,2684857,3394755,0.0
657,1310076,970851,0.08974358974358974
658,324700,4458047,0.014066496163682864
659,3455337,759828,6.309148264984228e-05
660,1469417,82340,0.003424657534246575
661,2945451,2873928,0.004807692307692308
662,47367,2619824,0.0
663,1975212,3490790,0.09848484848484848
664,2500159,1007714,0.0031746031746031746
665,3403476,1454600,0.0
666,2048,3986213,0.0
667,4501695,1127019,0.09689922480620156
668,2205192,2295414,0.012295081967213115
669,2354150,3239759,0.021541950113378686
670,4383563,1174,0.015985790408525755
671,475933,4833712,0.012711864406779662
672,4782926,3536565,0.02744807121661721
673,4487677,4825406,0.0
674,4327965,1331438,0.015151515151515152
675,1550721,2116162,0.002257336343115124
676,2517457,1728898,0.046153846153846156
677,1838574,4098262,0.13220338983050847
678,4612771,3288555,0.00784313725490196
679,642996,3506813,0.0
680,2557232,564584,0.0010822510822510823
681,4223610,3482459,0.0
682,1769495,2395183,0.001869158878504673
683,782197,2194084,0.0018552875695732839
684,1770200,2516884,0.0006815858230148812
685,4031633,4588297,0.02564102564102564
686,1470412,4422560,0.0
687,1775497,3613127,0.0
688,1824620,2651938,0.007561436672967864
689,1279839,1677752,0.003968253968253968
690,4132752,404449,0.009771986970684038
691,4448187,4748339,0.010189228529839884
692,491128,4657499,0.012569832402234637
693,2560508,3925409,0.011363636363636364
694,104236,3605785,0.036231884057971016
695,4700248,663112,0.0
696,2629845,4456828,0.013333333333333334
697,1570585,331274,0.035110533159947985
698,2852734,324237,0.017712177121771217
699,1041665,1229102,0.01802120141342756
700,3715323,3549444,0.030303030303030304
701,638553,2757877,0.017316017316017316
702,4836716,3354830,0.029801324503311258
703,4017320,922747,0.011784511784511785
704,1459605,3415082,0.0
705,3303902,2181529,0.013289036544850499
706,3674345,3378280,0.0019435628705685537
707,1726836,4480898,0.0
708,3806390,1976038,0.0033222591362126247
709,878442,4036279,0.005194805194805195
710,3595486,2643790,0.0
711,420410,2867013,0.007827788649706457
712,803951,2242566,0.24324324324324326
713,3628696,3853365,0.02702702702702703
714,2616335,2908614,0.0
715,1981986,4035202,0.012048192771084338
716,3054430,1057861,0.0
717,4334594,3051327,0.0034462091699130957
718,4812944,3535207,0.2390158172231986
719,2674631,1867538,0.0
720,2942785,1035309,0.0
721,1335561,1909814,0.02112676056338028
722,306263,2130956,0.0
723,201208,951008,0.03636363636363636
724,2740508,1609914,0.02676864244741874
725,4153888,4755721,0.041666666666666664
726,2452515,1716535,0.0068143100511073255
727,4751661,1206612,0.00027100271002710027
728,3182725,2251944,0.0
729,4329998,3123735,0.02054794520547945
730,4246368,4607134,0.03305785123966942
731,4306984,31402,0.009174311926605505
732,987441,4503707,0.008421052631578947
733,1991608,2364292,0.04745762711864407
734,4300700,4266500,0.0
735,4498960,2930986,0.00017152070254879763
736,3102958,2181529,0.03884892086330935
737,1515040,797189,0.027586206896551724
738,885070,2221607,0.0262891809908999
739,3011316,3884937,0.008547008547008548
740,1213594,4105851,0.02059436913451512
741,2305935,678890,0.0
742,1006164,1656495,0.004016064257028112
743,3011799,1673519,0.00227394328517924
744,1667129,4633379,0.0
745,617629,1105588,0.13975155279503104
746,926720,3307114,0.026905829596412557
747,565577,4336035,0.4857142857142857
748,126887,752827,0.0
749,2840784,3061859,0.004629629629629629
750,1192675,4205790,0.015151515151515152
751,1947457,179198,0.0
752,984342,3491166,0.1214574898785425
753,3049221,4031243,0.0
754,4859244,164230,0.0033003300330033004
755,2461340,1258551,0.0
756,3623046,3129979,0.19090909090909092
757,2682807,3198660,0.0
758,4274919,4523540,0.004807692307692308
759,2222560,2473200,0.003246753246753247
760,730935,3142497,0.0
761,4304731,1992367,0.06635071090047394
762,3522361,4607737,0.014755959137343927
763,2350820,2084576,0.0
764,2109685,3573818,0.0
765,3097821,1993893,0.0582010582010582
766,3580033,4322839,0.04966887417218543
767,4062909,416502,0.002380952380952381
768,207617,1986693,0.03665987780040733
769,3182466,3045735,0.0
770,879908,1994245,0.00909090909090909
771,4315961,2089841,0.02727272727272727
772,4696456,2450580,0.035864978902953586
773,1922327,2208559,0.0
774,1086861,4114260,0.011450381679389313
775,3101866,1973521,0.11764705882352941
776,1389250,1202352,0.0
777,3156079,1084494,0.06614785992217899
778,1768567,1239673,0.205607476635514
779,3462030,3040850,0.0
780,2152175,3386770,0.05128205128205128
781,4551087,2858575,0.0
782,3249150,193283,0.001567398119122257
783,2681125,4157835,0.022577610536218252
784,1970075,4146791,0.0012773431262973016
785,456376,3282684,0.0
786,2250754,3054105,0.017632241813602016
787,95788,127780,0.012048192771084338
788,2925348,2742304,0.012121212121212121
789,1049150,1483273,0.0
790,2486379,1429344,0.029379760609358
791,2326042,575926,0.0629827688651218
792,3110933,3438089,0.004784688995215311
793,1846616,3866982,0.0
794,2871577,259324,0.0
795,3725944,4668743,0.0
796,3266143,1054633,0.05739222427929119
797,3982958,4028169,0.0
798,2763196,4737099,0.0008540230586225828
799,1666632,2920024,0.03225806451612903
800,718458,4615321,0.0
801,5089,328448,0.0
