0,source,sink,in_degree_b
291,4825117,1735123,22
292,908046,316192,70
293,3325878,4612494,168
294,3600628,744460,42
295,987119,542316,72
296,285390,726135,60
297,575651,336189,65
298,811898,2015738,151
299,4121724,4370950,34
300,3763328,1205898,68
301,4026923,1348594,48
302,1548013,4486106,1
303,1119602,4853330,55
304,3027281,2033602,385
305,2921853,1072872,41
306,3238785,2537385,2
307,2511862,3737538,1
308,273892,2221607,381
309,505918,4395510,33
310,2421138,3344354,434
311,4137763,3104940,1051
312,1223102,3296285,239
313,2598830,2948384,23
314,2541283,1995073,54
315,1119602,4581556,103
316,3893485,3263590,2
317,1427709,1921136,1
318,662368,1030864,43
319,1530855,237461,49
320,1986630,435747,110
321,3345046,1540392,89
322,475232,4161676,3
323,3401659,4276097,46
324,3925727,1130429,84
325,1092129,2486979,91
326,2730650,76607,11
327,1429554,4331707,758
328,3293844,792812,32
329,4013082,2157328,11
330,811898,3121740,118
331,4809745,2675321,60
332,273715,4571277,79
333,1729215,3781492,156
334,3794842,458466,5
335,453052,1105233,292
336,2038215,679574,151
337,4640383,2815618,155
338,4170044,1253026,549
339,1896939,420656,1
340,18331,273127,33
341,3308965,3403903,1
342,4117461,367410,120
343,1817278,3472626,132
344,3705151,138960,22
345,1299905,3527826,19
346,1419142,4234840,13
347,4487749,213917,12
348,2758155,614747,97
349,127950,1130429,84
350,35548,4758377,24
351,2032980,4597102,5
352,3337108,801878,49
353,712547,4579088,72
354,2519581,3863742,24
355,625451,837222,45
356,3305322,476407,4
357,949172,1552625,63
358,2361218,3640458,6
359,484479,1274808,25
360,153480,1073098,2
361,4031191,2741764,268
362,3371729,4304551,75
363,2434497,837222,45
364,4449837,4268303,2
365,4857001,252017,69
366,1181282,2759898,1
367,4219582,3823314,63
368,2810159,4395944,21
369,3510459,1310839,9
370,2938250,4387818,23
371,2060035,57883,85
372,2814017,82320,24
373,745210,4204052,1010
374,2429371,2888042,1
375,2259583,1142702,57
376,3052079,2747148,49
377,619552,610672,5
378,3531100,1465269,2
379,3001815,243176,13
380,4497472,4727122,35
381,4315155,254059,48
382,3207642,2382117,48
383,1268923,3723065,45
384,4117461,1776000,188
385,829732,1582028,60
386,2967237,873318,1
387,3925727,2700195,13
388,4820881,2194526,181
389,733542,679375,128
390,1427709,2829288,211
391,1381293,1092178,4
392,4109862,20388,4841
393,811736,1026468,89
394,1129405,3571822,14
395,3236313,1586234,22
396,3150672,605639,78
397,127619,178786,37
398,659769,1310817,343
399,2739333,1755579,3
400,4283855,4166917,3
401,965813,4003532,107
402,4371955,1677060,21
403,1093575,3401173,119
404,2835234,524247,101
405,1287150,1852018,14
406,117178,3103806,1
407,1310018,1131169,20
408,837136,207942,1
409,2058071,4254453,768
410,2671870,2734382,312
411,596337,744460,42
412,2245867,3937192,55
413,144710,2153670,14
414,4263251,2251958,67
415,3216894,6993,27
416,1749305,1096690,15
417,911669,137753,3
418,2933517,807761,246
419,4361726,720538,69
420,3660326,819090,695
421,3491685,3965490,153
422,3443847,3588368,1
423,4542296,3393730,16
424,4007453,3941234,3
425,4325972,64001,19
426,2312268,1096330,433
427,779856,1765411,114
428,995638,380005,7
429,408243,711824,46
430,3531100,2746611,2
431,4066452,242455,4
432,3213568,2037947,16
433,3148813,3552185,24
434,3135278,4016607,321
435,4781379,1937230,4
436,4299096,3144985,167
437,4435111,1202817,3
438,697912,137753,3
439,4135447,4034214,99
440,1226964,410275,7
441,940042,4761195,296
442,1512639,3007594,135
443,1689039,1131169,20
444,3248527,1540392,89
445,71051,1765411,114
446,2431787,3472626,132
447,1898939,4778717,27
448,1498781,3096828,120
449,380525,2426217,149
450,2815706,345813,45
451,133167,4578655,972
452,3647315,4355015,17
453,949172,3009965,21
454,2904717,2533625,12
455,1223354,1008064,81
456,1411730,2913438,20
457,4117461,1604914,34
458,651351,3217561,95
459,3794842,4553620,22
460,475232,3642845,50
461,3014450,751974,29
462,2073638,1838184,1
463,306334,3833101,2
464,2464404,4294640,260
465,1322684,4322508,5
466,785893,290600,5
467,3292676,3593013,42
468,4352101,3308151,42
469,632892,2635867,83
470,3213568,888836,1743
471,919613,4003532,107
472,191334,1428975,10
473,3971343,2546813,18
474,1687914,1005459,4
475,1429988,986979,58
476,4548696,1190291,15
477,4858996,838453,63
478,2932022,2770964,297
479,1854613,3056997,176
480,3531100,4354226,50
481,4251792,732416,4
482,3590756,1905523,258
483,1159131,2434223,92
484,1320291,3836704,352
485,4809745,4334486,17
486,752326,4516657,210
487,184687,970834,13
488,922843,2057832,227
489,3579607,3446682,81
490,1406432,1483950,422
491,1360006,1105946,106
492,3854337,3573012,9
493,1917370,4059533,54
494,317792,2262983,257
495,951929,4852987,171
496,4510458,694605,7
497,2872550,1360090,12
498,1336173,4406065,7
499,4819127,4737571,72
500,4540325,4710588,45
501,1567983,1633484,60
502,2641051,2070084,92
503,2393127,598319,32
504,125872,3823314,63
505,1233851,2746365,382
506,617956,2540894,65
507,1262238,2401545,2
508,4590349,4683806,12
509,2172433,1253026,549
510,2231843,796021,25
511,2361673,3051327,649
512,4457096,4516657,210
513,2870198,2811227,173
514,2089379,4771880,87
515,370983,4577899,826
516,3768380,1383958,13
517,2934603,4634127,37
518,4782388,3695276,10
519,3206394,2894167,3
520,2686174,908061,14
521,4021250,4132261,122
522,2907109,2882216,7
523,3236313,20462,16
524,1590268,2239775,5
525,1063789,2374812,1
526,3683564,3061931,100
527,133167,1063377,31
528,938826,1696091,1
529,1086513,2620518,1
530,617956,279636,70
531,4148694,4771880,87
532,4528705,1358385,72
533,680757,615287,2
534,1562061,1068993,1
535,3293844,2627884,11
536,4358480,2002788,103
537,3961269,4864558,12
538,2363814,4149096,3
539,2171894,4553620,22
540,3589315,2905649,1
541,2607301,697201,34
542,820951,1897862,8
543,3687290,1339329,183
544,2835662,2223881,873
545,111970,3128487,100
546,1577581,2265640,3
547,1927607,2887128,12
548,695432,2528294,11
549,3163774,958601,171
550,1813368,3292438,215
551,947762,74323,3
552,1729215,3222831,43
553,765302,2609871,1
554,911200,4215650,2
555,217062,1073098,2
556,2717491,2092295,3
557,2240718,4058550,860
558,4064525,4005729,5
559,833524,3281495,57
560,3494194,3686117,29
561,3717996,1140025,45
562,1412406,891969,4
563,2934603,4483821,3
564,306334,1166818,53
565,4003133,105683,19
566,1836328,598319,32
567,3933860,2337217,58
568,125872,2887963,381
569,2389638,4658228,3
570,629031,2365654,46
571,4583413,819288,8
572,4822389,4597102,5
573,3795465,3918393,1
574,1406432,2403010,104
575,4074945,3273144,1253
576,2118551,4061862,45
577,1445324,792812,32
578,3792997,2499401,3
579,3711007,3364546,103
580,4022436,957725,48
581,4865292,1921136,1
582,930131,2442177,17
583,1008703,350886,6
584,2200489,4506897,298
585,4311720,3414182,4
586,3200364,2956791,81
587,2415668,3489034,76
588,1075781,262528,1194
589,1567741,401008,5
590,2866126,803481,1
591,19484,4337224,2
592,2641051,2933565,117
593,3705151,327965,25
594,2557232,1218296,2
595,3195688,3731768,62
596,970731,1864273,28
597,1927607,1586234,22
598,908046,1303746,2
599,656728,428189,379
600,2628106,2808644,16
601,370525,3703326,52
602,2200489,2493630,26
603,2157499,639157,9
604,2806721,744460,42
605,3396488,1120745,57
606,2518054,1086605,2452
607,2506473,703386,5
608,3120092,4553620,22
609,4088436,1598643,147
610,3385377,3833698,2
611,2569366,319752,95
612,1220744,4626853,43
613,28366,1823430,156
614,1305368,3051327,649
615,4112224,2194526,181
616,375041,824031,1
617,4214037,3789363,28
618,4064525,2948384,23
619,1893341,3642845,50
620,3286368,3306286,79
621,4074945,2785207,77
622,2760117,2585300,7
623,1092129,689821,352
624,4079269,3088232,2605
625,1800416,2416078,18
626,125872,2330265,452
627,1695500,1279255,15
628,911669,4522612,1
629,4355412,2472812,17
630,596337,463338,67
631,807609,3308151,42
632,1436505,3195222,15
633,195757,4424787,178
634,3458832,3756910,679
635,2187451,1730211,2
636,2469227,2796817,493
637,3192626,2677010,10
638,2970262,3731768,62
639,1997835,4478927,125
640,470204,421433,518
641,4034922,2248684,24
642,4025298,821686,69
643,3502346,2064734,179
644,4143745,4205082,2
645,2585410,2918923,1
646,4088436,3538910,2
647,2795094,2633571,649
648,2022904,1065417,77
649,4247331,4329139,71
650,3337956,3517094,124
651,3920505,207348,275
652,3352123,837222,45
653,3432616,2707342,4
654,938826,2351112,1
655,408123,594010,161
656,3198433,3056079,100
657,2519581,1772038,64
658,4333506,2262983,257
659,2156930,4840530,21
660,691232,2391386,46
661,1164538,409262,34
662,3473274,1063377,31
663,2758155,3327588,2
664,3345713,4575002,45
665,1092129,3086451,14
666,2666350,4463463,1
667,2939884,4645447,42
668,3968198,676325,83
669,1924479,2442177,17
670,1564470,3867352,156
671,4472299,3175009,1
672,3899173,2627884,11
673,4175026,2493630,26
674,366904,4572486,319
675,54323,4180743,263
676,2135899,4198583,62
677,3928545,1852018,14
678,1427709,3397645,816
679,2315048,714236,14
680,3819586,352759,4
681,3760607,3959120,97
682,3446384,4625087,55
683,765302,2207956,10
684,3392535,4166917,3
685,1167211,4132261,122
686,865410,487639,3432
687,4034438,4003532,107
688,2587055,167816,24
689,2231843,325927,68
690,456126,2178305,304
691,4363166,1735123,22
692,2497998,2374812,1
693,3178553,676325,83
694,2739333,2309371,10
695,4096612,3284336,1
696,4610268,3540943,13
697,4624816,433745,2
698,552690,3812818,176
699,922843,3113681,3
700,2695091,1492115,12
701,3151576,1086605,2452
702,28366,2746365,382
703,1787403,717384,163
704,1927607,2866511,25
705,2832099,520390,472
706,2695621,336189,65
707,4298943,4645447,42
708,1322684,2264881,29
709,3396488,965340,1
710,2452484,4812681,41
711,4280660,2502590,292
712,3146672,720538,69
713,3502346,4155389,125
714,594370,2634700,38
715,941692,982493,496
716,2259251,421433,518
717,3498717,4060090,89
718,713973,299257,35
719,559972,1897862,8
720,1034420,3882590,132
721,2525590,1131654,95
722,4177865,3610552,910
723,2038215,2051732,50
724,268995,3413796,12
725,67800,4288798,15
726,4699529,1974361,22
727,281045,57883,85
728,1958906,1140025,45
729,2844371,1513515,20
730,1318170,3392930,44
731,2873622,4586599,259
732,2606444,816913,321
733,3589315,4673981,1
734,2346396,1354897,1
735,3093160,2558769,132
736,651837,4517152,1
737,4031191,2238637,54
738,4284282,3344354,434
739,3464435,1765722,3
740,886710,1934540,118
741,2970262,977565,6
742,2858107,2442177,17
743,1275299,1102206,13
744,2831459,3824501,17
745,3144674,2303097,1
746,3473703,2264701,665
747,1459453,4116046,1
748,4809745,1694355,79
749,2093176,1229401,38
750,680757,685095,60
751,3473063,1133567,81
752,1955823,1666556,156
753,2126605,3378736,119
754,2474997,452890,2
755,4325261,3808878,41
756,2368011,3779626,56
757,1893341,2048276,10
758,1588061,349769,407
759,2200735,2959134,2
760,2141424,349769,407
761,475690,77641,688
762,541055,1103581,32
763,4855215,4727122,35
764,3725239,3188162,20
765,4791237,732151,35
766,3541658,4180743,263
767,702070,594102,29
768,155341,4863728,10
769,886710,2299269,263
770,259091,2214631,26
771,1167211,3162385,104
772,3089513,3824301,21
773,2472584,3527826,19
774,2557232,909677,3
775,2633605,3561262,176
776,4147354,4561588,10
777,4538043,2307183,173
778,878959,817365,2
779,4819083,4188938,24
780,775328,3413796,12
781,3854337,819288,8
782,554768,1054633,3654
783,2560408,3927655,2
784,4054509,3795595,1
785,3067879,762511,8
786,2019222,209191,659
787,2494024,4569835,3
788,1807180,4820082,1
789,132853,4625087,55
790,2535495,1450214,48
791,2671870,4345793,459
792,4608977,3893892,107
793,1587881,1558128,8
794,67665,4486106,1
795,1635607,1633484,60
796,2019781,3275980,7
797,218953,4204052,1010
798,625451,2177982,892
799,4459514,2884416,22
800,1498781,2986095,40
801,2904717,3728341,50
802,3749748,2472812,17
803,2569366,2883450,22
804,3592571,2153670,14
805,4358141,4188416,112
806,4576342,303517,21
807,4054509,2795159,161
808,3473703,3341056,2
809,4655993,3739100,8
810,2831459,95673,24
811,2678495,4135197,40
812,3567284,1957800,581
813,1676054,3007594,135
814,3718908,2125683,40
815,2761066,2701313,481
816,2753362,13060,12
817,1637898,3795525,390
818,1305368,2434223,92
819,2585063,2976923,1
820,3600628,2633571,649
821,3560845,824046,1376
822,1479088,54381,74
823,2305619,4675165,8
824,1974922,1312177,7
825,3772598,1378011,199
826,2866126,1561146,3
827,908090,4861584,1
828,404943,4743804,521
829,4117461,350886,6
830,3474714,2555403,99
831,3764504,1077087,4
832,4333506,4483821,3
833,756454,4632479,165
834,1810899,3292438,215
835,491128,3967571,58
836,2895068,1190849,1
837,3318630,2981668,72
838,4358141,2981668,72
839,908046,996371,357
840,3431400,74323,3
841,4345638,971074,305
842,1157430,4255166,40
843,680757,1702417,283
844,1712592,2900535,73
845,3730580,262528,1194
846,2911256,762511,8
847,2299390,4626853,43
848,1075781,2530095,5
849,765302,1729215,755
850,4675165,20462,16
851,2932339,1552898,46
852,3325878,4519597,69
853,2975625,1663756,468
854,4088436,3793469,37
855,1054015,2031809,29
856,484479,3086451,14
857,2598830,1374657,122
858,3345713,2401150,35
859,3257910,1487302,393
860,3925727,2832683,2
861,2870198,4419310,8
862,3337956,534121,71
863,3930883,2784159,16
864,2730409,4188270,161
865,4572867,4467748,247
866,3550092,733605,1
867,1601288,2379122,45
868,2237222,273881,14
869,3424526,1194784,10
870,4766814,966537,11
871,279329,4208140,1
872,4384646,4671494,10
873,4794114,4177994,3
874,1419142,3959120,97
875,1306100,3397645,816
876,2606468,1246259,17
877,3749748,2717219,20
878,395117,2116501,5
879,155341,1332575,19
880,3863858,2652623,8
881,4223007,4052222,2
882,4722544,4829418,2
883,2536161,378843,131
884,3644646,2163256,67
885,1233851,211323,9
886,11382,720538,69
887,4109446,2008925,19
888,3210823,815993,11
889,1841790,1142141,195
890,3100893,2403010,104
891,2474997,4710588,45
892,4358141,1852018,14
893,871160,4448254,132
894,1632116,2882100,33
895,702865,325891,1
896,3019958,3680201,250
897,2338838,2153670,14
898,2290322,3199855,4
899,2640387,1840412,1267
900,3318025,4192365,2
901,2760117,3198135,1643
902,2653433,1757836,3
903,4284282,4760153,30
904,1486685,679375,128
905,4280660,3552185,24
906,4623321,4421587,44
907,1223102,2118739,22
908,2730409,981592,134
909,550624,1432601,30
910,67800,352855,83
911,4247587,2125683,40
912,3502346,601790,1
913,3257910,3727886,32
914,1903802,2760565,65
915,2175599,2728864,129
916,4105847,2151625,2
917,3464435,4008655,957
918,3656099,1337977,7
919,606562,4575002,45
920,691232,4597942,237
921,1427709,4513294,1
922,3046801,433609,7
923,2152778,505563,53
924,4779430,3512945,116
925,4787400,1258166,11
926,833524,3912526,2
927,2380958,2277157,42
928,1807180,2887128,12
929,854025,1508782,6
930,1994441,4345793,459
931,309574,3513910,161
932,886710,1995601,6
933,3431400,708203,418
934,762479,1374657,122
935,1423553,3410823,74
936,4059232,4517152,1
937,4747431,3256959,2
938,2767192,282738,1748
939,4283855,1772038,64
940,1285894,3510148,3
941,1501709,3973930,23
942,3592571,1770441,173
943,660741,2037535,10
944,630604,4771880,87
945,2361218,4198583,62
946,54323,732151,35
947,3259802,647017,21
948,4259589,226721,2
949,475232,3872415,120
950,1586232,3653797,268
951,1377969,4155389,125
952,908090,1508782,6
953,1452,4053811,16
954,286240,4761195,296
955,1455727,3671414,253
956,1221273,478112,96
957,3144674,4395778,46
958,4655993,4188270,161
959,4798911,4840530,21
960,2760117,3640654,6
961,2665930,1897862,8
962,861461,2933565,117
963,135756,724868,156
964,1710577,4586599,259
965,3492319,3789363,28
966,3959449,852669,5
967,3001815,101762,29
968,1139129,1306207,71
969,3905250,3288243,61
970,1499536,2887128,12
971,812338,2900535,73
972,1148355,211323,9
973,3598083,3888365,2
974,3725632,2157328,11
975,3881924,380005,7
976,3291892,1237846,10
977,3383620,3610611,3
978,2447113,82340,1130
979,4147354,3299579,3
980,3598083,4582461,49
981,3029390,146049,35
982,1630356,4651979,70
983,4582850,1407969,1
984,1221273,1974361,22
985,484479,3540943,13
986,3191384,4856114,231
987,1675257,4005729,5
988,444473,971074,305
989,833087,2769934,21
990,3164595,3162560,551
991,4793374,4008655,957
992,3185337,3815591,96
993,520324,3393730,16
994,2184483,3217561,95
995,693550,193159,2
996,4392592,819288,8
997,2038215,2103578,3
998,4743153,487236,1841
999,2745910,2685390,2
1000,2695091,2766614,65
1001,2707088,807761,246
1002,4743153,101940,88
1003,225697,2124762,8
1004,4809745,3025604,104
1005,1760195,1755579,3
1006,3749748,958601,171
1007,3507863,4343940,43
1008,1641756,837222,45
1009,2519600,762056,13
1010,349869,4403612,17
1011,3541658,4790649,985
1012,3998824,4579088,72
1013,2839397,2576561,1
1014,2625217,3115614,5
1015,1227156,2462897,97
1016,366904,2976917,3
1017,908090,37400,86
1018,4110767,1582441,175
1019,2347696,1354897,1
1020,2720299,4626853,43
1021,3100893,2363738,15
1022,2018936,4128045,20
1023,3718908,838453,63
1024,558571,1407969,1
1025,861461,3009562,16
1026,17605,3088232,2605
1027,2584054,1840575,26
1028,4623321,723257,30
1029,4788248,1801676,212
1030,2814285,107998,140
1031,2913818,3626136,257
1032,3369814,3350833,24
1033,2707088,743875,8
1034,19484,2681572,2
1035,2464404,2701313,481
1036,1676412,1860112,69
1037,1863670,3706176,24
1038,3291892,37400,86
1039,2826278,2157328,11
1040,4204662,2041783,211
1041,2712752,3474208,504
1042,2232341,1560542,100
1043,2313595,3051327,649
1044,4689344,3115614,5
1045,3318124,655904,2
1046,1841790,4084063,3
1047,2921853,4664852,1
1048,721572,4634127,37
1049,2690278,1269021,12
1050,1411730,4618432,11
1051,813047,2426217,149
1052,1062857,4664852,1
1053,979348,494551,15
1054,979348,3463660,24
1055,4679257,77641,688
1056,4022436,2634700,38
1057,2739660,3292438,215
1058,1396795,4217711,821
1059,4211984,873318,1
1060,3231393,349769,407
1061,1283384,4597942,237
1062,3370067,184085,21
1063,2683846,3443517,8
1064,3210136,2947163,2
1065,1460872,1378011,199
1066,1395639,364458,98
1067,2060035,634165,1
1068,1223102,2903363,52
1069,3374895,279636,70
1070,2604474,4169815,2
1071,2752758,1582441,175
1072,5221,742195,15
1073,3717996,165055,355
1074,1629000,3304718,135
1075,4461572,3241571,213
1076,285390,4332029,15
1077,125872,3282169,2
1078,1396795,1904054,260
1079,3056912,4016607,321
1080,1574437,256053,124
1081,2055183,1332575,19
1082,4452445,2258576,26
1083,144710,378843,131
1084,4358480,262528,1194
1085,3308965,3658913,26
1086,660741,2990704,170
1087,3541501,165651,67
1088,3983042,4266094,42
1089,2745387,1987945,9
1090,554768,3640654,6
1091,3854337,3217561,95
1092,4310710,567045,51
1093,4836378,1536763,29
1094,269252,4723059,30
1095,173719,3647364,3
1096,1411730,2664795,2
1097,3644551,1891147,6
1098,309474,1275575,1
1099,4211984,3652986,11
1100,3192626,4094697,234
1101,4802205,3660958,64
1102,887938,4597942,237
1103,3871942,3169329,456
1104,765302,978745,68
1105,2313654,3779626,56
1106,2704231,3169329,456
1107,2450052,4342717,508
1108,2161230,2251789,27
1109,596337,3658576,12
1110,622386,1615948,1
1111,2581947,2337217,58
1112,3997092,3824251,83
1113,3622805,1140025,45
1114,3418483,1317062,22
1115,1863670,4104762,22
1116,3082677,4144645,68
1117,933347,742195,15
1118,3216710,1558128,8
1119,2535495,3003794,213
1120,2850445,314924,446
1121,811898,211323,9
1122,2464404,3787881,31
1123,174802,4482088,486
1124,4217929,1503250,1
1125,1779478,743875,8
1126,1413126,1613382,16
1127,2096490,438964,5
1128,1550064,243176,13
1129,1211741,3815840,423
1130,3353466,502401,56
1131,566130,1488238,82
1132,4690365,2322663,384
1133,4263251,732416,4
1134,1450153,952893,86
1135,4836378,401008,5
1136,3836480,1957800,581
1137,1695915,938763,36
1138,2402582,3410823,74
1139,4358141,3448830,20
1140,1333051,4463463,1
1141,2624184,597760,162
1142,1184100,1582441,175
1143,4025298,3795595,1
1144,1452,970119,22
1145,2475214,487074,3
1146,1322684,2087517,151
1147,1602676,3446682,81
1148,2422900,4345793,459
1149,3248527,3535207,299
1150,1834142,127123,245
1151,3013323,824031,1
1152,3821504,2178305,304
1153,1187945,321857,1
1154,2535426,4799044,5
1155,2073048,775014,212
1156,3001970,1581879,4
1157,3561479,12423,9
1158,2852252,3311965,2
1159,4608977,3061931,100
1160,3150672,1339133,6
1161,2912801,2401643,273
1162,3185337,726638,27
1163,1607095,475380,12
1164,3981172,4846084,552
1165,4458811,879781,18
1166,1747009,2450275,92
1167,3794842,4007276,2532
1168,947762,1432601,30
1169,1283384,738568,1
1170,1493935,2092812,11
1171,3451039,1499488,4
1172,2533205,542316,72
1173,3440116,257577,103
1174,1587881,852669,5
1175,558917,362485,51
1176,2920273,3640654,6
1177,1749305,1021368,2
1178,1101947,1540392,89
1179,2058283,3429791,38
1180,4016649,3392930,44
1181,2518054,1131169,20
1182,1628755,3410967,50
1183,3763685,3985168,294
1184,762479,3867352,156
1185,3046801,1104604,2
1186,3733752,3912526,2
1187,1677157,2529373,9
1188,1629000,4626853,43
1189,4804968,4746621,12
