0,source,sink,local_path
223,4699953,3309750,0.0
224,3365490,3540926,0.0
225,3672915,2290778,0.0
226,2986923,2966818,0.0
227,4095341,2901197,0.0
228,4422125,4489055,0.0
229,3884472,4301446,0.0
230,3560094,4124287,0.0
231,1962810,1967073,0.0
232,2705155,3534158,0.0
233,2746202,4019393,0.0
234,3031267,3272437,0.0
235,3468673,3139424,0.0
236,227152,3078886,0.0
237,692625,2710588,0.0
238,447029,4615836,0.0
239,183338,2328699,0.0
240,627982,4557336,0.0
241,1167465,4784750,0.0
242,705927,1041093,0.0
243,1799238,1989761,0.0
244,3722020,3619143,0.0
245,2548812,3796759,0.0
246,4147888,882191,0.0
247,155605,1126034,0.0
248,65507,1950544,0.0
249,2096042,2750746,0.0
250,3801416,4497028,0.0
251,4715811,1147514,1.0
252,806651,2985250,0.0
253,154641,597461,0.0
254,2540477,4579178,0.0
255,3211983,4487006,0.0
256,1565813,3488462,0.0
257,4773565,778214,0.0
258,4577341,1924504,0.0
259,4660400,4155856,0.0
260,871832,4622871,0.0
261,4509662,1715036,0.0
262,425693,1373652,0.0
263,1449530,2279437,0.0
264,2311347,2395821,0.0
265,2364123,130457,0.0
266,2789638,198584,0.0
267,3912411,2169587,0.0
268,1033765,3256300,0.0
269,2305419,3108342,0.0
270,2331648,2574216,0.0
271,3548045,3923367,0.0
272,3898161,2626968,0.0
273,2850538,2014977,0.0
274,4447720,773916,0.0
275,518538,271925,0.0
276,1804935,2426154,0.0
277,4785412,2966299,0.0
278,1275058,4165027,0.0
279,3333825,3850816,0.0
280,4649326,3653457,0.0
281,73913,477365,0.0
282,876121,2991424,0.0
283,2287181,1712440,0.0
284,1750470,2701995,0.0
285,2997873,3117558,0.0
286,3422819,1517508,0.0
287,3332572,382326,0.0
288,1218111,3104106,0.0
289,1481881,4190747,0.0
290,1071192,4435471,0.0
291,2796804,3126532,0.0
292,463003,4806027,0.0
293,1257521,4528932,0.0
294,3185454,685938,0.0
295,2204438,2375977,0.0
296,2505578,2004310,1.0
297,585282,2144606,0.0
298,2558284,4351804,0.0
299,247334,4779460,0.0
300,3096185,2815560,0.0
301,1287658,1863203,0.0
302,3297267,473657,0.0
303,3079913,1242781,0.0
304,4017909,3113974,0.0
305,4359705,4857230,1.0
306,2497553,3705962,0.0
307,1518446,3377825,0.0
308,2575545,262530,0.0
309,1118798,218448,0.0
310,1017903,2439431,1.0
311,1684337,4296432,0.0
312,348260,3392977,0.0
313,2130018,1524107,0.0
314,363901,432923,0.0
315,671689,1894172,0.0
316,2485140,922524,0.0
317,1496870,1323670,0.0
318,2759319,43863,0.0
319,4567484,2655734,0.0
320,2771184,1109172,0.0
321,3913470,241338,0.0
322,866743,4514760,0.0
323,2693298,4699014,0.0
324,1364223,2929058,0.0
325,2859753,1877346,0.0
326,3627652,2993530,0.0
327,3437309,1832242,0.0
328,2106450,826761,0.0
329,876341,510568,0.0
330,4769813,3409802,0.0
331,4699441,2307598,0.0
332,2683196,1612307,0.0
333,374089,3093634,1.0
334,3072449,914239,0.0
335,4255500,4082190,1.0
336,2610827,894918,0.0
337,3994193,2039331,0.0
338,1724352,4009134,0.0
339,576200,3578834,0.0
340,2203776,1432935,1.0
341,1101394,4734007,0.0
342,905869,3464157,0.0
343,673141,687313,0.0
344,4642323,1049802,0.0
345,3441925,3955579,0.0
346,4052515,3879482,0.0
347,2679823,4368519,0.0
348,1992719,4757391,1.0
349,3548620,781628,0.0
350,2749683,748353,0.0
351,4301335,4037896,0.0
352,3580242,2028401,0.0
353,3496562,3501259,0.0
354,4325703,951329,0.0
355,425831,3971104,0.0
356,3735690,1639477,0.0
357,4169924,842523,0.0
358,947664,367436,0.0
359,2880162,1131067,0.0
360,2006688,3811313,0.0
361,2762372,44027,0.0
362,1602459,3114159,0.0
363,2070363,1918980,0.0
364,3758787,4681707,0.0
365,2467145,1882822,0.0
366,404661,4387201,0.0
367,3869397,2875479,0.0
368,120688,165343,0.0
369,4054643,2331966,0.0
370,996664,2597784,0.0
371,4572996,3621372,0.0
372,1785493,662856,0.0
373,1173592,4347122,0.0
374,1952907,1850381,0.0
375,4683712,4574166,0.0
376,564792,1193103,0.0
377,3743975,1402646,1.0
378,4508104,2734707,0.0
379,4410945,4024590,0.0
380,1065928,3272352,0.0
381,934308,1309245,0.0
382,773415,596961,0.0
383,3367754,2790455,0.0
384,4169332,1066266,0.0
385,3681936,3010100,0.0
386,4608085,3815254,0.0
387,4480139,2850530,0.0
388,443147,2954874,0.0
389,2021923,1822495,0.0
390,3663267,840068,0.0
391,929746,1515143,0.0
392,277864,3612054,0.0
393,1920573,280824,0.0
394,4086501,2917955,0.0
395,4541250,1026116,0.0
396,3474048,2954377,0.0
397,1724711,3039188,0.0
398,4775924,2916020,0.0
399,4573807,3407023,1.0
400,3525599,4380113,0.0
401,3401886,2744859,0.0
402,3832653,639797,0.0
403,3260739,1869860,0.0
404,3499380,3395610,0.0
405,1524816,372986,1.0
406,3681408,587438,0.0
407,4690673,998292,0.0
408,2883745,1470248,1.0
409,1744876,1873179,0.0
410,721156,2552056,0.0
411,150876,422617,0.0
412,2178786,3874699,0.0
413,4131353,4781905,0.0
414,2418296,767557,0.0
415,950152,1772606,0.0
416,2585387,1649311,0.0
417,4366146,4149119,0.0
418,2129513,1126692,0.0
419,4532552,1195526,0.0
420,1822044,1318184,2.0
421,4576288,2831183,0.0
422,904099,4426471,0.0
423,2436299,1939991,0.0
424,198206,1865676,0.0
425,2081177,2007575,0.0
426,512648,3277365,0.0
427,2896920,2082900,0.0
428,2004321,3101720,0.0
429,2860501,2896246,0.0
430,821969,438931,2.0
431,3543458,2753437,0.0
432,3782464,1632907,0.0
433,34909,603391,0.0
434,3882591,33824,0.0
435,2618930,3067074,0.0
436,1598815,3743583,0.0
437,1889166,3530889,0.0
438,1990680,1090137,0.0
439,1722905,3476115,0.0
440,661821,2549502,0.0
441,1626721,4287944,0.0
442,1614388,2195494,0.0
443,1550007,3868245,0.0
444,3026609,4431905,0.0
445,1218591,494941,0.0
446,1368179,1871300,0.0
447,869007,3578195,0.0
448,3165451,2148572,0.0
449,4415586,1133523,0.0
450,22098,4452623,0.0
451,4173139,884392,0.0
452,481596,69154,0.0
453,571611,2256153,0.0
454,1127185,231840,0.0
455,4329799,4577669,0.0
456,1348124,2787222,0.0
457,190337,1693094,0.0
458,4584732,3954,0.0
459,670418,4113328,0.0
460,3476970,80865,0.0
461,4574629,4122925,0.0
462,2659869,3387855,0.0
463,764094,403968,0.0
464,2379675,2698944,0.0
465,4444689,3504424,0.0
466,1793067,680716,0.0
467,1440026,3101502,0.0
468,1608045,3582466,0.0
469,4199670,4813413,0.0
470,4846402,3195265,0.0
471,3529569,4784984,0.0
472,1539922,2765660,0.0
473,1085370,4435339,0.0
474,4218024,1427387,0.0
475,808451,4746748,0.0
476,1928073,2474151,0.0
477,4713911,1774967,0.0
478,2499941,4376295,0.0
479,4646906,1246430,0.0
480,3116857,4186789,0.0
481,709458,3536426,1.0
482,2086295,3690044,0.0
483,928172,613122,1.0
484,3067253,1926062,0.0
485,4545645,3366849,0.0
486,4818292,1144761,0.0
487,1235504,3409847,0.0
488,2374631,1542876,0.0
489,4782545,4702790,0.0
490,2522577,2129613,0.0
491,1170812,3206134,0.0
492,293346,967158,0.0
493,3738317,3765509,0.0
494,3425060,234427,0.0
495,163629,3777816,0.0
496,14067,3265085,1.0
497,3196570,4748118,0.0
498,4809346,2007002,0.0
499,3299110,4696466,0.0
500,4119134,695297,0.0
501,1578501,4583283,0.0
502,2333254,1188527,0.0
503,1306929,2001412,0.0
504,3270314,910428,0.0
505,4641282,3396773,0.0
506,3112703,1955697,0.0
507,2185089,3057304,0.0
508,2889189,2480111,0.0
509,1389741,2439200,0.0
510,4740256,4300332,0.0
511,3371180,2338210,0.0
512,1375986,239509,0.0
513,1472473,2469049,0.0
514,3105702,2855406,0.0
515,4521805,609191,0.0
516,3011078,588731,1.0
517,4159395,4745570,0.0
518,731851,2319980,0.0
519,4762275,702982,0.0
520,2176114,314851,0.0
521,288815,4384115,0.0
522,1204121,3033124,0.0
523,2566585,4834220,0.0
524,182260,159317,0.0
525,46706,1441809,0.0
526,3496084,4149819,0.0
527,3218565,188934,0.0
528,2874107,1035696,0.0
529,3830825,3247642,1.0
530,2238034,952016,0.0
531,3019567,4438500,0.0
532,1414713,2388687,0.0
533,417670,2296340,0.0
534,794926,3806422,0.0
535,2411827,997373,0.0
536,1404665,3532370,0.0
537,1566018,73488,0.0
538,1357519,3779222,0.0
539,3487891,3872075,0.0
540,3115334,162391,0.0
541,1971845,121687,0.0
542,3864746,2916137,1.0
543,4241984,688492,0.0
544,2974539,311191,0.0
545,2450804,2914272,0.0
546,2520394,4541817,0.0
547,3872896,4041761,0.0
548,4727598,1727651,0.0
549,3412106,796961,0.0
550,2573901,816920,0.0
551,4806123,2646479,0.0
552,3604757,4400058,0.0
553,3300427,3779011,0.0
554,1978189,2274206,1.0
555,4262531,3104105,0.0
556,900013,1915645,0.0
557,1172957,2543225,0.0
558,3039410,2969669,0.0
559,4002112,561318,0.0
560,104636,1567219,0.0
561,1791383,3932079,0.0
562,305912,2566085,0.0
563,2692081,1838635,0.0
564,570176,4816757,0.0
565,3286194,3193226,0.0
566,1194828,1641696,0.0
567,987670,282123,0.0
568,202779,686692,0.0
569,2824547,801975,0.0
570,2927866,1126740,0.0
571,2576023,379566,0.0
572,2827563,908118,1.0
573,4220814,1237970,1.0
574,671589,3936833,1.0
575,4544394,1235947,0.0
576,2435688,4564480,0.0
577,1207306,194724,0.0
578,2132927,2467420,0.0
579,3354943,350591,0.0
580,1868214,2531068,0.0
581,1416977,3583296,0.0
582,4702004,4645444,0.0
583,651198,2364516,0.0
584,2162692,1549265,1.0
585,4215036,3048276,0.0
586,1232608,1297927,0.0
587,4846937,3586387,0.0
588,3479470,3186713,0.0
589,3994430,3773662,0.0
590,4459758,4404630,0.0
591,4471239,1737967,0.0
592,1753333,2110833,0.0
593,1261529,1261430,0.0
594,2514401,3130486,0.0
595,56749,2975548,0.0
596,4734491,4609798,0.0
597,2892947,4808864,0.0
598,3787636,4687161,0.0
599,3269672,1331607,1.0
600,2964957,4843551,0.0
601,1059166,2989093,0.0
602,963730,4383505,0.0
603,3459540,1049927,0.0
604,1819032,578533,0.0
605,2314602,4673327,0.0
606,1949518,1222048,0.0
607,2346039,699736,0.0
608,4277554,1530017,1.0
609,396078,3714661,0.0
610,9978,1652041,0.0
611,2926260,1070982,1.0
612,4788875,2146521,0.0
613,3492054,2286207,0.0
614,3459305,1929238,0.0
615,3647883,3172748,0.0
616,3376448,4640964,0.0
617,3474018,65710,0.0
618,4208116,3980468,0.0
619,231377,1850697,0.0
620,1033321,3314251,0.0
621,4685381,3512837,0.0
622,3067197,1530218,0.0
623,3915945,1268005,0.0
624,1379510,1539298,0.0
625,2409620,4430170,0.0
626,2528952,2354456,0.0
627,3493836,4099871,0.0
628,1198752,1094021,0.0
629,3518138,1864711,0.0
630,2335682,390166,0.0
631,2340877,4780854,0.0
632,4654157,524636,0.0
633,2091091,1739236,0.0
634,4580424,1173136,0.0
635,4690198,44281,0.0
636,3993884,2345633,0.0
637,3767746,1416069,0.0
638,3971647,1548309,0.0
639,3799355,1125176,0.0
640,1128470,442509,0.0
641,1558109,3783280,0.0
642,3972974,747730,0.0
643,4159473,3618024,0.0
644,4158699,2756060,0.0
645,3385980,3777226,0.0
646,3112341,560433,0.0
647,2998847,4420982,0.0
648,913000,464429,0.0
649,4292024,484819,0.0
650,4072200,1530413,0.0
651,3771453,4412061,0.0
652,4157812,3792706,0.0
653,2261743,40613,0.0
654,4179769,4769748,0.0
655,4823551,846869,0.0
656,4199544,4600702,0.0
657,3563883,163473,0.0
658,4809947,4098553,0.0
659,1901679,3129391,0.0
660,4137009,1024783,0.0
661,30310,414143,0.0
662,4321972,3550480,0.0
663,1289371,2162743,0.0
664,1874634,2918135,0.0
665,1561484,2077848,0.0
666,4241334,3080343,0.0
667,3634132,2834138,0.0
668,2038510,3297535,0.0
669,1716676,3728199,0.0
670,221930,3670406,0.0
671,2850438,1500498,0.0
672,184881,2659959,0.0
673,3452362,3087131,0.0
674,4646485,3902219,0.0
675,4488043,3074076,0.0
676,3968996,2595320,0.0
677,1038626,3822226,0.0
678,3728728,2495105,0.0
679,2404258,4358415,0.0
680,4432468,4377185,0.0
681,4819296,318375,0.0
682,1381410,1677849,0.0
683,4531074,1201441,0.0
684,3899397,93036,0.0
685,1424394,4009068,0.0
686,3088043,497221,0.0
687,119117,1005254,0.0
688,1461279,1747722,0.0
689,4141007,1171874,0.0
690,3392015,4828719,0.0
691,2717354,1273598,1.0
692,4049357,2722508,0.0
693,711777,2013026,0.0
694,2396300,4554553,0.0
695,2170861,1670359,0.0
696,1405220,385460,0.0
697,786585,3632666,0.0
698,2529521,255357,0.0
699,96326,779322,0.0
700,2486675,3609365,0.0
701,3648874,258407,0.0
702,2899898,4601852,0.0
703,300159,4291111,0.0
704,2607338,1870966,0.0
705,3442674,3464345,0.0
706,4062714,3721055,0.0
707,4626121,1104498,0.0
708,1904382,2123877,0.0
709,3512854,4808253,0.0
710,4851972,1669882,0.0
711,876770,1147507,0.0
712,1904152,4308867,0.0
713,418500,3759362,0.0
714,345600,1478873,0.0
715,3569534,1285834,0.0
716,4481945,1782983,0.0
717,3872693,1107863,0.0
718,4533449,530802,0.0
719,2363695,2300509,1.0
720,1863527,1444676,0.0
721,3678779,474592,0.0
722,1637020,2428135,0.0
723,2043299,1297986,0.0
724,2218868,1443517,0.0
725,3014140,2477094,0.0
726,266153,455941,0.0
727,4602837,393108,0.0
728,3819145,3760908,0.0
729,2623482,4538895,0.0
730,4158351,4597301,0.0
731,4058136,3158470,0.0
732,4759378,1686929,0.0
733,4355096,2255207,0.0
734,2408514,1673937,0.0
735,3602489,35443,0.0
736,1366516,3568349,0.0
737,3859006,16319,0.0
738,4531351,2954132,0.0
739,38512,1259315,0.0
740,2939094,482785,1.0
741,2569213,2328068,0.0
742,452425,4348962,0.0
743,807198,28406,0.0
744,2326458,3698362,1.0
745,2067734,2591572,0.0
746,4187996,3878223,0.0
747,3601979,2491030,0.0
748,1212901,4207144,0.0
749,2438029,4286682,0.0
750,3155214,2170364,0.0
751,4018017,4719783,1.0
752,1644526,3433300,0.0
753,3586390,3059506,0.0
754,3162177,4015837,0.0
755,3385393,300532,0.0
756,1345637,3289475,0.0
757,4441436,3840550,0.0
758,1898829,1701059,0.0
759,1801670,759360,0.0
760,1458343,3072605,0.0
761,1256894,1336902,0.0
762,4023917,698473,0.0
763,964290,3574702,0.0
764,2730692,454541,1.0
765,3753891,2038857,0.0
766,2628805,1662979,0.0
767,2769841,172685,0.0
768,4358408,3291446,0.0
769,1241031,1695135,0.0
770,2102591,2814791,0.0
771,1704510,3405528,0.0
772,3928753,3326418,0.0
773,1215239,2670341,1.0
774,4611334,1557409,0.0
775,389486,472141,0.0
776,2814165,1137169,1.0
777,3801177,4699461,0.0
778,4133996,3704753,0.0
779,627343,143739,0.0
780,148367,2928802,0.0
781,3454355,1018786,0.0
782,2209713,1815440,0.0
783,730191,1248568,0.0
784,3740636,545786,0.0
785,2924183,434512,0.0
786,4174864,133237,0.0
787,1066864,894899,0.0
788,1470987,2759650,0.0
789,1215748,1136227,0.0
790,1185374,4338602,1.0
791,2235788,1254375,0.0
792,2389746,3038282,0.0
793,4436356,1219324,0.0
794,1216415,36951,0.0
795,2437552,1118353,1.0
796,3019877,1931518,0.0
797,3713620,3455370,1.0
798,648570,3408929,0.0
799,2461160,1303438,0.0
800,4351157,204069,0.0
801,2799117,1503694,0.0
802,4084850,1596636,0.0
803,1833001,2886131,0.0
804,3529435,2540340,0.0
805,1937010,4049931,0.0
806,49590,452188,0.0
807,4595147,1253616,0.0
808,1334254,3749491,0.0
809,1189597,1697930,0.0
810,175692,887766,0.0
811,2092388,2510096,0.0
812,687052,4282065,0.0
813,3957849,911746,0.0
814,2178751,2232772,0.0
815,3756644,2703572,0.0
816,4597924,4828269,0.0
817,902427,1981191,0.0
818,2097110,1036079,0.0
819,2287040,1598344,0.0
820,1790173,3191657,0.0
821,4838606,2156246,0.0
822,385241,1906511,0.0
823,123531,1218559,0.0
824,243433,1750095,0.0
825,1264701,4268456,0.0
826,3128326,14792,0.0
827,4795803,1822942,0.0
828,356244,4096063,0.0
829,3087646,3131190,0.0
830,1295709,747729,0.0
831,3666815,177833,1.0
832,2706056,368909,0.0
833,2556431,1947948,0.0
834,3508010,681952,0.0
835,3617186,1511039,0.0
836,3168009,1827673,0.0
837,4829034,4443801,0.0
838,4064829,4235053,0.0
839,732090,628153,0.0
840,2956345,4173356,0.0
841,1944455,4800193,0.0
842,1299759,1606798,0.0
843,2725994,1797647,0.0
844,190217,2799556,0.0
845,2245565,1433793,1.0
846,1780582,3150148,0.0
847,1281703,3851310,0.0
848,1458698,4354956,0.0
849,2356004,1862223,0.0
850,2357372,3141825,0.0
851,4443962,3429997,0.0
852,1936813,1950243,0.0
853,1503273,1579458,1.0
854,848111,3395765,0.0
855,3177281,24645,0.0
856,756760,4087283,0.0
857,4147016,4580296,0.0
858,1672127,1032416,0.0
859,665104,2943312,1.0
860,2136960,3391826,0.0
861,2910071,109742,0.0
862,4370091,4268266,0.0
863,4807724,4707473,0.0
864,1960328,4533856,0.0
865,1749179,1852722,0.0
866,1161172,906624,0.0
867,492129,4628312,0.0
868,2031419,2101764,0.0
869,13020,682788,0.0
870,3896903,2319513,0.0
871,879389,3805268,0.0
872,4512600,3114392,0.0
873,4370324,843065,0.0
874,1143059,2240238,0.0
875,3333698,2866076,0.0
876,1090762,1216101,0.0
877,644084,2164131,0.0
878,321093,129683,0.0
879,4508237,3242887,0.0
880,3516214,3533765,0.0
881,2816415,4200662,0.0
882,3982320,1599131,0.0
883,3152143,603057,0.0
884,3945427,2629878,0.0
885,2923304,2272898,0.0
886,4064990,2729740,0.0
887,4534880,1313574,0.0
888,1401913,992426,0.0
889,537768,4818999,0.0
890,3280761,3141979,0.0
891,1658417,921055,0.0
892,2410573,4263396,0.0
893,2196001,2957386,0.0
894,3378044,426261,0.0
895,3439026,3555004,0.0
896,1793521,2719873,0.0
897,4334035,3771296,1.0
898,4467388,4080666,0.0
899,3674022,4622110,1.0
900,2240693,756504,0.0
901,4186734,1597719,0.0
902,1858883,1031342,0.0
903,2994586,867663,0.0
904,3939564,4340902,0.0
905,336732,2204761,1.0
906,1211504,694996,0.0
907,2788046,3523543,0.0
908,2907389,299548,0.0
909,2055937,3164758,0.0
910,2815718,2090238,11.0
911,2257146,3590368,0.0
912,2002159,3210244,0.0
913,3775158,3811156,0.0
914,407695,2193121,0.0
915,3699064,549082,0.0
916,2290261,3640422,0.0
917,347873,2046525,0.0
918,1871352,4780925,0.0
919,3911516,4106640,0.0
920,1022396,1270847,0.0
921,611496,2265164,0.0
922,4414981,4406242,0.0
923,907263,2100186,1.0
924,4209151,212561,0.0
925,1405351,4282946,0.0
926,2666446,4024648,0.0
927,739471,3615298,0.0
928,2793674,3722694,0.0
929,1524644,2098173,0.0
930,2497108,4710252,0.0
931,4136823,3636304,0.0
932,2212375,1670880,0.0
933,3796229,105495,0.0
934,2768864,1912776,0.0
935,3322648,1171510,0.0
936,751402,498440,0.0
937,866633,2512405,0.0
938,1600159,2831240,0.0
939,1640918,959749,0.0
940,4155092,1353374,0.0
941,3956409,1041522,0.0
942,4521569,2772273,0.0
943,500693,4646946,0.0
944,1696126,1815692,0.0
945,2665636,295435,0.0
946,2445660,4335166,0.0
947,3429119,307279,1.0
948,4189485,2996360,0.0
949,3192155,1126382,0.0
950,395508,310462,0.0
951,709947,4669644,0.0
952,3168001,2946141,0.0
953,445953,107492,0.0
954,2434932,4791892,0.0
955,581004,501045,0.0
956,4314379,2975245,0.0
957,3232270,3074568,0.0
958,2058858,341657,1.0
959,2753381,3246404,0.0
960,952126,2730644,0.0
961,836896,130841,0.0
962,2423202,3953333,0.0
963,3144184,2989005,0.0
964,1771053,386554,0.0
965,3433535,2542483,0.0
966,1814534,1508408,0.0
967,2910472,674314,0.0
968,3095968,3190869,0.0
969,1370085,853958,0.0
970,161155,2275007,0.0
971,3516090,788560,0.0
972,3731902,3808014,0.0
973,4479200,183829,0.0
974,2170399,2048131,0.0
975,868415,4707435,0.0
976,3288113,1541572,0.0
977,2393351,647132,0.0
978,3835277,920667,0.0
979,4680874,1827854,0.0
980,4392967,152171,0.0
981,677974,30485,0.0
982,3928898,4184840,0.0
983,2641427,4637499,0.0
984,2284688,334187,0.0
985,3596660,3737414,0.0
986,2463400,944638,0.0
987,4343266,3476224,0.0
988,2446362,3361208,0.0
989,1092176,3514644,0.0
990,1000007,4757692,0.0
991,3324347,4638561,0.0
992,1772367,3821095,0.0
993,4182485,1595223,0.0
994,4541879,3312809,0.0
995,1229343,4714461,0.0
996,4589149,2848737,0.0
997,4328180,439235,0.0
998,4664296,1673817,0.0
999,4861954,1345808,1.0
1000,225798,2746913,0.0
1001,3299386,4278701,0.0
1002,1031408,180827,0.0
1003,1685947,1902132,0.0
1004,2293870,813157,0.0
1005,2360172,1836246,0.0
1006,4207968,3120391,0.0
1007,1743488,3486727,0.0
1008,809099,3088138,0.0
1009,634929,2489231,0.0
1010,4564120,4692509,0.0
1011,2268064,370945,0.0
1012,122818,4603616,0.0
1013,1157218,4419384,0.0
1014,2757341,1197864,0.0
1015,200519,1545253,0.0
1016,1607946,3934715,0.0
1017,1349320,2085343,0.0
1018,4602863,2684719,0.0
1019,1808294,1690280,0.0
1020,2386041,2950984,0.0
1021,2661069,1512945,0.0
1022,1727029,484878,0.0
1023,163114,454600,0.0
1024,1681578,4004020,0.0
1025,390347,2174789,1.0
