0,source,sink,out_degree_a
559,3730870,3175312,144
560,2690278,3761780,162
561,2058283,8356,167
562,2646810,4575002,39
563,3633833,2573172,15
564,4247331,82320,6639
565,3983042,2701676,49
566,2093176,2186222,86
567,1412983,2528294,40
568,3920505,4846084,17
569,3320046,4335591,7
570,1262238,1048746,379
571,3059183,1766159,283
572,1495241,4548619,361
573,3717996,3452178,5153
574,908046,458466,579
575,319732,3806748,695
576,748200,1665032,270
577,856916,2741764,6014
578,2695621,4579955,61388
579,4016649,3678951,335
580,3699726,4642092,130
581,4599604,1537367,297
582,4323755,1211774,14043
583,117178,2785207,472
584,2934603,2472584,165
585,1432887,2529373,249
586,4493215,2784278,123
587,4159232,4217711,1999
588,3756910,1193087,933
589,1648871,4590454,153
590,4458811,3019604,315
591,3148390,2002788,143
592,769445,2986095,240
593,4542296,4029056,203
594,3097604,4305969,44036
595,3135278,1898689,198
596,3490385,2303097,60
597,2880138,1230311,198
598,1799854,1094216,63
599,3441024,3198893,30
600,1712592,256053,2710
601,1213060,3485270,1253
602,674419,1687481,223
603,2253113,4199739,1152
604,1687100,4699308,200
605,1687914,1492115,3851
606,4467644,4597686,1890
607,1287150,4587728,186
608,885888,2401150,149
609,4059232,1934540,2851
610,2167353,2927967,1022
611,2431787,2243309,1680
612,4066935,3061931,143
613,2912103,2616761,12
614,1451983,4398710,87
615,1760195,3815591,174
616,1268923,4185459,288
617,3584579,4561007,107
618,3210823,4593452,8
619,2679215,4079576,251
620,3308965,1499488,122
621,1308257,1360090,34
622,4556619,524247,57
623,3464435,3158801,6
624,4834181,1615948,5
625,4548696,2910685,285
626,1486569,380005,113
627,1221273,4569835,214
628,1504438,1269021,1275
629,273892,4626132,587
630,4312824,3833152,3233
631,2240718,1337977,52
632,1187945,4097285,1969
633,1628691,4570236,22
634,3764155,1080529,3063
635,2259251,4196528,26
636,2299390,1491019,32
637,1049492,398291,3807
638,233391,2965375,69
639,717673,3995418,19
640,2941407,2964315,439
641,682761,1558128,141
642,4352101,697201,458
643,4239933,2533625,62
644,1068581,2394046,95
645,1176065,3366522,53
646,2913818,4272458,47
647,4159234,597760,39
648,4818958,708203,23
649,3192626,1092178,721
650,3438286,4629375,196
651,879908,4254453,99
652,1954387,610672,53
653,1452,3373263,182
654,4207021,606980,408
655,1413126,2746611,973
656,3149884,128838,130
657,2598830,299664,72
658,3017206,948009,8836
659,970600,2125683,619
660,1211741,4121054,139
661,2835234,570107,16
662,675370,1471569,56
663,4610268,1275066,21
664,1584806,1092555,970
665,2904717,762869,1
666,3892708,1170664,235
667,3976780,1552898,21
668,1808958,3153165,4892
669,3293844,282738,34
670,2027803,2619844,921
671,250137,2976917,320
672,4418160,3626136,3108
673,3372601,3785031,827
674,3318630,701503,212
675,3961269,303000,154
676,1978642,1969680,164
677,1285540,3833101,43
678,4399173,2631408,135
679,1225417,3677077,27
680,1917370,970119,616
681,716749,4720136,265
682,2164938,2616090,1104
683,4021250,1378011,3765
684,1898939,2124762,67
685,725231,2353568,246
686,1072647,2289244,216
687,3316884,1440533,533
688,2308616,4597182,79
689,2468610,1173627,30
690,4280660,4011543,69
691,4358480,2619379,36
692,4247587,4266094,1310
693,1362833,4644467,75
694,4849080,384166,12563
695,2933517,1722935,427
696,251110,4829418,269
697,3046801,4326881,1106
698,3300747,409240,26
699,2205989,736972,355
700,4759196,2959134,351
701,352777,1582441,55
702,4732444,4677915,919
703,1450478,3800540,29
704,3345046,4255985,10154
705,807609,2070084,296
706,1893341,2401643,467
707,3968198,1413750,200
708,3502346,4395778,289
709,3424526,865480,262
710,3997092,847152,232
711,871619,88771,1342
712,3591727,4128045,2565
713,812874,2576794,83
714,2967237,819090,55
715,2683846,1765869,235
716,3933860,4187117,21
717,3755255,3173162,485
718,4479676,2054407,47
719,1092129,4740893,2155
720,2978353,487236,138
721,2831459,3748022,4499
722,1861711,3429791,30
723,128268,3306286,24
724,4447307,3657540,34
725,4583130,4195270,280
726,1903802,3756910,132
727,1226964,4506897,108
728,4122877,478112,94
729,3531100,4818685,1176
730,4722544,1565469,68
731,492776,2057832,6
732,202406,1370056,175
733,739365,4478927,105
734,3130360,3381180,584
735,3971343,774221,46
736,1639225,497594,80
737,3080878,3107755,251
738,314720,466302,136
739,4074945,67911,118
740,4627005,3010945,313
741,3763328,2178305,8212
742,265346,3088232,970
743,3446384,679574,102
744,887938,3994705,13
745,3223920,2516690,128
746,4858799,4350911,658
747,4510458,1127255,126
748,2270094,2546813,56
749,4060750,2393523,94
750,4282575,3861442,141
751,3251045,3297002,570
752,3031208,664506,55
753,3434262,3173953,251
754,2226291,4082571,20
755,2032980,4096612,128
756,4143745,683678,8
757,2220133,979255,567
758,552690,1513515,770
759,2089216,4666032,62
760,734968,4266986,450
761,748396,3222295,68
762,3473274,4010152,786
763,401726,1700117,111
764,4205304,4326349,219
765,713973,3737538,14
766,268979,3902256,149
767,1774406,2445713,60
768,1566271,3727886,117
769,1747009,542316,66
770,3760607,1428975,59
771,2062066,3937192,759
772,2469227,2769934,42
773,463854,2442529,1259
774,3369814,1205255,93
775,268091,1807947,39
776,3561896,257577,713
777,4181239,2507601,29
778,745210,3851609,278
779,4247950,4173475,195
780,4611286,3527826,286
781,3094990,3311965,4245
782,4459514,1633484,198
783,2814285,4198583,3324
784,2152778,2815618,3887
785,9202,1609289,236
786,2858107,3025604,1459
787,3881850,3284336,137
788,1200874,703387,33
789,1730864,4776931,530
790,1976020,3906437,2051
791,3478937,4411245,97
792,2606468,2151625,1748
793,810847,3601552,63
794,2518054,3994251,1136
795,4730476,3723065,895
796,2675276,1802531,39
797,274343,996371,301
798,3650803,3477517,199
799,1159131,3007594,138
800,4660393,1063328,456
801,1430292,3755407,139
802,4855215,3292438,90
803,155341,4215650,1802
804,4791237,668241,1795
805,504848,1473701,1452
806,812688,440093,16
807,1218819,4522612,17
808,904699,3825480,243
809,3371729,3273144,982
810,2518902,2524567,970
811,2608048,891969,345
812,133167,3827835,238
813,1735998,2685390,244
814,1851023,2661301,235
815,4223007,4651979,2002
816,2978385,4096612,394
817,2982118,2890172,1779
818,1985096,3281495,89
819,2872865,772280,6996
820,1730546,2700195,114
821,3759171,3267798,283
822,1474194,1736248,52
823,136049,1205898,294
824,779856,2791664,2
825,2976069,2589511,122
826,56121,3118599,24
827,752326,4027234,100
828,1129405,1073098,122
829,4219582,352759,131
830,67800,1774334,862
831,1562061,3275980,70
832,4469172,3056997,581
833,1632644,2747148,228
834,2103452,2394094,9
835,1792282,1275575,268
836,2337068,2777919,1590
837,383188,487074,27
838,3624273,1694426,916
839,1927607,3784976,12
840,2564846,3871166,38
841,469289,3658913,487
842,3579512,3070342,38
843,3609789,1916723,39
844,1005255,2558769,121
845,4820881,4005729,3381
846,2666350,3968888,760
847,979653,1836007,377
848,3156444,3459373,52
849,3454223,3088232,148
850,1691726,1990675,13
851,1938140,1764317,203
852,2920273,123591,113
853,4778699,1201096,274
854,267534,1380378,383
855,1135603,2685283,32
856,4743153,535280,188
857,4164647,4571277,1254
858,3251800,3853574,825
859,142496,2824480,247
860,1353165,2287915,327
861,4721192,3288243,120
862,148935,1140025,31
863,754986,4625985,213
864,3100893,2493630,187
865,1456698,2760565,26
866,3167544,3065172,271
867,1615945,2471103,124
868,923082,3893890,1995
869,3615734,3970114,51
870,2299912,1008064,2674
871,609330,1397316,292
872,2338838,4834648,91
873,2017826,2903363,18
874,1049150,4124480,2879
875,2608376,3824501,256
876,1482666,1660395,6836
877,1306100,1678282,40
878,2826278,3611999,284
879,2395078,2721855,155
880,3680790,2927670,149
881,4272458,151153,1078
882,3596185,1595754,86
883,370525,4291780,2455
884,2226097,1974361,502
885,431391,1102747,111
886,300097,726929,273
887,750926,2586375,20659
888,153480,4192365,94
889,3506025,212805,68
890,2452484,2199228,27
891,1233851,3304718,185
892,456126,2103578,73
893,3286368,1614313,326
894,759809,1677060,148
895,3538278,1922398,1
896,783972,4757627,134
897,2085193,3886160,102
898,623444,2262983,240
899,1219418,528928,24
900,1998627,538998,399
901,573693,3400944,104
902,1101947,1959052,13
903,3887171,617576,23
904,4093525,4161490,115
905,1711569,1503250,324
906,1318170,2766614,92
907,2915489,2434223,38
908,4713292,1735687,22
909,4342160,4836932,89
910,563322,1340111,672
911,922949,1049281,1140
912,1455727,1967550,94
913,4347727,2401865,55
914,1779478,4553620,25
915,820951,1133567,5539
916,1295223,3606238,161
917,234766,1989292,87
918,495684,2052579,313
919,2604474,262528,400
920,4457096,3095483,30
921,3225386,1483950,136
922,3959449,2151517,3
923,2695091,2128045,69
924,2245867,2784159,17
925,1719345,2177982,9760
926,3795465,4690299,19
927,2902003,1374445,6621
928,1895458,1253026,182
929,888120,888836,1818
930,4866498,2486525,1685
931,184687,4696690,1520
932,2871308,1064883,346
933,552693,4180588,101
934,460696,978745,104
935,3721072,2717219,137
936,242742,637362,84
937,4147170,3324817,298
938,1299015,127123,481
939,833087,907052,99
940,137437,4005148,65
941,2474997,2999710,135
942,4137763,2898182,100
943,475232,3873884,57
944,2519600,3144985,183
945,851486,1253335,369
946,1484675,2555689,122
947,863325,3528798,805
948,865410,2270767,138
949,1588061,4013191,128
950,2975625,2363738,231
951,919101,1522214,41
952,3893222,4116046,259
953,4759359,824031,856
954,3298060,3649303,361
955,1618544,1613382,18
956,2324352,816913,1242
957,4499487,3804486,25
958,861461,2833178,215
959,2713798,2885043,426
960,2475214,343584,18
961,2815706,716282,663
962,810494,785119,287
963,3743292,29959,13
964,4022436,2309371,466
965,1576600,3241571,59
966,3164595,727760,22
967,2342340,2371785,30
968,3318025,3258850,24
969,854025,2258576,116
970,3446567,621120,297
971,3067879,2330265,151
972,989455,1268920,1097
973,3517389,843636,1602
974,2506342,1857594,11317
975,863783,4395944,130
976,1632116,1528823,119
977,2359631,4515216,1909
978,3317934,3629131,179
979,2932339,2350634,249
980,927463,1514817,120
981,3598083,1721413,1352
982,2429371,9946,10
983,1039279,3411931,539
984,2895068,3918393,35
985,1854023,1483116,161
986,725415,2082827,90
987,1202857,1678405,178
988,3689215,1218296,298
989,4528705,1142702,680
990,4034438,711824,73
991,3782034,3556169,231
992,1014721,1666556,52
993,3270580,3395510,21
994,2324422,4426524,887
995,1194190,345813,278
996,2625217,1996375,133
997,2824005,2211339,123
998,1576591,4166917,16546
999,380525,4664852,87
1000,3993072,2416078,63
1001,1094048,594102,1027
1002,4600134,624993,223
1003,2764263,2893207,20
1004,4177865,2882100,353
1005,4623321,4808386,937
1006,3718908,4679904,1113
1007,2745387,3910839,43
1008,3195688,112647,82
1009,1813368,1770441,212
1010,2009930,4758377,10650
1011,1787403,2443214,286
1012,4726874,1894531,31
1013,127950,3728341,7009
1014,3794842,3706176,52
1015,3296250,3535207,121
1016,4811622,757734,9329
1017,3683564,2701054,179
1018,1283657,689821,1311
1019,3836659,4321162,38
1020,1488401,3872415,34731
1021,31098,1030864,132
1022,2451660,1970291,14
1023,718458,3720766,151
1024,2002799,4114575,42
1025,2005497,2338090,246
1026,2118551,3452067,104
1027,3778796,254059,6619
1028,4348766,3973930,285
1029,3475909,1973662,47
1030,240027,3855745,4712
1031,4263251,2518627,95
1032,942440,2191992,338
1033,850459,456126,3808
1034,3716119,3025121,77
1035,988417,1104604,284
1036,5221,2981668,432
1037,2021460,243830,541
1038,4774646,1196225,78
1039,2435515,143446,2355
1040,3941703,211323,54
1041,651778,2540894,262
1042,477326,3487516,94
1043,3861672,3647364,43
1044,4749201,2707342,716
1045,1255094,3818809,894
1046,437391,1021368,80
1047,4817391,4563454,81
1048,3910665,3985168,11
1049,1150281,4486106,730
1050,4858996,1582222,489
1051,4204662,2133364,6
1052,3656099,1380448,193
1053,4788248,2048276,89
1054,4716646,448823,153
1055,2844962,2757201,66
1056,2161230,2087517,64
1057,3808182,3103806,514
1058,419149,4406065,36
1059,3847967,357466,630
1060,987441,824382,447
1061,4762542,2767142,62
1062,2914647,4841268,227
1063,1275299,1593758,460
1064,3757241,3248594,1325
1065,219686,2015738,551
1066,3249932,1068993,148
1067,2704231,3435043,305
1068,2691310,3640458,2496
1069,2581947,3759750,159
1070,1689039,3927655,13
1071,2694816,2207956,208
1072,4405100,2051732,2615
1073,3352123,3510148,7719
1074,2584682,3162385,129
1075,2680834,4254453,31
1076,3202510,2092295,79
1077,4468086,532755,121
1078,575651,4258315,50
1079,2883988,824046,672
1080,4008358,4483821,134
1081,2939315,3155408,68888
1082,4839526,3833152,130
1083,3507863,177506,1311
1084,4619061,4289016,194
1085,4380434,3731768,30
1086,3213547,2706025,146
1087,4094697,212805,1361
1088,1927960,1579810,1465
1089,2640387,100754,263
1090,3852854,3785477,315
1091,1700836,350886,1298
1092,871160,3340066,181
1093,2772925,2456239,15
1094,1548013,1078672,121
1095,2242956,3882590,8318
1096,3603630,3489034,25
1097,1064556,3912526,21
1098,19760,5113,86
1099,740005,4510860,1404
1100,4765846,605639,57
1101,2609436,653633,49
1102,2766747,321857,4171
1103,4094066,1628264,196
1104,1246601,1897862,20
1105,4232521,2779791,96
1106,2554658,3240496,92
1107,415254,3129186,10
1108,4400995,1187964,540
1109,2850445,1118530,192
1110,3729828,2294440,402
1111,3370783,4790649,354
1112,3001815,74323,583
1113,3394828,2633571,268
1114,117653,1995601,79
1115,1675257,4723059,22
1116,3897513,733605,156
1117,19484,749672,3170
1118,4284282,4516132,1561
1119,833524,3841591,61
1120,3879365,4329629,333
1121,4251792,57883,832
1122,2835662,2379122,177
1123,2313654,3448488,1042
1124,3800305,4420839,44
1125,399565,2956791,238
1126,579536,3165162,501
1127,225697,982493,128
1128,457555,1106852,51149
1129,4857001,321177,349
1130,4655006,1987945,19
1131,3163774,3004014,621
1132,4498101,2926541,80
1133,2807375,3247071,218
1134,3222303,1081619,401
1135,4736009,1835245,35
1136,401959,2653845,31
1137,813047,3009562,668
1138,2899933,536723,19
1139,4154717,2424452,354
1140,1413512,3299579,80
1141,2940424,1904054,1292
1142,602340,107996,283
1143,1011757,3739100,5
1144,940042,4253433,5
1145,3905250,452890,269
1146,3066444,685095,284
1147,1325436,3202770,69
1148,125872,1465269,96
1149,3407905,765543,33
1150,2623580,2337217,221
1151,4211984,2596286,4498
1152,2349594,959247,12
1153,2061150,3837284,79
1154,1399058,1796644,420
1155,12547,957725,1349
1156,2361673,2593954,53
1157,3305322,3169329,95
1158,702865,166306,48
1159,4311665,2499401,717
1160,4052122,2588244,78
1161,2187451,3356265,34
1162,2544398,4360802,8
1163,1164032,4779044,9
1164,4125905,723257,79
1165,3169284,2502590,67
1166,1360006,475380,127
1167,3158482,4350093,3
1168,3082677,3108490,32
1169,3139086,4343940,4516
1170,1044619,1269131,196
1171,2390374,4143831,157
1172,4779046,4399430,14
1173,4420475,2868440,58
1174,815236,2155768,345
