0,source,sink,in_out_degree_b
214,2021517,4634127,37000000.0
215,4519174,520390,472000000.0
216,604125,4360758,6000000.0
217,3828465,3963629,109000000.0
218,2957639,4578655,0.3726993863601613
219,4325972,1755579,3000000.0
220,1039233,3674322,8000000.0
221,1901862,4840530,21000000.0
222,2408015,1321954,114000000.0
223,4781379,52592,2000000.0
224,4583761,4572486,0.06323092169212469
225,1476555,4751012,41.15384509861936
226,1636856,4208957,0.03122393039789966
227,2038215,4162950,0.7286821648939367
228,4216378,2118739,0.12429378460850969
229,1136996,3640654,6000000.0
230,4178366,3164163,56000000.0
231,986629,3346537,14000000.0
232,2303520,663713,7.249999904605264
233,4708115,738568,1000000.0
234,3769409,1960538,0.2529348983426522
235,2844371,3392930,44000000.0
236,1320291,3768226,1000000.0
237,1817011,3254390,1000000.0
238,3337956,1186643,0.5727272675206612
239,414390,2341215,664000000.0
240,1185153,4799044,5000000.0
241,4182445,4255166,40000000.0
242,1429988,4034214,99000000.0
243,784476,4743804,0.17897629674373883
244,1567741,2167167,0.07874201937130715
245,378193,3858906,5000000.0
246,3193737,852669,5000000.0
247,222154,1096330,0.10202639017388633
248,837136,4092142,10000000.0
249,3001803,1421121,1000000.0
250,4497472,970834,13000000.0
251,78652,876913,15000000.0
252,1740390,2913793,2000000.0
253,4608977,2576561,1000000.0
254,2146076,3373346,3000000.0
255,4043972,3448830,20000000.0
256,2066994,3418202,55.49999786538469
257,559972,3695276,10000000.0
258,2427345,214090,48000000.0
259,1635607,4683806,12000000.0
260,4435111,1900279,4000000.0
261,541055,1731912,83000000.0
262,1745528,2194526,181000000.0
263,754926,762964,3000000.0
264,2093716,3996594,70000000.0
265,4640383,987793,122000000.0
266,4298408,420656,1000000.0
267,4725488,1747009,0.27272726859504137
268,2264477,2991814,0.01861227982533651
269,4421319,4161763,10000000.0
270,4007453,1159092,1000000.0
271,2690596,3915235,212000000.0
272,3602451,2065513,51000000.0
273,504324,2747208,21000000.0
274,30083,1972008,34000000.0
275,1025903,2722816,2000000.0
276,2607838,4292513,0.05619047617263795
277,132853,1928713,435000000.0
278,1841790,1805282,2000000.0
279,699145,2039550,3000000.0
280,1632938,2917594,3000000.0
281,740264,775607,9000000.0
282,2326042,3593013,42000000.0
283,2597890,4398241,1000000.0
284,4347620,3709618,1000000.0
285,2956481,3808878,41000000.0
286,2421138,2173151,0.38461538038884197
287,3325878,3941234,3000000.0
288,3969780,3375372,1000000.0
289,641527,2264701,665000000.0
290,3750870,214372,16000000.0
291,3136757,2292933,2000000.0
292,194271,4138613,2000000.0
293,4837795,2032867,108000000.0
294,4532809,3889649,7000000.0
295,2019222,2153519,5000000.0
296,1047207,311498,63000000.0
297,2970262,1729215,2.267267260458657
298,1221209,2747564,1000000.0
299,268995,1173364,1000000.0
300,4427946,1339329,183000000.0
301,1607490,654860,0.31868131517932624
302,1460872,4581556,4.119999835200006
303,2019845,4577899,826000000.0
304,1704367,3164073,23000000.0
305,2745910,3104940,0.02467657486265463
306,2133929,3867352,156000000.0
307,3871942,4799962,174000000.0
308,3257910,588337,0.18124258006282448
309,765302,2762989,9000000.0
310,3960835,4669648,14000000.0
311,2629112,1529484,492000000.0
312,2073048,421699,1000000.0
313,4524669,2949748,1045000000.0
314,144060,3080263,68000000.0
315,3764504,3328639,201000000.0
316,433097,4052222,2000000.0
317,1986630,2951260,10000000.0
318,2398278,209191,0.16704689476120485
319,1974705,1581879,4000000.0
320,1443500,1164411,0.17622950795597062
321,3550092,3753484,14000000.0
322,3107199,690742,132000000.0
323,2019781,636552,1000000.0
324,3478606,1281736,231000000.0
325,919613,1735123,22000000.0
326,1432948,4331707,3.3991031237708382
327,4782388,1065417,0.8191489274558625
328,596337,409262,34000000.0
329,4106517,3002541,21000000.0
330,1065985,4673981,1000000.0
331,3757808,890719,59000000.0
332,4865292,2472812,17000000.0
333,1817278,3209863,6000000.0
334,2535495,1937230,4000000.0
335,1524949,2845319,5000000.0
336,2699583,2224526,20000000.0
337,3589315,1592667,2000000.0
338,1501709,3370956,5000000.0
339,2135899,3893892,107000000.0
340,3380008,1519730,1000000.0
341,3120092,4618432,11000000.0
342,1322906,784341,133000000.0
343,155804,834066,2000000.0
344,56567,3302825,9000000.0
345,432620,112551,16000000.0
346,1239755,165055,0.3935698443530268
347,2314931,2658417,37000000.0
348,3043233,857634,1000000.0
349,4444751,719172,41000000.0
350,3144674,3401173,0.6799999961142857
351,2681125,4245138,70000000.0
352,4355412,3494128,4000000.0
353,4114591,1582028,0.1075268815277296
354,4099850,924833,18000000.0
355,103916,2808644,0.0720720717474231
356,520324,3222831,43000000.0
357,3443992,280322,239000000.0
358,2008046,4864558,12000000.0
359,1981993,463338,67000000.0
360,3004094,819288,8000000.0
361,4467857,2374812,1000000.0
362,1143671,3610611,3000000.0
363,1114213,140603,8000000.0
364,2283170,3108276,199000000.0
365,3039452,1019859,47000000.0
366,298011,2396903,0.10227272715650826
367,3491637,3299008,3000000.0
368,4345638,1914315,33000000.0
369,3193210,370765,5000000.0
370,279329,4093834,12000000.0
371,1091584,977565,6000000.0
372,4310710,290077,197000000.0
373,3725239,1818269,1.3548386987513008
374,1799182,3537761,102000000.0
375,4366747,1672058,30000000.0
376,2921853,1063377,0.333333329749104
377,3210136,2558297,3000000.0
378,1618265,2401545,2000000.0
379,335479,673405,1000000.0
380,2393127,315060,2000000.0
381,2305619,2629421,29000000.0
382,94280,1191204,118000000.0
383,3396488,1921136,1000000.0
384,1184100,1487302,393000000.0
385,3561479,3836738,12000000.0
386,2920873,2227745,483000000.0
387,3576624,4268303,2000000.0
388,527595,1894941,444000000.0
389,919165,1264290,14000000.0
390,4014552,4632479,165000000.0
391,4135084,17392,48000000.0
392,245914,1905607,139000000.0
393,2618052,4188938,24000000.0
394,4836378,4536767,12000000.0
395,437876,2566889,0.13181818121900826
396,2497998,95673,24000000.0
397,1036152,502401,56000000.0
398,2585063,3153339,1000000.0
399,311952,487639,3.779735678656679
400,4260998,2255438,0.14285713877551032
401,795918,448525,33000000.0
402,2720299,2127901,21000000.0
403,1459605,3749748,2.205882288062286
404,3547614,2860781,164000000.0
405,3335130,438964,5000000.0
406,1933312,3256959,2000000.0
407,3564448,167816,24000000.0
408,3432616,2332893,3.057861631373759
409,2633605,1933805,75000000.0
410,2832099,593309,1272000000.0
411,2366431,4838273,24000000.0
412,623567,2164839,209000000.0
413,3994516,1354897,1000000.0
414,2315048,2033602,385000000.0
415,1637898,4121411,0.043344870984633035
416,892193,4336282,1000000.0
417,4578655,3601327,251000000.0
418,4152864,1994852,31000000.0
419,2533205,2449296,2000000.0
420,3035063,3658576,12000000.0
421,1063789,1199206,2000000.0
422,4717616,489300,34000000.0
423,3652352,1702417,1.5053191409291535
424,1024682,1315850,48000000.0
425,2587055,3472626,132000000.0
426,2086863,512769,0.6331877720040935
427,1493935,2241589,9000000.0
428,941692,3517094,124000000.0
429,2912801,871888,22000000.0
430,3606548,626239,7000000.0
431,2200735,2157328,11000000.0
432,3544260,2618757,38000000.0
433,1862492,54381,74000000.0
434,3445194,2976923,1000000.0
435,4114513,3383210,1000000.0
436,3744513,1129682,1000000.0
437,2055183,1190704,144000000.0
438,3592571,377102,0.04019746118462802
439,484479,352855,83000000.0
440,4518583,1939151,115000000.0
441,2741551,3680201,250000000.0
442,2589986,4298355,1000000.0
443,3446506,3393730,16000000.0
444,1080614,1486892,2.160493800487731
445,3819586,3914665,4000000.0
446,2232341,2167763,7000000.0
447,3663392,2116501,5000000.0
448,135756,1415397,0.1904761859410432
449,1304570,762511,8000000.0
450,3268179,1312177,7000000.0
451,1034420,2582486,2.5132743288693975
452,1395712,207348,275000000.0
453,28366,1841875,0.1330343794722954
454,628921,901150,43000000.0
455,2156930,302849,0.11675126844288697
456,4742865,4011635,0.20065789407678325
457,579052,4286269,26000000.0
458,3622805,2239775,5000000.0
459,1097755,19760,0.5348837147106545
460,4681267,4047729,139000000.0
461,4214037,1124684,75000000.0
462,3328824,4725447,48000000.0
463,1632157,3441172,1000000.0
464,2733872,2966772,181000000.0
465,4402871,3812818,0.2983050842401609
466,1807180,817365,2000000.0
467,2763391,4023498,4000000.0
468,1626617,2819030,1000000.0
469,4130943,4188416,112000000.0
470,467667,4000293,264000000.0
471,585290,2615912,35000000.0
472,3437795,2770964,297000000.0
473,3206172,4186227,179000000.0
474,174802,3795595,1000000.0
475,4371955,1776702,0.8099999919
476,2810159,2277589,7000000.0
477,2044305,2746365,382000000.0
478,2952533,3517217,1000000.0
479,2914124,4682995,1000000.0
480,61530,3335540,76000000.0
481,4591296,1929062,31000000.0
482,4428300,2480985,1.3173652615726632
483,46090,1450214,48000000.0
484,659769,20462,16000000.0
485,636099,1164072,5000000.0
486,2407305,95886,7000000.0
487,1475238,1917370,0.2873376618712051
488,550624,1332575,0.14843749884033205
489,3206394,2933565,117000000.0
490,3940380,3051327,0.10074511019858039
491,273164,1413055,3.0545938707661864
492,1957538,4839138,53000000.0
493,2749267,3859663,99000000.0
494,173719,2037535,10000000.0
495,384254,3003794,213000000.0
496,410127,290758,22000000.0
497,2586954,1166818,53000000.0
498,172972,4299050,4000000.0
499,2422604,909677,3000000.0
500,4326329,732416,4000000.0
501,3476921,4329139,71000000.0
502,2346396,3113197,20000000.0
503,1397316,1548423,1000000.0
504,4590349,4475906,16.77570077779719
505,4462368,1729215,2.267267260458657
506,1327440,2866511,25000000.0
507,505918,80983,8000000.0
508,1041665,246307,36000000.0
509,1619831,4149096,3000000.0
510,1602676,4821149,21000000.0
511,4498800,2530095,5000000.0
512,1220744,2494359,160000000.0
513,3216894,2917270,3000000.0
514,823636,3470096,2000000.0
515,2464404,2214631,26000000.0
516,2225928,937883,2000000.0
517,3874174,3660958,64000000.0
518,4510312,4641648,0.41379308917954866
519,1772905,1164032,0.6666665925926009
520,497126,1813537,2000000.0
521,3956535,1366076,14000000.0
522,311395,4517546,2000000.0
523,691053,2551093,2000000.0
524,1202094,4419310,8000000.0
525,2511862,702114,3000000.0
526,1537593,3531111,0.6571428383673475
527,1809060,2755105,2000000.0
528,4561995,4101406,40000000.0
529,1183256,851822,0.17984189687778282
530,2259583,180886,1000000.0
531,617956,2413499,69000000.0
532,1294163,515021,1000000.0
533,2063062,1342577,35000000.0
534,1800416,2888042,1000000.0
535,4691181,4610787,5000000.0
536,1834142,3836704,352000000.0
537,949172,2071647,2.9811320192239243
538,2536161,4132261,0.11348837198745267
539,625451,3547349,457000000.0
540,2290078,107998,140000000.0
541,3494888,248970,6000000.0
542,268519,2884416,0.5499999862500004
543,158115,4633431,0.47808764749765875
544,4699529,317786,82000000.0
545,3256646,751974,29000000.0
546,3725632,731420,63000000.0
547,2171358,4477620,18000000.0
548,931647,1765411,114000000.0
549,2744198,3642845,50000000.0
550,1765731,1258166,11000000.0
551,2649630,1742482,39000000.0
552,1641756,2486979,0.12603878098886595
553,4036817,1703634,33000000.0
554,3849807,2866908,5000000.0
555,1167211,1840412,14.563218223411285
556,4766814,3298954,33000000.0
557,947762,3341056,2000000.0
558,3136926,4534450,6000000.0
559,3730870,3175312,0.07380952363378684
560,2690278,3761780,0.18284789614425906
561,2058283,8356,47000000.0
562,2646810,4575002,45000000.0
563,3633833,2573172,0.3565891445225648
564,4247331,82320,24000000.0
565,3983042,2701676,4.047618999433107
566,2093176,2186222,43000000.0
567,1412983,2528294,0.289473676592798
568,3920505,4846084,1.7196261628672083
569,3320046,4335591,87000000.0
570,1262238,1048746,8000000.0
571,3059183,1766159,0.14788732290220197
572,1495241,4548619,33000000.0
573,3717996,3452178,12000000.0
574,908046,458466,5000000.0
575,319732,3806748,25000000.0
576,748200,1665032,4000000.0
577,856916,2741764,268000000.0
578,2695621,4579955,99000000.0
579,4016649,3678951,0.3003731337679606
580,3699726,4642092,20000000.0
581,4599604,1537367,7.214285456632662
582,4323755,1211774,3000000.0
583,117178,2785207,77000000.0
584,2934603,2472584,5.33177567601974
585,1432887,2529373,9000000.0
586,4493215,2784278,29000000.0
587,4159232,4217711,821000000.0
588,3756910,1193087,183000000.0
589,1648871,4590454,1000000.0
590,4458811,3019604,0.03537275063903622
591,3148390,2002788,103000000.0
592,769445,2986095,40000000.0
593,4542296,4029056,104000000.0
594,3097604,4305969,67000000.0
595,3135278,1898689,0.503759394708576
596,3490385,2303097,1000000.0
597,2880138,1230311,124000000.0
598,1799854,1094216,34000000.0
599,3441024,3198893,112000000.0
600,1712592,256053,124000000.0
601,1213060,3485270,41000000.0
602,674419,1687481,4000000.0
603,2253113,4199739,36000000.0
604,1687100,4699308,85000000.0
605,1687914,1492115,12000000.0
606,4467644,4597686,105000000.0
607,1287150,4587728,17000000.0
608,885888,2401150,35000000.0
609,4059232,1934540,0.4097222207995756
610,2167353,2927967,3000000.0
611,2431787,2243309,275000000.0
612,4066935,3061931,0.9523809433106577
613,2912103,2616761,11000000.0
614,1451983,4398710,9000000.0
615,1760195,3815591,96000000.0
616,1268923,4185459,15000000.0
617,3584579,4561007,100000000.0
618,3210823,4593452,23000000.0
619,2679215,4079576,1000000.0
620,3308965,1499488,4000000.0
621,1308257,1360090,0.09090909022038568
622,4556619,524247,101000000.0
623,3464435,3158801,34000000.0
624,4834181,1615948,1000000.0
625,4548696,2910685,37000000.0
626,1486569,380005,7000000.0
627,1221273,4569835,3000000.0
628,1504438,1269021,12000000.0
629,273892,4626132,16000000.0
630,4312824,3833152,49000000.0
631,2240718,1337977,7000000.0
632,1187945,4097285,24000000.0
633,1628691,4570236,3000000.0
634,3764155,1080529,6000000.0
635,2259251,4196528,47000000.0
636,2299390,1491019,3000000.0
637,1049492,398291,28000000.0
638,233391,2965375,39000000.0
639,717673,3995418,0.4427480899131752
640,2941407,2964315,13000000.0
641,682761,1558128,8000000.0
642,4352101,697201,34000000.0
643,4239933,2533625,12000000.0
644,1068581,2394046,24000000.0
645,1176065,3366522,2000000.0
646,2913818,4272458,0.17532467516203645
647,4159234,597760,162000000.0
648,4818958,708203,0.24602707460504586
649,3192626,1092178,4000000.0
650,3438286,4629375,0.08977556087337765
651,879908,4254453,127.99997866667022
652,1954387,610672,5000000.0
653,1452,3373263,2000000.0
654,4207021,606980,1000000.0
655,1413126,2746611,2000000.0
656,3149884,128838,5000000.0
657,2598830,299664,88000000.0
658,3017206,948009,24000000.0
659,970600,2125683,40000000.0
660,1211741,4121054,1000000.0
661,2835234,570107,16000000.0
662,675370,1471569,9000000.0
663,4610268,1275066,7000000.0
664,1584806,1092555,4000000.0
665,2904717,762869,5000000.0
666,3892708,1170664,0.2599999974
667,3976780,1552898,46000000.0
668,1808958,3153165,18000000.0
669,3293844,282738,218.49997268750343
670,2027803,2619844,5000000.0
671,250137,2976917,3000000.0
672,4418160,3626136,257000000.0
673,3372601,3785031,1000000.0
674,3318630,701503,0.3846153838757396
675,3961269,303000,4000000.0
676,1978642,1969680,48000000.0
677,1285540,3833101,2000000.0
678,4399173,2631408,142000000.0
679,1225417,3677077,2000000.0
680,1917370,970119,22000000.0
681,716749,4720136,4000000.0
682,2164938,2616090,2000000.0
683,4021250,1378011,199000000.0
684,1898939,2124762,8000000.0
685,725231,2353568,22000000.0
686,1072647,2289244,14000000.0
687,3316884,1440533,5000000.0
688,2308616,4597182,52000000.0
689,2468610,1173627,98000000.0
690,4280660,4011543,80000000.0
691,4358480,2619379,0.031055828213344964
692,4247587,4266094,42000000.0
693,1362833,4644467,117000000.0
694,4849080,384166,3000000.0
695,2933517,1722935,138000000.0
696,251110,4829418,2000000.0
697,3046801,4326881,2000000.0
698,3300747,409240,120000000.0
699,2205989,736972,294000000.0
700,4759196,2959134,2000000.0
701,352777,1582441,175000000.0
702,4732444,4677915,10000000.0
703,1450478,3800540,15000000.0
704,3345046,4255985,3000000.0
705,807609,2070084,0.4919786069947668
706,1893341,2401643,2.8437499703776044
707,3968198,1413750,24000000.0
708,3502346,4395778,0.18110236149172299
709,3424526,865480,65000000.0
710,3997092,847152,2000000.0
711,871619,88771,1000000.0
712,3591727,4128045,20000000.0
713,812874,2576794,1000000.0
714,2967237,819090,695000000.0
715,2683846,1765869,27000000.0
716,3933860,4187117,2000000.0
717,3755255,3173162,13000000.0
718,4479676,2054407,47000000.0
719,1092129,4740893,112000000.0
720,2978353,487236,122.73332515111166
721,2831459,3748022,16000000.0
722,1861711,3429791,3.4545451404958967
723,128268,3306286,79000000.0
724,4447307,3657540,516000000.0
725,4583130,4195270,23000000.0
726,1903802,3756910,0.7277599134750697
727,1226964,4506897,298000000.0
728,4122877,478112,96000000.0
729,3531100,4818685,2000000.0
730,4722544,1565469,27.74576224159725
731,492776,2057832,1.0044247743167045
732,202406,1370056,2000000.0
733,739365,4478927,125000000.0
734,3130360,3381180,1000000.0
735,3971343,774221,8000000.0
736,1639225,497594,0.4578313234625248
737,3080878,3107755,61000000.0
738,314720,466302,47000000.0
739,4074945,67911,14000000.0
740,4627005,3010945,69000000.0
741,3763328,2178305,304000000.0
742,265346,3088232,3.77536231336904
743,3446384,679574,0.8251366075129147
744,887938,3994705,11000000.0
745,3223920,2516690,0.030657815325207262
746,4858799,4350911,9000000.0
747,4510458,1127255,142000000.0
748,2270094,2546813,18000000.0
749,4060750,2393523,172000000.0
750,4282575,3861442,9000000.0
751,3251045,3297002,31000000.0
752,3031208,664506,40000000.0
753,3434262,3173953,8000000.0
754,2226291,4082571,12000000.0
755,2032980,4096612,0.0054515454133537205
756,4143745,683678,1000000.0
757,2220133,979255,3.219858144610432
758,552690,1513515,20000000.0
759,2089216,4666032,51000000.0
760,734968,4266986,1000000.0
761,748396,3222295,30000000.0
762,3473274,4010152,0.5419354803746098
763,401726,1700117,33000000.0
764,4205304,4326349,1097000000.0
765,713973,3737538,1000000.0
766,268979,3902256,16000000.0
767,1774406,2445713,179000000.0
768,1566271,3727886,32000000.0
769,1747009,542316,72000000.0
770,3760607,1428975,10000000.0
771,2062066,3937192,55000000.0
772,2469227,2769934,21000000.0
773,463854,2442529,107000000.0
774,3369814,1205255,1000000.0
775,268091,1807947,9000000.0
776,3561896,257577,103000000.0
777,4181239,2507601,57000000.0
778,745210,3851609,2000000.0
779,4247950,4173475,0.5925925706447196
780,4611286,3527826,19000000.0
781,3094990,3311965,2000000.0
782,4459514,1633484,60000000.0
783,2814285,4198583,62000000.0
784,2152778,2815618,155000000.0
785,9202,1609289,24000000.0
786,2858107,3025604,104000000.0
787,3881850,3284336,1000000.0
788,1200874,703387,27000000.0
789,1730864,4776931,10000000.0
790,1976020,3906437,9000000.0
791,3478937,4411245,602000000.0
792,2606468,2151625,2000000.0
793,810847,3601552,1000000.0
794,2518054,3994251,28000000.0
795,4730476,3723065,45000000.0
796,2675276,1802531,68000000.0
797,274343,996371,2.5140844893374332
798,3650803,3477517,168000000.0
799,1159131,3007594,135000000.0
800,4660393,1063328,11000000.0
801,1430292,3755407,116000000.0
802,4855215,3292438,0.15368120074790478
803,155341,4215650,2000000.0
804,4791237,668241,30000000.0
805,504848,1473701,12000000.0
806,812688,440093,6.9999930000070005
807,1218819,4522612,1000000.0
808,904699,3825480,10000000.0
809,3371729,3273144,2.3246753203623833
810,2518902,2524567,15000000.0
811,2608048,891969,4000000.0
812,133167,3827835,99000000.0
813,1735998,2685390,2000000.0
814,1851023,2661301,0.8873239415790518
815,4223007,4651979,70000000.0
816,2978385,4096612,0.0054515454133537205
817,2982118,2890172,49000000.0
818,1985096,3281495,57000000.0
819,2872865,772280,4000000.0
820,1730546,2700195,13000000.0
821,3759171,3267798,67000000.0
822,1474194,1736248,0.5868263455484242
823,136049,1205898,68000000.0
824,779856,2791664,0.09534368060383185
825,2976069,2589511,1.1513513451278305
826,56121,3118599,20000000.0
827,752326,4027234,57000000.0
828,1129405,1073098,2000000.0
829,4219582,352759,4000000.0
830,67800,1774334,0.5246523381483535
831,1562061,3275980,7000000.0
832,4469172,3056997,176000000.0
833,1632644,2747148,49000000.0
834,2103452,2394094,51000000.0
835,1792282,1275575,1000000.0
836,2337068,2777919,4.108108071098125
837,383188,487074,3000000.0
838,3624273,1694426,9000000.0
839,1927607,3784976,144000000.0
840,2564846,3871166,4000000.0
841,469289,3658913,26000000.0
842,3579512,3070342,38000000.0
843,3609789,1916723,1.2613636220299589
844,1005255,2558769,3.142857068027213
845,4820881,4005729,5000000.0
846,2666350,3968888,786000000.0
847,979653,1836007,0.08108108104684077
848,3156444,3459373,119000000.0
849,3454223,3088232,3.77536231336904
850,1691726,1990675,1000000.0
851,1938140,1764317,53000000.0
852,2920273,123591,10000000.0
853,4778699,1201096,4000000.0
854,267534,1380378,2000000.0
855,1135603,2685283,0.1648099027117931
856,4743153,535280,90000000.0
857,4164647,4571277,79000000.0
858,3251800,3853574,0.3069306923095775
859,142496,2824480,48000000.0
860,1353165,2287915,25000000.0
861,4721192,3288243,1.4878048417608576
862,148935,1140025,0.46874999511718757
863,754986,4625985,0.13517305887035871
864,3100893,2493630,26000000.0
865,1456698,2760565,65000000.0
866,3167544,3065172,712000000.0
867,1615945,2471103,1000000.0
