0,source,sink,out_degree_a
235,1651539,559732,109
236,2098473,14202,405
237,598650,1204624,90
238,4093979,4863182,216
239,483091,4337184,54
240,2077025,799040,44
241,699366,2497380,189
242,402005,1558394,234
243,1635607,4058041,476
244,4789443,124654,141
245,2597890,3167298,314
246,2390420,4116301,2058
247,2602854,3609187,385
248,4709481,4283234,95
249,1327905,3553485,176
250,1295223,614768,161
251,3044382,104806,40
252,3320731,1853137,190
253,3265042,2821412,29
254,3072308,269841,1946
255,1174,683529,542
256,649203,1467047,501
257,4764268,1114409,123
258,4357352,3501099,152
259,1942858,4502795,113
260,2502918,2689599,54
261,4700248,4278467,1688
262,4564989,4451008,571
263,2001062,1196225,131
264,3280393,1165110,39
265,1727502,34992,73
266,4550525,4776193,231
267,43264,2332893,85
268,1737080,3616458,171
269,122041,142496,243
270,2646333,1672636,126
271,1742701,2970071,31
272,3293255,833637,64
273,1780606,2262636,17
274,1345570,2824526,267
275,2887828,1690852,77
276,38947,3108211,233
277,1013242,4077123,636
278,839043,2692611,320
279,371635,156875,64
280,3011952,4720585,481
281,3638601,2129705,56
282,3708904,2079990,233
283,241387,1059358,1379
284,40248,1127656,96
285,987263,2478602,9502
286,1879363,4654996,481
287,2950460,1294552,397
288,2695168,3951022,206
289,3961269,728145,154
290,3028026,4119951,333
291,1616100,902731,5964
292,3212185,37950,45
293,615572,2930986,212
294,2824613,4085345,92
295,3014991,821405,103
296,2080615,2393,126
297,3675243,622762,283
298,947762,2764726,27
299,596458,360372,22
300,785634,4458764,18
301,3701577,463578,72
302,1567929,1000,1978
303,1912792,3080932,732
304,4231030,1132916,31
305,3026988,2133291,77
306,2837576,2427238,242
307,2985401,3587358,449
308,838983,799253,62807
309,4525307,3762216,89
310,3651080,1922246,107
311,667134,1781711,90
312,2676205,3132930,127
313,4225721,2019650,24
314,540450,4629997,823
315,2483244,3602926,3968
316,1735998,4810297,244
317,4306167,603449,51
318,375480,2152962,1230
319,3180301,1013242,47
320,935185,2126374,42
321,363438,848620,11
322,116337,1529538,99
323,902881,1494526,4
324,3041683,2404217,34
325,3497766,800910,149
326,4472132,593309,106
327,2634508,4247346,57
328,1389619,2878362,42
329,4340194,2322663,296
330,2602154,1025339,2280
331,1403344,937234,257
332,1886723,3571324,3359
333,2843784,585327,326
334,1440901,3514834,1579
335,2151302,4808211,218
336,2610700,736798,553
337,3589489,65638,98
338,3716377,1305585,45
339,3097604,1624964,44036
340,274784,3668306,240
341,2603652,686964,27
342,1294974,1085701,266
343,2037264,3701516,6663
344,2795225,4791127,9
345,3122389,475690,19
346,1910873,3734722,30
347,161389,471991,18
348,228846,2147948,180
349,1095970,4364508,76
350,1129376,4673214,360
351,3083253,3252172,319
352,3795380,84920,44
353,4472132,778318,106
354,4027528,2512220,254
355,4509912,3363781,9
356,3606552,3485884,24
357,2071061,217062,305
358,1287168,3017206,118
359,244854,754891,22
360,4085623,4488362,509
361,2985668,2730949,99
362,2434952,1619400,2609
363,4014664,3005882,551
364,1132039,1284166,503
365,1063377,1989026,93
366,3114061,257104,168
367,201208,49768,41
368,574695,230446,48
369,4549398,1689039,83
370,4600134,4499634,223
371,3763337,1257051,16316
372,4787393,3465103,75
373,4633577,2946725,499
374,3452192,3745072,371
375,4837314,1405519,105
376,2171358,4639852,464
377,2915107,491852,115
378,2146363,4223666,91
379,4022814,1532516,927
380,384798,2369304,31
381,1335561,3422412,121
382,2766651,1603729,820
383,3912764,1702233,1671
384,332358,3630776,87
385,2711792,1908942,148
386,1619329,2751324,712
387,1596963,663653,8
388,4366907,853244,315
389,1140769,4003463,249
390,2471891,1842206,33
391,1488894,804420,38
392,4782388,2617603,26
393,1049492,4577899,3807
394,1927555,4809338,6
395,409991,745080,295
396,2868729,209562,47
397,4538062,2135899,250
398,3184961,2906703,955
399,2300464,1086249,145
400,2762481,1802456,3488
401,1609286,4400935,98
402,1628863,2632013,45
403,3677360,1782555,7
404,2395078,1206279,155
405,4611286,1052729,286
406,3169284,470204,67
407,1506690,1416529,34
408,3234922,475821,26
409,4302499,130848,4088
410,3761317,1365355,368
411,1897195,1341854,23
412,45986,1660284,94
413,455599,1494927,153
414,2136000,4385947,393
415,256201,1294553,60
416,3890448,4722827,3867
417,3773245,4653266,98
418,1952272,3325406,50
419,2300246,4158172,80
420,3222384,3507219,29
421,3399075,3779861,1789
422,347715,2127258,97
423,4214306,900689,465
424,3266984,1448556,223
425,169650,274950,72
426,1433247,1590857,922
427,2383394,468651,10864
428,3063478,3181408,86
429,1097603,4749496,631
430,1343350,744455,153
431,1164411,2817097,732
432,4724928,1007939,214
433,4736417,2641539,776
434,4159820,4407877,22
435,2909856,2422805,194
436,258948,2298981,185
437,2424643,2740141,12
438,1553616,1197620,11
439,1520254,2538801,207
440,1818698,4664679,112
441,144060,136400,48
442,2020889,646448,2693
443,4780388,968851,119
444,2102677,4613883,359
445,2461879,1209604,11
446,160818,709848,40
447,1401550,3620630,662
448,783709,21662,56
449,150171,286472,301
450,4612494,549485,322
451,3272526,721282,45
452,84726,1404837,144
453,559652,1999091,139
454,2456479,3660550,368
455,131200,4694239,164
456,1403344,3208206,257
457,3929625,2201243,1
458,3622805,4096612,102
459,3414541,2363399,371
460,1930352,874565,610
461,1563429,1318523,750
462,1182194,4493806,120
463,4225886,3721298,215
464,1408139,127950,444
465,3903025,319044,795
466,2702338,4762679,4747
467,4099622,1531876,147
468,1178308,4790146,249
469,3627790,2818164,212
470,3726725,2049715,616
471,1234471,1034122,5750
472,2986501,870428,53
473,245651,952688,2462
474,1128316,303543,1212
475,4679590,378218,285
476,23990,844832,2779
477,1501709,1841906,23
478,2339541,4236146,545
479,3813630,3285609,50
480,1648899,2023675,1
481,4451424,3430488,117
482,150985,2023484,279
483,1819250,3710241,217
484,3891364,2949813,40
485,171548,4309706,171
486,2435515,3994740,2355
487,898515,3699749,104
488,2018936,2750152,25
489,2805661,2817056,3937
490,2888230,1669117,6
491,1136345,695111,98
492,3712498,690084,221
493,2903089,1947006,37
494,4389575,1673289,2237
495,2086336,2400247,346
496,4310862,3340476,54
497,1986478,1151263,870
498,19451,4470008,265
499,3653227,4698566,77
500,279288,1397718,35
501,339567,2040968,132
502,4609702,4063523,513
503,1397316,4643173,98
504,1216896,4125905,18
505,1920893,1876085,290
506,3323708,4454175,23
507,3419799,4007276,265
508,4029708,4659457,427
509,4230074,4486159,293
510,3550092,3419090,261
511,2109677,3530012,211
512,1185400,1106637,5
513,2301264,158731,7649
514,3234845,4022241,116
515,1310817,3064489,18
516,2058283,4609415,167
517,3042121,1621224,11
518,1447046,4711948,55
519,587095,3218496,140
520,497106,73827,18
521,3285875,4724464,355
522,4373891,275639,949
523,1348793,4004571,1928
524,3198236,1722209,46
525,4860911,2189591,2
526,1349133,3080725,122
527,2047012,94321,1
528,1679775,573826,262
529,3075945,2059985,1403
530,4432608,3336698,25
531,3189954,1087324,216
532,500739,1921667,137
533,2845650,4108731,63
534,2642732,1984005,23
535,3303860,2984265,14
536,3866829,554726,51
537,1542018,4606604,972
538,1244565,288635,151
539,552802,3149670,215
540,4146884,1904268,208
541,4196302,4195925,112
542,636521,156930,25
543,834072,4644636,164
544,2145284,2367831,189
545,7868,1438811,1964
546,1151012,4595159,8655
547,195823,2297290,75
548,3498633,3250912,12
549,1176840,3708871,132
550,3652024,4579537,649
551,4585801,1410032,197
552,965977,757234,137
553,4276,3467832,156
554,1591738,4130514,146
555,3726255,1690853,77
556,4750778,932921,55
557,1544783,545075,131
558,3728686,2299782,111
559,4134777,3010701,256
560,4737649,317017,75
561,1113383,572050,23
562,4791237,4669469,1795
563,1625926,1323604,97
564,1057767,2106810,499
565,4360797,2567319,303
566,4501001,3747641,171
567,3979814,1383065,1741
568,3958498,3400119,13
569,4472613,4782942,675
570,2826552,1851929,195
571,3930113,1969392,453
572,4071650,1967153,127
573,848450,1311163,3359
574,4421038,4236120,159
575,2924011,378360,20
576,2216079,1058463,25
577,2619921,2243004,102
578,3401659,867777,1178
579,4850825,846953,35
580,4627451,2979388,139
581,4455263,1253026,47
582,2366247,2506073,176
583,2167353,1201942,1022
584,3727094,2061597,137
585,4307670,4579336,78
586,2720575,4595178,2720
587,3507605,3898713,360
588,4300146,1860277,142
589,277097,664372,415
590,3454316,355653,107
591,4804889,1258662,326
592,4531017,4813904,264
593,3732480,3733752,538
594,2914647,4152370,227
595,1604519,4809986,2948
596,3907690,4007453,68
597,2670017,1805044,2812
598,255712,861508,18
599,824841,1324381,137
600,1075138,1095215,118
601,4549427,1689039,25
602,3348381,2086336,4
603,2292299,1621542,352
604,1317354,3054311,59
605,4702057,2922419,177
606,4789062,875708,260
607,3196320,4741885,21
608,243028,3158766,4328
609,3200179,1242327,38
610,2376306,4249861,192
611,1122024,3271567,273
612,3852135,3266102,10017
613,4032122,1949143,208
614,3223920,3378708,128
615,2239712,4041512,107
616,1152111,3955212,165
617,2438138,4405443,61
618,1182125,2016362,49
619,4825117,3226188,2950
620,4509053,4614759,998
621,954783,4107041,361
622,2694897,4221994,80
623,1459605,355183,243
624,3957243,41215,251
625,4392240,4670924,67
626,4662222,627979,254
627,1772618,2517958,160
628,3507605,3743087,360
629,2988110,306066,38
630,3460470,2914869,14327
631,4724928,3081689,214
632,2357765,123020,168
633,4503243,2503081,62
634,1395639,905235,170
635,2163840,1487443,28
636,1173867,1594195,570
637,2990719,247965,83
638,4334594,4672164,139
639,3175677,4294132,350
640,3154897,3743287,9
641,2380033,823904,4714
642,2204209,2393,37
643,3204489,2021656,311
644,46347,4105798,155
645,1546131,1476256,27
646,4832741,3628271,195
647,230959,3056188,232
648,803117,514516,54
649,2728019,2857848,456
650,1101391,3302218,386
651,2629332,1739999,48
652,3196935,1226698,6381
653,3545915,1760349,235
654,467020,3890374,489
655,3283449,833637,286
656,2684857,3394755,218
657,1310076,970851,59
658,324700,4458047,13
659,3455337,759828,12
660,1469417,82340,38
661,2945451,2873928,196
662,47367,2619824,56
663,1975212,3490790,170
664,2500159,1007714,1207
665,3403476,1454600,507
666,2048,3986213,149
667,4501695,1127019,142
668,2205192,2295414,169
669,2354150,3239759,699
670,4383563,1174,8
671,475933,4833712,445
672,4782926,3536565,465
673,4487677,4825406,123
674,4327965,1331438,45
675,1550721,2116162,374
676,2517457,1728898,78
677,1838574,4098262,242
678,4612771,3288555,216
679,642996,3506813,950
680,2557232,564584,12913
681,4223610,3482459,130
682,1769495,2395183,525
683,782197,2194084,2
684,1770200,2516884,8789
685,4031633,4588297,165
686,1470412,4422560,112
687,1775497,3613127,219
688,1824620,2651938,477
689,1279839,1677752,25
690,4132752,404449,249
691,4448187,4748339,630
692,491128,4657499,1344
693,2560508,3925409,85
694,104236,3605785,89
695,4700248,663112,1688
696,2629845,4456828,55
697,1570585,331274,442
698,2852734,324237,80
699,1041665,1229102,84
700,3715323,3549444,22
701,638553,2757877,69
702,4836716,3354830,259
703,4017320,922747,523
704,1459605,3415082,243
705,3303902,2181529,193
706,3674345,3378280,584
707,1726836,4480898,453
708,3806390,1976038,99
709,878442,4036279,58
710,3595486,2643790,62
711,420410,2867013,311
712,803951,2242566,34
713,3628696,3853365,29
714,2616335,2908614,43
715,1981986,4035202,76
716,3054430,1057861,43
717,4334594,3051327,139
718,4812944,3535207,140
719,2674631,1867538,7
720,2942785,1035309,384
721,1335561,1909814,121
722,306263,2130956,8
723,201208,951008,41
724,2740508,1609914,67
725,4153888,4755721,404
726,2452515,1716535,474
727,4751661,1206612,3685
728,3182725,2251944,4
729,4329998,3123735,105
730,4246368,4607134,77
731,4306984,31402,199
732,987441,4503707,447
733,1991608,2364292,193
734,4300700,4266500,20
735,4498960,2930986,130
736,3102958,2181529,374
737,1515040,797189,352
738,885070,2221607,610
739,3011316,3884937,28
740,1213594,4105851,3797
741,2305935,678890,13
742,1006164,1656495,449
743,3011799,1673519,14886
744,1667129,4633379,31
745,617629,1105588,81
746,926720,3307114,116
747,565577,4336035,27
748,126887,752827,165
749,2840784,3061859,3
750,1192675,4205790,406
751,1947457,179198,48
752,984342,3491166,101
753,3049221,4031243,8
754,4859244,164230,39
755,2461340,1258551,3377
756,3623046,3129979,31
757,2682807,3198660,458
758,4274919,4523540,322
759,2222560,2473200,186
760,730935,3142497,182
761,4304731,1992367,156
762,3522361,4607737,114
763,2350820,2084576,17
764,2109685,3573818,182
765,3097821,1993893,1053
766,3580033,4322839,1848
767,4062909,416502,378
768,207617,1986693,400
769,3182466,3045735,915
770,879908,1994245,99
771,4315961,2089841,31
772,4696456,2450580,158
773,1922327,2208559,728
774,1086861,4114260,101
775,3101866,1973521,13
776,1389250,1202352,1921
777,3156079,1084494,22
778,1768567,1239673,123
779,3462030,3040850,301
780,2152175,3386770,124
781,4551087,2858575,264
782,3249150,193283,625
783,2681125,4157835,340
784,1970075,4146791,18
785,456376,3282684,48
786,2250754,3054105,442
787,95788,127780,271
788,2925348,2742304,158
789,1049150,1483273,2879
790,2486379,1429344,743
791,2326042,575926,1019
792,3110933,3438089,167
793,1846616,3866982,422
794,2871577,259324,548
795,3725944,4668743,2100
796,3266143,1054633,14
797,3982958,4028169,1
798,2763196,4737099,32759
799,1666632,2920024,27
800,718458,4615321,151
801,5089,328448,1010
802,2912719,2979388,58
803,4532884,2397948,184
804,2487570,1271488,492
805,2210034,2685425,1371
806,1204176,3775387,297
807,3993419,1458675,59
808,4767918,2302691,2366
809,3803252,3698779,67
810,1292292,3865282,86
811,4091650,1529244,43
812,446032,2154457,60
813,4649516,2209103,212
814,3695509,65638,107
815,148935,4811932,31
816,886108,905765,130
817,1190951,4690782,99
818,3626245,1962035,52
819,1948085,1846065,802
820,2482350,2278610,16
821,2962254,2827901,1366
822,2332217,3185052,35
823,3297316,2057510,23
824,2416046,1105588,141
825,426668,4631936,2
826,496868,105246,3
827,3034565,1821811,31
828,4606514,907012,72
829,4274057,4538199,166
830,3107357,1742303,20
831,4538043,3575682,68
832,3656366,2979261,170
833,4396298,2826632,268
834,16594,1646682,198
835,143220,3494535,24
836,807742,2493146,8
837,771710,4806172,21
838,3204376,2359631,105
839,3915080,2966620,50
840,3249409,4419768,195
841,680507,2053301,38
842,2844764,2094403,64
843,2136096,1598748,225
844,2704117,3935784,206
845,3053000,1212931,129
846,4503555,1271150,982
847,4505818,1411178,2870
848,3126141,3797741,793
849,1653827,716887,76
850,1746167,1710765,1117
851,515975,2133291,5
852,3981319,1616341,1105
853,212575,78001,35
854,4727351,2334645,1961
855,4306542,3737446,23
856,4238620,1854886,1842
857,1473900,3584952,198
858,3526712,3873655,70
859,776837,2031470,672
860,1781994,221130,51
861,4157407,2041684,408
862,3387380,3382309,86
863,4771179,3918609,363
864,3077171,2242021,10
865,3126141,1105233,793
866,3094990,4601392,4245
867,992746,1789434,4607
868,974241,3572636,226
869,1327440,1466192,817
870,471105,1986462,15
871,4367141,1803707,143
872,3007021,298105,444
873,3508770,3716870,1966
874,1605266,4345411,359
875,4414997,2763539,47
876,3815718,965233,298
877,4558718,4477346,78
878,478181,2638176,150
879,4446498,910551,85
880,2481722,4732326,304
881,1481434,1938916,528
882,1632644,2921116,228
883,4382423,3617572,1345
884,2075441,3184771,522
885,4170583,4072550,666
886,1961152,4745890,252
887,2356085,3778486,7
888,2588017,3596547,156
889,2868212,685256,463
890,370525,3929021,2455
891,3089257,4098923,24
892,2457642,4387555,196
893,2779887,1742444,202
894,2598272,717002,450
895,499530,4758605,273
896,2654094,778360,250
897,1998202,3119624,4860
898,1813608,2662345,383
899,483345,2826679,187
900,3587474,1836534,5257
901,4843491,1000598,85
902,1345474,1993893,1026
903,276809,1338578,302
904,2049302,3273890,534
905,4235225,1728318,1075
906,2422272,3054246,53
907,4759196,110553,351
908,229913,4413218,14
909,1891154,1504106,2
910,1467477,2408564,48
911,1969873,2716022,13
912,4020444,4211497,3240
913,101838,1005164,319
914,1220741,1756761,347
915,4357167,1938570,794
916,115942,187940,108
917,76713,3621559,70
918,3647690,3642981,416
919,2633049,77035,100
920,4589303,2337648,108
921,1435516,2315226,37
922,999685,2648425,1636
923,264520,2210890,1954
924,558571,2475440,79
925,1024777,910755,42
926,858905,843636,151
927,4047213,3572447,162
928,1060441,463043,99
929,1049970,3078305,216
930,2610005,82301,304
931,2578445,2742606,894
932,4275718,2790099,32317
933,35842,1840959,2364
934,4617371,1145730,55
935,2292098,3037900,132
936,4439696,4060999,253
937,3226838,4052990,101
938,2607301,4279936,2189
939,995486,94427,259
940,3190499,3577652,25
941,1131513,4222791,464
942,1487867,290241,92
943,4795640,3439420,74
944,1677935,777501,227
945,3003773,3965125,190
946,3638601,4159902,56
947,4091571,2057832,9
948,3454963,4167373,144
949,3044039,3823404,144
950,4225721,2949748,24
951,3903454,4204989,128
952,3101181,1600897,2637
953,4292767,4200228,35
954,1828452,282738,241
955,3230665,4413559,193
956,932451,1692815,24
957,4279761,3434826,43
958,2640762,750770,42
959,4698322,1480185,58
960,2482350,4523961,16
961,1726152,4086068,3022
962,3857721,2363392,770
963,301221,3137409,327
964,1735883,1347462,2769
965,635924,3980791,183
966,2496573,4143220,452
967,4207066,4552885,4404
968,20295,1324992,955
969,282738,238014,8
970,4248813,1322227,70
971,2899375,1634098,1
972,4440444,4411289,92
973,153430,4176442,35
974,2525847,2597519,166
975,1153580,68695,90
976,4816163,1552199,9
977,1204056,4134951,674
978,1507776,4625867,42
979,3862160,927107,17
980,631029,3085310,127
981,3292145,1696837,43
982,1986922,785893,300
983,727535,3439201,109
984,2509282,4179348,7
985,2003319,1715065,34
986,3832954,46710,100
987,2060035,1346024,68
988,908170,351962,18
989,2796817,1603275,2435
990,163643,2882296,467
991,1824620,3885455,477
992,1439892,1324992,57
993,2257028,3557291,815
994,1068926,1958906,116
995,2486987,3279494,237
996,1322268,4390465,1742
997,2420317,4746757,88
998,3234711,3773437,2395
999,3493966,4527536,337
1000,17245,1014944,3081
1001,3619046,1255074,186
1002,353855,33773,517
1003,3372039,2242816,2413
1004,1243355,3135593,319
1005,3761317,76667,368
1006,540178,2065999,37
1007,1761173,2900702,41
1008,806785,4345803,994
1009,520136,851237,8
1010,92356,4400515,96
1011,1828246,473043,34
1012,2173151,1024777,91
1013,4245940,3905926,1868
1014,3254161,3344278,1
1015,1919222,4847918,216
1016,2876679,2649220,268
1017,2685708,350314,157
1018,3037471,3351610,225
1019,1489738,2823434,219
1020,1035595,3177976,52
1021,2767461,4374620,24
1022,4299096,1242327,236
1023,1175602,3650803,187
1024,3997449,541721,84
1025,4220227,888836,14
1026,1888430,4164656,1499
1027,3630094,4093593,397
1028,3260897,2059398,57
1029,3458359,551685,256
1030,998253,1334906,134
1031,4564989,2138288,571
1032,4413315,3152924,2342
1033,3044039,856916,144
1034,1865377,4636019,18
1035,606761,2658818,828
1036,2508178,197603,83
1037,1590882,3799335,64
1038,4479178,3337311,80
1039,3042121,4022981,11
1040,1222767,1337901,5
1041,189137,3707350,3743
1042,4564947,3539593,686
1043,4661198,1565469,60
1044,2921853,1665942,62
1045,4348766,4716721,285
1046,754491,3606387,57
1047,1961849,3649320,75
1048,1691903,651795,149
1049,4310719,4767700,117
1050,635907,2502797,225
1051,760911,3860178,230
1052,3862160,1389180,17
1053,132853,4125302,3267
1054,811239,1187817,81
1055,1055988,547593,180
1056,4595673,1373036,142
1057,1429183,4156017,67
1058,2675276,4522292,39
1059,1152111,4454737,165
1060,3885342,2744082,50
1061,4461671,614029,332
1062,17660,260714,4802
1063,4243983,1346688,13
1064,3422310,3605635,616
1065,4257630,784418,583
1066,2604474,772396,400
1067,66062,2390617,83
1068,2299928,2733212,28
1069,1250650,288350,57
1070,481068,4396743,5
1071,2468519,4211728,1229
1072,2006237,3426063,55
1073,1869476,4651416,1258
1074,426011,1305670,55
1075,886710,781813,44
1076,4311290,2932236,94
1077,4093168,601456,64
1078,849848,598842,72
1079,4163280,4835007,45
1080,665522,716943,3
1081,4587860,3812837,1377
1082,4074289,4168492,29
1083,3529930,2507173,14
1084,529453,3294213,94
1085,3110854,528835,135
1086,1855038,3533203,43
1087,1255620,3579983,221
1088,789821,873406,63
1089,3832051,1403567,135
1090,3259436,1583704,73
1091,3300111,3166123,403
1092,4721805,389312,3
1093,4161118,518238,1080
1094,378799,4441914,4
1095,1851286,615740,191
1096,3953029,1232081,971
1097,4095099,4020896,4
1098,3634165,3042674,13
1099,2808502,2835494,26502
1100,4628181,1968517,90
1101,434593,3870424,20
1102,2833758,237574,77
1103,4136514,2567418,152
1104,4317947,1488971,2526
1105,4002172,3642884,14
1106,376424,847450,81
1107,1551687,3161152,86
1108,1452253,2979388,10
1109,4342778,94321,1
1110,3265042,1663756,29
1111,980606,790371,34
1112,3605497,1194830,225
1113,3750870,4272176,371
1114,2821319,115485,461
1115,4415048,4359993,69
1116,4472299,3026070,239
1117,1289611,4287035,100
1118,1611864,4308170,1986
1119,568741,2162676,253
1120,2013055,3596406,16
1121,1799556,3377837,683
1122,3917977,4069212,220
1123,1026187,2604044,43
1124,3036197,859642,1781
1125,4624816,1352043,192
1126,2301621,104263,122
1127,4469001,1122560,28
1128,4721192,2498962,120
1129,1136345,614016,98
1130,482013,3961686,222
1131,2057720,1483713,488
1132,3193210,663337,50
1133,3287864,3583627,1
1134,3269084,3383275,38
1135,1901271,1649146,539
1136,1677157,1586085,69
1137,986914,4659074,27
1138,2332783,3296169,375
1139,24392,44172,73
1140,3748195,2253113,271
1141,2533991,136400,360
1142,3733107,4641993,81
1143,4653515,4614066,2075
1144,82116,1843902,174
1145,43778,256508,399
1146,3362288,2544271,179
1147,311061,1427563,37
1148,1659324,4063437,23
1149,3752981,4793879,15
1150,4797950,2870890,30
1151,1824620,2036744,477
1152,2210458,4679490,178
1153,3278257,239096,103
1154,855404,1917515,95
1155,2940560,990148,227
1156,799760,3982403,24
1157,215004,3019723,476
1158,3898489,564844,187
1159,1688194,2846928,6
1160,2767192,2361673,42
1161,445710,918380,67
1162,1226964,3554524,108
1163,3940380,3357571,400
1164,1153580,2947169,90
1165,349903,3780684,82
1166,613280,2243013,576
1167,3184581,2878646,10
1168,2955992,1644012,138
1169,2759934,4640798,72
1170,4830164,3710419,1584
1171,3857652,862613,1760
1172,283112,1663756,70
1173,2025383,1723144,177
1174,4795474,3240496,623
1175,2870198,4176958,3569
1176,624050,3741140,240
