0,source,sink,in_out_degree_a
74,20388,3341250,0.0063547446615992076
75,20388,3331381,0.0063547446615992076
76,20388,3417355,0.0063547446615992076
77,20388,4295295,0.0063547446615992076
78,20388,3835090,0.0063547446615992076
79,20388,822737,0.0063547446615992076
80,20388,2388187,0.0063547446615992076
81,20388,1767208,0.0063547446615992076
82,20388,2771496,0.0063547446615992076
83,20388,86910,0.0063547446615992076
84,20388,2731871,0.0063547446615992076
85,20388,468099,0.0063547446615992076
86,20388,3909005,0.0063547446615992076
87,20388,3756882,0.0063547446615992076
88,20388,824730,0.0063547446615992076
89,20388,3057969,0.0063547446615992076
90,20388,868392,0.0063547446615992076
91,20388,616772,0.0063547446615992076
92,20388,1458181,0.0063547446615992076
93,20388,410232,0.0063547446615992076
94,20388,919576,0.0063547446615992076
95,20388,3996526,0.0063547446615992076
96,20388,421394,0.0063547446615992076
97,20388,275326,0.0063547446615992076
98,20388,3893029,0.0063547446615992076
99,20388,1163916,0.0063547446615992076
100,20388,4364665,0.0063547446615992076
101,20388,542663,0.0063547446615992076
102,20388,3935187,0.0063547446615992076
103,20388,2210851,0.0063547446615992076
104,20388,2721719,0.0063547446615992076
105,20388,2784391,0.0063547446615992076
106,20388,1559789,0.0063547446615992076
107,20388,997017,0.0063547446615992076
108,20388,2054625,0.0063547446615992076
109,20388,1053014,0.0063547446615992076
110,20388,1349937,0.0063547446615992076
111,20388,60279,0.0063547446615992076
112,20388,3593515,0.0063547446615992076
113,20388,1243565,0.0063547446615992076
114,20388,4372688,0.0063547446615992076
115,20388,2161761,0.0063547446615992076
116,20388,2147475,0.0063547446615992076
117,20388,1897952,0.0063547446615992076
118,20388,487327,0.0063547446615992076
119,20388,2942906,0.0063547446615992076
120,20388,981795,0.0063547446615992076
121,20388,3767106,0.0063547446615992076
122,20388,4186919,0.0063547446615992076
123,20388,2847036,0.0063547446615992076
124,20388,341032,0.0063547446615992076
125,20388,4643167,0.0063547446615992076
126,20388,1802593,0.0063547446615992076
127,20388,3780712,0.0063547446615992076
128,20388,1150057,0.0063547446615992076
129,20388,2029029,0.0063547446615992076
130,20388,2449819,0.0063547446615992076
131,20388,760018,0.0063547446615992076
132,20388,3525593,0.0063547446615992076
133,20388,1931230,0.0063547446615992076
134,20388,4517428,0.0063547446615992076
135,20388,2004177,0.0063547446615992076
136,20388,2371352,0.0063547446615992076
137,20388,2424232,0.0063547446615992076
138,20388,1413696,0.0063547446615992076
139,20388,370128,0.0063547446615992076
140,20388,689121,0.0063547446615992076
141,20388,1629223,0.0063547446615992076
142,20388,4253784,0.0063547446615992076
143,20388,287554,0.0063547446615992076
144,20388,3278320,0.0063547446615992076
145,20388,2190955,0.0063547446615992076
146,20388,1210441,0.0063547446615992076
147,20388,4011825,0.0063547446615992076
148,20388,598936,0.0063547446615992076
149,20388,4240480,0.0063547446615992076
150,20388,4613792,0.0063547446615992076
151,20388,1885427,0.0063547446615992076
152,20388,3720409,0.0063547446615992076
153,20388,998836,0.0063547446615992076
154,20388,323459,0.0063547446615992076
155,20388,1148669,0.0063547446615992076
156,20388,1854112,0.0063547446615992076
157,20388,3648850,0.0063547446615992076
158,20388,4261977,0.0063547446615992076
159,20388,627802,0.0063547446615992076
160,20388,1063235,0.0063547446615992076
161,20388,1369608,0.0063547446615992076
162,20388,261014,0.0063547446615992076
163,20388,2472651,0.0063547446615992076
164,20388,1341153,0.0063547446615992076
165,20388,2910807,0.0063547446615992076
166,20388,2131756,0.0063547446615992076
167,20388,3543685,0.0063547446615992076
168,20388,4030505,0.0063547446615992076
169,20388,2659387,0.0063547446615992076
170,20388,4526030,0.0063547446615992076
171,20388,1466888,0.0063547446615992076
172,20388,4508700,0.0063547446615992076
173,20388,4092735,0.0063547446615992076
174,20388,4709508,0.0063547446615992076
175,20388,2968053,0.0063547446615992076
176,20388,991578,0.0063547446615992076
177,20388,3422510,0.0063547446615992076
178,20388,3441113,0.0063547446615992076
179,20388,939717,0.0063547446615992076
180,20388,244164,0.0063547446615992076
181,20388,3783127,0.0063547446615992076
182,20388,4735057,0.0063547446615992076
183,20388,323353,0.0063547446615992076
184,20388,4112604,0.0063547446615992076
185,20388,4845176,0.0063547446615992076
186,20388,3527808,0.0063547446615992076
187,20388,1886135,0.0063547446615992076
188,20388,3074605,0.0063547446615992076
189,20388,3876734,0.0063547446615992076
190,20388,3101745,0.0063547446615992076
191,20388,307931,0.0063547446615992076
192,20388,556821,0.0063547446615992076
193,20388,2382659,0.0063547446615992076
194,20388,2900136,0.0063547446615992076
195,20388,2426208,0.0063547446615992076
196,20388,4036360,0.0063547446615992076
197,20388,4230119,0.0063547446615992076
198,20388,880043,0.0063547446615992076
199,20388,28744,0.0063547446615992076
200,20388,4354709,0.0063547446615992076
201,20388,4311566,0.0063547446615992076
202,20388,2910081,0.0063547446615992076
203,20388,3770751,0.0063547446615992076
204,20388,229729,0.0063547446615992076
205,20388,3352938,0.0063547446615992076
206,20388,359495,0.0063547446615992076
207,20388,4689112,0.0063547446615992076
208,20388,744581,0.0063547446615992076
209,20388,524680,0.0063547446615992076
210,20388,3917082,0.0063547446615992076
211,20388,4809348,0.0063547446615992076
212,20388,3291635,0.0063547446615992076
213,20388,763356,0.0063547446615992076
214,20388,573160,0.0063547446615992076
215,20388,1760189,0.0063547446615992076
216,20388,2712171,0.0063547446615992076
217,20388,940365,0.0063547446615992076
218,20388,1981060,0.0063547446615992076
219,20388,3166229,0.0063547446615992076
220,20388,3622209,0.0063547446615992076
221,20388,1970792,0.0063547446615992076
222,20388,3745810,0.0063547446615992076
223,20388,1363081,0.0063547446615992076
224,20388,1248844,0.0063547446615992076
225,20388,215127,0.0063547446615992076
226,20388,1657629,0.0063547446615992076
227,20388,2668061,0.0063547446615992076
228,20388,1820922,0.0063547446615992076
229,20388,4255951,0.0063547446615992076
230,20388,591768,0.0063547446615992076
231,20388,4661368,0.0063547446615992076
232,20388,3164204,0.0063547446615992076
233,20388,1955265,0.0063547446615992076
234,20388,997648,0.0063547446615992076
235,20388,4605797,0.0063547446615992076
236,20388,3670155,0.0063547446615992076
237,20388,800478,0.0063547446615992076
238,20388,2915519,0.0063547446615992076
239,20388,2782550,0.0063547446615992076
240,20388,2542611,0.0063547446615992076
241,20388,4340328,0.0063547446615992076
242,20388,239964,0.0063547446615992076
243,20388,3979157,0.0063547446615992076
244,20388,843561,0.0063547446615992076
245,20388,62172,0.0063547446615992076
246,20388,2156958,0.0063547446615992076
247,20388,82336,0.0063547446615992076
248,20388,1453046,0.0063547446615992076
249,20388,2461980,0.0063547446615992076
250,20388,3789590,0.0063547446615992076
251,20388,657974,0.0063547446615992076
252,20388,1962257,0.0063547446615992076
253,20388,2376119,0.0063547446615992076
254,20388,58233,0.0063547446615992076
255,20388,4443585,0.0063547446615992076
256,20388,4232281,0.0063547446615992076
257,20388,101573,0.0063547446615992076
258,20388,4218035,0.0063547446615992076
259,20388,2135903,0.0063547446615992076
260,20388,169995,0.0063547446615992076
261,20388,1557565,0.0063547446615992076
262,20388,1916851,0.0063547446615992076
263,20388,3868938,0.0063547446615992076
264,20388,3959656,0.0063547446615992076
265,20388,4788648,0.0063547446615992076
266,20388,4001765,0.0063547446615992076
267,20388,2625408,0.0063547446615992076
268,20388,724884,0.0063547446615992076
269,20388,4227797,0.0063547446615992076
270,20388,4329441,0.0063547446615992076
271,20388,606044,0.0063547446615992076
272,20388,136577,0.0063547446615992076
273,20388,2000027,0.0063547446615992076
274,20388,2824530,0.0063547446615992076
275,20388,689508,0.0063547446615992076
276,20388,1814939,0.0063547446615992076
277,20388,3141451,0.0063547446615992076
278,20388,2110871,0.0063547446615992076
279,20388,3543877,0.0063547446615992076
280,20388,4109235,0.0063547446615992076
281,20388,3405473,0.0063547446615992076
282,20388,4453,0.0063547446615992076
283,20388,240968,0.0063547446615992076
284,20388,1204992,0.0063547446615992076
285,20388,2372207,0.0063547446615992076
286,20388,4276423,0.0063547446615992076
287,20388,3857824,0.0063547446615992076
288,20388,2609126,0.0063547446615992076
289,20388,4075762,0.0063547446615992076
290,20388,1129664,0.0063547446615992076
291,20388,1890797,0.0063547446615992076
292,20388,1681661,0.0063547446615992076
293,20388,3766842,0.0063547446615992076
294,20388,3848946,0.0063547446615992076
295,20388,2393831,0.0063547446615992076
296,20388,4520000,0.0063547446615992076
297,20388,2306635,0.0063547446615992076
298,20388,3745139,0.0063547446615992076
299,20388,4648260,0.0063547446615992076
300,20388,3290767,0.0063547446615992076
301,20388,699984,0.0063547446615992076
302,20388,3516979,0.0063547446615992076
303,20388,3337351,0.0063547446615992076
304,20388,1495089,0.0063547446615992076
305,20388,3092238,0.0063547446615992076
306,20388,4364543,0.0063547446615992076
307,20388,3622286,0.0063547446615992076
308,20388,1911672,0.0063547446615992076
309,20388,4746984,0.0063547446615992076
310,20388,3867332,0.0063547446615992076
311,20388,327759,0.0063547446615992076
312,20388,3022070,0.0063547446615992076
313,20388,2373120,0.0063547446615992076
314,20388,3125443,0.0063547446615992076
315,20388,2425032,0.0063547446615992076
316,20388,4214389,0.0063547446615992076
317,20388,4672512,0.0063547446615992076
318,20388,3306596,0.0063547446615992076
319,20388,2589851,0.0063547446615992076
320,20388,2844611,0.0063547446615992076
321,20388,4725067,0.0063547446615992076
322,20388,1749984,0.0063547446615992076
323,20388,2506560,0.0063547446615992076
324,20388,666586,0.0063547446615992076
325,20388,1110196,0.0063547446615992076
326,20388,3104920,0.0063547446615992076
327,20388,631608,0.0063547446615992076
328,20388,2715073,0.0063547446615992076
329,20388,1109026,0.0063547446615992076
330,20388,4334629,0.0063547446615992076
331,20388,3078284,0.0063547446615992076
332,20388,2189374,0.0063547446615992076
333,20388,2343197,0.0063547446615992076
334,20388,2301979,0.0063547446615992076
335,20388,2658893,0.0063547446615992076
336,20388,1535006,0.0063547446615992076
337,20388,1861146,0.0063547446615992076
338,20388,2415519,0.0063547446615992076
339,20388,200072,0.0063547446615992076
340,20388,3162086,0.0063547446615992076
341,20388,2300651,0.0063547446615992076
342,20388,3581216,0.0063547446615992076
343,20388,1832935,0.0063547446615992076
344,20388,2737158,0.0063547446615992076
345,20388,4537522,0.0063547446615992076
346,20388,738746,0.0063547446615992076
347,20388,2841050,0.0063547446615992076
348,20388,4337493,0.0063547446615992076
349,20388,675286,0.0063547446615992076
350,20388,1163506,0.0063547446615992076
351,20388,4848624,0.0063547446615992076
352,20388,2238113,0.0063547446615992076
353,20388,4429891,0.0063547446615992076
354,20388,3665395,0.0063547446615992076
355,20388,4183179,0.0063547446615992076
356,20388,715231,0.0063547446615992076
357,20388,3604164,0.0063547446615992076
358,20388,2175423,0.0063547446615992076
359,20388,2557014,0.0063547446615992076
360,20388,2670943,0.0063547446615992076
361,20388,3651197,0.0063547446615992076
362,20388,1869434,0.0063547446615992076
363,20388,1611764,0.0063547446615992076
364,20388,4281534,0.0063547446615992076
365,20388,2823181,0.0063547446615992076
366,20388,1124163,0.0063547446615992076
367,20388,875996,0.0063547446615992076
368,20388,1977438,0.0063547446615992076
369,20388,3435190,0.0063547446615992076
370,20388,1740130,0.0063547446615992076
371,20388,3372775,0.0063547446615992076
372,20388,3720777,0.0063547446615992076
373,20388,331500,0.0063547446615992076
374,20388,4097076,0.0063547446615992076
375,20388,2085221,0.0063547446615992076
376,20388,1783483,0.0063547446615992076
377,20388,1100635,0.0063547446615992076
378,20388,1774558,0.0063547446615992076
379,20388,1925220,0.0063547446615992076
380,20388,4210870,0.0063547446615992076
381,20388,4803727,0.0063547446615992076
382,20388,2953545,0.0063547446615992076
383,20388,1201423,0.0063547446615992076
384,20388,935651,0.0063547446615992076
385,20388,4179554,0.0063547446615992076
386,20388,3955415,0.0063547446615992076
387,20388,4128813,0.0063547446615992076
388,20388,4151704,0.0063547446615992076
389,20388,2231927,0.0063547446615992076
390,20388,2869089,0.0063547446615992076
391,20388,2408552,0.0063547446615992076
392,20388,1873075,0.0063547446615992076
393,20388,4448205,0.0063547446615992076
394,20388,3131709,0.0063547446615992076
395,20388,3625568,0.0063547446615992076
396,20388,3456238,0.0063547446615992076
397,20388,4529017,0.0063547446615992076
398,20388,649839,0.0063547446615992076
399,20388,947045,0.0063547446615992076
400,20388,4817800,0.0063547446615992076
401,20388,2398444,0.0063547446615992076
402,20388,3199883,0.0063547446615992076
403,20388,3966104,0.0063547446615992076
404,20388,1326726,0.0063547446615992076
405,20388,910301,0.0063547446615992076
406,20388,1499337,0.0063547446615992076
407,20388,676667,0.0063547446615992076
408,20388,2031531,0.0063547446615992076
409,20388,2121898,0.0063547446615992076
410,20388,44771,0.0063547446615992076
411,20388,2338672,0.0063547446615992076
412,20388,1997280,0.0063547446615992076
413,20388,2755351,0.0063547446615992076
414,20388,1154651,0.0063547446615992076
415,20388,157960,0.0063547446615992076
416,20388,149378,0.0063547446615992076
417,20388,4102245,0.0063547446615992076
418,20388,802775,0.0063547446615992076
419,20388,4501329,0.0063547446615992076
420,20388,2626660,0.0063547446615992076
421,20388,3149079,0.0063547446615992076
422,20388,1496546,0.0063547446615992076
423,20388,4420284,0.0063547446615992076
424,20388,2640710,0.0063547446615992076
425,20388,4285812,0.0063547446615992076
426,20388,3018064,0.0063547446615992076
427,20388,3168003,0.0063547446615992076
428,20388,612860,0.0063547446615992076
429,20388,3782849,0.0063547446615992076
430,20388,567278,0.0063547446615992076
431,20388,1816969,0.0063547446615992076
432,20388,3851960,0.0063547446615992076
433,20388,1153330,0.0063547446615992076
434,20388,2768469,0.0063547446615992076
435,20388,1990791,0.0063547446615992076
436,20388,2561072,0.0063547446615992076
437,20388,4373117,0.0063547446615992076
438,20388,540929,0.0063547446615992076
439,20388,742598,0.0063547446615992076
440,20388,2871089,0.0063547446615992076
441,20388,461850,0.0063547446615992076
442,20388,4427067,0.0063547446615992076
443,20388,2098023,0.0063547446615992076
444,20388,2509323,0.0063547446615992076
445,20388,2944340,0.0063547446615992076
446,20388,1709693,0.0063547446615992076
447,20388,3250512,0.0063547446615992076
448,20388,1413032,0.0063547446615992076
449,20388,2341553,0.0063547446615992076
450,20388,3586714,0.0063547446615992076
451,20388,705213,0.0063547446615992076
452,20388,2706995,0.0063547446615992076
453,20388,2454694,0.0063547446615992076
454,20388,4440292,0.0063547446615992076
455,20388,543467,0.0063547446615992076
456,20388,2092936,0.0063547446615992076
457,20388,126125,0.0063547446615992076
458,20388,175490,0.0063547446615992076
459,20388,2494053,0.0063547446615992076
460,20388,207742,0.0063547446615992076
461,20388,1410884,0.0063547446615992076
462,20388,3940029,0.0063547446615992076
463,20388,2878869,0.0063547446615992076
464,20388,726754,0.0063547446615992076
465,20388,3754973,0.0063547446615992076
466,20388,2484124,0.0063547446615992076
467,20388,1896937,0.0063547446615992076
468,20388,1584848,0.0063547446615992076
469,20388,1832458,0.0063547446615992076
470,20388,5108,0.0063547446615992076
471,20388,3340198,0.0063547446615992076
472,20388,4822815,0.0063547446615992076
473,20388,2879669,0.0063547446615992076
474,20388,1446473,0.0063547446615992076
475,20388,1485221,0.0063547446615992076
476,20388,1461334,0.0063547446615992076
477,20388,3036600,0.0063547446615992076
478,20388,3438399,0.0063547446615992076
479,20388,458844,0.0063547446615992076
480,20388,78137,0.0063547446615992076
481,20388,1752804,0.0063547446615992076
482,20388,2060446,0.0063547446615992076
483,20388,1420306,0.0063547446615992076
484,20388,2346837,0.0063547446615992076
485,20388,890630,0.0063547446615992076
486,20388,1269460,0.0063547446615992076
487,20388,1187491,0.0063547446615992076
488,20388,1010448,0.0063547446615992076
489,20388,4593675,0.0063547446615992076
490,20388,908459,0.0063547446615992076
491,20388,2404781,0.0063547446615992076
492,20388,4488417,0.0063547446615992076
493,20388,4672730,0.0063547446615992076
494,20388,1415202,0.0063547446615992076
495,20388,3826987,0.0063547446615992076
496,20388,3940471,0.0063547446615992076
497,20388,4407002,0.0063547446615992076
498,20388,3727179,0.0063547446615992076
499,20388,2269621,0.0063547446615992076
500,20388,2090815,0.0063547446615992076
501,20388,4035182,0.0063547446615992076
502,20388,2653180,0.0063547446615992076
503,20388,2163860,0.0063547446615992076
504,20388,3479638,0.0063547446615992076
505,20388,667184,0.0063547446615992076
506,20388,1894115,0.0063547446615992076
507,20388,3993144,0.0063547446615992076
508,20388,4183912,0.0063547446615992076
509,20388,3071326,0.0063547446615992076
510,20388,2843898,0.0063547446615992076
511,20388,396655,0.0063547446615992076
512,20388,2097600,0.0063547446615992076
513,20388,2218098,0.0063547446615992076
514,20388,26378,0.0063547446615992076
515,20388,4863043,0.0063547446615992076
516,20388,2027372,0.0063547446615992076
517,20388,4837916,0.0063547446615992076
518,20388,1723510,0.0063547446615992076
519,20388,724644,0.0063547446615992076
520,20388,4509002,0.0063547446615992076
521,20388,2502266,0.0063547446615992076
522,20388,331540,0.0063547446615992076
523,20388,3597321,0.0063547446615992076
524,20388,2583785,0.0063547446615992076
525,20388,1068278,0.0063547446615992076
526,20388,2887549,0.0063547446615992076
527,20388,1839454,0.0063547446615992076
528,20388,4191399,0.0063547446615992076
529,20388,2506920,0.0063547446615992076
530,20388,222901,0.0063547446615992076
531,20388,970102,0.0063547446615992076
532,20388,3331119,0.0063547446615992076
533,20388,4324335,0.0063547446615992076
534,20388,2305685,0.0063547446615992076
535,20388,1329096,0.0063547446615992076
536,20388,4361251,0.0063547446615992076
537,20388,1978648,0.0063547446615992076
538,20388,1090563,0.0063547446615992076
539,20388,481584,0.0063547446615992076
540,20388,1617020,0.0063547446615992076
541,20388,3296919,0.0063547446615992076
542,20388,4619497,0.0063547446615992076
543,20388,4135981,0.0063547446615992076
544,20388,2867072,0.0063547446615992076
545,20388,1749046,0.0063547446615992076
546,20388,3958684,0.0063547446615992076
547,20388,1958795,0.0063547446615992076
548,20388,3962446,0.0063547446615992076
549,20388,4369213,0.0063547446615992076
550,20388,1893663,0.0063547446615992076
551,20388,720286,0.0063547446615992076
552,20388,3823892,0.0063547446615992076
553,20388,4311230,0.0063547446615992076
554,20388,1549009,0.0063547446615992076
555,20388,3552577,0.0063547446615992076
556,20388,3889827,0.0063547446615992076
557,20388,2860658,0.0063547446615992076
558,20388,1142875,0.0063547446615992076
559,20388,2513353,0.0063547446615992076
560,20388,2357898,0.0063547446615992076
561,20388,4347916,0.0063547446615992076
562,20388,1885645,0.0063547446615992076
563,20388,2318895,0.0063547446615992076
564,20388,3198071,0.0063547446615992076
565,20388,648090,0.0063547446615992076
566,20388,4363421,0.0063547446615992076
567,20388,1684451,0.0063547446615992076
568,20388,3682643,0.0063547446615992076
569,20388,4360406,0.0063547446615992076
570,20388,1629132,0.0063547446615992076
571,20388,2399607,0.0063547446615992076
572,20388,4351834,0.0063547446615992076
573,20388,2179080,0.0063547446615992076
574,20388,645095,0.0063547446615992076
575,20388,4713652,0.0063547446615992076
576,20388,3246196,0.0063547446615992076
577,20388,1621460,0.0063547446615992076
578,20388,325166,0.0063547446615992076
579,20388,4152255,0.0063547446615992076
580,20388,1828939,0.0063547446615992076
581,20388,4528045,0.0063547446615992076
582,20388,1069723,0.0063547446615992076
583,20388,1944651,0.0063547446615992076
584,20388,1981608,0.0063547446615992076
585,20388,282037,0.0063547446615992076
586,20388,3640498,0.0063547446615992076
587,20388,1602612,0.0063547446615992076
588,20388,2183366,0.0063547446615992076
589,20388,2175625,0.0063547446615992076
590,20388,3894790,0.0063547446615992076
591,20388,2067239,0.0063547446615992076
592,20388,2049400,0.0063547446615992076
593,20388,1325901,0.0063547446615992076
594,20388,800699,0.0063547446615992076
595,20388,1619185,0.0063547446615992076
596,20388,1134756,0.0063547446615992076
597,20388,85685,0.0063547446615992076
598,20388,4266542,0.0063547446615992076
599,20388,4294293,0.0063547446615992076
600,20388,3164681,0.0063547446615992076
601,20388,2434172,0.0063547446615992076
602,20388,503183,0.0063547446615992076
603,20388,1786317,0.0063547446615992076
604,20388,4620969,0.0063547446615992076
605,20388,3541189,0.0063547446615992076
606,20388,2487009,0.0063547446615992076
607,20388,3999905,0.0063547446615992076
608,20388,2719097,0.0063547446615992076
609,20388,2144125,0.0063547446615992076
610,20388,3225379,0.0063547446615992076
611,20388,4689641,0.0063547446615992076
612,20388,4233249,0.0063547446615992076
613,20388,2815521,0.0063547446615992076
614,20388,4771257,0.0063547446615992076
615,20388,747278,0.0063547446615992076
616,20388,3831581,0.0063547446615992076
617,20388,477552,0.0063547446615992076
618,20388,3640411,0.0063547446615992076
619,20388,60246,0.0063547446615992076
620,20388,2444093,0.0063547446615992076
621,20388,1257913,0.0063547446615992076
622,20388,1117668,0.0063547446615992076
623,20388,1642667,0.0063547446615992076
624,20388,2762425,0.0063547446615992076
625,20388,2023303,0.0063547446615992076
626,20388,3928251,0.0063547446615992076
627,20388,250512,0.0063547446615992076
628,20388,4007628,0.0063547446615992076
629,20388,869229,0.0063547446615992076
630,20388,1191830,0.0063547446615992076
631,20388,2732206,0.0063547446615992076
632,20388,2699808,0.0063547446615992076
633,20388,3011060,0.0063547446615992076
634,20388,1990081,0.0063547446615992076
635,20388,2388878,0.0063547446615992076
636,20388,2490614,0.0063547446615992076
637,20388,3922522,0.0063547446615992076
638,20388,3861948,0.0063547446615992076
639,20388,426509,0.0063547446615992076
640,20388,3265037,0.0063547446615992076
641,20388,460190,0.0063547446615992076
642,20388,4474408,0.0063547446615992076
643,20388,1282197,0.0063547446615992076
644,20388,4638483,0.0063547446615992076
645,20388,4811829,0.0063547446615992076
646,20388,2549690,0.0063547446615992076
647,20388,4090363,0.0063547446615992076
648,20388,3599282,0.0063547446615992076
649,20388,1329642,0.0063547446615992076
650,20388,3734430,0.0063547446615992076
651,20388,4816345,0.0063547446615992076
652,20388,354306,0.0063547446615992076
653,20388,4770159,0.0063547446615992076
654,20388,749205,0.0063547446615992076
655,20388,3771393,0.0063547446615992076
656,20388,3254731,0.0063547446615992076
657,20388,4372413,0.0063547446615992076
658,20388,1135548,0.0063547446615992076
659,20388,2943847,0.0063547446615992076
660,20388,2363768,0.0063547446615992076
661,20388,3628551,0.0063547446615992076
662,20388,3913441,0.0063547446615992076
663,20388,649942,0.0063547446615992076
664,20388,2345534,0.0063547446615992076
665,20388,273870,0.0063547446615992076
666,20388,4783975,0.0063547446615992076
667,20388,4604040,0.0063547446615992076
668,20388,3367138,0.0063547446615992076
669,20388,4281749,0.0063547446615992076
670,20388,4484947,0.0063547446615992076
671,20388,929297,0.0063547446615992076
672,20388,1467313,0.0063547446615992076
673,20388,1163646,0.0063547446615992076
674,20388,1137392,0.0063547446615992076
675,20388,3072043,0.0063547446615992076
676,20388,1994568,0.0063547446615992076
677,20388,2682950,0.0063547446615992076
678,20388,2322694,0.0063547446615992076
679,20388,801582,0.0063547446615992076
680,20388,4057130,0.0063547446615992076
681,20388,2825272,0.0063547446615992076
682,20388,1250164,0.0063547446615992076
683,20388,1283376,0.0063547446615992076
684,20388,3413835,0.0063547446615992076
685,20388,1910023,0.0063547446615992076
686,20388,343090,0.0063547446615992076
687,20388,1445483,0.0063547446615992076
688,20388,2273384,0.0063547446615992076
689,20388,2938519,0.0063547446615992076
690,20388,520760,0.0063547446615992076
691,20388,4092221,0.0063547446615992076
692,20388,4042496,0.0063547446615992076
693,20388,2668151,0.0063547446615992076
694,20388,2888437,0.0063547446615992076
695,20388,1726515,0.0063547446615992076
696,20388,2905571,0.0063547446615992076
697,20388,4800659,0.0063547446615992076
698,20388,3651661,0.0063547446615992076
699,20388,2669204,0.0063547446615992076
700,20388,3478680,0.0063547446615992076
701,20388,2560245,0.0063547446615992076
702,20388,2585545,0.0063547446615992076
703,20388,1458361,0.0063547446615992076
704,20388,1522144,0.0063547446615992076
705,20388,2293942,0.0063547446615992076
706,20388,4654590,0.0063547446615992076
707,20388,4672588,0.0063547446615992076
708,20388,2003696,0.0063547446615992076
709,20388,207003,0.0063547446615992076
710,20388,3300015,0.0063547446615992076
711,20388,776539,0.0063547446615992076
712,20388,3368903,0.0063547446615992076
713,20388,4443133,0.0063547446615992076
714,20388,90270,0.0063547446615992076
715,20388,2136959,0.0063547446615992076
716,20388,2828682,0.0063547446615992076
717,20388,3248079,0.0063547446615992076
718,20388,2568694,0.0063547446615992076
719,20388,3391194,0.0063547446615992076
720,20388,2079225,0.0063547446615992076
721,20388,268787,0.0063547446615992076
722,20388,32759,0.0063547446615992076
723,20388,3837763,0.0063547446615992076
724,20388,3996298,0.0063547446615992076
725,20388,3445420,0.0063547446615992076
726,20388,3928508,0.0063547446615992076
727,20388,1400486,0.0063547446615992076
728,20388,3072327,0.0063547446615992076
729,20388,4780028,0.0063547446615992076
730,20388,1664766,0.0063547446615992076
731,20388,3093541,0.0063547446615992076
732,20388,1883679,0.0063547446615992076
733,20388,2814944,0.0063547446615992076
734,20388,2791133,0.0063547446615992076
735,20388,3842951,0.0063547446615992076
736,20388,4835284,0.0063547446615992076
737,20388,3678262,0.0063547446615992076
738,20388,2855659,0.0063547446615992076
739,20388,2451896,0.0063547446615992076
740,20388,3524050,0.0063547446615992076
741,20388,656915,0.0063547446615992076
742,20388,2461059,0.0063547446615992076
