0,source,sink,z0_shortest_path
320,1443500,1164411,3
321,3550092,3753484,4
322,3107199,690742,3
323,2019781,636552,4
324,3478606,1281736,4
325,919613,1735123,3
326,1432948,4331707,3
327,4782388,1065417,2
328,596337,409262,4
329,4106517,3002541,3
330,1065985,4673981,4
331,3757808,890719,4
332,4865292,2472812,4
333,1817278,3209863,4
334,2535495,1937230,3
335,1524949,2845319,3
336,2699583,2224526,4
337,3589315,1592667,4
338,1501709,3370956,4
339,2135899,3893892,3
340,3380008,1519730,4
341,3120092,4618432,4
342,1322906,784341,4
343,155804,834066,4
344,56567,3302825,3
345,432620,112551,3
346,1239755,165055,4
347,2314931,2658417,3
348,3043233,857634,5
349,4444751,719172,4
350,3144674,3401173,3
351,2681125,4245138,4
352,4355412,3494128,4
353,4114591,1582028,3
354,4099850,924833,3
355,103916,2808644,3
356,520324,3222831,3
357,3443992,280322,3
358,2008046,4864558,4
359,1981993,463338,3
360,3004094,819288,3
361,4467857,2374812,4
362,1143671,3610611,3
363,1114213,140603,4
364,2283170,3108276,4
365,3039452,1019859,3
366,298011,2396903,3
367,3491637,3299008,3
368,4345638,1914315,4
369,3193210,370765,4
370,279329,4093834,4
371,1091584,977565,4
372,4310710,290077,3
373,3725239,1818269,3
374,1799182,3537761,3
375,4366747,1672058,3
376,2921853,1063377,2
377,3210136,2558297,3
378,1618265,2401545,3
379,335479,673405,4
380,2393127,315060,4
381,2305619,2629421,4
382,94280,1191204,3
383,3396488,1921136,4
384,1184100,1487302,3
385,3561479,3836738,3
386,2920873,2227745,3
387,3576624,4268303,4
388,527595,1894941,3
389,919165,1264290,4
390,4014552,4632479,3
391,4135084,17392,3
392,245914,1905607,3
393,2618052,4188938,4
394,4836378,4536767,3
395,437876,2566889,2
396,2497998,95673,4
397,1036152,502401,3
398,2585063,3153339,4
399,311952,487639,3
400,4260998,2255438,2
401,795918,448525,4
402,2720299,2127901,3
403,1459605,3749748,3
404,3547614,2860781,4
405,3335130,438964,4
406,1933312,3256959,3
407,3564448,167816,3
408,3432616,2332893,3
409,2633605,1933805,3
410,2832099,593309,3
411,2366431,4838273,3
412,623567,2164839,4
413,3994516,1354897,5
414,2315048,2033602,4
415,1637898,4121411,3
416,892193,4336282,4
417,4578655,3601327,3
418,4152864,1994852,4
419,2533205,2449296,4
420,3035063,3658576,4
421,1063789,1199206,3
422,4717616,489300,4
423,3652352,1702417,2
424,1024682,1315850,4
425,2587055,3472626,3
426,2086863,512769,3
427,1493935,2241589,3
428,941692,3517094,3
429,2912801,871888,3
430,3606548,626239,3
431,2200735,2157328,4
432,3544260,2618757,4
433,1862492,54381,4
434,3445194,2976923,5
435,4114513,3383210,4
436,3744513,1129682,4
437,2055183,1190704,4
438,3592571,377102,2
439,484479,352855,3
440,4518583,1939151,3
441,2741551,3680201,3
442,2589986,4298355,5
443,3446506,3393730,4
444,1080614,1486892,3
445,3819586,3914665,4
446,2232341,2167763,3
447,3663392,2116501,4
448,135756,1415397,3
449,1304570,762511,4
450,3268179,1312177,4
451,1034420,2582486,3
452,1395712,207348,3
453,28366,1841875,2
454,628921,901150,4
455,2156930,302849,2
456,4742865,4011635,3
457,579052,4286269,3
458,3622805,2239775,4
459,1097755,19760,2
460,4681267,4047729,3
461,4214037,1124684,4
462,3328824,4725447,3
463,1632157,3441172,3
464,2733872,2966772,3
465,4402871,3812818,3
466,1807180,817365,3
467,2763391,4023498,3
468,1626617,2819030,4
469,4130943,4188416,4
470,467667,4000293,3
471,585290,2615912,4
472,3437795,2770964,3
473,3206172,4186227,4
474,174802,3795595,4
475,4371955,1776702,3
476,2810159,2277589,4
477,2044305,2746365,3
478,2952533,3517217,3
479,2914124,4682995,3
480,61530,3335540,3
481,4591296,1929062,3
482,4428300,2480985,3
483,46090,1450214,3
484,659769,20462,4
485,636099,1164072,3
486,2407305,95886,3
487,1475238,1917370,3
488,550624,1332575,2
489,3206394,2933565,3
490,3940380,3051327,3
491,273164,1413055,3
492,1957538,4839138,4
493,2749267,3859663,3
494,173719,2037535,4
495,384254,3003794,3
496,410127,290758,4
497,2586954,1166818,4
498,172972,4299050,4
499,2422604,909677,4
500,4326329,732416,4
501,3476921,4329139,3
502,2346396,3113197,4
503,1397316,1548423,4
504,4590349,4475906,3
505,4462368,1729215,3
506,1327440,2866511,4
507,505918,80983,3
508,1041665,246307,3
509,1619831,4149096,4
510,1602676,4821149,4
511,4498800,2530095,4
512,1220744,2494359,3
513,3216894,2917270,4
514,823636,3470096,3
515,2464404,2214631,3
516,2225928,937883,4
517,3874174,3660958,4
518,4510312,4641648,2
519,1772905,1164032,2
520,497126,1813537,4
521,3956535,1366076,4
522,311395,4517546,3
523,691053,2551093,3
524,1202094,4419310,3
525,2511862,702114,3
526,1537593,3531111,2
527,1809060,2755105,4
528,4561995,4101406,3
529,1183256,851822,2
530,2259583,180886,3
531,617956,2413499,3
532,1294163,515021,3
533,2063062,1342577,3
534,1800416,2888042,5
535,4691181,4610787,4
536,1834142,3836704,3
537,949172,2071647,3
538,2536161,4132261,2
539,625451,3547349,3
540,2290078,107998,4
541,3494888,248970,4
542,268519,2884416,2
543,158115,4633431,2
544,4699529,317786,3
545,3256646,751974,3
546,3725632,731420,4
547,2171358,4477620,3
548,931647,1765411,3
549,2744198,3642845,3
550,1765731,1258166,3
551,2649630,1742482,3
552,1641756,2486979,2
553,4036817,1703634,4
554,3849807,2866908,4
555,1167211,1840412,3
556,4766814,3298954,3
557,947762,3341056,5
558,3136926,4534450,4
559,3730870,3175312,2
560,2690278,3761780,2
561,2058283,8356,4
562,2646810,4575002,4
563,3633833,2573172,2
564,4247331,82320,3
565,3983042,2701676,3
566,2093176,2186222,4
567,1412983,2528294,2
568,3920505,4846084,3
569,3320046,4335591,4
570,1262238,1048746,4
571,3059183,1766159,2
572,1495241,4548619,3
573,3717996,3452178,3
574,908046,458466,3
575,319732,3806748,3
576,748200,1665032,4
577,856916,2741764,3
578,2695621,4579955,3
579,4016649,3678951,3
580,3699726,4642092,4
581,4599604,1537367,3
582,4323755,1211774,3
583,117178,2785207,3
584,2934603,2472584,3
585,1432887,2529373,3
586,4493215,2784278,4
587,4159232,4217711,3
588,3756910,1193087,3
589,1648871,4590454,5
590,4458811,3019604,2
591,3148390,2002788,4
592,769445,2986095,4
593,4542296,4029056,3
594,3097604,4305969,3
595,3135278,1898689,2
596,3490385,2303097,4
597,2880138,1230311,3
598,1799854,1094216,4
599,3441024,3198893,4
600,1712592,256053,3
601,1213060,3485270,4
602,674419,1687481,4
603,2253113,4199739,3
604,1687100,4699308,3
605,1687914,1492115,4
606,4467644,4597686,3
607,1287150,4587728,3
608,885888,2401150,4
609,4059232,1934540,3
610,2167353,2927967,3
611,2431787,2243309,3
612,4066935,3061931,2
613,2912103,2616761,4
614,1451983,4398710,4
615,1760195,3815591,4
616,1268923,4185459,3
617,3584579,4561007,4
618,3210823,4593452,4
619,2679215,4079576,4
620,3308965,1499488,3
621,1308257,1360090,4
622,4556619,524247,3
623,3464435,3158801,3
624,4834181,1615948,5
625,4548696,2910685,3
626,1486569,380005,3
627,1221273,4569835,5
628,1504438,1269021,3
629,273892,4626132,3
630,4312824,3833152,3
631,2240718,1337977,4
632,1187945,4097285,3
633,1628691,4570236,3
634,3764155,1080529,3
635,2259251,4196528,3
636,2299390,1491019,4
637,1049492,398291,3
638,233391,2965375,4
639,717673,3995418,2
640,2941407,2964315,3
641,682761,1558128,3
642,4352101,697201,3
643,4239933,2533625,4
644,1068581,2394046,3
645,1176065,3366522,3
646,2913818,4272458,2
647,4159234,597760,4
648,4818958,708203,4
649,3192626,1092178,3
650,3438286,4629375,3
651,879908,4254453,4
652,1954387,610672,4
653,1452,3373263,4
654,4207021,606980,4
655,1413126,2746611,4
656,3149884,128838,4
657,2598830,299664,4
658,3017206,948009,3
659,970600,2125683,3
660,1211741,4121054,4
661,2835234,570107,3
662,675370,1471569,3
663,4610268,1275066,4
664,1584806,1092555,4
665,2904717,762869,4
666,3892708,1170664,3
667,3976780,1552898,3
668,1808958,3153165,3
669,3293844,282738,4
670,2027803,2619844,3
671,250137,2976917,4
672,4418160,3626136,3
673,3372601,3785031,4
674,3318630,701503,2
675,3961269,303000,3
676,1978642,1969680,3
677,1285540,3833101,5
678,4399173,2631408,3
679,1225417,3677077,4
680,1917370,970119,4
681,716749,4720136,4
682,2164938,2616090,4
683,4021250,1378011,3
684,1898939,2124762,4
685,725231,2353568,4
686,1072647,2289244,4
687,3316884,1440533,4
688,2308616,4597182,3
689,2468610,1173627,4
690,4280660,4011543,4
691,4358480,2619379,3
692,4247587,4266094,3
693,1362833,4644467,3
694,4849080,384166,4
695,2933517,1722935,3
696,251110,4829418,4
697,3046801,4326881,4
698,3300747,409240,4
699,2205989,736972,3
700,4759196,2959134,4
701,352777,1582441,3
702,4732444,4677915,3
703,1450478,3800540,4
704,3345046,4255985,4
705,807609,2070084,2
706,1893341,2401643,3
707,3968198,1413750,3
708,3502346,4395778,2
709,3424526,865480,3
710,3997092,847152,4
711,871619,88771,3
712,3591727,4128045,3
713,812874,2576794,4
714,2967237,819090,3
715,2683846,1765869,4
716,3933860,4187117,4
717,3755255,3173162,3
718,4479676,2054407,4
719,1092129,4740893,3
720,2978353,487236,4
721,2831459,3748022,3
722,1861711,3429791,3
723,128268,3306286,4
724,4447307,3657540,3
725,4583130,4195270,3
726,1903802,3756910,2
727,1226964,4506897,3
728,4122877,478112,3
729,3531100,4818685,3
730,4722544,1565469,3
731,492776,2057832,2
732,202406,1370056,4
733,739365,4478927,4
734,3130360,3381180,4
735,3971343,774221,4
736,1639225,497594,2
737,3080878,3107755,4
738,314720,466302,3
739,4074945,67911,4
740,4627005,3010945,3
741,3763328,2178305,3
742,265346,3088232,2
743,3446384,679574,3
744,887938,3994705,4
745,3223920,2516690,2
746,4858799,4350911,3
747,4510458,1127255,3
748,2270094,2546813,4
749,4060750,2393523,3
750,4282575,3861442,4
751,3251045,3297002,3
752,3031208,664506,3
753,3434262,3173953,4
754,2226291,4082571,4
755,2032980,4096612,2
756,4143745,683678,4
757,2220133,979255,3
758,552690,1513515,3
759,2089216,4666032,4
760,734968,4266986,4
761,748396,3222295,4
762,3473274,4010152,3
763,401726,1700117,3
764,4205304,4326349,3
765,713973,3737538,5
766,268979,3902256,4
767,1774406,2445713,3
768,1566271,3727886,4
769,1747009,542316,3
770,3760607,1428975,4
771,2062066,3937192,3
772,2469227,2769934,4
773,463854,2442529,3
774,3369814,1205255,4
775,268091,1807947,4
776,3561896,257577,3
777,4181239,2507601,4
778,745210,3851609,3
779,4247950,4173475,2
780,4611286,3527826,4
781,3094990,3311965,3
782,4459514,1633484,4
783,2814285,4198583,3
784,2152778,2815618,3
785,9202,1609289,3
786,2858107,3025604,3
787,3881850,3284336,5
788,1200874,703387,4
789,1730864,4776931,3
790,1976020,3906437,3
791,3478937,4411245,3
792,2606468,2151625,4
793,810847,3601552,4
794,2518054,3994251,3
795,4730476,3723065,3
796,2675276,1802531,3
797,274343,996371,3
798,3650803,3477517,3
799,1159131,3007594,3
800,4660393,1063328,3
801,1430292,3755407,4
802,4855215,3292438,3
803,155341,4215650,3
804,4791237,668241,3
805,504848,1473701,3
806,812688,440093,3
807,1218819,4522612,4
808,904699,3825480,3
809,3371729,3273144,3
810,2518902,2524567,3
811,2608048,891969,4
812,133167,3827835,3
813,1735998,2685390,3
814,1851023,2661301,3
815,4223007,4651979,3
816,2978385,4096612,2
817,2982118,2890172,3
818,1985096,3281495,4
819,2872865,772280,4
820,1730546,2700195,4
821,3759171,3267798,4
822,1474194,1736248,2
823,136049,1205898,4
824,779856,2791664,2
825,2976069,2589511,3
826,56121,3118599,4
827,752326,4027234,3
828,1129405,1073098,4
829,4219582,352759,3
830,67800,1774334,3
831,1562061,3275980,4
832,4469172,3056997,3
833,1632644,2747148,3
834,2103452,2394094,4
835,1792282,1275575,4
836,2337068,2777919,3
837,383188,487074,4
838,3624273,1694426,3
839,1927607,3784976,3
840,2564846,3871166,4
841,469289,3658913,3
842,3579512,3070342,4
843,3609789,1916723,2
844,1005255,2558769,3
845,4820881,4005729,4
846,2666350,3968888,3
847,979653,1836007,3
848,3156444,3459373,3
849,3454223,3088232,3
850,1691726,1990675,5
851,1938140,1764317,4
852,2920273,123591,4
853,4778699,1201096,4
854,267534,1380378,4
855,1135603,2685283,2
856,4743153,535280,3
857,4164647,4571277,3
858,3251800,3853574,3
859,142496,2824480,4
860,1353165,2287915,3
861,4721192,3288243,2
862,148935,1140025,2
863,754986,4625985,3
864,3100893,2493630,4
865,1456698,2760565,4
866,3167544,3065172,3
867,1615945,2471103,4
868,923082,3893890,4
869,3615734,3970114,5
870,2299912,1008064,3
871,609330,1397316,3
872,2338838,4834648,3
873,2017826,2903363,3
874,1049150,4124480,3
875,2608376,3824501,3
876,1482666,1660395,3
877,1306100,1678282,4
878,2826278,3611999,3
879,2395078,2721855,3
880,3680790,2927670,3
881,4272458,151153,3
882,3596185,1595754,3
883,370525,4291780,3
884,2226097,1974361,4
885,431391,1102747,4
886,300097,726929,3
887,750926,2586375,3
888,153480,4192365,3
889,3506025,212805,3
890,2452484,2199228,3
891,1233851,3304718,3
892,456126,2103578,3
893,3286368,1614313,4
894,759809,1677060,4
895,3538278,1922398,4
896,783972,4757627,4
897,2085193,3886160,4
898,623444,2262983,3
899,1219418,528928,3
900,1998627,538998,4
901,573693,3400944,3
902,1101947,1959052,3
903,3887171,617576,3
904,4093525,4161490,4
905,1711569,1503250,4
906,1318170,2766614,3
907,2915489,2434223,3
908,4713292,1735687,4
909,4342160,4836932,5
910,563322,1340111,3
911,922949,1049281,4
912,1455727,1967550,3
913,4347727,2401865,3
914,1779478,4553620,4
915,820951,1133567,3
916,1295223,3606238,4
917,234766,1989292,3
918,495684,2052579,3
919,2604474,262528,3
920,4457096,3095483,4
921,3225386,1483950,2
922,3959449,2151517,5
923,2695091,2128045,4
924,2245867,2784159,4
925,1719345,2177982,3
926,3795465,4690299,4
927,2902003,1374445,4
928,1895458,1253026,3
929,888120,888836,3
930,4866498,2486525,3
931,184687,4696690,3
932,2871308,1064883,4
933,552693,4180588,3
934,460696,978745,4
935,3721072,2717219,3
936,242742,637362,3
937,4147170,3324817,3
938,1299015,127123,3
939,833087,907052,2
940,137437,4005148,4
941,2474997,2999710,4
942,4137763,2898182,4
943,475232,3873884,4
944,2519600,3144985,3
945,851486,1253335,4
946,1484675,2555689,3
947,863325,3528798,3
948,865410,2270767,3
949,1588061,4013191,3
950,2975625,2363738,3
951,919101,1522214,5
952,3893222,4116046,4
953,4759359,824031,4
954,3298060,3649303,4
955,1618544,1613382,4
956,2324352,816913,3
957,4499487,3804486,4
958,861461,2833178,3
959,2713798,2885043,3
960,2475214,343584,3
961,2815706,716282,3
962,810494,785119,4
963,3743292,29959,2
964,4022436,2309371,3
965,1576600,3241571,3
966,3164595,727760,4
967,2342340,2371785,4
968,3318025,3258850,3
969,854025,2258576,4
970,3446567,621120,3
971,3067879,2330265,3
972,989455,1268920,4
973,3517389,843636,3
974,2506342,1857594,3
975,863783,4395944,3
976,1632116,1528823,4
977,2359631,4515216,2
978,3317934,3629131,2
979,2932339,2350634,4
980,927463,1514817,4
981,3598083,1721413,3
982,2429371,9946,4
983,1039279,3411931,4
984,2895068,3918393,4
985,1854023,1483116,3
986,725415,2082827,3
987,1202857,1678405,3
988,3689215,1218296,3
989,4528705,1142702,3
990,4034438,711824,4
991,3782034,3556169,3
992,1014721,1666556,4
993,3270580,3395510,4
994,2324422,4426524,3
995,1194190,345813,3
996,2625217,1996375,4
997,2824005,2211339,4
998,1576591,4166917,3
999,380525,4664852,5
1000,3993072,2416078,3
1001,1094048,594102,3
1002,4600134,624993,4
1003,2764263,2893207,4
1004,4177865,2882100,3
1005,4623321,4808386,3
1006,3718908,4679904,2
1007,2745387,3910839,5
1008,3195688,112647,3
1009,1813368,1770441,2
1010,2009930,4758377,3
1011,1787403,2443214,4
1012,4726874,1894531,5
1013,127950,3728341,3
1014,3794842,3706176,2
1015,3296250,3535207,2
1016,4811622,757734,3
1017,3683564,2701054,3
1018,1283657,689821,3
1019,3836659,4321162,2
1020,1488401,3872415,3
1021,31098,1030864,3
1022,2451660,1970291,2
1023,718458,3720766,4
1024,2002799,4114575,3
1025,2005497,2338090,4
1026,2118551,3452067,4
1027,3778796,254059,3
1028,4348766,3973930,4
1029,3475909,1973662,4
1030,240027,3855745,3
1031,4263251,2518627,3
1032,942440,2191992,3
1033,850459,456126,3
1034,3716119,3025121,3
1035,988417,1104604,3
1036,5221,2981668,3
1037,2021460,243830,4
1038,4774646,1196225,3
1039,2435515,143446,3
1040,3941703,211323,3
1041,651778,2540894,3
1042,477326,3487516,4
1043,3861672,3647364,4
1044,4749201,2707342,3
1045,1255094,3818809,3
1046,437391,1021368,4
1047,4817391,4563454,4
1048,3910665,3985168,3
1049,1150281,4486106,4
1050,4858996,1582222,3
1051,4204662,2133364,5
1052,3656099,1380448,4
1053,4788248,2048276,4
1054,4716646,448823,2
1055,2844962,2757201,3
1056,2161230,2087517,3
1057,3808182,3103806,4
1058,419149,4406065,4
1059,3847967,357466,3
1060,987441,824382,3
1061,4762542,2767142,3
1062,2914647,4841268,4
1063,1275299,1593758,3
1064,3757241,3248594,3
1065,219686,2015738,3
1066,3249932,1068993,4
1067,2704231,3435043,4
1068,2691310,3640458,3
1069,2581947,3759750,4
1070,1689039,3927655,4
1071,2694816,2207956,3
1072,4405100,2051732,3
1073,3352123,3510148,4
1074,2584682,3162385,4
1075,2680834,4254453,3
1076,3202510,2092295,4
1077,4468086,532755,3
1078,575651,4258315,4
1079,2883988,824046,3
1080,4008358,4483821,4
1081,2939315,3155408,3
1082,4839526,3833152,4
1083,3507863,177506,3
1084,4619061,4289016,3
1085,4380434,3731768,4
1086,3213547,2706025,4
1087,4094697,212805,3
1088,1927960,1579810,3
1089,2640387,100754,3
1090,3852854,3785477,3
1091,1700836,350886,4
1092,871160,3340066,4
1093,2772925,2456239,5
1094,1548013,1078672,3
1095,2242956,3882590,3
1096,3603630,3489034,4
1097,1064556,3912526,4
1098,19760,5113,4
1099,740005,4510860,3
1100,4765846,605639,3
1101,2609436,653633,3
1102,2766747,321857,4
1103,4094066,1628264,4
1104,1246601,1897862,4
1105,4232521,2779791,3
1106,2554658,3240496,3
1107,415254,3129186,3
1108,4400995,1187964,3
1109,2850445,1118530,4
1110,3729828,2294440,3
1111,3370783,4790649,2
1112,3001815,74323,4
1113,3394828,2633571,3
1114,117653,1995601,4
1115,1675257,4723059,4
1116,3897513,733605,4
1117,19484,749672,3
1118,4284282,4516132,3
1119,833524,3841591,4
1120,3879365,4329629,3
1121,4251792,57883,3
1122,2835662,2379122,4
1123,2313654,3448488,3
1124,3800305,4420839,3
1125,399565,2956791,3
1126,579536,3165162,4
1127,225697,982493,3
1128,457555,1106852,4
1129,4857001,321177,3
1130,4655006,1987945,3
1131,3163774,3004014,4
1132,4498101,2926541,2
1133,2807375,3247071,3
1134,3222303,1081619,3
1135,4736009,1835245,4
1136,401959,2653845,4
1137,813047,3009562,3
1138,2899933,536723,4
1139,4154717,2424452,2
1140,1413512,3299579,4
1141,2940424,1904054,3
1142,602340,107996,3
1143,1011757,3739100,2
1144,940042,4253433,4
1145,3905250,452890,4
1146,3066444,685095,4
1147,1325436,3202770,3
1148,125872,1465269,3
1149,3407905,765543,4
1150,2623580,2337217,3
1151,4211984,2596286,3
1152,2349594,959247,3
1153,2061150,3837284,3
1154,1399058,1796644,2
1155,12547,957725,3
1156,2361673,2593954,4
1157,3305322,3169329,3
1158,702865,166306,3
1159,4311665,2499401,4
1160,4052122,2588244,4
1161,2187451,3356265,4
1162,2544398,4360802,3
1163,1164032,4779044,3
1164,4125905,723257,2
1165,3169284,2502590,4
1166,1360006,475380,4
1167,3158482,4350093,2
1168,3082677,3108490,3
1169,3139086,4343940,3
1170,1044619,1269131,4
1171,2390374,4143831,4
1172,4779046,4399430,4
1173,4420475,2868440,2
1174,815236,2155768,4
1175,1676054,2238637,2
1176,842454,1847353,4
1177,153792,778021,4
1178,336290,87195,3
1179,2410512,3528096,3
1180,3185337,1129762,3
1181,4086406,4539579,3
1182,4174741,1729680,4
1183,1429183,19269,4
1184,1479088,3296983,4
1185,4139326,1040056,3
1186,4311720,3703326,4
1187,322366,3277122,4
1188,2153824,4079268,3
1189,3690840,3870459,3
