0,source,sink,resource_allocation
59,3218203,62113,0.03680049149487205
60,334461,882814,0.002714133863356385
61,743085,3221949,0.31315370909301676
62,3928706,2730086,0
63,3318237,4790245,0
64,3184222,2203730,0.10069035631335387
65,4274919,458869,0
66,2031470,2135899,0.37600558484658037
67,1132916,104662,0.03225806451612903
68,2899933,1023717,0
69,2131627,3204799,0.0011340838123482578
70,143220,119228,0.004045998487477201
71,659469,1804528,0
72,2864777,4338398,0.24680130930843394
73,2752756,3243447,0.003730030692491185
74,4787138,1450031,0.03838264165045674
75,3891364,3883024,0.02520078541867076
76,2213689,1400706,0.028903066713655917
77,3723633,4175820,0.009819868466060741
78,4832741,4063856,0.007188955856467579
79,1122,984459,2.746952615822762
80,510935,4736821,0
81,4719740,1105301,0.05079496690770658
82,1648097,2880329,0.666207509535756
83,3144014,2558807,0.010828421568802244
84,3804990,950597,0.0011009092687618103
85,3203747,2302064,0.154030618977541
86,2139167,2437632,0
87,1359330,2337881,0.00027292934141787427
88,4418116,1395863,0.0019735177591138874
89,752405,4016274,0.01273244713380558
90,4418154,2578793,0.0928288034917629
91,1244565,4126893,0.0019011406844106464
92,3300111,245819,0.08084282774015046
93,3144,2868440,0.37077405106114086
94,4118493,1438067,0.03238501361558161
95,2506971,3317934,0.04764584985668256
96,3045222,2984603,0.661900511433861
97,3213642,1788881,0
98,1480185,4792640,0.014943057516368041
99,2416271,4443281,0.018336787938409187
100,4180822,4793644,0.0007026038513024361
101,521794,4162835,0
102,264132,441367,0.0011467889908256881
103,2559219,3920639,0
104,3755255,4319703,0.00703296945232239
105,1635500,3921120,0.0003790750568612585
106,4820741,3818906,0
107,1961825,3530075,0.03447133442483697
108,1565517,1184312,0.005029831677396147
109,840219,1143637,4.353883664228492e-05
110,3201162,4005328,0
111,1006107,3201058,0
112,1751017,4861559,0
113,2126605,2180464,0
114,3077171,2226572,1.3112054304884109e-06
115,812338,4844871,0.0036363636363636364
116,4230186,4137307,0.08418870917855649
117,3532343,2650447,9.94431185361973e-05
118,1126130,160891,0.020682570301280043
119,451378,3774281,8.585164835164836e-05
120,453003,376424,0.07646539993616921
121,19451,3111141,0.020192063151693772
122,3638601,1793500,0.0998339766918761
123,1950599,1009060,0.016941731318345893
124,4332042,3257170,0
125,482013,3579983,0.0033564550934175722
126,1943454,3689782,0.008694531225792659
127,4413981,4833817,0
128,4014047,1136778,0.0008305647840531562
129,1561394,1927555,0.001881267971105968
130,3586613,1228736,0.004423650635021922
131,1984044,4476596,0.008772604813778825
132,697564,50158,0.01060592844652708
133,4700329,3283432,0.011321545675738162
134,3362628,20388,1.4517128758851228
135,3559634,1209622,0
136,4612494,3281822,0.00910772348073455
137,331274,2249595,1.2723287607992821
138,3290884,3881983,0
139,2977223,4109291,0.0010983567365716346
140,2591437,1789565,0
141,702335,4751012,0.39477948608019675
142,1859993,3188099,0
143,1443414,1154944,0.020843310916395102
144,4067295,2795881,0.04179117464374508
145,2427217,74682,0.07955185654791797
146,1120411,4477188,0
147,1954009,1779762,0
148,2424197,458887,0.01756889208430924
149,3225341,2010664,0
150,4414997,2582486,0.005659698124883914
151,3313467,3478637,0.0005125264673739528
152,640373,4795705,0.014680343918747465
153,547021,366864,0
154,3739969,4310029,4.031318835246068e-05
155,1057680,4168027,0.0034609830144404783
156,2181364,4586866,0.22492261987928747
157,3511222,1004233,1.0138906580238463
158,2985668,3025121,0.014306489567695688
159,4114236,3761153,0.006535947712418301
160,1273418,2159250,0.001705454289888895
161,654563,4087577,0
162,4146884,3352404,0.00017185083347654237
163,3976159,3009133,4.810585936096385e-05
164,323965,193093,0
165,4311722,1753978,0.018076782666327125
166,1818698,3704407,0.002061855670103093
167,2162620,4423930,0
168,653234,1723138,0
169,871688,113821,0.027082832219399663
170,3519166,730998,0.005831079127161536
171,696010,3600865,0
172,3849752,754077,0.00025560165436164684
173,352555,4394409,0.13284621115001202
174,4745442,3063778,0.0009318077254255121
175,1300583,2871701,0
176,3220267,2383579,0.08420310779438749
177,4315961,2678379,1.6929761610143983
178,1459605,1989693,0.23380302353324592
179,953777,2505146,0.0015405183304928328
180,3979764,1776383,0
181,758145,2560532,0
182,4529968,3172548,0.010107826497873973
183,813834,2306581,0
184,268979,15583,0
185,3360177,190135,1.3112054304884109e-06
186,2878277,2857848,0.525047003070136
187,1792282,2791079,0
188,3819528,4613147,0.000276205191640177
189,2609436,4831688,0.24164633655595025
190,3000657,1364265,0.5255001064521999
191,4846160,1111515,0.13080877594126625
192,1784444,895856,7.649228806739635e-05
193,2814406,1916798,0
194,2112791,3534144,0
195,3218124,2859615,1.3112054304884109e-06
196,1827920,3076046,0.008054350647415307
197,2557232,1747172,0.002534631510989284
198,4522523,4386169,0.02147329490800797
199,4673872,960120,0.010404221628652744
200,2135471,2849755,0
201,1062590,1247007,0.003573328817268549
202,4556922,2420235,0.0013705751413533767
203,1240857,909674,0.14981639328574153
204,3989827,3166659,0.0007731961656205833
205,220956,2862017,0.04507976667948702
206,41996,3465628,0.027281069034424153
207,201146,3926875,0
208,3035063,1565469,0.008588886729097044
209,1160949,1565469,0.016544938245678837
210,3183860,4109816,0.001366482729534938
211,4621317,3713991,0.01098901098901099
212,638873,1844409,0.0015229327066453731
213,1876529,1351949,1.2737687445205719e-05
214,4566997,4514481,0
215,3115786,4347727,0.02656319090574822
216,3503651,2409176,0.0013777353094531946
217,3648705,3367608,0.10592624616891466
218,1537715,1341124,0.0031646124825965784
219,831453,122016,0.04035312985295827
220,1429183,3247415,2.9763676409310076e-05
221,4579537,3799178,0.1815127161989407
222,169650,1856116,0
223,960790,3067078,0.6043334835492176
224,3102958,2702637,0.0022756601151479056
225,4843952,3889805,0.010152139964501856
226,907892,2320538,0.021690836401725852
227,3332350,2863811,0.00038538031264523
228,4862682,3375317,0.002898550724637681
229,4732222,3013417,4.929542657039775e-05
230,4742300,4400515,0.001252925947358562
231,1200055,970441,0.007414411498880356
232,2411192,575372,0
233,846393,3611163,0.0056179775280898875
234,3228963,3740055,0
235,1651539,559732,0.04251794911100562
236,2098473,14202,0.010085738053424206
237,598650,1204624,0.03865785056802551
238,4093979,4863182,0.04164148886138811
239,483091,4337184,0.018167554179212828
240,2077025,799040,0
241,699366,2497380,0.002976190476190476
242,402005,1558394,0.5068729402944496
243,1635607,4058041,0.0038813338279688973
244,4789443,124654,0
245,2597890,3167298,0.005582871763458006
246,2390420,4116301,0
247,2602854,3609187,0.0007541478129713424
248,4709481,4283234,0
249,1327905,3553485,0.06555504179268516
250,1295223,614768,0.04709309858287228
251,3044382,104806,0.07323232323232323
252,3320731,1853137,0
253,3265042,2821412,0
254,3072308,269841,0.03521485891235091
255,1174,683529,0.006345317087831156
256,649203,1467047,0
257,4764268,1114409,0.0002574002574002574
258,4357352,3501099,0.5267504269669809
259,1942858,4502795,2.9763676409310076e-05
260,2502918,2689599,0.007352941176470588
261,4700248,4278467,0
262,4564989,4451008,0.018377163833568317
263,2001062,1196225,0.023210385143609756
264,3280393,1165110,0
265,1727502,34992,0.0610547087337988
266,4550525,4776193,0.04826578447380592
267,43264,2332893,0.02386621318145827
268,1737080,3616458,0.10802821886719989
269,122041,142496,1.1071474168509505
270,2646333,1672636,0.0004985044865403788
271,1742701,2970071,1.613381545366974
272,3293255,833637,0.052418930253336445
273,1780606,2262636,0.10353186153632915
274,1345570,2824526,1.3112054304884109e-06
275,2887828,1690852,0.12443987455177077
276,38947,3108211,0.0003832972497959558
277,1013242,4077123,0
278,839043,2692611,0.0016722408026755853
279,371635,156875,9.082104076619241e-05
280,3011952,4720585,0.27252065261668695
281,3638601,2129705,0.0006659942113619511
282,3708904,2079990,0.003200915722676734
283,241387,1059358,0.04003020475302046
284,40248,1127656,0.0006734214785102219
285,987263,2478602,0.001579225763555609
286,1879363,4654996,0.0002800336040324839
287,2950460,1294552,0.009410833443571725
288,2695168,3951022,0.014540008420762678
289,3961269,728145,0
290,3028026,4119951,0.002407981557693961
291,1616100,902731,0.001020278914024938
292,3212185,37950,0
293,615572,2930986,0.17490169706176126
294,2824613,4085345,0
295,3014991,821405,0
296,2080615,2393,0.2161723704760764
297,3675243,622762,0.03506747125857513
298,947762,2764726,0
299,596458,360372,0.11921271546541348
300,785634,4458764,0.03333464453876382
301,3701577,463578,0.15887013237314698
302,1567929,1000,0.008127784830746242
303,1912792,3080932,0.009841010313476778
304,4231030,1132916,3.647768611594683
305,3026988,2133291,0.00014413375612568464
306,2837576,2427238,0
307,2985401,3587358,4.870841808346699e-05
308,838983,799253,0.0010875976471182468
309,4525307,3762216,0.40717397362505514
310,3651080,1922246,0.006527324370237384
311,667134,1781711,0.0008396305625524769
312,2676205,3132930,0.0041642104494008
313,4225721,2019650,0.18231499117438865
314,540450,4629997,0.00525460901822612
315,2483244,3602926,0.0032069868181152012
316,1735998,4810297,0.0030959752321981426
317,4306167,603449,0
318,375480,2152962,0.030404641405429672
319,3180301,1013242,0.4798514498012486
320,935185,2126374,0.0034477438344133497
321,363438,848620,0.008243005326336287
322,116337,1529538,0.0066460381612601935
323,902881,1494526,0.014370922646784717
324,3041683,2404217,0.012981847882202488
325,3497766,800910,0.00040048057669203043
326,4472132,593309,0.007810119722468874
327,2634508,4247346,0.004651162790697674
328,1389619,2878362,0
329,4340194,2322663,0.03144907446739091
330,2602154,1025339,7.560427667346528e-05
331,1403344,937234,0.0011113175165641564
332,1886723,3571324,3.808190321232837e-06
333,2843784,585327,0
334,1440901,3514834,0.6415368330138216
335,2151302,4808211,9.583208320625245e-05
336,2610700,736798,0.0018845503768052528
337,3589489,65638,0.0031206945951492613
338,3716377,1305585,0
339,3097604,1624964,0.0018236835450155388
340,274784,3668306,0.0013939818231832127
341,2603652,686964,0
342,1294974,1085701,0.0002481157695804616
343,2037264,3701516,0.00037700903972334623
344,2795225,4791127,0.28410518053375194
345,3122389,475690,0.27999915288065896
346,1910873,3734722,9.93556339935071e-06
347,161389,471991,0.3333333333333333
348,228846,2147948,9.30925339787749e-05
349,1095970,4364508,0
350,1129376,4673214,6.920415224913495e-05
351,3083253,3252172,0.10450100807943064
352,3795380,84920,1.4118292749713455
353,4472132,778318,0.0022330948014701174
354,4027528,2512220,0.00234192037470726
355,4509912,3363781,0
356,3606552,3485884,0.07895201701752894
357,2071061,217062,0.10610038416328316
358,1287168,3017206,0.13204186882859695
359,244854,754891,0.004589571982409497
360,4085623,4488362,0.0029129911644987325
361,2985668,2730949,0
362,2434952,1619400,0.00010974899466104128
363,4014664,3005882,0
364,1132039,1284166,0
365,1063377,1989026,0.15663324538758705
366,3114061,257104,0.0003521621895018168
367,201208,49768,0
368,574695,230446,0.02002111703774366
369,4549398,1689039,0.07653368158591425
370,4600134,4499634,0.048275726565269
371,3763337,1257051,0.003203208882120667
372,4787393,3465103,0
373,4633577,2946725,0.003261537355355987
374,3452192,3745072,0
375,4837314,1405519,0.016762071064816617
376,2171358,4639852,3.692625826225029e-05
377,2915107,491852,0
378,2146363,4223666,0.017364983342583316
379,4022814,1532516,0.004297170135311491
380,384798,2369304,0.003164047133894096
381,1335561,3422412,0.022523188694694236
382,2766651,1603729,0
383,3912764,1702233,0
384,332358,3630776,0
385,2711792,1908942,0.022949348135515416
386,1619329,2751324,0.0036444615133985852
387,1596963,663653,0
388,4366907,853244,0.0013222432263885493
389,1140769,4003463,0
390,2471891,1842206,0
391,1488894,804420,0.15606857744081454
392,4782388,2617603,0.08399334719001308
393,1049492,4577899,0.13530230156439416
394,1927555,4809338,0
395,409991,745080,0.19004321691084555
396,2868729,209562,0
397,4538062,2135899,0.09954238140840536
398,3184961,2906703,0.049876032200310116
399,2300464,1086249,0.001704468756279008
400,2762481,1802456,0.0003359103176162701
401,1609286,4400935,0.00043446242765532325
402,1628863,2632013,0.006696887762427599
403,3677360,1782555,0.002369668246445498
404,2395078,1206279,0
405,4611286,1052729,0.0035842293906810036
406,3169284,470204,0.01616347073649328
407,1506690,1416529,0.5494587101136342
408,3234922,475821,0
409,4302499,130848,0
410,3761317,1365355,0.0028458746478250254
411,1897195,1341854,0.0029741347443574878
412,45986,1660284,0.026343042121615284
413,455599,1494927,0.03651814423518603
414,2136000,4385947,0.011568611979346432
415,256201,1294553,0
416,3890448,4722827,0.016023955873774677
417,3773245,4653266,0.022961781231238088
418,1952272,3325406,0
419,2300246,4158172,0.45146197164249735
420,3222384,3507219,0.01659916341235699
421,3399075,3779861,0.014337148833818841
422,347715,2127258,0
423,4214306,900689,0.030421434241213775
424,3266984,1448556,0
425,169650,274950,0
426,1433247,1590857,0.000508132145846369
427,2383394,468651,0
428,3063478,3181408,0.0007485029940119761
429,1097603,4749496,0.00010618202332672961
430,1343350,744455,0.015737605557082462
431,1164411,2817097,0.0004930966469428008
432,4724928,1007939,1.3112054304884109e-06
433,4736417,2641539,7.421338661696925e-05
434,4159820,4407877,0
435,2909856,2422805,0
436,258948,2298981,0
437,2424643,2740141,0.07111690561967426
438,1553616,1197620,0.07041739079987629
439,1520254,2538801,0.02325429028451942
440,1818698,4664679,0.007523973781353362
441,144060,136400,0.011809121124179383
442,2020889,646448,0.002163940352451595
443,4780388,968851,0.807904938807263
444,2102677,4613883,0
445,2461879,1209604,0.0021030025400730293
446,160818,709848,0.06388534642477037
447,1401550,3620630,0.00016490765171503957
448,783709,21662,0
449,150171,286472,0.030318317151685734
450,4612494,549485,0.0011039215792197033
451,3272526,721282,0
452,84726,1404837,0
453,559652,1999091,0
454,2456479,3660550,0.0013147833473027223
455,131200,4694239,0.00010620637330440812
456,1403344,3208206,0
457,3929625,2201243,0
458,3622805,4096612,1.1461115659454124
459,3414541,2363399,0.0035465651709005565
460,1930352,874565,0.01605970459387665
461,1563429,1318523,0.025467225161618878
462,1182194,4493806,0
463,4225886,3721298,0.7794553697878199
464,1408139,127950,2.4150174841897156
465,3903025,319044,0.02807301826957535
466,2702338,4762679,0.001141923926046913
467,4099622,1531876,0
468,1178308,4790146,0
469,3627790,2818164,0.06760748923916435
470,3726725,2049715,0.0012317981591074155
471,1234471,1034122,0.0003372898298053144
472,2986501,870428,0.00016728002676480428
473,245651,952688,0.0022324122793489576
474,1128316,303543,0.008722580052021743
475,4679590,378218,0.0031741236990070584
476,23990,844832,0.0007282201470103577
477,1501709,1841906,0
478,2339541,4236146,0.00017738815343876807
479,3813630,3285609,0
480,1648899,2023675,0.020872869372547877
481,4451424,3430488,0.0019269012655693573
482,150985,2023484,0.0014577259475218659
483,1819250,3710241,1.1426482014717308e-05
484,3891364,2949813,0.0037614197612221185
485,171548,4309706,0.09265411224104983
486,2435515,3994740,0.021184099598136403
487,898515,3699749,0.055242574139033544
488,2018936,2750152,0.007407407407407408
489,2805661,2817056,0
490,2888230,1669117,0.006165194322236682
491,1136345,695111,0
492,3712498,690084,0.34740190817680594
493,2903089,1947006,0.010634127928921924
494,4389575,1673289,0.003206314621705894
495,2086336,2400247,0.8167090047539066
496,4310862,3340476,0
497,1986478,1151263,0.002058202839941837
498,19451,4470008,0.33838028643576207
499,3653227,4698566,0.010159230800962036
500,279288,1397718,0.00819672131147541
501,339567,2040968,0.07407581660748985
502,4609702,4063523,0.00204618534412576
503,1397316,4643173,0.04520080436459709
504,1216896,4125905,0.32085976561609175
505,1920893,1876085,0.41803235098270497
506,3323708,4454175,0.002026585282911325
507,3419799,4007276,0.05411022257719688
508,4029708,4659457,0.0024266103708610667
509,4230074,4486159,0.010897029426333953
510,3550092,3419090,0.04858357322062452
511,2109677,3530012,0
512,1185400,1106637,0.038461538461538464
513,2301264,158731,0.007206624011728881
514,3234845,4022241,0
515,1310817,3064489,0.014802060636585327
516,2058283,4609415,0.033022960481500135
517,3042121,1621224,0.0008077544426494346
518,1447046,4711948,0.03140219864522847
519,587095,3218496,0
520,497106,73827,0.052118174227423195
521,3285875,4724464,0.0031372455163309765
522,4373891,275639,0.08792484240614835
523,1348793,4004571,0.013005003323393317
524,3198236,1722209,0
525,4860911,2189591,0
526,1349133,3080725,0
527,2047012,94321,0
528,1679775,573826,0.24907027685567168
529,3075945,2059985,0.0010969739768388216
530,4432608,3336698,0.16829408957706488
531,3189954,1087324,0.015037013421180141
532,500739,1921667,0.021222403643457014
533,2845650,4108731,0.22338660657436699
534,2642732,1984005,0.10996366428263181
535,3303860,2984265,0
536,3866829,554726,0.6342352650851127
537,1542018,4606604,0.003964107774353811
538,1244565,288635,0.00864798648888002
539,552802,3149670,0.0033783783783783786
540,4146884,1904268,0.005952380952380952
541,4196302,4195925,0.007876126805626193
542,636521,156930,0.0124305824615782
543,834072,4644636,0.16948018467716555
544,2145284,2367831,1.8765323044444069
545,7868,1438811,0.00010636375038032962
546,1151012,4595159,0.0017443643692292988
547,195823,2297290,8.466683600033866e-05
548,3498633,3250912,0.963506820944577
549,1176840,3708871,0.4124293627935129
550,3652024,4579537,0.03970886344754189
551,4585801,1410032,9.748178732235537e-05
552,965977,757234,0.0015862802380331282
553,4276,3467832,0.2195360453876595
554,1591738,4130514,0
555,3726255,1690853,0.24100952553675487
556,4750778,932921,0.010540146488828495
557,1544783,545075,0
558,3728686,2299782,0.23099731962257805
559,4134777,3010701,0.010847015437547906
560,4737649,317017,0.009233821733821734
561,1113383,572050,0.014676683867673769
562,4791237,4669469,0.0063228459108201195
563,1625926,1323604,0
564,1057767,2106810,0.32605082247728595
565,4360797,2567319,0.04477474678091783
566,4501001,3747641,0.006233697750407262
567,3979814,1383065,0.02041461946056542
568,3958498,3400119,0.5652156701295543
569,4472613,4782942,0.015542601935383012
570,2826552,1851929,0.0007878104760933637
571,3930113,1969392,0.0017921146953405018
572,4071650,1967153,0
573,848450,1311163,0.20042763028931754
574,4421038,4236120,0.008237768255837876
575,2924011,378360,9.254888895058815e-06
576,2216079,1058463,0.5190505024461893
577,2619921,2243004,0
578,3401659,867777,0
579,4850825,846953,0.6024398748423673
580,4627451,2979388,1.3783395344622622
581,4455263,1253026,0.000641076837526329
582,2366247,2506073,0.007318881897890258
583,2167353,1201942,0
584,3727094,2061597,0.002644037141912409
585,4307670,4579336,0.005373982847173932
586,2720575,4595178,0.00017964364537518255
587,3507605,3898713,0.00262899457819381
588,4300146,1860277,0
589,277097,664372,0.014142553921036005
590,3454316,355653,0
591,4804889,1258662,0.0548849952577603
592,4531017,4813904,0
593,3732480,3733752,0.28474036718973017
594,2914647,4152370,0.00036483035388544326
595,1604519,4809986,9.691895237526097e-05
596,3907690,4007453,0.044546736518162454
597,2670017,1805044,0.015457459391328454
598,255712,861508,0.23286748497407822
599,824841,1324381,0.003968253968253968
600,1075138,1095215,0
601,4549427,1689039,0.026167610287766502
602,3348381,2086336,0.07071234640371668
603,2292299,1621542,0.05573750227946641
604,1317354,3054311,0
605,4702057,2922419,0.015015879190495423
606,4789062,875708,0.0023509591648725268
607,3196320,4741885,0.006824524681667539
608,243028,3158766,0.00019908421262193908
609,3200179,1242327,0.004928045964911754
610,2376306,4249861,0.019955430717016668
611,1122024,3271567,0.01639344262295082
612,3852135,3266102,0
613,4032122,1949143,0
614,3223920,3378708,1.3112054304884109e-06
615,2239712,4041512,0
616,1152111,3955212,3.1556691596453026e-05
617,2438138,4405443,0.014727296419140095
618,1182125,2016362,0.0009225092250922509
619,4825117,3226188,0.011539442147466236
620,4509053,4614759,0.015466248831560723
621,954783,4107041,0.004759897448787367
622,2694897,4221994,0.0683947197342119
623,1459605,355183,2.426477724934485e-06
624,3957243,41215,0
625,4392240,4670924,0.013912515162178377
626,4662222,627979,1.6045426173688717
627,1772618,2517958,0.005629505396540607
628,3507605,3743087,0.06681139600178242
629,2988110,306066,0.019984700707592274
630,3460470,2914869,0.053139766808479524
631,4724928,3081689,0.01127808199975186
632,2357765,123020,0.0006821143277818813
633,4503243,2503081,0.03845797275083883
634,1395639,905235,0.232320536882568
635,2163840,1487443,0
636,1173867,1594195,0.05164685717086873
637,2990719,247965,0.018518518518518517
638,4334594,4672164,0.08858606177331257
639,3175677,4294132,0.03503758775254855
640,3154897,3743287,0.0005977286312014345
641,2380033,823904,0.006237926483793413
642,2204209,2393,0.01312766794627079
643,3204489,2021656,0.00043519797638655246
644,46347,4105798,0.0035771382893685054
645,1546131,1476256,0.02272877368458944
646,4832741,3628271,0.0031746031746031746
647,230959,3056188,4.244662337111083e-05
648,803117,514516,0.0010428003405062336
649,2728019,2857848,0.9431014502056005
650,1101391,3302218,0.003030296732863989
651,2629332,1739999,0.005025125628140704
652,3196935,1226698,0.00265941036974702
653,3545915,1760349,0.01694915254237288
654,467020,3890374,6.1154576171059e-05
655,3283449,833637,0.14809245749482328
656,2684857,3394755,0
657,1310076,970851,0.06157041439918483
658,324700,4458047,0.026237895038986984
659,3455337,759828,0.051143892339544514
660,1469417,82340,3.5036941908001114e-05
661,2945451,2873928,0.003355704697986577
662,47367,2619824,0
663,1975212,3490790,0.6394166298462682
664,2500159,1007714,0.001746952807850601
665,3403476,1454600,0
666,2048,3986213,0
667,4501695,1127019,0.6857620999784039
668,2205192,2295414,2.5823442957870864
669,2354150,3239759,0.0005990236446836591
670,4383563,1174,0.2618789443217378
671,475933,4833712,0.017920895353429736
672,4782926,3536565,0.037534948688007636
673,4487677,4825406,0
674,4327965,1331438,0.002890173410404624
675,1550721,2116162,5.878203620973431e-05
676,2517457,1728898,0.00796599726339459
677,1838574,4098262,0.44397960075142695
678,4612771,3288555,0.004407700314664816
679,642996,3506813,0
680,2557232,564584,0.0002032742137939762
681,4223610,3482459,0
682,1769495,2395183,0.0012422360248447205
683,782197,2194084,0.008966059873019168
684,1770200,2516884,7.96426217535653e-05
685,4031633,4588297,0.032734029729180034
686,1470412,4422560,0
687,1775497,3613127,0
688,1824620,2651938,0.0014900535177706693
689,1279839,1677752,0.00145985401459854
690,4132752,404449,0.005996942902597108
691,4448187,4748339,0.014234849159461523
692,491128,4657499,0.003700969454131658
693,2560508,3925409,0.0018975332068311196
694,104236,3605785,0.0027147422497306563
695,4700248,663112,0
696,2629845,4456828,0.006310174342961228
697,1570585,331274,0.43796586654194625
698,2852734,324237,0.5894862007198298
699,1041665,1229102,1.3907093389917515
700,3715323,3549444,0.14785518355477767
701,638553,2757877,0.00333562737630171
702,4836716,3354830,0.07093879030803374
703,4017320,922747,0.0007971283653174812
704,1459605,3415082,0
705,3303902,2181529,0.09641587315036926
706,3674345,3378280,1.6710065342567555
707,1726836,4480898,0
708,3806390,1976038,6.367317831036854e-06
709,878442,4036279,0.021855816549135
710,3595486,2643790,0
711,420410,2867013,0.002022065265754478
712,803951,2242566,0.20901815103161492
713,3628696,3853365,0.00641025641025641
714,2616335,2908614,0
715,1981986,4035202,0.002506265664160401
716,3054430,1057861,0
717,4334594,3051327,0.10103784636181926
718,4812944,3535207,0.31237765414100505
719,2674631,1867538,0
720,2942785,1035309,0
721,1335561,1909814,0.01662566079244086
722,306263,2130956,0
723,201208,951008,0.009827874170082958
724,2740508,1609914,0.028109376589384436
725,4153888,4755721,0.040550639611980764
726,2452515,1716535,0.0005562978241117585
727,4751661,1206612,0.00026881720430107527
728,3182725,2251944,0
729,4329998,3123735,0.0028414119462628895
730,4246368,4607134,0.01761107163735145
731,4306984,31402,0.0010548666992881597
732,987441,4503707,0.00022875774753396618
733,1991608,2364292,0.03603241698983607
734,4300700,4266500,0
735,4498960,2930986,0.0397723622294242
736,3102958,2181529,1.3203778755913316
737,1515040,797189,0.016056502705319636
738,885070,2221607,0.00412010040203609
739,3011316,3884937,0.012048192771084338
740,1213594,4105851,0.0162974296649494
741,2305935,678890,0
742,1006164,1656495,0.0003644077689276745
743,3011799,1673519,0.0016772062460620656
744,1667129,4633379,0
745,617629,1105588,0.535908567363159
746,926720,3307114,0.011731862060995711
747,565577,4336035,0.6085072046467603
748,126887,752827,0
749,2840784,3061859,4.7078762770114404e-05
750,1192675,4205790,0.00010901743713875007
751,1947457,179198,0
752,984342,3491166,0.6130909034348312
753,3049221,4031243,0
754,4859244,164230,1.0143530963128265e-05
755,2461340,1258551,0
756,3623046,3129979,0.41726189397539515
757,2682807,3198660,0
758,4274919,4523540,0.005559904894456042
759,2222560,2473200,0.1424930767675611
760,730935,3142497,0
761,4304731,1992367,0.02747493435406149
762,3522361,4607737,0.05452944280847157
763,2350820,2084576,0
764,2109685,3573818,0
765,3097821,1993893,0.031194958513527105
766,3580033,4322839,0.12333876566822154
767,4062909,416502,0.00035778175313059033
768,207617,1986693,0.0025334639026472574
769,3182466,3045735,0
770,879908,1994245,0.0030864197530864196
771,4315961,2089841,0.045232799427927156
772,4696456,2450580,0.0072164263171397985
773,1922327,2208559,0
774,1086861,4114260,0.009573089158838952
775,3101866,1973521,0.02472929470295581
776,1389250,1202352,0
777,3156079,1084494,0.2662466436079456
778,1768567,1239673,0.5258914826199304
779,3462030,3040850,0
780,2152175,3386770,0.018472641898858243
781,4551087,2858575,0
782,3249150,193283,0.0008156606851549756
783,2681125,4157835,0.01718589334402426
784,1970075,4146791,0.3431836621025426
785,456376,3282684,0
786,2250754,3054105,0.14845755775900696
787,95788,127780,0.0008419302296087106
788,2925348,2742304,0.011433962264150943
789,1049150,1483273,0
790,2486379,1429344,0.00665636784386489
791,2326042,575926,0.13067545517642307
792,3110933,3438089,1.145409770345341e-05
793,1846616,3866982,0
794,2871577,259324,0
795,3725944,4668743,0
796,3266143,1054633,0.4300474094591589
797,3982958,4028169,0
798,2763196,4737099,0.0012372991622439907
799,1666632,2920024,0.000847457627118644
800,718458,4615321,0
801,5089,328448,0
802,2912719,2979388,0.9523732424327144
803,4532884,2397948,4.2565330843029666e-05
804,2487570,1271488,0.003854543275981612
805,2210034,2685425,0.0037735849056603774
806,1204176,3775387,0.2683487769099518
807,3993419,1458675,0
808,4767918,2302691,0.0031834475929075484
809,3803252,3698779,0
810,1292292,3865282,0.04314784615305733
811,4091650,1529244,0.001941747572815534
